rid,DOS030_VCAP_6H:BRD-K65148580-001-01-0:5.01,DOS030_VCAP_24H:BRD-K65148580-001-01-0:5.01,DOS034_A375_24H:BRD-K65148580-001-01-0:5.01,DOS034_A549_24H:BRD-K65148580-001-01-0:5.01,DOS034_HT29_24H:BRD-K65148580-001-01-0:5.01,DOS034_MCF7_24H:BRD-K65148580-001-01-0:5.01,DOS034_PC3_24H:BRD-K65148580-001-01-0:5.01,DOSBIO001_A375_24H:BRD-K65148580:10.0236,DOSBIO001_A549_24H:BRD-K65148580:10.0236,DOSBIO001_HT29_24H:BRD-K65148580:10.0236,DOSBIO001_MCF7_24H:BRD-K65148580:10.0236,DOSBIO001_PC3_24H:BRD-K65148580:10.0236,DOSBIO001_NEU_24H:BRD-K65148580:10.0236,DOSBIO001_NPC_24H:BRD-K65148580:10.0236
5720,-1.17778098583,-2.36869287491,0.68110114336,0.518684566021,-1.02250003815,-0.663048028946,0.834914207458,0.96397459507,0.34318202734,1.14342617989,-0.0817198753357,-0.108114778996,0.978099942207,0.100694663823
466,0.058480206877,-0.503934800625,0.158116877079,0.493335366249,0.03125,-0.329177349806,-0.589240193367,-4.45700979233,0.826792359352,-0.589307844639,-0.52599722147,-0.193875521421,-0.208800002933,1.22636461258
6009,-0.962713360786,0.373100399971,-0.706626772881,-0.0595411285758,-0.857199966908,-0.467051178217,-0.232477873564,0.887523710728,0.257534205914,-0.119517281651,-0.95754468441,0.613446712494,0.065750002861,-0.694519817829
2309,-1.17507052422,0.237969651818,0.825016856194,-1.33552718163,-0.606700003147,-0.38820540905,-1.08313333988,0.143121108413,-0.163804382086,-0.191454783082,1.16309046745,0.53545820713,-0.460450023413,-0.670522511005
387,-2.77931118011,0.0762707442045,-0.00347322225571,-0.270889699459,-0.954649984837,-0.439924776554,-1.33003652096,0.442128330469,1.38007998466,-1.19933986664,-0.717044055462,-1.77592253685,-0.465449988842,-0.516441047192
3553,1.56841242313,-0.677303433418,0.13268044591,1.3818063736,1.36479997635,1.67180073261,0.185156822205,-0.775567412376,-0.554646372795,0.142286106944,0.0192180462182,0.214976921678,-0.320450007915,0.427907764912
427,0.0964885652065,0.609188556671,0.0539554953575,0.340544998646,-0.666000008583,0.339618742466,-0.304166078568,-1.80904114246,0.99704092741,-0.0327517986298,-0.562243103981,-0.0580019801855,0.76960003376,0.552904903889
5898,1.11427092552,-0.466573596001,0.121005013585,1.14969098568,0.138250008225,-0.881314516068,0.26713681221,-3.68577265739,-0.620510280132,-0.311642974615,0.282609641552,-0.702216565609,-0.834249973297,0.155760675669
23365,-0.533891439438,-0.0883127450943,-0.712045431137,0.0703696161509,-0.753450036049,-0.458789050579,-0.393831700087,0.0520666092634,0.072110787034,0.212252259254,-0.908262372017,-1.39850842953,-0.566200017929,0.883680045605
6657,1.68451666832,-0.279782563448,0.229317545891,0.770069241524,0.826349973679,2.06235647202,2.09647297859,0.909091055393,-1.01254999638,-0.125710338354,0.0248279049993,0.58502471447,0.736000001431,-0.38210016489
5054,0.0301620289683,-0.12561608851,0.015711992979,0.224754706025,-0.32775002718,0.376981079578,-0.316393703222,-0.276180446148,0.82653516531,-0.737600445747,-0.169562682509,-0.422495752573,0.424499988556,-1.3882021904
3108,-0.631347239017,0.133250892162,0.222331672907,-0.833393454552,0.699800014496,-0.0514930486679,0.196833401918,0.923951387405,0.465747535229,0.658732175827,0.194284141064,-0.323762893677,-0.0110500156879,-0.178541526198
1950,1.21670937538,-0.26117053628,-0.239823967218,-0.226031601429,0.361950010061,1.49368023872,-0.474336802959,-0.598498880863,-0.272993564606,0.907074809074,0.604614913464,0.777074217796,0.798699975014,-0.6866787076
351,-0.784833312035,-0.27460950613,-0.0734528005123,0.219450101256,0.909900009632,0.90734899044,0.724743425846,-1.85513246059,-0.126770168543,-0.679895401001,-0.801054775715,-0.351550400257,0.300849974155,0.353375434875
4846,-0.347933202982,-0.195431634784,1.43548560143,-3.29202461243,0.757149994373,1.16460478306,0.163172796369,-0.0439036414027,0.169484078884,-0.379876315594,-0.31781578064,0.91092556715,0.129250004888,-0.39964979887
1452,-2.55974626541,-0.960275411606,1.22412443161,-1.85173106194,-1.23839998245,-0.467712700367,-0.324059128761,-0.213774070144,-0.52739328146,-0.510885179043,-0.487300097942,-0.856977403164,-0.361099988222,-0.58806592226
4776,1.72676217556,-0.39948040247,-0.204816028476,1.43484187126,1.28275001049,1.39881777763,2.57187700272,-0.0661807730794,-1.10063838959,-0.850446641445,-0.305449992418,-0.258198559284,-0.261000007391,-0.23211362958
6908,-1.63405239582,0.196139022708,0.398993313313,-0.69979429245,-1.0339499712,-0.71839505434,-1.54328739643,1.26078629494,1.17800247669,-0.23618657887,-0.182227909565,-0.407707512379,0.104499995708,0.335904657841
672,-0.238563865423,-0.299259722233,0.368013948202,-1.26673638821,0.864099979401,-0.0102452635765,-0.854017317295,-0.0364890657365,1.34175336361,-0.00518204644322,0.00625622272491,0.0610235035419,0.663399994373,0.521424531937
5710,-2.7943148613,0.414513170719,0.16846807301,-1.00599002838,-0.375800013542,0.605288028717,-0.0357030630112,0.086372166872,-0.25133305788,-1.5194439888,-1.60072565079,-1.63177490234,0.356100022793,0.0266452953219
