rid,CPC006_A375_6H:BRD-K59019422-001-01-3:10,CPC006_A375_24H:BRD-K59019422-001-01-3:10,CPC006_A549_6H:BRD-K59019422-001-01-3:10,CPC006_A549_24H:BRD-K59019422-001-01-3:10,CPC006_A673_6H:BRD-K59019422-001-01-3:10,CPC006_AGS_6H:BRD-K59019422-001-01-3:10,CPC006_CL34_6H:BRD-K59019422-001-01-3:10,CPC006_CORL23_6H:BRD-K59019422-001-01-3:10,CPC006_COV644_6H:BRD-K59019422-001-01-3:10,CPC006_DV90_6H:BRD-K59019422-001-01-3:10,CPC006_EFO27_6H:BRD-K59019422-001-01-3:10,CPC006_HA1E_6H:BRD-K59019422-001-01-3:10,CPC006_HA1E_24H:BRD-K59019422-001-01-3:10,CPC006_HCC15_6H:BRD-K59019422-001-01-3:10,CPC006_HCC515_6H:BRD-K59019422-001-01-3:10,CPC006_HCC515_24H:BRD-K59019422-001-01-3:10,CPC006_HCT116_6H:BRD-K59019422-001-01-3:10,CPC006_HEC108_6H:BRD-K59019422-001-01-3:10,CPC006_HEPG2_6H:BRD-K59019422-001-01-3:10,CPC006_HT115_6H:BRD-K59019422-001-01-3:10,CPC006_HT29_6H:BRD-K59019422-001-01-3:10,CPC006_HT29_24H:BRD-K59019422-001-01-3:10,CPC006_JHUEM2_6H:BRD-K59019422-001-01-3:10,CPC006_LOVO_6H:BRD-K59019422-001-01-3:10,CPC006_MCF7_6H:BRD-K59019422-001-01-3:10,CPC006_MCF7_24H:BRD-K59019422-001-01-3:10,CPC006_MDST8_6H:BRD-K59019422-001-01-3:10,CPC006_NCIH1694_6H:BRD-K59019422-001-01-3:10,CPC006_NCIH1836_6H:BRD-K59019422-001-01-3:10,CPC006_NCIH2073_6H:BRD-K59019422-001-01-3:10,CPC006_NCIH508_6H:BRD-K59019422-001-01-3:10,CPC006_NCIH596_6H:BRD-K59019422-001-01-3:10,CPC006_NOMO1_6H:BRD-K59019422-001-01-3:10,CPC006_OV7_6H:BRD-K59019422-001-01-3:10,CPC006_PC3_6H:BRD-K59019422-001-01-3:10,CPC006_PC3_24H:BRD-K59019422-001-01-3:10,CPC006_PL21_6H:BRD-K59019422-001-01-3:10,CPC006_RMGI_6H:BRD-K59019422-001-01-3:10,CPC006_RMUGS_6H:BRD-K59019422-001-01-3:10,CPC006_SKLU1_6H:BRD-K59019422-001-01-3:10,CPC006_SKM1_6H:BRD-K59019422-001-01-3:10,CPC006_SKMEL1_6H:BRD-K59019422-001-01-3:10,CPC006_SKMEL28_6H:BRD-K59019422-001-01-3:10,CPC006_SNGM_6H:BRD-K59019422-001-01-3:10,CPC006_SNU1040_6H:BRD-K59019422-001-01-3:10,CPC006_SNUC4_6H:BRD-K59019422-001-01-3:10,CPC006_SNUC5_6H:BRD-K59019422-001-01-3:10,CPC006_SW480_6H:BRD-K59019422-001-01-3:10,CPC006_SW620_6H:BRD-K59019422-001-01-3:10,CPC006_SW948_6H:BRD-K59019422-001-01-3:10,CPC006_T3M10_6H:BRD-K59019422-001-01-3:10,CPC006_THP1_6H:BRD-K59019422-001-01-3:10,CPC006_TYKNU_6H:BRD-K59019422-001-01-3:10,CPC006_U937_6H:BRD-K59019422-001-01-3:10,CPC006_VCAP_6H:BRD-K59019422-001-01-3:10,CPC006_VCAP_24H:BRD-K59019422-001-01-3:10,CPC006_WSUDLCL2_6H:BRD-K59019422-001-01-3:10,CPC006_H1299_6H:BRD-K59019422-001-01-3:10,CPC006_RKO_6H:BRD-K59019422-001-01-3:10,PCLB003_A375_24H:BRD-K59019422-001-01-3:10,PCLB003_A375_24H:BRD-K59019422-001-01-3:3.33,PCLB003_A375_24H:BRD-K59019422-001-01-3:1.11,PCLB003_A375_24H:BRD-K59019422-001-01-3:0.37,PCLB003_A375_24H:BRD-K59019422-001-01-3:0.12,PCLB003_A375_24H:BRD-K59019422-001-01-3:0.04,PCLB003_A549_24H:BRD-K59019422-001-01-3:10,PCLB003_A549_24H:BRD-K59019422-001-01-3:3.33,PCLB003_A549_24H:BRD-K59019422-001-01-3:1.11,PCLB003_A549_24H:BRD-K59019422-001-01-3:0.37,PCLB003_A549_24H:BRD-K59019422-001-01-3:0.12,PCLB003_A549_24H:BRD-K59019422-001-01-3:0.04,PCLB003_HA1E_24H:BRD-K59019422-001-01-3:10,PCLB003_HA1E_24H:BRD-K59019422-001-01-3:3.33,PCLB003_HA1E_24H:BRD-K59019422-001-01-3:1.11,PCLB003_HA1E_24H:BRD-K59019422-001-01-3:0.37,PCLB003_HA1E_24H:BRD-K59019422-001-01-3:0.12,PCLB003_HA1E_24H:BRD-K59019422-001-01-3:0.04,PCLB003_HCC515_24H:BRD-K59019422-001-01-3:10,PCLB003_HCC515_24H:BRD-K59019422-001-01-3:3.33,PCLB003_HCC515_24H:BRD-K59019422-001-01-3:1.11,PCLB003_HCC515_24H:BRD-K59019422-001-01-3:0.37,PCLB003_HCC515_24H:BRD-K59019422-001-01-3:0.12,PCLB003_HCC515_24H:BRD-K59019422-001-01-3:0.04,PCLB003_HEPG2_24H:BRD-K59019422-001-01-3:10,PCLB003_HEPG2_24H:BRD-K59019422-001-01-3:3.33,PCLB003_HEPG2_24H:BRD-K59019422-001-01-3:1.11,PCLB003_HEPG2_24H:BRD-K59019422-001-01-3:0.37,PCLB003_HEPG2_24H:BRD-K59019422-001-01-3:0.12,PCLB003_HEPG2_24H:BRD-K59019422-001-01-3:0.04,PCLB003_HT29_24H:BRD-K59019422-001-01-3:10,PCLB003_HT29_24H:BRD-K59019422-001-01-3:3.33,PCLB003_HT29_24H:BRD-K59019422-001-01-3:1.11,PCLB003_HT29_24H:BRD-K59019422-001-01-3:0.37,PCLB003_HT29_24H:BRD-K59019422-001-01-3:0.12,PCLB003_HT29_24H:BRD-K59019422-001-01-3:0.04,PCLB003_MCF7_24H:BRD-K59019422-001-01-3:10,PCLB003_MCF7_24H:BRD-K59019422-001-01-3:3.33,PCLB003_MCF7_24H:BRD-K59019422-001-01-3:1.11,PCLB003_MCF7_24H:BRD-K59019422-001-01-3:0.37,PCLB003_MCF7_24H:BRD-K59019422-001-01-3:0.12,PCLB003_MCF7_24H:BRD-K59019422-001-01-3:0.04,PCLB003_PC3_24H:BRD-K59019422-001-01-3:10,PCLB003_PC3_24H:BRD-K59019422-001-01-3:3.33,PCLB003_PC3_24H:BRD-K59019422-001-01-3:1.11,PCLB003_PC3_24H:BRD-K59019422-001-01-3:0.37,PCLB003_PC3_24H:BRD-K59019422-001-01-3:0.12,PCLB003_PC3_24H:BRD-K59019422-001-01-3:0.04
5720,-0.221904695034,0.185332536697,-0.551187455654,0.26749676466,0.604699969292,0.482850015163,0.853450000286,0.653050005436,-0.110699996352,0.405250012875,-0.292800009251,-0.348399043083,0.0914820432663,0.250635892153,-0.829622030258,-0.656598448753,0.359999984503,-0.0443093888462,0.580730021,1.09549999237,-0.0453823916614,0.280096650124,-0.351350009441,-0.885450005531,-0.0790971517563,-0.399711549282,-2.09345006943,0.369749993086,0.517499983311,-1.06590008736,-1.74169993401,-0.56979995966,1.02954995632,-0.722350001335,-0.777445435524,-0.671990871429,-0.530650019646,0.954149961472,0.731551706791,-0.365850001574,-0.237949997187,0.43850004673,-0.461849987507,-0.350149989128,0.672150015831,-0.517400026321,1.41665005684,-0.0182499885559,0.691218137741,0.575812280178,0.420900017023,1.05921697617,-0.152999982238,1.34895002842,-0.602856278419,-0.97988063097,1.31209993362,1.07895004749,0.729300022125,-0.504619479179,0.878385424614,-1.27009999752,1.12753522396,-0.285937070847,0.189704269171,0.255030691624,0.409977883101,0.235569611192,-0.228158533573,1.02275204659,0.0918184369802,-0.114651940763,0.690448701382,1.07758688927,-0.15081602335,1.24137043953,0.383752703667,0.0275926887989,0.0292666703463,0.272296965122,0.611366271973,-1.04421877861,-0.434166669846,0.145795837045,0.324471831322,0.722292900085,-1.44295477867,-0.439533114433,-0.31889078021,0.0061346590519,0.865718126297,-0.0308838039637,-0.890282154083,0.562370717525,-0.447533339262,0.991925299168,-0.400744199753,-0.187501847744,-1.57397449017,-1.05994915962,-1.02750039101,0.848776459694,0.862826108932,0.279529243708,0.461016654968,-1.0806568861,1.07762634754
466,0.237809717655,0.238763675094,-0.221936404705,0.210987627506,0.672899961472,0.865700006485,0.327300012112,0.00809999555349,0.387050002813,1.78715002537,-1.28749990463,-0.0679514557123,0.155493050814,0.440300762653,0.268581688404,-0.268963962793,1.12479996681,0.402548700571,0.668706059456,-0.00570000009611,-0.317054033279,0.198444098234,-3.08859992027,1.35765004158,0.351372539997,-0.431299448013,0.574249982834,-0.460799992085,0.537999987602,-0.707199990749,-0.206300005317,0.545399963856,0.716850042343,-0.471949994564,0.124047107995,-0.0449961125851,1.24800002575,-1.03135001659,0.853333711624,1.15635001659,-2.05734992027,-0.0875499844551,-0.616499960423,-0.164350003004,-0.570950031281,-0.432599961758,0.795899987221,-0.406149983406,0.223591148853,0.801880478859,0.348199993372,0.717109262943,0.10585001111,-1.94924998283,-0.579166412354,-0.685061991215,-1.44910001755,0.625599980354,0.623899996281,1.1341958046,0.396684288979,0.284500002861,0.697557866573,0.163432449102,0.0776434838772,-0.698976695538,-0.195329040289,0.217863708735,-0.157379448414,1.44230973721,-0.467053294182,-0.365147173405,0.347241163254,0.585434377193,0.156578809023,0.298281759024,0.446439325809,0.252922058105,-0.542366743088,0.272440254688,0.448522001505,-1.02156925201,-0.743799984455,-0.145238637924,0.00426863133907,0.579368472099,0.867473125458,-0.0509289652109,-0.579079270363,0.472995281219,0.725148260593,-0.23475985229,0.294215261936,0.826876401901,-0.0679999887943,1.17799377441,-1.0869550705,-1.15044498444,-1.67985832691,-2.01913380623,-0.832170069218,-0.0496073812246,0.388072609901,-0.191020220518,-0.287266820669,-0.206810772419,-0.0859098285437
6009,0.439425587654,0.0636007934809,-0.387338757515,0.422962576151,0.987699985504,0.355300009251,0.957749962807,0.486100018024,-0.713500022888,0.328250020742,0.674299955368,-0.165116265416,0.466783344746,-0.128724679351,0.00998270511627,-0.330348789692,1.35504996777,0.775008022785,0.308501303196,-0.604499995708,0.409694522619,0.548868298531,-0.077849984169,0.774000048637,0.676101267338,-0.926687121391,1.17874991894,-0.917100012302,1.20655012131,0.641499996185,-1.45230007172,0.655500054359,0.552649974823,-0.657999992371,0.134659722447,0.0361634120345,0.167549997568,-0.606949985027,-0.155412808061,-0.00485002994537,0.238200008869,0.3424000144,0.0747500061989,-0.821799993515,-0.392849981785,0.026800006628,0.727150022984,1.20695006847,1.5858258009,-0.237336114049,0.0322000086308,1.68370127678,0.1481000036,1.15109992027,-0.589821219444,-1.13132071495,1.03190004826,-0.349349975586,-0.779500007629,-0.158554241061,0.570091247559,-2.12466669083,0.620056867599,0.776431560516,0.289951682091,0.541687786579,0.543811142445,0.36565297842,-0.292377561331,-0.605051159859,0.110769413412,-0.261548697948,-0.212399438024,1.06904399395,0.000179659575224,1.28372049332,1.47078287601,-0.316872656345,-0.509999990463,-0.282726943493,-0.992958128452,-0.824478685856,-0.324166685343,-1.04566836357,0.22626721859,-1.24623334408,-0.436138749123,-0.111532360315,0.29596760869,0.0086584687233,0.327038288116,-0.0972080305219,-0.161797583103,0.98980474472,-1.28690004349,0.218482375145,-0.106363847852,0.0491299107671,-1.2301710844,-0.153509497643,-0.602372467518,-0.309081912041,0.0487101376057,-0.425414353609,-0.317639350891,0.652190804482,-0.0606067404151
2309,-0.188359797001,-0.288455367088,-0.295771986246,0.0212344825268,-0.985000014305,-0.659350037575,0.0694499909878,0.303099989891,-0.491349995136,-0.496100008488,-0.924750030041,-0.0970135480165,0.0230913162231,-1.14110672474,0.307314276695,-0.813721239567,-1.13459992409,0.017752841115,-1.3053804636,-0.282799988985,-1.05829465389,-0.512267291546,-0.264149993658,-0.0832499861717,-0.873961269855,-0.712424576283,-0.603900015354,0.400499999523,0.109149992466,-0.530050039291,1.05229997635,-1.55679988861,0.315750002861,-0.490599989891,-0.538624644279,-0.814096808434,-0.330199986696,-1.22810006142,-0.292570710182,0.065750002861,-0.356700003147,0.0240999981761,-0.476649999619,0.118450015783,-0.465299993753,0.655349969864,-1.01310002804,-0.464900016785,-0.836223185062,0.240056023002,-0.0136500000954,-0.795846641064,-0.45094999671,1.22694993019,-1.00198984146,-0.608085155487,0.1507999897,-0.734099984169,0.85765004158,-0.63326394558,-1.48242688179,0.797666668892,0.490533232689,-1.40437161922,-0.62071454525,0.21841391921,0.0035826060921,7.16282224655,-1.52823615074,0.534495234489,-0.242448881269,-0.933647632599,0.149089276791,0.381152898073,-0.428110003471,-0.579885900021,-0.74494946003,-0.281180739403,1.75203335285,0.529364466667,0.126452729106,-1.81511259079,-0.36296671629,-0.463994443417,-1.17395973206,0.0497964918613,-0.896372914314,-0.15539893508,-0.0823612734675,0.523744702339,0.661894977093,0.269781589508,0.385052919388,-1.62075018883,0.247600004077,-0.116377927363,-0.963092386723,-2.98405408859,-1.2045276165,-0.347569078207,-0.67983931303,0.255389094353,-0.748431444168,0.039466176182,-0.558626174927,-0.540187597275,-0.137572616339
387,0.185571074486,0.408368229866,-0.346113711596,0.480012029409,0.829450011253,0.0832500010729,0.528550028801,-0.356249988079,-1.63734996319,-0.303250014782,0.483400017023,0.0158906430006,0.47838973999,-1.28571355343,0.0168957710266,-1.90554583073,1.30879998207,1.07820868492,-0.661465227604,0.265899986029,1.19064939022,0.545108437538,0.267599999905,0.373350024223,0.320434838533,-0.214239865541,-1.78490006924,1.18089997768,-0.315500020981,0.898949980736,1.23524999619,0.57925003767,1.03894996643,0.103100001812,-0.260271936655,-0.762261033058,-1.87440013885,0.52429997921,0.278920441866,-0.959500014782,-0.700450003147,0.0633000135422,-0.437950015068,-1.14199995995,-0.080949999392,-0.197650015354,-0.158699989319,1.33380007744,1.43930840492,-0.0931973159313,-0.155599996448,1.18291115761,-0.201949998736,0.704049944878,-0.286007493734,-0.379886269569,0.764750003815,-0.0650999993086,0.56099998951,0.430270016193,0.291847765446,0.229033321142,-0.126172214746,0.323918402195,0.600825250149,-1.92696404457,-1.26777386665,0.34263253212,0.535166501999,0.504587113857,-0.444784462452,-0.975218474865,0.555588424206,0.723634898663,-0.709983110428,0.835150957108,-0.0165771022439,-0.0429880619049,-0.0063000023365,-0.112733304501,-3.26700544357,-0.828857064247,0.268966674805,0.3376275599,0.0312669873238,-0.291863054037,-1.09374427795,0.189606189728,-0.232266902924,-0.211347192526,-1.69305562973,0.599009156227,0.486652135849,0.183210372925,-0.321966677904,1.06679654121,-0.533979952335,-0.70781570673,-0.186380341649,-0.712298035622,-0.642972588539,-0.370430856943,-0.507753074169,-0.569893360138,0.359483927488,0.575795650482,-0.682814896107
3553,0.455795615911,-0.13147701323,0.254436701536,-0.539066314697,-0.13379997015,-0.310699999332,-0.0479500070214,-0.511549949646,-0.245200008154,-0.383149981499,-0.508899986744,0.465904712677,-0.276949524879,-0.36608684063,-0.119045048952,-0.148553907871,-0.314099997282,-0.500916361809,0.538563668728,0.0,0.551405608654,0.276818990707,-0.587399959564,1.27075004578,-0.592423439026,-0.504113793373,-0.315050005913,-0.0895000100136,-0.826700031757,-0.439399957657,1.23099994659,-1.49125003815,-0.44470000267,0.638100028038,-0.107795029879,-0.471599668264,-0.0521499961615,-0.47025001049,-0.500906467438,0.529100000858,0.306250035763,-1.19780004025,-0.125850021839,-0.268500000238,-0.361450016499,-0.187850028276,-0.81685000658,-0.181900009513,-0.978015005589,0.0949764102697,-0.294849991798,-0.277942955494,-0.0140500068665,1.01810002327,0.493365317583,-0.432724744081,-0.927500009537,-0.371500015259,-1.03694999218,-0.337721884251,-0.16820281744,-0.711366713047,-0.0770823359489,-0.69216966629,0.0879490375519,0.559660315514,-1.2222802639,-0.44213232398,0.515281498432,0.37187358737,-0.0502390339971,0.552477955818,-1.4038721323,-0.694365501404,-0.682541191578,-1.1271584034,-0.175003290176,0.736553668976,0.147433340549,-0.327214390039,1.57346582413,1.96820926666,-0.404300063848,0.589384436607,-0.624451935291,-0.984633684158,1.06676614285,1.05346214771,-0.853022873402,-1.02346074581,-0.54261803627,0.388141900301,-0.187770277262,-0.439877688885,1.61839997768,0.820763587952,2.01594114304,2.1029214859,3.81208324432,2.42025279999,1.73126661777,-0.221950739622,-0.0667242705822,-0.736104846001,-0.500553607941,-0.545553267002,-0.210534930229
427,-0.293033182621,-0.0433474779129,0.125294685364,-0.467613875866,1.6888999939,-0.338649988174,-0.342500001192,-0.0908000022173,0.738049983978,1.21109998226,-0.909500002861,-0.697017252445,-0.606919288635,-0.607812464237,0.112733274698,0.346048206091,1.11349999905,-0.261095792055,0.267569899559,-0.226400002837,1.673366189,-0.524002194405,-0.610000014305,1.32639992237,0.610530495644,0.0802040547132,0.762099981308,1.41054999828,0.939499974251,-0.99329996109,-0.484599977732,1.78169989586,-0.272199988365,0.706849992275,-0.218969106674,-0.885284423828,0.0971000045538,-1.64925003052,-1.13328433037,0.583249986172,-2.01195001602,0.0983000099659,-1.98169994354,0.345349907875,-1.0435000658,-1.1209000349,0.995450019836,0.674000024796,0.31220677495,0.213985726237,-0.162299990654,-0.00708877295256,-0.763199985027,-1.09695005417,0.307291895151,0.903409183025,-1.09885001183,1.12730002403,-0.0698500275612,-0.569050788879,0.586436629295,0.841966629028,-3.29291725159,0.365444302559,-0.327824831009,0.426648616791,0.570523560047,0.109308600426,-0.849595427513,0.101459085941,-0.170790329576,0.11606182158,-1.85404419899,0.41125407815,-0.509775876999,-0.228688716888,0.220373049378,2.74475049973,-1.14359998703,-0.117945700884,-1.23798084259,-1.99435150623,1.08860003948,-0.360361397266,0.803134560585,0.36208152771,-0.395502388477,0.101133435965,-1.17612946033,0.603263914585,1.21486091614,-0.122929751873,0.651582717896,1.29338264465,-0.436033308506,1.51097285748,0.568730592728,1.67295897007,-1.76061713696,-0.00132119655609,1.15509915352,-2.01005244255,0.395490288734,0.575684607029,-1.60606050491,-3.25771808624,0.500424861908
5898,-0.425561726093,-0.487723171711,-1.19357657433,-1.1584020853,-0.747699975967,0.569900035858,-1.09694993496,-0.408199995756,-0.251049995422,0.0843499898911,-1.20280003548,-0.62982237339,-0.720135450363,-1.78438353539,-0.407649695873,-0.720776975155,-0.525750041008,-0.880913496017,-0.866736412048,-1.27190005779,-0.635582923889,-0.386167407036,-1.93499994278,-0.260249972343,-0.808732748032,0.152677595615,-0.814700007439,-0.406749993563,-1.22675001621,0.0730499997735,-1.30865001678,-1.27350008488,0.124949991703,0.653849959373,-0.520000696182,-0.325431585312,-0.497350007296,-0.691200017929,1.1268774271,-0.411100000143,-1.51525008678,-1.11609995365,-0.25695002079,-0.82365000248,-0.823500037193,-0.548950016499,-1.32424998283,-0.665549993515,-0.187353253365,-0.372008025646,-0.33140000701,-0.768614768982,-1.38785004616,-2.24690008163,-0.523516237736,-0.452927052975,-1.91589999199,-0.439999997616,-0.456250011921,-0.147564187646,-0.308621525764,-2.38420033455,-0.0847045481205,0.461848974228,-0.474613249302,0.51206856966,-0.195585355163,-0.0595391690731,-0.036019936204,0.703206777573,0.354716956615,0.311432301998,0.194572806358,0.111322239041,-0.0821678936481,0.358447849751,0.408730089664,-0.524835646152,0.733100056648,-0.494531601667,1.75448286533,0.0516137480736,-1.72003352642,0.27623718977,-0.318891108036,-0.665581703186,1.67848777771,-0.569022357464,-0.432755768299,-0.212503880262,-0.220990106463,-0.708067297935,-0.288098543882,-0.152596518397,-1.46770012379,-2.87917613983,-0.214764803648,0.0438512191176,1.09238278866,-2.37040519714,-1.0912977457,-0.0674599707127,0.582103729248,-0.518626153469,0.078808888793,0.403772294521,-0.964328885078
23365,0.723197102547,-0.176271110773,0.0639806464314,-0.638745605946,0.107599973679,2.98825001717,0.288500010967,-0.578600049019,-0.0679000020027,4.07244968414,-0.931699991226,0.0498584806919,0.180581375957,-0.806443870068,0.859285473824,0.788223981857,0.631999969482,-0.426503181458,1.9092361927,-0.929799973965,0.985271573067,0.280521690845,0.972200036049,-0.394400000572,-0.47199255228,-0.0261658765376,-1.35409998894,1.78565001488,-0.104050010443,0.401550024748,0.558200001717,3.75340008736,-0.933550000191,-0.762750029564,0.561175405979,0.078319132328,0.352800011635,0.159150004387,0.28110486269,0.112250000238,-0.359549999237,-1.0203499794,2.05885004997,-0.214599996805,-0.259200006723,-0.230150014162,-0.243599995971,2.05380010605,0.808046340942,-0.191210120916,-0.522799968719,2.43193411827,-2.74690008163,-0.467549979687,-0.554517626762,-0.228659510612,-0.718400001526,-0.0995000004768,-0.835500001907,-0.0428734123707,-0.406702935696,0.772433400154,-0.419820815325,0.149102687836,-1.20324230194,0.0626006126404,0.172566816211,0.16565310955,-0.8089017272,-0.915297567844,-0.342937499285,0.735764086246,0.62796163559,-0.454184651375,-0.616207659245,-0.38430327177,1.04395449162,0.349722385406,-0.00960004329681,-1.50531077385,-0.944832026958,0.0749770998955,-0.35516667366,0.0368037223816,-0.565613985062,-0.939283430576,0.307118654251,-0.0421391576529,0.787415206432,-0.450527608395,-0.20012550056,-1.2263815403,0.137166664004,0.143956527114,-0.629333376884,-0.779943943024,-0.712597429752,-0.392719507217,0.0044080093503,-0.306500047445,-0.27696749568,1.53680443764,1.23796319962,0.319382309914,-0.0941092222929,-0.56115424633,0.429003000259
6657,0.13989713788,0.154773980379,-0.548941195011,4.52140760422,0.0856999978423,-0.674499988556,-0.228849992156,-0.326600015163,0.822999954224,-0.422500014305,-0.233499988914,-0.170927882195,-0.0177766941488,1.16084158421,0.199124455452,0.0988970920444,-0.610000014305,-0.892774045467,0.601697742939,-0.674499988556,0.681801736355,0.851588904858,0.772199988365,0.704100012779,0.09509550035,-0.0158618614078,0.483900010586,-1.05599999428,0.0886500030756,0.944100022316,1.61354994774,0.243599995971,-0.552749991417,0.969550013542,-0.752862632275,1.13255524635,1.28715002537,-0.648650050163,-0.400227963924,1.26020002365,0.986699998379,-1.01289999485,0.394650012255,0.472099989653,0.582349956036,-0.470999985933,-0.127200007439,-0.264450013638,-0.585207402706,-0.587622046471,-1.04914999008,0.1203019768,-0.289100021124,0.157299995422,1.63896095753,0.450322210789,1.83895003796,-0.371750026941,-1.12654995918,1.27903914452,-0.272777438164,0.451100021601,-0.644423246384,0.731518745422,-0.446395158768,0.436057627201,-0.816562175751,-0.690112292767,0.454885363579,-1.36771333218,0.361014544964,0.301864206791,-0.656192541122,-0.884523928165,-0.887679576874,-1.10716879368,-0.261289358139,2.13684272766,0.919666647911,1.54775857925,-0.491457521915,1.15131318569,0.493900030851,0.766022920609,-0.479225933552,0.380735516548,0.978388786316,0.939709365368,-0.348566621542,-0.191801607609,0.243553757668,0.335790276527,-0.25884744525,-0.474435538054,2.52150011063,0.420370042324,1.40205824375,0.896575212479,2.22793245316,2.51086568832,1.58694314957,1.79133570194,-0.755019009113,-0.600170731544,0.0591543316841,0.215229034424,0.569606542587
