rid,ERG011_VCAP_6H:BRD-K72539944-001-01-2:9.998,ERG011_VCAP_24H:BRD-K72539944-001-01-2:9.998,ERG017_VCAP_24H:BRD-K72539944:10,ERG017_VCAP_24H:BRD-K72539944:3.33,ERG017_VCAP_24H:BRD-K72539944:1.11,ERG017_VCAP_24H:BRD-K72539944:0.37
22926,0.955649971962,-0.50403803587,0.00670981407166,-0.00772258639336,-0.121082536876,-0.295614600182
5899,0.135700002313,-0.066897585988,-0.673591256142,-0.542244493961,-1.56956243515,-0.122019723058
5467,-0.535449981689,-0.813714146614,-0.76592361927,0.632370471954,-0.379263520241,-0.252661049366
6774,0.907799959183,0.109952770174,-0.45344042778,0.724777936935,0.95705807209,0.0770058035851
1788,-0.0839500129223,0.906902134418,-0.937816143036,-1.20751476288,-0.973004698753,-1.15719628334
5921,-0.529799997807,-0.811328887939,0.0887318849564,0.296042859554,0.368297249079,1.07855033875
5721,0.0118000209332,-0.66119325161,0.365827053785,0.614357888699,-1.24156451225,0.322683215141
2263,-0.116250008345,1.07172131538,-0.82198369503,-1.47499680519,-0.558185815811,-0.213318884373
808,0.24660000205,1.42070746422,-0.622582614422,-0.905843615532,-1.00681817532,-0.592071950436
30001,0.444850027561,0.0559391640127,-0.197751164436,0.514531493187,-0.857770085335,0.389188677073
348,0.148800000548,0.917687952518,-0.384702473879,-0.102668516338,-0.568706333637,0.243216440082
30849,-0.00485002994537,-0.598389029503,-0.0642189607024,0.206914424896,-0.270754188299,-0.235204190016
1454,0.832150042057,0.738711059093,-0.412409693003,0.236131042242,-0.710372924805,-1.15233302116
6500,0.534549951553,-0.40020903945,0.316110193729,0.915624856949,0.686758875847,1.07123470306
5627,-0.594349980354,-0.30397182703,1.16325879097,0.526099026203,1.01416349411,0.7883066535
5715,-0.323050022125,-0.868645250797,0.441799849272,0.220420703292,-0.156153202057,-0.23983477056
4791,-0.802399992943,0.201193243265,-0.165185987949,-0.865537464619,-0.744601249695,-0.684846937656
56924,-0.616250038147,0.49693775177,0.127530559897,0.246493816376,0.746652722359,-0.0925604403019
2690,0.0664499998093,0.542292714119,0.63731867075,0.417930155993,0.617668509483,0.953769147396
1019,0.148599997163,0.315227538347,0.471626341343,0.980097055435,0.645732104778,0.711214363575
51422,-0.676399946213,-0.468291014433,0.514788746834,-0.263521909714,-0.777354598045,-0.328366935253
5788,-0.159850001335,-0.404611885548,0.0359631851315,-1.05124592781,-1.02786827087,-1.0618032217
6709,-0.528299987316,-0.298107922077,-0.885733008385,0.138037338853,-0.283635020256,-0.0835649073124
1277,-0.713450014591,-0.761661350727,1.53515338898,0.414242506027,0.0878255069256,0.271783679724
993,-0.756049990654,-0.593313455582,-0.652466058731,0.32809612155,0.755834817886,0.117815822363
7157,-0.174400001764,-0.535670876503,0.66860806942,0.793690264225,0.295440465212,-0.730395853519
1958,-0.374849975109,-0.859564602375,-0.192011758685,-0.639573097229,-0.34687691927,-0.0217333137989
4582,-0.57775002718,0.219213351607,-0.0991327911615,0.247888669372,1.25152444839,-0.394054293633
9212,0.219599992037,0.538450419903,-1.29482197762,-0.780431449413,-0.256084859371,-0.3770840168
8440,0.230399996042,0.657544672489,0.838274598122,0.917155742645,0.718591094017,0.510713398457
6790,0.0506500005722,-0.493390738964,-1.00312519073,0.843103468418,0.228541970253,0.438189446926
8851,-0.246000006795,-0.243766188622,0.643378973007,0.302306056023,-0.269771516323,-0.0699395537376
2534,0.526749968529,-0.296549677849,-0.693266749382,-0.239731758833,-0.532104492188,-1.16137886047
4893,-0.684900045395,0.262934446335,-0.739978730679,-0.710712432861,-0.89179444313,2.12521648407
665,0.872250080109,-0.453839689493,-0.529230415821,-1.36183166504,-0.701718211174,-0.496042132378
4313,0.117749989033,0.482034415007,-0.944779276848,-1.28719866276,-0.866244375706,-0.719742178917
1022,0.17405000329,-0.543284535408,0.181126326323,-0.248685091734,-0.284314453602,0.5531001091
5880,-0.0992500036955,-0.133381009102,-0.0114876329899,-0.125018328428,0.0577138662338,-0.288908332586
3162,-0.30759999156,-0.580330312252,-0.197409063578,0.0908254683018,-1.3023018837,-0.420076102018
1282,0.368550002575,0.619848430157,-0.93079918623,-0.96477663517,-1.01546430588,-0.923733532429
3383,-0.529349982738,-0.157051995397,0.101155757904,0.0318624675274,0.407543122768,-1.00641536713
727,-1.56900000572,-0.78631901741,-0.862872779369,-1.08285427094,-0.814679741859,-0.727474808693
4792,-0.305349975824,-0.469064712524,0.608187198639,1.42032778263,0.695402383804,-0.775073051453
4794,-0.397749990225,0.198587357998,0.160539850593,-1.36676216125,-0.572317779064,-1.07351195812
902,-0.890700042248,1.18179416656,0.298615157604,-0.459480524063,-0.501984357834,-0.041659001261
8091,-0.299950003624,-1.39167308807,-0.537568509579,-1.15875637531,-0.130145728588,-0.528208136559
3486,-0.30625000596,-0.564959526062,0.189172133803,-0.199469894171,-0.160721540451,-0.238912165165
10818,-0.000749990344048,0.0982541590929,-0.523804187775,-0.731397211552,-0.642346978188,-0.878707647324
3454,-0.0976999998093,0.966373205185,-0.86804163456,-0.636621177197,-0.707902610302,-0.881634712219
4282,0.0,-0.145714759827,-0.152897432446,1.40928888321,0.757991850376,1.11577343941
1605,0.316400021315,-0.369993895292,-0.101850986481,0.203949034214,0.130280867219,0.298619925976
10644,-0.0885999798775,0.288499563932,-0.446193397045,-1.02758002281,-0.191302001476,0.0541899204254
2065,0.642199993134,0.705716907978,0.844573140144,1.34905052185,0.399786412716,0.102047964931
8321,-0.318349957466,-0.845723807812,-0.475470036268,-1.13408780098,-1.07127463818,-0.196153715253
8503,-0.597450017929,0.0434966087341,1.06787419319,0.0593425631523,-0.141323536634,0.0989135354757
7027,-1.06675004959,-0.144043728709,-0.348540097475,0.252786874771,0.107064887881,-0.61950802803
6850,0.0793000012636,0.390709489584,-0.296392560005,-0.00186285376549,-0.653118491173,-0.876319050789
1978,0.496549993753,0.203339055181,0.963862538338,1.44169902802,0.850840568542,0.128907158971
896,0.785750031471,-0.903428554535,-0.504595994949,-0.463867545128,1.01350438595,0.630964457989
5777,0.409449994564,-1.09238409996,1.78786170483,1.40869235992,2.20381617546,0.0116726607084
1846,-0.602349996567,-1.11396551132,-0.531572937965,-0.690094232559,-0.498243451118,0.141342446208
5925,0.261599987745,-0.417879909277,0.0911057442427,-0.294342517853,0.0621459931135,0.561996340752
142,-0.203900009394,-0.568863332272,-0.144363224506,-0.122845552862,0.597419381142,-0.0435626804829
1021,0.283499985933,-0.04614174366,0.19078540802,-0.816389679909,-0.442245662212,-0.276135414839
5699,-0.258799999952,-1.04621613026,-1.0230704546,-1.08743882179,-0.477604568005,-0.721973836422
8061,-0.503350019455,-0.566529989243,-0.622622430325,-0.570484936237,-0.56172722578,-0.619709432125
1870,-0.364450007677,0.00628698430955,-0.592823028564,2.15981793404,-0.00472748279572,3.48695778847
1398,0.701300024986,-0.337814837694,0.888835012913,-0.52607691288,1.06067371368,-0.743030548096
3312,-0.0698999911547,-0.711213588715,0.210404619575,1.0589826107,0.299907207489,0.054229080677
891,-0.0397000014782,0.233852565289,-5.15435266495,-2.40167760849,-3.30811142921,-0.0356274843216
4775,-3.55355000496,-0.483741700649,-0.872536599636,-0.679703474045,-0.759010374546,1.00975441933
5111,0.191550001502,-0.118929080665,0.24184897542,0.415744423866,-3.05126714706,-2.94503426552
5696,-0.44889998436,-0.495467334986,-0.419676214457,-1.65921926498,0.232010439038,0.468327879906
5588,-0.283149987459,0.229085892439,0.64256811142,0.685216426849,1.74744987488,-0.460393428802
6839,-0.603200018406,-0.628602981567,-0.8847438097,0.026837863028,1.3226454258,0.632481992245
329,-0.354099988937,-1.37202274799,0.310237199068,-0.163626343012,0.809383869171,0.83051109314
5058,-0.570699989796,-0.401169419289,1.42906248569,1.65728449821,2.41226577759,-0.932977795601
998,-0.546599984169,-0.368222653866,-0.0236195027828,-0.0933476686478,1.10787367821,-1.30316829681
9134,-0.52965003252,-0.0185715071857,-0.0737133175135,0.770860850811,0.923698186874,1.10279333591
6616,0.12254999578,0.807995796204,0.70860928297,2.10980200768,-0.771797895432,-0.910097777843
5223,0.134049996734,-0.283881753683,-0.25826972723,0.579314172268,-0.505031585693,0.254197120667
4690,-1.17085003853,0.667289555073,0.188145011663,-2.25078582764,-1.27670300007,-0.879209160805
958,0.0990000069141,0.389211714268,-0.939920783043,-1.36279702187,-0.599469542503,-0.514239907265
1616,-0.418449997902,-0.084308244288,0.282351613045,0.820404887199,-0.258138537407,0.690697073936
991,-0.851899981499,-0.957561314106,-2.71709704399,-2.01688575745,0.52206838131,1.02339220047
6347,-0.3899500072,0.749987244606,-0.348405152559,-0.667954862118,0.536333739758,-0.291517496109
6714,0.1331499964,-0.183654233813,-0.0444142743945,1.1791973114,-0.0982965230942,-0.255730390549
652,0.291900008917,0.181992530823,-0.785087227821,-1.29035580158,-1.34568357468,-0.275306969881
4331,0.517450034618,0.512433648109,0.0531636103988,0.454522848129,0.630713105202,-0.105951085687
7099,1.35984992981,0.413990348577,5.10480165482,1.37258720398,-1.05541491508,-0.736827552319
10320,0.302299976349,-0.28141438961,1.57137703896,-1.03834688663,0.0161925852299,-0.472059875727
2042,0.178050011396,-0.060795687139,-0.356315076351,-0.792638123035,-0.058034107089,-0.696738064289
843,-0.441700011492,-0.169272407889,-0.819794535637,-0.445571482182,-1.06944322586,0.463797450066
840,0.374150007963,0.464926838875,1.05434679985,0.397480487823,0.287944078445,1.2763338089
7048,-0.635949969292,-0.186783656478,-0.68734139204,1.34050869942,-0.981932163239,-0.299256026745
4851,-0.027999997139,-0.392273008823,0.768456399441,0.843568146229,-0.940413415432,2.98253583908
6464,-0.485450029373,0.259540498257,-0.0639815330505,-1.4767780304,-0.644039094448,-0.430035382509
23410,0.88639998436,-0.561542510986,-0.422613024712,-1.45105528831,-0.0577012747526,-0.421352267265
54205,-0.0163499861956,0.22955904901,0.701407790184,0.520164132118,0.87058532238,0.716097295284
2770,-0.569849967957,0.116441115737,1.95273351669,2.71679210663,0.173965245485,0.373207509518
80204,-1.14970004559,-0.789209902287,-0.705391585827,1.52861762047,-0.394957780838,0.433791100979
4208,-0.0455499999225,0.0651043280959,-0.294691383839,-1.37694060802,2.05523562431,-0.807167887688
1845,0.304049998522,0.149465605617,0.130309790373,-0.326896846294,0.688643991947,0.633615672588
23368,-0.290699988604,0.167227655649,-0.949019670486,-1.42798089981,1.84604752064,-1.22737109661
5583,0.198500007391,1.1605656147,1.63541853428,2.66414022446,-0.294197916985,0.294366925955
8900,0.115900009871,0.0559875033796,0.422887742519,-1.13502526283,-1.13068079948,0.502887427807
581,0.306050002575,0.311147212982,-0.827979326248,0.668817639351,-1.14849352837,-1.42293214798
6193,-0.859350025654,0.170645341277,0.119815587997,-0.187318861485,-0.330983579159,0.148907333612
6622,-0.563050031662,-0.264681071043,1.04042458534,-2.55316567421,0.159411087632,-0.603366851807
11261,-1.14854991436,-0.776582241058,0.307890295982,-1.42273151875,-0.460949361324,-1.62257432938
6696,-0.127449989319,-0.88178730011,0.381052970886,1.01388990879,-1.04577374458,3.34952330589
8312,-0.264600008726,-0.679748415947,-0.678073942661,2.24435758591,-0.109525680542,-0.436495363712
835,-0.443700015545,-0.641431152821,-0.875060677528,1.38270258904,-0.96186619997,-0.439009964466
8324,-0.111500002444,-0.0463604331017,-0.553956568241,-0.642907261848,4.0991897583,-1.97640538216
1848,-1.70775008202,-0.629047632217,-0.166757836938,-1.06099963188,0.397003024817,-0.445023417473
154,0.839200019836,0.444612711668,0.362255960703,1.14748036861,0.397780299187,0.84320640564
4312,0.127649992704,0.94930356741,-0.44098764658,-0.198914885521,-0.943084001541,0.972052574158
994,0.464800000191,-0.272626817226,-0.42707040906,1.13755774498,0.371354222298,-0.174816384912
2048,-1.62730002403,-0.66416311264,0.960608005524,2.93729901314,-1.12608742714,0.79491686821
1111,-0.193300008774,0.277706116438,1.22748923302,0.695854127407,-0.0358242467046,-0.140660762787
5154,0.54935002327,-0.676999807358,0.648698866367,0.597020030022,1.21605122089,0.691888332367
2920,0.492449998856,-0.857432246208,-0.396462440491,-0.122922897339,3.66609239578,-0.647426843643
3122,0.455900013447,2.16173791885,-0.504772007465,-1.69685447216,-0.967696666718,1.17208516598
2769,0.180649995804,1.52595865726,-0.543114006519,-0.899502158165,-0.228342264891,-0.399845421314
5900,-0.0817000120878,-0.118709430099,0.491845190525,-1.71439123154,-3.02249145508,0.493772506714
6304,-0.261500000954,0.0109121948481,-0.541442751884,0.32045429945,-0.99292075634,0.605475723743
5211,-0.937150001526,-0.852748692036,1.43285286427,0.419767916203,0.550546526909,0.393037617207
2886,0.255100011826,0.766166388988,-0.784435987473,-0.938974797726,-0.506848931313,-0.0540051534772
9261,0.315699994564,-0.307015687227,1.31239879131,1.91951537132,0.00725099444389,-0.5045337677
8569,0.018649995327,-0.474291592836,-0.459487915039,-0.887879252434,-0.882777273655,-0.69671189785
3303,0.865350008011,-0.309986680746,0.109662234783,-0.0831757336855,0.0910591334105,-0.0522166639566
5331,-0.206200003624,-0.33206897974,-0.0294272452593,0.894755005836,-0.142463579774,0.804375350475
5347,-0.0465999990702,-0.491925984621,0.631466925144,0.879817068577,-0.358963251114,0.253661841154
4638,-0.331000000238,-0.443658858538,0.510274350643,-0.314540445805,3.33119058609,-0.375479280949
2264,-0.478999972343,-0.0711965784431,-0.368545174599,0.93246948719,0.793038249016,-0.0367636531591
1029,-0.208350002766,-0.273179888725,-0.188425421715,-2.16039466858,0.235582590103,-0.322300672531
1027,0.336299985647,-0.611236572266,0.32515835762,-0.738972842693,-0.600266098976,1.20396578312
2597,1.70554995537,0.432846307755,-0.722155690193,0.28551620245,-0.369782269001,0.0955654382706
55847,3.2391500473,0.498238533735,0.482786208391,1.10299623013,-0.220864161849,-0.848922371864
25803,-0.024050001055,-0.689005851746,0.112192235887,0.307616680861,0.99486720562,0.283920645714
3480,0.0309000015259,-0.130740657449,-0.630575716496,1.06260490417,0.325022101402,0.67702049017
2946,-0.414299994707,0.828105211258,-1.06578373909,-0.710038900375,-0.61600369215,-0.505571842194
9517,0.138500005007,-0.43686118722,-0.555640041828,0.86605155468,0.748617827892,0.51605784893
25987,-0.204349994659,-0.224126234651,-0.288585931063,-0.737617075443,0.948692381382,0.562097609043
23670,0.60849994421,-0.365812033415,0.364563643932,0.201195150614,-0.214665919542,0.780997633934
11182,1.29774999619,1.23882901669,1.46437430382,-1.19914746284,-0.374346792698,-0.550234079361
2146,0.817900002003,-0.699052929878,-0.799304127693,0.0211610794067,0.862080097198,1.18866884708
3385,0.1208999753,-0.43786239624,0.44040581584,1.64186310768,1.10477614403,0.49590587616
5261,0.743849992752,1.09664416313,-0.342123478651,0.108180470765,0.0860873162746,0.452188611031
10765,-0.469499975443,-0.713333785534,-0.0328918397427,-0.50207734108,-0.795038700104,-1.40071821213
25839,-0.140750005841,-0.751774013042,-0.111030973494,0.363453984261,1.22760891914,-0.736598014832
4172,-0.335349977016,-0.798942565918,-1.03104639053,1.16373562813,0.592888832092,0.644434571266
23161,-0.163150012493,0.37739482522,-0.697772324085,-1.30692076683,-0.859755158424,-0.387536197901
10298,0.566200017929,0.159262299538,0.439994931221,1.39878809452,0.979204297066,-0.368302226067
1802,0.428299993277,-0.120348580182,-0.182638257742,0.382742911577,1.33689713478,1.76861047745
58533,-0.280449986458,-0.840281844139,-0.44875484705,0.213415026665,0.751002192497,0.10519438982
147179,0.055600002408,-1.53866159916,-0.804105758667,0.413547098637,0.674654185772,-0.495828449726
29937,-0.669499993324,-0.734274625778,0.0219921469688,-0.0472759902477,0.373982340097,0.076109290123
6184,-0.683049976826,-0.442639410496,-0.206228941679,0.0225180238485,0.288631677628,0.515217900276
9854,1.27509999275,-0.535613656044,-0.876211762428,0.139681488276,0.0835313051939,0.203741520643
2553,-0.211400002241,-0.787667155266,0.105342812836,0.44997549057,-0.333077132702,-0.508498072624
5440,0.90189999342,0.982581973076,1.11886239052,1.0455852747,0.735663890839,0.895353674889
54623,-0.0380000025034,-0.37346419692,-0.740941047668,0.150290951133,-0.385572522879,-1.35042691231
9533,-0.0420999974012,1.32529079914,-0.382273495197,-0.205750584602,-1.52252364159,-0.384826660156
8607,-0.401749968529,-0.618823468685,-0.691883027554,-0.361664354801,0.953081190586,1.03508353233
207,0.198399990797,-0.222085297108,0.138121724129,1.11338353157,-0.0491815507412,1.56631195545
26054,-0.305949985981,-1.11205339432,-0.306579083204,0.0814235135913,-0.0890891328454,0.216207802296
10682,1.65069997311,1.27980864048,2.60361552238,1.12878608704,1.35784387589,0.962656438351
8573,0.249549999833,0.0125202201307,-0.351613402367,-0.365667015314,-0.614976525307,0.128906667233
23378,-0.38014999032,-1.08290040493,-0.0997701883316,-0.0351315960288,0.938625454903,0.00386998057365
8553,1.55599999428,0.17066167295,0.967192828655,0.542410135269,0.299850791693,-0.160320132971
622,0.118449993432,-0.526918530464,0.489042758942,0.572979807854,0.59117603302,0.363396346569
9467,0.0762500017881,0.803751885891,-0.274237930775,-1.04367172718,-1.16090643406,-0.408936679363
5525,-0.307300001383,-0.459977805614,-0.781008481979,-0.734299063683,-1.47235274315,-0.522021174431
256364,-0.398999989033,-0.327715963125,-0.526852548122,-0.976870894432,0.148644372821,-0.169600665569
332,0.228500008583,-0.917753040791,-0.608385264874,0.990695476532,1.16819429398,0.134802505374
2058,0.907449960709,-0.434423863888,0.480771690607,-0.480558514595,-0.599585652351,0.375540584326
7849,0.254449993372,-1.22142326832,0.590531468391,0.740797579288,-0.862963199615,-0.410900294781
23244,-0.672500014305,-0.558623313904,0.766617059708,-0.261126190424,-0.357528567314,0.62478017807
7494,0.849049985409,-0.347923457623,0.499429762363,0.181741073728,0.185018211603,0.839884221554
4836,-0.325500011444,-0.282184422016,-0.64991402626,-0.0368316806853,0.0923388004303,-0.29586827755
23647,-0.243200004101,-0.124718651175,0.362004905939,0.87326914072,0.356349557638,-0.777352571487
10617,-0.418850004673,-1.20820558071,-0.638320565224,0.174111366272,1.37106132507,0.568083822727
2184,-0.18805000186,0.155709207058,-0.428467720747,-0.116105556488,0.0884703099728,-0.651818573475
5355,0.504950046539,0.300308853388,-0.0787437856197,-1.0684709549,-0.542472362518,-0.789151072502
6659,-0.719099998474,-0.866587102413,0.817630171776,0.92467880249,0.424765259027,-0.457036912441
7016,-0.285199999809,0.0392774268985,-0.99670445919,-1.31411349773,-1.44256711006,-1.16462421417
90861,0.601599991322,-0.744158387184,-0.36372756958,0.215874761343,-0.0870321691036,0.751347184181
10670,-0.0785000026226,-0.113966919482,-0.647099018097,-0.246456593275,0.75165784359,-0.207346096635
79071,1.91665005684,1.39719879627,2.25925970078,-0.336613208055,-0.0984236896038,0.315212279558
64746,0.207450002432,0.636244356632,0.301344692707,0.561381161213,0.65220272541,0.928917646408
5366,-0.0537000000477,-0.289961487055,-0.382817059755,-1.48354399204,-1.10858356953,-0.698695719242
11344,0.107400000095,-1.44902813435,0.402903914452,0.433816879988,0.664394676685,-0.461788624525
10013,0.263300001621,-0.470337331295,-0.334472239017,-0.630059719086,-1.13333761692,-0.886566460133
5829,-0.158599972725,1.19783568382,0.25680872798,-0.692219316959,-0.20575042069,-0.76052069664
5257,0.848850011826,0.00972074083984,0.493190288544,0.159108698368,-0.633545458317,-0.250677227974
22794,-0.200300008059,-0.573660850525,0.106075018644,0.45534157753,-0.261354744434,-0.480702519417
9761,-0.0938500165939,-0.471635371447,1.10193860531,-0.119470149279,0.39852270484,-0.723172187805
23326,0.180649995804,0.118067219853,0.46549859643,0.374943435192,1.00186264515,0.801211237907
10972,0.43410000205,-0.558207154274,0.324341744184,-0.370553612709,-1.35965240002,-1.15190625191
10523,0.0749999880791,-0.809766054153,-0.0837091058493,0.523603439331,0.2260864079,0.8073117733
79090,-0.102899998426,-1.14501655102,0.901261270046,0.042980119586,0.255860030651,-0.882957994938
27032,-0.15285000205,0.611937999725,0.902925610542,0.0489587783813,-0.540449976921,0.255907684565
9097,1.21959996223,-0.691047847271,0.243139967322,0.320286750793,0.26765832305,-0.67240613699
10513,0.208299994469,-0.269927203655,0.629149079323,-0.263309895992,0.624435901642,0.250688314438
1891,0.586449980736,1.05243468285,0.334372669458,0.0933067798615,-1.45965242386,-0.82185959816
3066,-0.351950019598,-0.461020052433,-0.0367482602596,0.678219437599,0.0596295893192,0.567367315292
9801,-0.130650013685,-0.176345139742,-1.37299501896,-0.131642580032,1.60298705101,0.454619884491
1459,-0.361249983311,0.53747844696,-0.85702586174,-0.785763025284,-0.724155604839,-0.936768174171
9703,-0.469299972057,-0.270360171795,0.874549388885,1.25950980186,0.786083996296,-0.634528756142
10606,0.775850057602,0.0311539359391,0.0226145982742,1.28954052925,0.626187384129,1.10537683964
1017,0.0789500027895,1.46286427975,-0.765980958939,-0.578669667244,-0.678070545197,-0.732404351234
9813,-0.218899995089,0.842745900154,-0.400857955217,-0.628010749817,-1.38229465485,-0.616169810295
7485,0.342050015926,0.177723407745,1.0427172184,0.40795892477,-0.914299547672,0.812180638313
2109,-0.116949990392,-0.490581810474,0.661238074303,1.50434029102,0.343250095844,-1.09422326088
23271,0.18164999783,-0.420678377151,-0.617197751999,-1.16548800468,-1.0745421648,-0.750842034817
9915,-0.116999998689,0.524534225464,-0.842433810234,-1.7728805542,-1.13124096394,-0.725613832474
9552,-0.0250499993563,-1.61827862263,-0.947316467762,-1.20793008804,-0.771093249321,-0.758314073086
93487,-0.255649983883,-0.638997256756,-0.418420732021,0.38621404767,0.507571339607,0.7154109478
2956,0.242700010538,-0.703766167164,-0.233872205019,0.324252218008,1.97557020187,1.01006054878
11065,-0.896250009537,-0.622197568417,-0.650231599808,0.925201773643,0.906294822693,0.939333200455
9653,-0.592700004578,-0.371333390474,-0.952087581158,0.905014276505,-1.46076869965,-0.532789230347
200081,-0.20585000515,-0.473945200443,0.34433144331,0.585285007954,0.992342948914,0.744389116764
3337,0.282700002193,-0.0768474191427,0.235354915261,0.0568121671677,1.11718821526,0.300110280514
11073,0.00345000624657,-0.439458906651,-0.372576147318,-0.770127296448,-0.176872164011,0.441558778286
