rid,DOS007_VCAP_24H:BRD-K22865069-001-01-1:5
5720,0.590660333633
466,0.505762577057
6009,-0.0778989046812
2309,-1.23624062538
387,-0.00123242288828
3553,0.16357062757
427,0.764503002167
5898,0.0457980036736
23365,-0.288367450237
6657,0.606616675854
5054,0.492274284363
3108,0.677027642727
1950,-0.751315176487
351,0.268393367529
4846,-0.290059536695
1452,-0.301681697369
4776,-0.392439603806
6908,-0.336926817894
672,-0.459315598011
5710,0.0198511555791
2115,-0.146582439542
7015,0.138177067041
8726,-0.207190573215
2185,-0.295473814011
3315,0.413446426392
5289,1.15666759014
868,0.396766066551
1677,-0.475210249424
7043,0.657018184662
5613,-0.0750569179654
595,0.0234629679471
4793,0.241713821888
2736,0.419867455959
5290,-0.298283934593
6194,0.0
1676,0.154935479164
23512,0.0547718256712
148022,-0.00735072419047
1906,-0.0274221599102
8878,-0.149643316865
3091,0.186412915587
5743,0.305429756641
5321,-0.213857412338
4144,-0.996956050396
1981,-0.928602576256
695,0.396323502064
10398,0.589658379555
5708,-0.669288098812
1213,-0.116555318236
226,0.186442017555
6777,0.167469829321
2113,0.331339240074
3329,-0.851048827171
1050,-0.150669470429
9491,0.590151309967
22926,2.82550883293
5899,0.00938329100609
5467,0.0318486690521
6774,-0.605868041515
1788,1.0796687603
5921,0.148785889149
5721,0.0991580188274
2263,-0.874899327755
808,-0.325357824564
30001,-0.449840664864
348,-0.0794345140457
30849,0.210274279118
1454,0.731912434101
6500,0.610358893871
5627,-0.144057676196
5715,-2.04975247383
4791,-0.586136341095
56924,0.0249503999949
2690,0.38618773222
1019,-0.00905836373568
51422,-0.179903030396
5788,0.94141548872
6709,-0.347788006067
1277,-1.18858528137
993,-1.6270275116
7157,-0.0988093093038
1958,-0.584430098534
4582,-0.282797306776
9212,0.801078796387
8440,-0.04965890944
6790,0.437543272972
8851,0.878390431404
2534,-0.264789640903
4893,0.543953001499
665,0.0513204783201
4313,-0.199795335531
1022,0.178847268224
5880,0.039613943547
3162,-0.0074476338923
1282,0.823353528976
3383,-0.247685849667
727,1.0120844841
4792,0.138426989317
4794,-0.324816763401
902,0.0552129298449
8091,0.338918358088
3486,1.21166408062
10818,0.312571614981
3454,-0.319790065289
4282,0.322013020515
1605,0.297818660736
10644,0.641276657581
2065,-0.173060581088
8321,1.08715343475
8503,0.35873901844
7027,-0.178570300341
6850,0.0631369575858
1978,-0.0194675549865
896,-0.871569633484
5777,0.402684599161
1846,0.374934494495
5925,-0.0257925279438
142,-0.38215175271
1021,-0.703878521919
5699,0.21722753346
8061,0.337452799082
1870,-1.10743272305
1398,0.31508114934
3312,0.358080923557
891,-0.324999928474
4775,-0.13054703176
5111,0.126062884927
5696,-2.99732780457
5588,-0.416467905045
6839,-0.489242494106
329,-0.422854363918
5058,0.485705286264
998,-1.29634487629
9134,-0.0929771214724
6616,0.219362929463
5223,0.403384625912
4690,-0.259973555803
958,-0.279974102974
1616,-0.12596821785
991,0.903011918068
6347,-0.752386569977
6714,-0.236026197672
652,-0.609197676182
4331,0.426412761211
7099,0.792971789837
10320,-0.309513837099
2042,0.64082044363
843,-0.299031615257
840,0.159250274301
7048,0.0729905515909
4851,0.340681552887
6464,-0.415023803711
23410,-0.166420131922
54205,1.08813285828
2770,0.145566165447
80204,1.83560776711
4208,0.412043482065
1845,-0.258923470974
23368,0.602312445641
5583,-0.448914706707
8900,0.863661944866
581,-0.0845276415348
6193,-0.120237007737
6622,-0.31848987937
11261,0.741201460361
6696,-0.443131268024
8312,-0.87663179636
835,0.433254241943
8324,-0.612001478672
1848,-0.835500538349
154,-0.337600409985
4312,-0.564562559128
994,-0.220698356628
2048,-0.0641769021749
1111,-0.217371985316
5154,0.603934824467
2920,-0.458460569382
3122,-0.696663141251
2769,0.431693255901
5900,-0.0183929204941
6304,-0.4630022645
5211,0.583205640316
2886,-0.305160343647
9261,-1.3194231987
8569,0.10162602365
3303,1.01418352127
5331,0.630349159241
5347,0.787557184696
4638,-0.278297752142
2264,-0.88094997406
1029,0.681321382523
1027,0.586593925953
2597,-0.336478531361
55847,0.354196846485
25803,0.501133739948
3480,-0.337674438953
2946,-0.179034560919
9517,0.052843645215
25987,0.247883051634
23670,0.415546149015
11182,0.0320172905922
2146,-0.217727318406
3385,0.0578291267157
5261,0.273756474257
10765,0.602449715137
25839,2.60183572769
4172,0.413993597031
23161,-0.618704855442
10298,0.27050101757
1802,0.156222343445
58533,0.686206400394
147179,-0.766812682152
29937,0.413212388754
6184,0.523450791836
9854,-0.21005576849
2553,-0.135994568467
5440,-0.196634501219
54623,1.22638165951
9533,0.702593266964
8607,-0.306922376156
207,0.572219252586
26054,0.402847975492
10682,0.238863408566
8573,-0.202950954437
23378,-0.393332451582
8553,-0.122409321368
622,-0.362287580967
9467,-0.109287068248
5525,0.191948831081
256364,-0.654967069626
332,0.107497513294
2058,-0.324187070131
7849,0.41774302721
23244,0.0598454624414
7494,0.0647708028555
4836,0.546313166618
23647,-0.215266376734
10617,1.22330069542
2184,0.411551892757
5355,0.682363927364
6659,-0.851085782051
7016,-0.0826267674565
90861,0.444992423058
10670,0.652958750725
79071,-0.199116796255
64746,0.391736209393
5366,-0.213266700506
11344,0.129066899419
10013,-0.182347521186
5829,-0.545608460903
5257,-0.206449627876
22794,0.0735136941075
9761,-0.544163227081
23326,0.276662886143
10972,-0.394028961658
10523,0.0210029631853
79090,-0.131097465754
27032,0.0904680043459
9097,0.0969175770879
10513,0.0223455578089
1891,-0.117431513965
3066,0.636352598667
9801,-2.2111928463
1459,0.066904053092
9703,-0.054673537612
10606,-0.547632753849
1017,-0.0792042762041
9813,-0.470240473747
7485,0.36787173152
2109,-0.195408552885
23271,0.656875669956
9915,-0.874818086624
9552,0.457875698805
93487,-0.603793919086
2956,0.770095765591
11065,-0.362652659416
9653,0.777792692184
200081,0.564765095711
3337,-0.369269311428
11073,0.0292481184006
23,-0.793726742268
5641,0.167034059763
8720,-0.148605376482
10782,0.27834585309
25932,0.814867556095
3028,-0.918560028076
6804,0.0903428569436
890,0.40339499712
6390,0.222359329462
4303,-0.0265425406396
10953,0.225932329893
22889,-0.716758310795
3098,-0.129723191261
11044,1.03285002708
8985,-0.679048657417
66008,2.08874702454
9217,-0.789499342442
701,-0.417640298605
6182,0.160995349288
4860,0.593435287476
7398,-0.396485388279
6117,-0.504310190678
23588,0.320481687784
949,-1.27726233006
7168,0.608873724937
9375,-0.134284436703
4927,0.438776910305
2523,0.0728033781052
58497,-0.695353329182
6856,-0.53044462204
26036,-0.622783780098
10206,0.464762449265
25793,-0.423403710127
55556,0.103287518024
3978,-0.235114380717
10681,-0.53336250782
3638,0.266824603081
8349,-0.22268512845
6275,1.4723392725
3895,-0.295856535435
392,-0.0516218394041
9170,0.00472252070904
80347,-1.01580274105
23300,-0.569840371609
836,-0.248332381248
11188,-0.707354068756
10898,-0.738286077976
9276,-0.818581938744
1647,-0.201215490699
10285,0.587917208672
23386,1.29633080959
3156,0.824250400066
10237,0.254851698875
7077,0.442543715239
11157,0.423229813576
22908,-0.745075643063
10915,0.204630330205
9897,-0.136053562164
1759,0.206166088581
54541,-0.378707706928
211,0.811054944992
5048,-0.365347385406
84722,-0.644956827164
29890,-0.995386123657
9868,-0.299227029085
873,-0.141073286533
5580,-0.0184458494186
3725,0.154216438532
23585,0.192758500576
51097,-0.895953953266
1831,-0.0708446502686
