rid,DOS025_VCAP_6H:BRD-K47551852-001-01-9:5.09,DOS025_VCAP_24H:BRD-K47551852-001-01-9:5.09,DOS047_A375_24H:BRD-K47551852-001-01-9:5.09,DOS047_A549_24H:BRD-K47551852-001-01-9:5.09,DOS047_HT29_24H:BRD-K47551852-001-01-9:5.09,DOS047_MCF7_24H:BRD-K47551852-001-01-9:5.09,DOS047_PC3_24H:BRD-K47551852-001-01-9:5.09,DOSBIO001_A375_24H:BRD-K47551852:10.1751,DOSBIO001_A549_24H:BRD-K47551852:10.1751,DOSBIO001_HT29_24H:BRD-K47551852:10.1751,DOSBIO001_MCF7_24H:BRD-K47551852:10.1751,DOSBIO001_PC3_24H:BRD-K47551852:10.1751,DOSBIO001_NEU_24H:BRD-K47551852:10.1751,DOSBIO001_NPC_24H:BRD-K47551852:10.1751,ERG015_PC3_24H:BRD-K47551852-001-01-9:10.1751,ERG015_PC3_6H:BRD-K47551852-001-01-9:10.1751,ERG015_VCAP_24H:BRD-K47551852-001-01-9:10.1751,ERG015_VCAP_6H:BRD-K47551852-001-01-9:10.1751
5720,0.388427942991,0.907532334328,1.19696164131,0.430406838655,-1.52167487144,1.00831997395,-0.473089575768,0.985410451889,0.772420883179,-0.338371396065,1.01025497913,-0.0498044528067,0.586600005627,1.54093182087,-1.57068490982,-1.0979334116,-0.462334394455,-0.20333057642
466,0.264573246241,0.0315155573189,-0.520051419735,1.33842408657,-0.080785267055,0.511554002762,0.195906952024,-0.14172975719,-0.522875845432,-0.888053297997,1.57207286358,0.168505683541,0.0767499953508,0.622160077095,-0.73219537735,-0.190829843283,-0.0132381170988,-0.101855240762
6009,-1.03039598465,-0.230133146048,-0.664852797985,-0.348675131798,-0.475912451744,-1.50768446922,0.026876822114,0.390157192945,0.239775106311,0.024796359241,0.183264181018,1.67860102654,0.193850040436,-0.292707562447,0.366578876972,-0.65206682682,-0.210841014981,0.651077508926
2309,-0.666489779949,0.232426837087,0.478339254856,-0.419347673655,-0.85611051321,0.148913279176,-0.192977637053,0.390359967947,1.01924681664,0.953696250916,1.48160874844,0.0364797860384,-0.521549999714,-0.799118518829,-0.573044300079,1.47614622116,-0.887412548065,-0.0744331851602
387,0.269789993763,-0.224793285131,-0.0999146997929,-0.606581747532,-0.0995422452688,-0.299413502216,-0.333594441414,-0.181262582541,-1.02048063278,-0.870180010796,1.10550332069,0.376975953579,-0.950299978256,-0.9469871521,0.333856701851,0.988036751747,0.403075039387,0.700915455818
3553,0.496250778437,-0.127067297697,1.08315718174,1.09624326229,-0.524146139622,0.298904538155,2.29028010368,-0.244413346052,-1.62274384499,-0.950189769268,-1.22826778889,1.59480118752,0.89880001545,0.262852489948,1.62498438358,0.660236477852,0.482773840427,0.574143052101
427,-0.462356865406,-0.58891248703,0.590039074421,0.645015954971,-1.74441576004,0.0130875855684,-0.0168968141079,1.0784291029,2.19535017014,0.186549276114,1.60173535347,0.15728059411,-0.336499989033,-0.938402116299,-1.23456406593,-0.243742868304,0.489447623491,-0.255425155163
5898,0.469879895449,0.533846616745,0.288060337305,0.593230247498,0.146520629525,-0.292020350695,0.754365563393,0.0999681577086,-0.32086917758,-0.185331851244,0.759119570255,1.01571547985,1.51804995537,-0.562013089657,0.64919757843,-2.01430010796,-0.367206901312,0.0186287462711
23365,0.0983638465405,-0.408182144165,1.23416733742,0.011442065239,-0.950553297997,0.566558420658,-0.533880650997,-0.607962310314,-1.12140154839,-0.863947510719,-0.233376681805,0.0307889580727,-0.310800015926,-0.423545956612,0.477322250605,-0.691094875336,0.752084732056,1.24556899071
6657,0.151884377003,4.05003261566,0.266367256641,-0.578389644623,-0.230551153421,-0.039613455534,0.738480806351,0.0728274062276,-1.85902190208,-1.25896143913,-1.39771318436,-1.23302459717,-1.84389996529,-2.9232416153,-0.053875669837,0.625192165375,0.207500949502,0.323687195778
5054,-1.14234352112,-0.523766100407,-0.942956209183,-0.0128516554832,0.175529688597,0.57221019268,-0.00754895806313,-0.411632418633,0.121562287211,2.88121366501,-0.260138630867,1.25451183319,0.348250001669,-0.288029015064,1.13669061661,1.13263106346,0.497291654348,-0.809004724026
3108,0.396242827177,-0.284052819014,-1.24082314968,-0.279964774847,-0.561307013035,-0.251508623362,-0.507084131241,0.91125690937,0.882933855057,0.604173183441,0.209122881293,0.224807485938,-0.293950021267,-0.930163443089,0.894486308098,2.38532209396,-0.940033316612,2.81939506531
1950,-0.234080404043,0.795023620129,-0.355146288872,-0.486930310726,-0.394606351852,0.848259091377,-0.137709140778,0.576730132103,0.405544638634,0.410615265369,-0.383024722338,0.78391122818,2.07520008087,-0.101251378655,0.199717476964,0.527197301388,-0.576872289181,0.0641493201256
351,-0.116460971534,-0.196064993739,-0.269460558891,0.547608077526,0.362337678671,0.272622585297,0.707973957062,-0.152701228857,-0.36771440506,0.178570598364,-0.161108702421,-0.065010689199,-1.0380500555,0.535340070724,-0.223479315639,0.0313890725374,-1.33220553398,-0.350588738918
4846,-0.344919502735,0.0617094784975,1.1103130579,0.562055587769,-0.147215366364,-0.115481287241,-0.106488287449,-0.325498580933,3.59455633163,0.215960115194,0.697630286217,-0.345729231834,0.223500013351,-0.880044698715,0.0989547744393,-0.769693672657,-0.566649138927,-0.893127262592
1452,0.794881701469,-0.452340751886,-0.653807461262,0.674497842789,0.335371434689,-0.0858992859721,-0.2908231318,-0.292006015778,0.655697822571,0.335402011871,0.627560853958,0.590427994728,-0.435699999332,-0.336066037416,0.410961031914,-0.161296799779,0.509303748608,-0.363272488117
4776,-0.130761966109,-0.285207122564,-0.624349594116,0.401251077652,-0.376689702272,0.448663771152,1.0155210495,-0.619033753872,-1.51954483986,-1.06292438507,-0.467449337244,-0.24937812984,0.239400029182,0.301526665688,0.630138814449,0.858484864235,0.742977619171,-0.212020754814
6908,0.00851625204086,0.233772411942,0.115395143628,-0.0207090973854,-0.162542968988,-0.0851453691721,-1.22493994236,0.152489244938,-0.198656871915,-0.101757571101,0.681281864643,0.267855495214,-0.349449962378,-1.08509635925,0.0403416827321,0.253964483738,0.380561262369,-0.0673061907291
672,-0.0629157721996,0.243651717901,0.126379936934,0.107956722379,-0.409186601639,0.301247894764,0.154406532645,0.778097271919,1.10668170452,0.973815619946,-0.771716356277,-1.35788750648,0.951599955559,0.956137418747,-0.962300539017,-1.12577271461,-0.211625769734,-0.535198032856
5710,0.314452290535,0.226691141725,0.0302002876997,-1.43716335297,-0.0871765911579,-0.319545447826,0.0732123702765,-0.504615366459,-1.52219772339,-0.953296422958,0.615534484386,0.376028239727,0.352699995041,0.0476025938988,0.318183809519,0.619600296021,0.436564683914,-0.313354343176
2115,0.519250571728,0.285214573145,0.0738415718079,1.4163377285,-0.941774964333,0.0237053483725,-0.425367116928,1.02211833,-1.12378072739,-0.438249737024,-0.12368068099,-2.0801358223,-2.11999988556,-1.06655097008,-1.19837248325,-1.33426308632,-1.01793885231,-0.114840522408
7015,-0.747378945351,-0.332630485296,0.238505110145,-0.462269097567,0.156728953123,0.406233429909,0.751965761185,-0.226201355457,-0.82995402813,-0.133357286453,-0.664213895798,0.141021877527,0.823199987411,1.25043642521,0.49220302701,0.629461884499,-0.319743096828,0.258699178696
8726,-0.265923082829,0.696653842926,0.231156051159,-0.696268618107,-0.0721562802792,-0.271471470594,-0.575662314892,0.0765618979931,-0.358011543751,-0.40043631196,-0.946925878525,-0.296037226915,0.572950005531,-0.42398494482,0.514170050621,-0.992919921875,-0.144553765655,0.518819212914
2185,-0.233525127172,-0.10692115128,0.706803739071,1.07407748699,-0.320349097252,0.258619636297,1.19071125984,-1.44890487194,-1.11483693123,-1.02359318733,-1.34817743301,-0.448353618383,0.241600006819,0.867298722267,0.872800886631,0.950355529785,0.416345953941,-0.0884286612272
3315,1.03724086285,-0.375341266394,1.09643125534,-0.405132174492,-0.526574611664,0.412852704525,1.13419175148,0.35520118475,-0.827950417995,0.437965989113,0.282091408968,1.20973205566,-0.358150064945,-0.490670800209,0.929498970509,1.73314785957,-1.31588160992,0.475756853819
5289,0.321478843689,0.381173491478,1.48084545135,0.206220820546,0.0536007881165,0.564114928246,0.855712354183,0.823140501976,-2.2813205719,0.203322008252,-0.482875049114,-0.88626241684,-0.441100001335,0.164429247379,-0.306149721146,-0.450844198465,1.13049650192,0.254736363888
868,0.571027755737,-0.777624607086,0.341352254152,-3.73170042038,-0.786826133728,-0.651829361916,0.843703508377,-0.253608524799,-0.549958109856,-0.512723445892,-0.271508812904,1.3323366642,-0.303849995136,-0.696281671524,0.30457124114,0.0356068909168,0.28926628828,0.158911496401
1677,0.223398417234,0.206613957882,1.11572778225,-0.0580210834742,-0.0108400098979,-0.125695049763,-0.949717879295,-1.33393716812,-1.47849595547,-1.35692346096,-0.186725646257,-0.318995445967,0.605599999428,0.878942430019,-0.340942561626,0.347303569317,-0.604143440723,0.225445136428
7043,0.475133657455,-0.706302642822,0.873066604137,0.567995846272,-1.20679831505,-0.219073906541,0.959531724453,-1.3828214407,-2.04510211945,-1.90593385696,-0.70859503746,-0.701533436775,1.30780005455,0.385043472052,0.430343389511,1.03314709663,0.555794537067,0.468313634396
5613,0.32769972086,-0.233405917883,-0.138734206557,1.8671694994,-0.0102025195956,-0.200865864754,1.32553040981,-1.12481248379,-0.649952769279,-0.308376431465,-0.44998806715,-0.169398665428,-0.476600021124,-0.554159462452,0.548070669174,0.95373404026,-0.116642862558,0.476890087128
595,0.97858273983,0.723982036114,-0.92299836874,-0.544591367245,-0.271180272102,0.576864004135,0.209581613541,-0.515001833439,-0.695081830025,2.01643610001,0.179321095347,0.27941942215,-0.22665001452,-0.610065639019,0.584268808365,0.317935466766,0.418214529753,0.283545315266
4793,0.497368276119,0.609451055527,0.391518771648,-0.478121876717,0.510034263134,-0.633849382401,0.453268945217,-0.379922926426,-0.184695705771,0.412058472633,-1.36707544327,0.127562120557,-0.227650001645,-1.19018483162,-0.689791798592,1.7784922123,-1.73784244061,-0.0111242383718
2736,0.806735038757,-0.594638824463,-0.302023351192,0.0952011346817,0.452208042145,0.161556601524,0.904674053192,-0.0614777803421,0.365969538689,-0.608936190605,-1.83586323261,0.0727677494287,-0.69764995575,-0.901983320713,-0.110367700458,0.571920752525,-0.310717344284,1.34035801888
5290,-0.412732005119,-0.211635485291,-1.14870488644,0.351231187582,-0.565984845161,0.395315468311,0.526542842388,0.526401221752,0.728208184242,0.436054170132,-0.830250144005,-0.211008101702,0.610199987888,1.33797836304,0.188128679991,0.906662940979,-0.272867649794,-0.135024890304
6194,0.0688501894474,0.278690516949,0.11039505899,0.121978849173,-0.471588760614,0.0497908294201,0.582176923752,-0.131402716041,0.164501622319,0.178547620773,0.328628242016,0.668480396271,-2.12634992599,0.397605478764,-0.0305457636714,-0.389008194208,-0.21692802012,0.344062715769
1676,0.23699451983,-0.731649816036,-0.152231693268,0.51730799675,-0.302258580923,0.694004058838,1.32518768311,-0.574436068535,-1.70179629326,-0.927680671215,-0.481795847416,-0.232666283846,0.376549988985,0.336823672056,1.1837310791,1.23782384396,0.772846341133,0.204825639725
