rid,CPC003_HA1E_6H:BRD-A49765801-001-03-3:10,CPC003_HA1E_6H:BRD-K00824317-001-03-0:10,CPC003_HA1E_24H:BRD-A49765801-001-03-3:10,CPC003_HA1E_24H:BRD-K00824317-001-03-0:10,CPC003_HCC515_6H:BRD-A49765801-001-03-3:10,CPC003_HCC515_6H:BRD-K00824317-001-03-0:10,CPC003_HCC515_24H:BRD-A49765801-001-03-3:10,CPC003_HCC515_24H:BRD-K00824317-001-03-0:10,CPC003_PC3_6H:BRD-A49765801-001-03-3:10,CPC003_PC3_6H:BRD-K00824317-001-03-0:10,CPC003_PC3_24H:BRD-A49765801-001-03-3:10,CPC003_PC3_24H:BRD-K00824317-001-03-0:10,CPC003_VCAP_6H:BRD-A49765801-001-03-3:10,CPC003_VCAP_6H:BRD-K00824317-001-03-0:10,CPC003_VCAP_24H:BRD-A49765801-001-03-3:10,CPC003_VCAP_24H:BRD-K00824317-001-03-0:10,CPC015_A375_6H:BRD-A49765801-001-03-3:10,CPC015_A549_6H:BRD-A49765801-001-03-3:10,CPC015_A549_24H:BRD-A49765801-001-03-3:10,CPC015_ASC_24H:BRD-A49765801-001-03-3:10,CPC015_HEPG2_6H:BRD-A49765801-001-03-3:10,CPC015_HT29_6H:BRD-A49765801-001-03-3:10,CPC015_MCF7_6H:BRD-A49765801-001-03-3:10,CPC015_MCF7_24H:BRD-A49765801-001-03-3:10,CPC015_NPC_24H:BRD-A49765801-001-03-3:10,CPC015_PHH_24H:BRD-A49765801-001-03-3:10,CPC015_SKB_24H:BRD-A49765801-001-03-3:10,CPC018_A375_6H:BRD-K00824317-001-03-0:10,CPC018_A549_6H:BRD-K00824317-001-03-0:10,CPC018_A549_24H:BRD-K00824317-001-03-0:10,CPC018_ASC_24H:BRD-K00824317-001-03-0:10,CPC018_HEPG2_6H:BRD-K00824317-001-03-0:10,CPC018_HT29_6H:BRD-K00824317-001-03-0:10,CPC018_MCF7_6H:BRD-K00824317-001-03-0:10,CPC018_MCF7_24H:BRD-K00824317-001-03-0:10,CPC018_NPC_24H:BRD-K00824317-001-03-0:10,CPC018_PHH_24H:BRD-K00824317-001-03-0:10,CPC018_SKB_24H:BRD-K00824317-001-03-0:10
5720,0.535849988461,0.313550025225,-0.00701321661472,0.602406620979,0.160878270864,-1.4623914957,1.6592874527,-0.0817222297192,0.253736287355,-1.58362257481,-0.533911108971,-0.914741694927,-0.610572814941,-0.741742730141,-0.8492000103,-1.12759995461,-0.837185144424,-1.13925004005,-0.22467520833,-0.0252977460623,-0.377700001001,-0.28465372324,-0.716680705547,-0.040809109807,0.851379275322,1.93579995632,-0.0751499980688,0.479898273945,0.140861868858,-1.04279994965,-0.100366666913,0.437027275562,0.791555225849,1.10817456245,-0.494259655476,-0.724620342255,-0.148997530341,-0.832650005817
466,0.0632500052452,-0.337300002575,-0.569355845451,0.439162433147,-1.52207922935,-0.640323281288,0.135098397732,-0.464304983616,0.820027291775,-1.2433950901,0.295833468437,-1.47936654091,-1.05863296986,-1.65368056297,0.303299993277,0.894150018692,-0.775176346302,-0.671599984169,-2.00011134148,0.157722383738,-0.399300009012,-0.500291466713,-0.756764709949,0.0823460221291,-0.0310754776001,0.455650001764,-0.579800009727,0.919523358345,0.597481548786,-2.11914992332,0.0966666713357,0.719546020031,0.778020620346,0.495100170374,0.72872030735,-0.917974591255,-0.917772114277,-0.275349974632
6009,-0.233799993992,0.817049980164,0.731025278568,1.09743654728,-0.554199337959,0.170214280486,-0.7863945961,-0.833016514778,0.433338820934,0.794522762299,0.289022505283,0.415444970131,0.113358259201,0.0421456769109,0.372199982405,0.310699999332,-0.228769421577,-1.25244998932,0.796171605587,-0.23185813427,0.145149990916,-0.523206114769,-1.19246482849,-0.673400342464,0.560792565346,0.634799957275,-0.764899969101,0.326435983181,-0.0927295684814,1.02745008469,-0.030399993062,1.87368512154,0.106232203543,-0.537946641445,0.818134665489,-0.429620027542,0.891969621181,0.609700024128
2309,-0.324699997902,0.47025001049,-0.173343271017,0.0762737393379,1.38723325729,2.02648496628,2.46485137939,1.80269861221,-0.328594267368,-0.684946298599,-1.04794311523,-0.887806177139,1.08852946758,-0.00346064567566,0.767199993134,1.22469997406,0.570404350758,1.82875001431,5.03566169739,-0.232176333666,-0.133650004864,-0.505429625511,0.477259963751,-0.721715092659,0.0443243682384,0.307099997997,0.216350004077,-0.456751525402,2.98242354393,3.7525498867,0.818233370781,1.29754590988,-0.819898605347,0.325994849205,-0.823012948036,0.366233557463,0.921386599541,0.88220000267
387,-0.692100048065,-1.50314998627,0.655489146709,0.294668972492,0.155067130923,0.0557165816426,1.24291300774,0.388341963291,0.619688272476,1.52484381199,0.798237800598,0.444204896688,0.657452404499,-1.84668529034,0.267399996519,-0.029149979353,-0.858662605286,-1.56739997864,0.0765971764922,-0.00386665016413,0.660000026226,-0.723995923996,-0.848545968533,-0.136795058846,0.710136771202,1.15365004539,-0.169550016522,-0.0599386915565,0.75693333149,0.308799982071,0.478166669607,1.71477305889,0.165240213275,0.526969432831,0.437273293734,0.877332866192,-0.0194255486131,0.542449951172
3553,-0.0469500012696,-0.193299993873,-0.0363086313009,-0.869387090206,-0.325853407383,-0.274151593447,0.139640346169,-0.431522071362,-3.2686457634,-1.54808855057,-2.97729921341,-2.78134822845,-0.231664448977,0.151429861784,0.340499997139,-0.8138499856,-1.23913598061,0.928650021553,-0.193881452084,1.65799987316,0.0551000088453,-0.410651087761,-0.224389657378,-0.57556784153,-0.0804315507412,-0.131700009108,0.302950024605,-1.87239336967,-0.444087564945,0.0560000017285,0.11046667397,-0.584305346012,-0.155925989151,-0.414614677429,-0.712482094765,0.977086365223,-0.999272823334,-0.215849995613
427,-0.354350030422,-0.952399969101,-0.797708272934,0.183104708791,-0.270304381847,0.379485726357,2.72808074951,2.93395709991,0.179774820805,-1.00658619404,-0.0500196814537,0.309749722481,-0.179903268814,-1.83783006668,0.0277499854565,1.10809993744,0.0165065154433,-0.179650008678,-0.23835387826,0.0998255610466,-2.01725006104,-0.506470620632,-1.15213179588,-0.305064857006,-0.809136867523,0.290849983692,0.242849975824,0.0533060133457,-0.0723418593407,-1.63670003414,-0.787433326244,-0.124774321914,0.355714827776,0.774618506432,1.68118882179,0.132043480873,0.0276046432555,0.650599956512
5898,-0.518700003624,-0.959249973297,-1.48698019981,-1.23492264748,-1.07506859303,-2.09211993217,-0.0669469535351,-0.838368058205,-1.78696024418,-0.439533799887,-0.455581665039,-0.59404695034,-1.47707772255,-1.45013475418,-0.6060500741,0.380449980497,-0.97693157196,-0.312150001526,-0.203664153814,0.620385289192,-0.504850029945,-0.136189654469,-2.18107938766,0.369247734547,-0.236036449671,-0.361099988222,0.742149949074,-0.348962545395,0.316930532455,-5.18370008469,0.287766695023,0.667557835579,0.272524386644,-0.369057685137,-0.0781266838312,-0.344226509333,0.226716846228,-0.203600019217
23365,0.251950025558,-2.59105014801,0.472532093525,-0.611452281475,0.225970193744,-1.06075739861,0.277519643307,-0.481696158648,0.0432714819908,1.25821745396,-0.588176488876,-0.450535476208,0.0418904274702,-1.15284025669,0.123700000346,0.0973500013351,0.213490828872,-1.17315006256,-0.0194208025932,0.368340194225,5.93939971924,0.334875047207,-0.0471504032612,0.297167032957,0.504711985588,1.37155008316,-0.0130999982357,-0.165607959032,0.391094326973,0.721949994564,0.661100029945,0.187184631824,0.0692425370216,0.329440832138,1.11646032333,0.414136350155,-0.199919193983,1.01289999485
6657,-0.438199996948,0.184550002217,0.434431731701,0.367170393467,-1.89767336845,-1.4910633564,-2.58261752129,-3.18415427208,-0.349646449089,-0.00902785733342,-0.784783601761,0.122377753258,-0.184771478176,0.898378610611,0.220200002193,-0.897899985313,0.85639244318,0.837599992752,-0.218291044235,0.669943332672,-0.566649973392,-0.242763027549,0.143787801266,-0.138026461005,0.497321009636,-0.535500049591,0.0529000163078,-0.953566074371,-1.43577611446,-2.46595001221,-0.275266677141,-1.24613904953,-1.01404774189,0.206484869123,-0.490832030773,0.168169766665,-0.623242139816,-0.420850008726
5054,2.87459993362,1.77629995346,3.25932025909,3.48960471153,-0.0194080732763,0.519159734249,0.298108756542,0.66855096817,0.788937926292,-0.0769372880459,-0.383411735296,-0.455963909626,-0.0849134027958,-0.744993329048,-0.141849994659,0.424100011587,0.299326866865,2.00894999504,1.41018116474,0.603085935116,0.763599991798,0.372653126717,0.79244273901,1.56194853783,0.141032844782,-0.192499995232,0.580150008202,0.338325738907,5.15657997131,2.05999994278,0.967533349991,1.70528078079,-0.318055212498,-0.392422556877,-0.601931929588,-0.117516487837,0.757589638233,0.826200008392
3108,-0.319199979305,1.4320499897,-0.650735557079,-0.0318800806999,-0.2176168859,0.0472885817289,0.90973174572,0.294914543629,-0.615623176098,-0.0826246142387,-0.160621210933,0.634667515755,-0.217170864344,1.98665630817,1.02660000324,-0.279399991035,-0.479079097509,-0.206200003624,-0.787643074989,2.59706497192,2.28125,0.0266208052635,0.259207814932,0.40961393714,0.643683612347,0.192049980164,-0.0582499802113,0.392371594906,0.621321558952,1.15845000744,-0.507100045681,2.13982200623,0.45140182972,0.658441483974,1.52244877815,-0.713216722012,0.383757174015,-0.155950009823
1950,-1.19245004654,-1.01049995422,-2.35905051231,-1.81025207043,-1.05296981335,0.409388303757,-0.241360381246,-0.378728032112,-0.782266974449,-1.04773640633,-0.71607029438,-0.529092907906,-0.634241104126,0.0557274594903,0.238549992442,-0.313350021839,1.8690584898,1.46889996529,-0.346313565969,-0.681297361851,-0.54264998436,0.564634084702,0.0272110626101,-0.158224701881,2.14121723175,-0.540150046349,-0.344550013542,-0.672603011131,-0.801277816296,-0.255600035191,-0.385300010443,-0.455218911171,-0.120918475091,-0.332015693188,-0.495749294758,4.03155469894,0.281926125288,-0.0755999982357
