rid,CPC010_A375_6H:BRD-K65258912-001-08-1:10,CPC010_A549_6H:BRD-K65258912-001-08-1:10,CPC010_A549_24H:BRD-K65258912-001-08-1:10,CPC010_HA1E_6H:BRD-K65258912-001-08-1:10,CPC010_HCC515_6H:BRD-K65258912-001-08-1:10,CPC010_HEPG2_6H:BRD-K65258912-001-08-1:10,CPC010_HT29_6H:BRD-K65258912-001-08-1:10,CPC010_MCF7_6H:BRD-K65258912-001-08-1:10,CPC010_MCF7_24H:BRD-K65258912-001-08-1:10,CPC010_PC3_6H:BRD-K65258912-001-08-1:10,CPC010_PC3_24H:BRD-K65258912-001-08-1:10,CPC010_VCAP_6H:BRD-K65258912-001-08-1:10,CPC010_VCAP_24H:BRD-K65258912-001-08-1:10,CPC014_A375_6H:BRD-K65258912-001-04-0:10,CPC014_A549_6H:BRD-K65258912-001-04-0:10,CPC014_A549_24H:BRD-K65258912-001-04-0:10,CPC014_ASC_24H:BRD-K65258912-001-04-0:10,CPC014_HA1E_6H:BRD-K65258912-001-04-0:10,CPC014_HCC515_6H:BRD-K65258912-001-04-0:10,CPC014_HEPG2_6H:BRD-K65258912-001-04-0:10,CPC014_HT29_6H:BRD-K65258912-001-04-0:10,CPC014_MCF7_6H:BRD-K65258912-001-04-0:10,CPC014_MCF7_24H:BRD-K65258912-001-04-0:10,CPC014_NEU_24H:BRD-K65258912-001-04-0:10,CPC014_NPC_24H:BRD-K65258912-001-04-0:10,CPC014_PC3_6H:BRD-K65258912-001-04-0:10,CPC014_PC3_24H:BRD-K65258912-001-04-0:10,CPC014_PHH_24H:BRD-K65258912-001-04-0:10,CPC014_SKB_24H:BRD-K65258912-001-04-0:10,CPC014_VCAP_6H:BRD-K65258912-001-04-0:10,CPC014_VCAP_24H:BRD-K65258912-001-04-0:10
5720,-1.30472493172,-0.186100006104,-0.957199990749,-1.18722999096,-0.819182276726,-0.431948661804,-0.452957004309,-1.01314306259,-1.34698092937,-0.406246989965,-0.583491921425,0.0866766050458,-1.74165678024,-0.421933948994,-0.588533401489,0.28852018714,0.363250166178,-0.610631346703,-0.542030990124,0.461310386658,-1.24451673031,0.120556652546,1.00065207481,0.538850009441,-0.117717370391,-0.126726523042,0.271054804325,0.319844543934,-0.355825453997,-0.103431612253,0.567547619343
466,-1.10581719875,-1.21029996872,0.0670000016689,-0.492920100689,-0.973640322685,-0.19580693543,-0.729067444801,-1.10413134098,-0.287833452225,-0.346961885691,-0.136098980904,0.472914218903,-2.59630942345,0.127884268761,-0.31156668067,-0.306867182255,-0.649782180786,-0.393097281456,0.323957771063,0.742985010147,-0.654597520828,-0.186586141586,0.771760523319,0.399599969387,-0.239072576165,0.645318090916,-0.316517561674,0.453056037426,0.198374718428,-0.168957620859,-0.28459751606
6009,-0.239358961582,-0.494149982929,-0.429699987173,-2.73278951645,1.09732544422,1.69060015678,-0.283145427704,-0.581543266773,1.05205309391,0.582815587521,0.62548327446,0.817692160606,1.95011794567,-0.00380532816052,0.10490000248,-0.713199734688,-0.213598549366,-0.239347741008,-0.804809689522,0.469975918531,-0.968422651291,-0.53335827589,0.043793477118,-0.064899995923,0.158744603395,-0.28033053875,0.4213963449,-0.045960303396,-0.0619243942201,-0.899249792099,-0.77897131443
2309,-0.518203020096,-0.37215000391,-0.374000012875,2.72576022148,0.29032382369,0.76201915741,-0.0140566974878,0.12787528336,0.054696239531,0.415306806564,0.282833039761,0.353167891502,0.472915410995,-0.110207878053,-0.369066655636,1.10447084904,-0.180947497487,0.272338628769,-0.945572435856,0.0848863571882,-0.681621491909,-0.033497966826,-0.610875248909,-0.172150015831,-0.329643934965,-0.139421522617,0.543602287769,-0.340944886208,0.218344867229,-0.731144309044,0.220127806067
387,0.431568473577,0.128700003028,0.908500015736,-0.557203292847,1.28385341167,1.51680803299,-0.258866995573,0.0338083431125,0.976803123951,0.940486013889,0.982753038406,-0.307199656963,1.93987226486,-0.301976829767,-0.205966666341,-0.972316861153,-0.0398149043322,-1.31748688221,-0.839194059372,-0.407495439053,-1.31149637699,-0.890364170074,-0.177634477615,-1.01789999008,0.329826951027,-0.59192699194,-0.12225548923,-0.829323649406,-0.911605238914,-0.704264342785,-0.721239924431
3553,-0.488649189472,1.69560003281,-0.148599997163,0.714814126492,-1.01569008827,-0.53016680479,0.12974140048,0.123570524156,-0.278463035822,-0.460715889931,-1.19866347313,-0.546084165573,-0.231684416533,0.168599486351,0.200233340263,0.149195760489,0.704263985157,1.10435676575,0.576084494591,0.567863583565,0.932381153107,-0.125484421849,-0.807241857052,0.95759999752,-0.286117762327,0.209298968315,-0.122179605067,-0.281278818846,0.0759579688311,0.896543681622,0.0899849236012
427,-1.65318632126,-1.45350003242,-0.517400026321,-0.850252509117,0.407297700644,-0.825037479401,-1.16330516338,-0.180483818054,0.586329221725,0.064889729023,0.525351643562,-0.511072814465,-0.568120360374,0.50464040041,0.194766670465,-0.102190449834,-0.29549986124,-0.0236269943416,0.734737038612,0.0912544727325,-0.0438485667109,0.518149793148,0.110970556736,1.52120006084,0.300950348377,0.322676032782,-0.440754950047,0.363302707672,-1.04741811752,-0.287829250097,1.26368606091
5898,-0.436078518629,0.827849984169,-2.59150004387,-5.054251194,0.348752200603,0.011925265193,-1.2808201313,-1.11246240139,0.121227532625,-0.450122416019,0.266983091831,-0.932768881321,-1.50323605537,0.351579755545,-0.532799959183,-1.1555429697,0.0456387549639,-0.469844013453,-0.392191827297,0.0914428532124,0.0053676366806,0.10052986443,0.715581953526,-0.703500032425,-0.0609197616577,0.149517357349,0.356214344501,-0.35932469368,0.602580547333,-0.174988716841,-0.539911329746
23365,0.525073647499,0.491400003433,-0.162900000811,-1.17209708691,1.24063324928,-0.0833986178041,-1.66048669815,-0.219290688634,0.18968808651,0.271881699562,0.246687412262,-1.73472988605,-0.307731151581,0.242590308189,-0.173266664147,-0.782407522202,-0.54402410984,-0.618605971336,0.0259912014008,-0.0309304594994,0.324606895447,-0.045255497098,-0.0410655066371,-0.613550007343,0.856269657612,-0.173737958074,-0.37096336484,-0.320620030165,-0.514947772026,0.206164926291,0.154496967793
6657,-0.590839862823,1.74509990215,-0.249500006437,0.612188160419,0.164342686534,-0.653453469276,0.352537959814,-0.203221395612,-0.510770380497,-0.443296521902,-0.821575760841,-0.503537833691,-0.83674967289,0.350066095591,-0.150933384895,0.0207912623882,0.350558429956,1.45284795761,-0.509394884109,-0.539645671844,1.33532226086,-0.0339874476194,-0.833674371243,-0.12310000509,0.781702756882,-0.243071302772,-0.80660456419,-0.383322894573,-0.0939276814461,0.493599563837,0.197458416224
