rid,DOS002_VCAP_6H:BRD-K51164721-001-01-3:5.05,DOS002_VCAP_24H:BRD-K51164721-001-01-3:5.05,DOS032_A549_24H:BRD-K51164721-001-01-3:5.05,DOS032_HT29_24H:BRD-K51164721-001-01-3:5.05,DOS032_MCF7_24H:BRD-K51164721-001-01-3:5.05,DOS032_PC3_24H:BRD-K51164721-001-01-3:5.05,DOSBIO001_A375_24H:BRD-K51164721:10.1001,DOSBIO001_A549_24H:BRD-K51164721:10.1001,DOSBIO001_HT29_24H:BRD-K51164721:10.1001,DOSBIO001_MCF7_24H:BRD-K51164721:10.1001,DOSBIO001_PC3_24H:BRD-K51164721:10.1001,DOSBIO001_NEU_24H:BRD-K51164721:10.1001,DOSBIO001_NPC_24H:BRD-K51164721:10.1001
5720,0.188350006938,0.0735351443291,0.575600028038,0.394267588854,0.943444609642,1.33395004272,0.328874766827,-0.363957703114,-0.0628587305546,1.12497675419,0.174285545945,3.21655011177,-0.319834589958
466,0.714999973774,-0.253362804651,-0.260399997234,0.605699837208,1.06508636475,-0.191049993038,-0.033384680748,-0.820764183998,-0.0569974780083,0.902751684189,0.487227648497,1.40694999695,0.904213249683
6009,-1.01519989967,-1.29378890991,0.0170000195503,-0.345388770103,1.54612934589,-0.236699998379,-0.696704268456,-0.293010950089,-0.901103317738,1.20716273785,0.245963618159,0.38275000453,0.222107678652
2309,0.322699993849,-0.460210084915,0.118699997663,-1.19549036026,0.251847296953,0.718400001526,-1.30271029472,0.0496612377465,1.74651801586,-0.0905377045274,-0.345461785793,0.303049981594,-0.0786391794682
387,-1.56540000439,-0.570608913898,-0.206299990416,-0.890122652054,-0.426133275032,-0.228149995208,0.241616994143,-0.449738413095,-0.730799734592,0.313374400139,0.163978725672,-0.0334999859333,-0.725293636322
3553,0.213450014591,0.908105909824,0.489899992943,1.59351074696,1.44189202785,0.256399989128,0.456433713436,-0.729233622551,-0.634855568409,-0.0356571674347,1.17721688747,-0.735949993134,-0.635739803314
427,0.674199998379,-0.842646837234,-1.53914999962,0.175836294889,-0.340925514698,2.09840011597,0.705082654953,3.22246861458,0.965516209602,0.704014718533,0.938818335533,0.0275500118732,0.21937340498
5898,-0.82230001688,0.241632252932,0.850100040436,-3.21718549728,-0.487848371267,-0.809499979019,0.189347147942,-0.196278199553,0.187661960721,0.128602519631,0.243294999003,-0.694149971008,0.702139258385
23365,-2.30119991302,-0.460648983717,0.278850018978,0.904751837254,-0.687935471535,-0.908249974251,0.298865586519,-0.91555917263,-0.469518393278,-0.435385078192,-0.160112261772,-0.0977999567986,-0.586475372314
6657,0.187199994922,0.941737055779,0.111349999905,0.963220357895,1.27255582809,-0.84325003624,-0.408253639936,-0.459477722645,-0.11004203558,-0.52562379837,-0.857969880104,0.544200003147,-1.26862239838
5054,-0.237200006843,1.24171161652,-0.207799986005,-0.0915270149708,0.203098937869,0.6699000597,-0.567945122719,-0.163565993309,0.389839142561,-0.0445930510759,0.164151072502,0.789049983025,-0.0311857014894
3108,1.24249994755,-0.810145676136,-0.244050011039,-0.4114818573,1.1294708252,0.531700015068,0.461754351854,-0.437561333179,-0.161533981562,-0.736886799335,-1.40946018696,-0.467149972916,-0.31237962842
1950,1.31060004234,0.536319315434,-0.775400042534,0.563653707504,0.046262472868,-0.0300000309944,-0.33779579401,0.052869066596,-0.521364092827,-0.0865691006184,-0.703321874142,-0.187200009823,0.580890893936
351,0.416150003672,0.0683519989252,-0.181000053883,1.20443987846,1.29594874382,-0.890699982643,0.502474367619,0.30696952343,-0.0693759247661,0.313867151737,0.158223241568,0.300499975681,-0.354744255543
4846,1.0054500103,-0.0582767426968,1.71825003624,0.298996925354,0.433481246233,0.232899993658,-0.64488697052,0.718022227287,1.0721449852,-2.32589149475,1.17100644112,-0.838949978352,-1.2872812748
1452,0.382750034332,0.105556577444,1.07969999313,-0.592748045921,-0.634476363659,0.305099993944,-0.781924128532,-0.106973141432,-0.625472307205,-0.119046583772,0.0619682520628,0.798200011253,-1.11969172955
4776,0.0839000046253,1.02426564693,-1.00769996643,0.942055940628,0.0259693562984,-0.810350000858,0.588231921196,-0.782579660416,-0.0573922693729,-0.850856542587,-0.643514335155,-0.521750032902,-0.422891736031
6908,0.586999952793,-0.627977669239,-0.145450010896,0.0433682799339,-0.568459451199,-0.31819999218,-0.266167700291,-0.689227223396,0.193571060896,0.391987293959,0.539701461792,0.0874499976635,0.131508633494
672,0.804350018501,0.647540211678,-1.9375500679,0.492910563946,-0.0144369900227,1.45915007591,-0.194691568613,0.922854602337,0.692668557167,0.226626962423,-0.371713995934,0.697800040245,0.512044668198
5710,0.546550035477,-0.56573843956,0.243999987841,0.0726746022701,-0.276933908463,-0.308499991894,0.530686855316,-1.19281280041,-0.171413689852,0.769820451736,0.157458648086,0.404400020838,-0.623132288456
2115,1.07060003281,0.165846124291,0.460799992085,0.545320272446,0.823505938053,-0.702550053596,0.532698333263,-0.0475068688393,0.290010392666,-0.951455116272,0.588614761829,-0.248199999332,-1.65298449993
7015,1.48389995098,0.559132218361,-0.374049991369,0.292864352465,1.61750566959,-1.06949996948,0.757322013378,-0.307099878788,-0.699500203133,0.103676438332,-1.16187810898,0.0121999979019,0.693134427071
8726,-0.561649978161,-0.295231789351,-0.5666000247,0.120950698853,-0.114646449685,-0.381500005722,0.326196342707,-0.718126833439,-0.301871716976,-0.576916515827,-0.60596203804,1.37269997597,0.672330141068
2185,-0.278249979019,-0.269322037697,0.796350002289,0.404242157936,1.32408213615,-0.586849987507,0.691357433796,-0.473740428686,-1.56518220901,-0.527920603752,-0.828498244286,0.408150017262,0.0738643482327
3315,1.85879993439,-0.295941472054,-1.33754992485,-1.31267786026,-1.28040504456,-0.335399985313,0.426791489124,0.085608586669,0.216986328363,-0.0973666384816,1.08864915371,0.11249999702,-0.383643776178
5289,1.0136500597,0.834631204605,-0.42895001173,1.35453605652,1.14705371857,1.33595001698,-0.184785842896,0.436635375023,-0.0786885693669,0.178065225482,0.10938346386,0.572450041771,0.592253804207
868,0.185450017452,0.798132181168,-0.533349990845,0.730235099792,0.55085003376,-1.3125,0.12147603184,0.0940526500344,0.222739741206,-0.419057607651,-0.965613365173,-0.48140001297,-0.9440741539
1677,-0.0977499783039,1.15418839455,0.0597499981523,0.451651781797,0.680112719536,1.45794999599,0.947199165821,-0.932928740978,-0.35798227787,-0.445985913277,-0.968485534191,0.0417000055313,-0.461836874485
7043,-1.11890006065,0.500704646111,0.832799971104,1.12428665161,-0.0811208188534,-0.722100019455,0.843508124352,-0.925133705139,-0.585696935654,-0.705425620079,-0.360274165869,-0.806050002575,-0.15885797143
5613,-0.0198000073433,0.330686986446,0.42040002346,0.967828392982,0.254700541496,-0.871100008488,0.595772147179,0.0105815380812,-0.0978735312819,-0.0406336337328,-1.13937520981,-0.912500023842,-0.431498885155
595,0.59500002861,0.104566767812,1.31085002422,-0.945743322372,-0.013799674809,0.0922999978065,-0.0372463092208,-0.328645318747,-0.0853705853224,-0.162394598126,-0.0216295048594,0.0480500012636,-0.631262898445
4793,2.68235015869,-0.00206422805786,0.29724997282,-1.49694108963,-1.27611470222,0.0697999969125,-0.461260586977,-1.31479465961,-1.33578300476,-0.393118441105,-0.429237782955,0.699299991131,-0.332820177078
2736,0.570500016212,0.503756701946,-0.87549996376,1.45384836197,0.790240287781,-0.0441999994218,1.15338265896,0.395608335733,-0.423343896866,-0.48800110817,-0.520972788334,-1.35664999485,-0.826005160809
5290,-1.21440005302,0.336654365063,-1.31809997559,-0.166222393513,0.618349730968,0.101750001311,-0.0922977775335,0.362726867199,-0.180507078767,0.393242865801,-0.363218396902,-0.596399962902,0.316108703613
6194,0.0,-0.349764168262,0.000999999931082,0.00768721103668,-0.295924633741,-0.0467500090599,-0.397308826447,-0.154470905662,-0.337249994278,0.226072385907,-0.0958934128284,0.18235000968,-0.507646203041
1676,-0.526250004768,0.753240823746,-0.534799993038,0.525422811508,-0.578225016594,-1.35249996185,0.91763395071,-0.314363509417,-0.427816420794,-0.682151913643,-1.20041418076,-0.932700037956,-0.691958367825
23512,0.269450008869,0.134791314602,1.3477499485,-0.0192554593086,-0.172910273075,0.658650040627,-0.49375602603,0.251703321934,0.891101658344,0.0231665372849,0.267819494009,1.71130001545,1.2184690237
148022,-0.43214994669,-0.25565585494,0.170149981976,0.972732484341,-0.706112325191,-0.48195001483,-0.181649535894,-0.185759007931,-0.183507204056,-0.287137567997,0.124924279749,0.0269499719143,-0.406427621841
1906,-2.34864997864,0.294989347458,-0.581600010395,1.20268642902,-0.827509820461,-0.0953000038862,0.407187521458,-0.504688382149,-0.38978639245,-0.223539859056,-0.77693426609,-1.26480007172,-0.0588843636215
8878,-0.347550004721,0.192080885172,2.21379995346,-0.494506180286,0.136218801141,0.0722500085831,0.15668605268,0.362289786339,0.0321749299765,0.480832219124,0.387360841036,1.32325005531,0.079542979598
3091,0.656149983406,-0.0514425486326,0.904799997807,1.05378627777,0.720487356186,0.173600003123,-0.153701335192,-1.81991386414,-0.525608420372,0.66322016716,0.694947004318,-0.203649967909,-0.586611866951
5743,0.1100499928,0.296038240194,0.446399986744,-0.126107946038,0.396362870932,0.30395001173,0.230161041021,-1.03055429459,0.681561589241,-0.659959077835,-0.169820651412,0.473150014877,-0.155790328979
5321,-0.457549989223,0.555838942528,-2.25729990005,-0.658165156841,0.401752173901,-0.299899995327,0.871527552605,0.692982017994,-1.26055598259,-0.0194308273494,0.113225445151,-1.847900033,0.309562772512
4144,0.113200001419,0.231943458319,-1.15829992294,-0.903894603252,-1.35150849819,-0.449800014496,0.456203341484,0.665465950966,-0.423238754272,0.222444310784,0.344620108604,0.922250032425,-0.392367243767
1981,-0.455749988556,-1.1094596386,0.143299996853,-0.645228385925,-0.823616564274,0.324200004339,-1.14882922173,0.66999065876,0.839562177658,-0.631041646004,1.57625043392,-0.699100017548,-0.653811573982
695,-0.327399998903,-0.0478146523237,-0.325500011444,-0.430669784546,-0.567602813244,4.64904975891,0.892355680466,-0.360135734081,-0.530075490475,0.243582606316,-0.313857346773,-1.29694998264,0.841749668121
10398,-0.0435000061989,0.0773334205151,-0.119399994612,0.902680516243,1.14126729965,-1.06550002098,0.634459257126,0.106940805912,0.0338131189346,-0.338644951582,-1.68183100224,-0.353500008583,-1.02139234543
5708,0.0235500000417,-0.157343998551,-0.337249994278,0.886574804783,-0.498974651098,-0.288850009441,-0.529906392097,0.751033067703,0.705403923988,-0.758489429951,-0.134587198496,-0.14074999094,-0.899570465088
1213,-0.91789996624,-1.43766069412,-0.629299998283,-1.03277254105,0.468130707741,0.619100034237,-0.266572475433,-1.04467749596,-0.40932264924,0.193080469966,0.200479000807,0.00520002841949,-1.5245950222
226,-1.39409995079,-0.305586338043,-0.337249994278,0.360487699509,-0.213790044188,0.16099999845,-0.0140651613474,-1.34749913216,-0.731142342091,-0.362150609493,0.0729352235794,0.301299989223,-1.40758955479
6777,0.165700018406,0.711112439632,0.616299986839,-0.516665399075,2.679864645,-0.262250006199,-0.586430370808,-0.6608325243,0.0640891864896,0.117708712816,-0.651743769646,0.555099964142,-1.32181751728
2113,-0.486200004816,0.705125331879,0.152400016785,2.05421614647,0.0805098116398,-0.417500019073,0.665113091469,0.358029872179,-0.524980902672,0.0200024843216,0.184550210834,0.467649996281,-0.171684652567
3329,0.0593499988317,-0.296659290791,-0.170499995351,-1.81514453888,-1.45616269112,0.0441000014544,0.438851028681,-0.689332067966,0.639696002007,0.144951283932,-0.480127751827,0.762399971485,-2.29062724113
1050,0.681699991226,-0.609327018261,0.259700000286,-0.157818228006,-0.596801280975,-1.7771499157,-0.39103937149,0.534109830856,0.645390033722,-0.573015451431,-0.351354241371,-0.053200006485,0.0417385101318
9491,-1.07844996452,0.160491764545,-0.0181999951601,0.857173800468,0.55374121666,-0.626699984074,-0.329649120569,-0.845762968063,-0.780877411366,-0.447018712759,0.065700545907,-1.18145000935,0.0352490246296
22926,-0.0491499900818,-0.307740986347,-0.118499994278,-0.548749923706,-0.148591816425,-1.05745005608,-0.0422416478395,-0.534582614899,0.41379070282,0.922667622566,0.867072761059,-0.0943999961019,-1.56587541103
5899,-0.802900016308,0.206241846085,0.104000002146,-0.727193772793,-0.315971553326,0.146250009537,0.733776569366,-0.814072608948,-0.250227749348,-0.450233519077,0.7574467659,-0.508249998093,-1.57362377644
5467,-0.117149993777,0.264286845922,1.1643999815,0.945419609547,0.610345244408,-0.148999989033,-0.753581225872,-0.623647212982,-0.140010371804,0.40580162406,-0.565412282944,0.252049982548,0.100578285754
6774,-0.543049991131,-0.428779810667,0.346149981022,-0.697851657867,-0.107075572014,-1.38864994049,0.677460074425,-1.05722558498,0.328523248434,-0.419707208872,-0.775257408619,0.519749999046,-0.845238864422
1788,-0.221349999309,0.431999176741,0.225349992514,0.345295101404,0.886485517025,-0.038099989295,1.91017460823,-0.0685404241085,-0.128687918186,0.671968460083,-1.87943482399,-0.157700002193,-0.443304717541
5921,-0.639100015163,0.367957770824,-0.259550005198,-0.421714067459,-0.44332537055,0.121299982071,-0.916411817074,-0.361318349838,-0.539069652557,0.441858440638,-0.291285604239,0.381650000811,0.896616697311
5721,-0.333500027657,-0.902924180031,0.449099987745,-1.8986685276,-0.303925454617,0.70560002327,-0.251747697592,0.731304526329,-3.1061797142,0.272545725107,0.335284292698,-1.44644999504,0.448827564716
2263,0.892899990082,0.634921908379,0.96899998188,-0.79000723362,1.17834281921,5.48629999161,0.740529835224,0.410970181227,0.0799553990364,-0.460693150759,-0.282821178436,-0.304300010204,1.41540265083
808,-1.99109983444,0.9734197855,-2.67170000076,-1.34932851791,-0.265625923872,-0.377699971199,0.450360268354,-0.384970784187,0.597993612289,-0.386737704277,0.396209925413,-1.2281999588,-0.827998876572
30001,-0.103600002825,-0.656585633755,-1.04629993439,0.204610854387,0.813052535057,0.300699979067,-0.279818117619,-0.301320374012,-0.0614970549941,1.0086016655,0.458253383636,1.00125002861,-0.995192170143
348,-0.853950023651,0.0787482559681,0.465250015259,0.14671599865,1.16359210014,1.53579998016,0.534789383411,1.65719509125,0.251973152161,0.328836023808,0.00557385385036,1.30685007572,0.262048065662
30849,-0.89954996109,0.461544513702,-0.300249993801,0.314295381308,-0.345714122057,-0.499950021505,-0.0395833402872,-1.16981565952,0.262435168028,-0.111121758819,-0.397030115128,0.363299995661,-1.53171634674
1454,0.832249999046,0.667034864426,-0.0614999979734,0.844275295734,0.803682088852,-0.196050018072,-0.23675340414,-0.143694370985,0.0502015762031,-0.434933871031,0.186499625444,0.392049998045,-1.40444040298
6500,-2.24419999123,-0.0614188946784,0.432200014591,0.67603969574,0.0861356556416,0.363899976015,-0.117672622204,-1.36058402061,-1.34183359146,0.58354640007,0.1438126266,1.12619996071,0.0621456950903
5627,0.380050003529,0.440891087055,0.102600008249,0.556181490421,1.12358188629,-0.117450006306,0.883880734444,-0.327797889709,-0.273133099079,1.25722754002,0.281571388245,1.32504999638,0.732434928417
5715,-3.15659999847,-1.51211380959,0.222600013018,-1.10529458523,-0.270886003971,0.826099991798,0.651006698608,-0.788094460964,-0.804105460644,-0.0294379293919,0.215545088053,1.19249999523,-1.22277188301
4791,1.24374997616,0.724433422089,0.107999995351,0.753530621529,0.0808309689164,-0.317600011826,-0.208394929767,-0.936528086662,0.315217405558,0.0534745752811,-1.13672101498,-0.470149993896,-0.537493348122
56924,0.354499995708,-0.0885176509619,0.370199978352,-0.508914351463,-0.0363248474896,0.595899999142,0.685712218285,-0.992558658123,-0.360240221024,0.957132816315,0.515117526054,-0.106249988079,1.45274674892
2690,-0.630750000477,-0.588747620583,0.414999961853,0.894328355789,1.06519126892,0.147849977016,0.441291093826,0.0785120427608,0.184588044882,0.408281952143,0.868402838707,0.366899996996,0.479759246111
1019,0.597199976444,0.603018403053,-0.527050018311,-0.377081245184,-0.605165481567,-1.52804994583,0.588682234287,0.302189528942,-0.297594040632,0.127176403999,-0.242367357016,1.2826000452,-0.184749156237
51422,-0.639649987221,0.896017313004,-0.150350004435,-0.463794797659,0.374575555325,-0.772150039673,-1.0007174015,4.00731420517,0.0594925880432,0.00304383039474,-0.0925285369158,1.04170000553,-0.653176605701
5788,0.097999997437,0.519048273563,0.722900032997,0.614037394524,-0.21279284358,-0.785199999809,0.63791680336,0.291738092899,-0.748553037643,-0.676369309425,-0.694475591183,0.0683999955654,0.582174777985
