rid,DOS020_VCAP_6H:BRD-K47071092-001-03-4:5.02,DOS020_VCAP_24H:BRD-K47071092-001-03-4:5.02,DOS043_A375_24H:BRD-K47071092-001-03-4:5.02,DOS043_A549_24H:BRD-K47071092-001-03-4:5.02,DOS043_HT29_24H:BRD-K47071092-001-03-4:5.02,DOSBIO002_A375_24H:BRD-K47071092:10.0484,DOSBIO002_A549_24H:BRD-K47071092:10.0484,DOSBIO002_HT29_24H:BRD-K47071092:10.0484,DOSBIO002_PC3_24H:BRD-K47071092:10.0484,DOSBIO002_MCF7_24H:BRD-K47071092:10.0484,DOSBIO002_NEU_24H:BRD-K47071092:10.0484,DOSBIO002_NPC_24H:BRD-K47071092:10.0484
5720,0.90596306324,-0.936850547791,-0.669198811054,0.135799944401,0.70293879509,1.61704397202,1.39021468163,-0.00943302363157,-0.0581776127219,-0.36655369401,0.665799975395,1.43374621868
466,0.582490682602,0.571777820587,-2.29066300392,-0.178849995136,0.728690028191,-0.0657882094383,0.0878477543592,0.361142039299,-0.106655336916,-0.646295547485,-0.486999988556,-0.378018021584
6009,-0.838167726994,-0.399189770222,-0.976641952991,0.499549984932,0.254030317068,0.90211892128,-1.30427515507,0.00786897912621,0.817168951035,-0.157088339329,-0.358749985695,0.400617212057
2309,0.0859999582171,0.53215265274,-0.558296501637,-0.158649995923,0.127771437168,0.388169616461,0.203915297985,0.326209187508,0.472003281116,0.388565540314,0.515700042248,0.284427881241
387,-1.27205872536,-0.250800162554,-0.363479286432,-0.129799991846,1.59293913841,-0.613576412201,-0.639070034027,-0.152044937015,0.218997269869,-0.805650830269,0.486399978399,0.425354838371
3553,0.327098190784,-0.604261577129,1.68582653999,-0.450850009918,-0.68890786171,-0.670564055443,0.282873928547,-0.52509188652,-0.533146977425,0.771453738213,-0.963249981403,-0.574817955494
427,0.434419065714,-0.380417943001,0.24721519649,-1.05560004711,1.03767037392,-0.691561281681,-0.596214652061,0.549776911736,0.625425696373,-0.459303766489,-0.536650002003,-0.51051223278
5898,0.942915320396,0.886650562286,-0.119350016117,0.55370002985,1.84161686897,-2.43294072151,-2.071839571,0.335863679647,0.836393296719,-0.303970217705,-0.896499991417,-0.670781373978
23365,-0.53067946434,0.294893324375,3.21064424515,0.924499988556,-0.737613916397,-1.10620415211,-1.36465203762,0.0654092282057,-0.356722265482,-0.977907657623,0.129999995232,-0.327528268099
6657,-0.51766705513,0.446389168501,0.953595519066,-1.4143999815,-2.13105273247,0.343102306128,0.566391944885,-0.598747313023,0.169572263956,-0.452692061663,0.296149998903,0.737387895584
5054,-0.917810082436,1.14594805241,0.171820700169,0.581950008869,0.185795858502,-0.199376657605,-0.56122303009,4.12641572952,0.141888082027,-0.146484106779,-0.968600034714,-0.0666286572814
3108,-0.844789385796,-0.708519339561,-1.01005339622,-0.825449943542,-0.995814025402,0.484609425068,-0.412503957748,-0.0226106382906,-0.0512074232101,-0.233759254217,-0.0548500008881,-0.351870268583
1950,-0.442529559135,0.384846359491,0.509464502335,-1.42180001736,-0.599287390709,0.503591179848,0.650883078575,-0.44764995575,0.0789442062378,1.22018933296,0.725650012493,0.469844907522
351,-0.266956925392,-0.317167639732,-0.0301356911659,-0.589550018311,0.264976352453,0.311595439911,-0.225359842181,0.547791242599,0.386364102364,0.660251438618,-1.42825007439,0.634612202644
4846,-0.621235489845,0.184740781784,1.42950189114,-0.161249995232,-0.416955798864,1.11526525021,0.394094377756,0.609566271305,0.287858605385,-0.049819752574,-1.11195003986,0.493293762207
1452,1.04022109509,-0.441853940487,0.102041237056,0.483900010586,0.753005862236,-0.287027150393,0.378603577614,0.368722707033,0.126741826534,0.909036755562,0.710250020027,0.201514557004
4776,0.311022341251,0.291606903076,1.20967030525,-0.229250013828,-1.16329073906,-1.14231109619,-0.00751680135727,-0.131716907024,0.0327631607652,-0.169756442308,-0.0952499955893,-0.457243680954
6908,0.897944092751,0.305548459291,-1.38018620014,0.132300019264,1.21925783157,0.823474526405,0.204930841923,0.731997847557,0.140581339598,-0.309644073248,0.211349993944,-0.213886320591
672,1.08694279194,0.39051809907,0.216033741832,0.850049972534,1.32398414612,1.75295126438,0.427904784679,0.306920021772,-0.411864876747,0.638368964195,0.118100047112,0.517214715481
5710,0.674913644791,0.0290230065584,-1.74592709541,0.0418499708176,1.13619399071,-1.4862613678,-2.07186746597,0.494390130043,0.209505587816,-0.457185566425,0.0143499970436,-0.31383523345
2115,0.355480253696,-0.318704128265,0.666259884834,-0.0738999992609,-1.94674646854,-0.272170126438,0.33024674654,-0.420659184456,-0.372988253832,-0.427031159401,0.0641499906778,0.208579406142
7015,-0.246084496379,0.337002843618,0.826813995838,-0.366650044918,0.222600728273,-0.466154903173,0.0359783768654,-0.157357767224,-0.104752033949,0.269074678421,-0.413749992847,0.104165822268
8726,-0.191784203053,0.150728434324,-0.857863485813,0.632799983025,0.168383330107,-0.389395564795,-0.435626715422,-0.269181311131,0.35150000453,-0.771753191948,0.199400007725,-0.569931149483
2185,-0.708729743958,0.753963708878,1.72993969917,-0.12839999795,-1.41402769089,-0.854734539986,-0.53803229332,-0.847122251987,-0.0490513890982,0.182729840279,-1.01524996758,0.0216026008129
3315,-1.13917517662,-0.404761195183,-1.74383735657,-0.165199995041,0.0717789903283,0.392901569605,-0.533913850784,0.274469822645,-0.0655000805855,-0.560847938061,1.06140005589,0.575154840946
5289,0.467826396227,0.0391489192843,1.29420924187,-0.735949993134,-0.822393298149,-0.719270646572,-0.17137850821,-0.582534193993,0.461104393005,0.171380728483,-0.859899997711,-0.669380426407
868,0.185013502836,2.11640691757,0.945894658566,-0.227750003338,-0.968589186668,-0.265956223011,-0.830236196518,-0.701499938965,-0.00793801248074,0.668052196503,0.762149989605,-0.176771312952
1677,0.672726809978,0.119347751141,1.32262837887,-1.2309499979,-0.830980837345,-1.44909596443,0.138694047928,0.304162561893,0.368308514357,0.634222865105,-0.510249972343,-0.31567555666
7043,-0.399318605661,0.167172074318,0.627289772034,-0.246199995279,-1.63528430462,-0.490809381008,-0.885573983192,-1.18807375431,0.0897907540202,-0.170069903135,-0.293099999428,-0.232708439231
5613,0.243522167206,2.2893705368,1.45627689362,-0.580250024796,-1.34554135799,0.445558726788,-0.0630640536547,0.338876068592,-0.0666221827269,0.414360374212,0.250149995089,0.280665457249
595,1.12242853642,0.174978628755,-1.61820495129,0.155599996448,1.33482670784,0.135071009398,-1.03070962429,0.42038911581,0.612508773804,-0.457148700953,0.426050007343,0.281131565571
4793,-0.352488785982,0.5851816535,-1.03018903732,0.897650003433,0.544842123985,-0.504353284836,-0.462054252625,-0.539233207703,0.0649267211556,-0.0247273445129,-0.428749978542,-0.761020064354
2736,-0.0649918541312,0.395859092474,1.11810600758,-0.0492999963462,-1.24076414108,-1.06117343903,-0.275677263737,-0.716187119484,-0.42945086956,-0.318778246641,0.690600037575,0.349612057209
5290,-0.958117127419,0.0958067178726,1.42065799236,-0.211900010705,-0.909064888954,0.491801977158,-0.488257616758,-0.150113418698,0.670684218407,0.807775318623,0.564300000668,-0.45181697607
