rid,DOS027_VCAP_6H:BRD-K61764820-001-01-8:5,DOS027_VCAP_24H:BRD-K61764820-001-01-8:5,DOS051_A549_24H:BRD-K61764820-001-01-8:5,DOS051_HT29_24H:BRD-K61764820-001-01-8:5,DOS051_MCF7_24H:BRD-K61764820-001-01-8:5,DOS051_PC3_24H:BRD-K61764820-001-01-8:5
5720,0.613249957561,0.489656358957,-0.201399981976,-0.420300006866,-0.440800011158,-0.52270001173
466,-0.570599973202,-0.114073246717,-1.71679997444,-1.97885000706,-1.01699995995,0.0636000037193
6009,0.13014999032,-1.30548501015,0.0798000097275,0.804550051689,-1.68175005913,-0.12254999578
2309,0.148849993944,-1.03534078598,0.623250007629,1.26440000534,-0.886600017548,-0.0100499987602
387,-0.464550018311,0.121605724096,-0.607100009918,0.234500005841,-0.955250024796,-0.00875000655651
3553,0.267899990082,-0.227572441101,0.85254997015,0.621550023556,0.898100018501,-0.0827000066638
427,-0.542100012302,-0.397368639708,0.681200027466,-1.18795001507,-0.238249957561,-0.497600018978
5898,-0.0102500021458,0.0403643548489,-0.261500000954,-1.45745003223,0.490750014782,-0.376100003719
23365,-0.565249979496,0.66696870327,0.0988499969244,0.68314999342,0.0638500005007,0.415450036526
6657,-0.454450011253,-1.43512737751,0.760650038719,-0.332700014114,0.692099988461,0.698099970818
5054,0.591000020504,0.275000631809,0.167250007391,-1.03415000439,-0.458950012922,0.620450019836
3108,-0.345850020647,0.573473095894,-0.418949991465,0.0593499988317,-0.617649972439,1.39899992943
1950,0.275150001049,0.747129201889,-0.508249998093,0.302499979734,0.561349987984,0.70174998045
351,-0.0403999984264,-1.03535270691,0.00130000000354,-0.339999973774,0.332450002432,-0.349649995565
4846,-0.335249990225,-0.385442435741,-0.10055000335,-0.730350017548,-0.00100000202656,-0.886550009251
1452,0.729700028896,-2.5289080143,-0.502250015736,0.571900010109,-0.91629999876,0.324900001287
4776,0.967050015926,-0.491694241762,0.510349988937,0.274349987507,1.01190006733,0.484950006008
6908,0.277400016785,1.59767460823,-0.729600012302,0.788500010967,-1.08500003815,0.172600001097
672,0.402399986982,-0.00927662104368,0.436250001192,-0.0452999994159,0.104499995708,-1.40805006027
5710,0.47879999876,-0.467099308968,0.26265001297,0.430200010538,-0.132349997759,-0.0276999995112
2115,-0.447349995375,0.810983181,0.285650014877,-0.294300019741,0.499600023031,0.0779999941587
7015,0.512449979782,0.063937202096,-0.490850001574,-0.0258499979973,0.909749984741,-0.173749983311
8726,0.249549999833,0.446000814438,-0.689400017262,0.427650004625,-0.555850028992,-1.27775001526
2185,-0.122799992561,0.870380282402,0.859849989414,-0.711400032043,1.43930006027,0.415100038052
3315,0.0428999960423,-0.160110980272,0.00170000002254,0.146650001407,-1.62080001831,0.515249967575
5289,0.0807000100613,-0.642051339149,0.744249999523,0.222499981523,1.03345000744,0.515349984169
868,0.442849993706,-0.0238632261753,0.381099998951,-0.293549984694,0.847500026226,-0.578549981117
1677,-0.477500021458,0.357078373432,1.08340001106,-0.535899996758,0.29595002532,1.09839999676
7043,-0.421849995852,-0.887651860714,0.736350059509,-0.658300042152,1.40375006199,0.131699979305
5613,-0.639699995518,-0.336281746626,1.41980004311,-0.882800042629,1.36349999905,0.64929997921
595,-0.00570002198219,-0.550265073776,-0.212400019169,0.838699996471,-0.337599992752,-0.557799994946
4793,-1.27904999256,1.92327845097,0.182699993253,2.30765008926,0.314049988985,0.0155499950051
2736,0.419499993324,0.333367168903,-0.220799997449,-0.239350005984,1.13734996319,0.65189999342
5290,-0.0800499916077,-0.747213542461,0.216799989343,-0.0810000002384,1.34944999218,0.299750030041
6194,-0.171749994159,-0.468701779842,-0.00135000003502,0.0,-0.0010000000475,-0.835700035095
1676,0.34865000844,-2.18036746979,0.367449998856,-0.670199990273,1.33914995193,0.415800035
23512,-0.14050000906,-0.699563980103,-0.601400017738,-0.342949986458,-1.52569997311,0.0199500024319
148022,-0.397500008345,0.0627508461475,0.671350002289,1.29044997692,0.505600035191,-0.860499978065
1906,-0.631399989128,-0.486796915531,-0.293249994516,-0.2445499897,1.23809993267,0.520149946213
8878,0.119049996138,0.759509444237,0.584500014782,-1.02289998531,-0.303949981928,-0.289100021124
3091,0.220599994063,-0.335625469685,-0.11384999752,-2.27355003357,-0.148249998689,-0.437050014734
5743,0.391499996185,0.753218889236,-1.54054999352,0.909250020981,0.0339999943972,1.10675001144
5321,0.262849986553,-0.611681818962,0.302550017834,0.301149964333,0.111199989915,-1.3043500185
4144,0.664600014687,-0.379999965429,-4.88925027847,-0.235349982977,-0.831149995327,0.641950011253
1981,0.188450008631,-0.600817203522,5.12445020676,0.47754997015,0.884350001812,1.19569993019
695,-0.0133999958634,-2.06909680367,0.647099971771,4.16814994812,-0.558350026608,-0.563050031662
10398,-0.408800005913,-0.494547575712,0.733649969101,-0.307500004768,1.32675004005,-0.503899991512
5708,0.0320000052452,-0.447244942188,4.68200016022,0.291649997234,-0.235399961472,-0.196649998426
1213,0.185400009155,-0.697771072388,-0.259299993515,-0.569100022316,-0.458449989557,-0.439750015736
226,0.544799983501,-0.75517821312,4.92425012589,0.0869500041008,-0.129199996591,-0.290600001812
6777,-0.0585499852896,1.51172924042,-0.712549984455,0.225650012493,-0.17950001359,0.0126499980688
2113,-0.47650000453,-0.105926975608,-0.572699964046,-0.440999984741,1.27680003643,0.771250009537
3329,-0.214850008488,0.495556771755,-0.203199982643,0.939550042152,-0.472549974918,-0.372000008821
1050,-0.369049966335,1.25614988804,-0.116399973631,0.560649991035,-0.409249991179,1.09214997292
9491,-0.00525000691414,-0.747482657433,0.79340004921,0.46930000186,0.734149992466,-0.601750016212
22926,0.0590000003576,-0.350493252277,0.523550033569,1.21440005302,-1.9931999445,-0.307449996471
5899,0.0380000174046,1.56659638882,-0.704900026321,-1.08385002613,-0.427799999714,0.604149997234
5467,0.365299999714,1.04029452801,0.593599975109,-0.388850003481,0.459849983454,0.295150011778
6774,-0.940700054169,-0.0906146913767,-0.411799997091,0.275200009346,0.215750008821,0.30759999156
1788,0.129099994898,-1.05516839027,0.548099994659,-0.413349986076,-0.754549980164,-0.112700000405
5921,-0.327400028706,-0.0940002948046,-0.966300010681,-0.182549998164,0.0282999873161,-0.0974499881268
5721,-1.32619988918,-0.861437082291,-0.802700042725,-0.356350004673,-1.01020002365,0.381900012493
2263,0.329100012779,1.06616425514,0.745150029659,0.977999925613,-0.387250006199,-0.278399974108
808,1.29680001736,-0.920062959194,-0.197950005531,-0.087650001049,1.54159998894,0.721349954605
30001,0.0485500097275,1.18951237202,-0.561699986458,0.702700018883,0.0648500025272,0.246950000525
348,-0.787999987602,0.800767540932,0.864899992943,0.0929500162601,0.366100013256,-0.855549991131
30849,-1.13090002537,-0.887235164642,0.619750022888,0.653100013733,-1.19924998283,-0.328449994326
1454,-0.161850005388,0.317140936852,0.555599987507,-0.113199993968,-0.153650000691,0.670899987221
6500,0.364849984646,0.0944729149342,-0.127650022507,0.411249995232,-0.257400006056,-0.750599980354
5627,-0.337249994278,-1.17224669456,-0.877000033855,-0.49175003171,-0.29730001092,-0.662100017071
5715,-0.99069994688,-0.0611675083637,-0.068499982357,-0.0353500023484,-0.329950004816,0.790650010109
4791,-0.495350003242,-2.7097325325,1.04865002632,-0.471550017595,0.727699995041,0.175249993801
