rid,CPC004_A375_6H:BRD-K20482099-001-01-1:10,CPC004_HA1E_6H:BRD-K20482099-001-01-1:10,CPC001_HA1E_6H:BRD-A34907681-001-01-7:10,CPC004_HA1E_24H:BRD-K20482099-001-01-1:10,CPC001_HA1E_24H:BRD-A34907681-001-01-7:10,CPC004_HCC515_6H:BRD-K20482099-001-01-1:10,CPC001_HCC515_6H:BRD-A34907681-001-01-7:10,CPC004_HCC515_24H:BRD-K20482099-001-01-1:10,CPC001_HCC515_24H:BRD-A34907681-001-01-7:10,CPC004_HEPG2_6H:BRD-K20482099-001-01-1:10,CPC004_HT29_6H:BRD-K20482099-001-01-1:10,CPC004_MCF7_6H:BRD-K20482099-001-01-1:10,CPC004_PC3_6H:BRD-K20482099-001-01-1:10,CPC001_PC3_6H:BRD-A34907681-001-01-7:10,CPC004_PC3_24H:BRD-K20482099-001-01-1:10,CPC001_PC3_24H:BRD-A34907681-001-01-7:10,CPC004_VCAP_6H:BRD-K20482099-001-01-1:10,CPC001_VCAP_6H:BRD-A34907681-001-01-7:10,CPC004_VCAP_24H:BRD-K20482099-001-01-1:10,CPC001_VCAP_24H:BRD-A34907681-001-01-7:10,CPC011_A375_6H:BRD-K20482099-001-06-0:10,CPC011_A549_6H:BRD-K20482099-001-06-0:10,CPC011_A549_24H:BRD-K20482099-001-06-0:10,CPC011_HA1E_6H:BRD-K20482099-001-06-0:10,CPC011_HT29_6H:BRD-K20482099-001-06-0:10,CPC011_MCF7_6H:BRD-K20482099-001-06-0:10,CPC011_MCF7_24H:BRD-K20482099-001-06-0:10,CPC011_PC3_6H:BRD-K20482099-001-06-0:10,CPC011_PC3_24H:BRD-K20482099-001-06-0:10,CPC011_VCAP_6H:BRD-K20482099-001-06-0:10,CPC011_VCAP_24H:BRD-K20482099-001-06-0:10,CPC017_A375_6H:BRD-A34907681-001-01-7:10,CPC018_A375_6H:BRD-K20482099-001-01-1:10,CPC017_A549_6H:BRD-A34907681-001-01-7:10,CPC018_A549_6H:BRD-K20482099-001-01-1:10,CPC017_A549_24H:BRD-A34907681-001-01-7:10,CPC018_A549_24H:BRD-K20482099-001-01-1:10,CPC017_ASC_24H:BRD-A34907681-001-01-7:10,CPC018_ASC_24H:BRD-K20482099-001-01-1:10,CPC017_HEPG2_6H:BRD-A34907681-001-01-7:10,CPC018_HEPG2_6H:BRD-K20482099-001-01-1:10,CPC017_HT29_6H:BRD-A34907681-001-01-7:10,CPC018_HT29_6H:BRD-K20482099-001-01-1:10,CPC017_MCF7_6H:BRD-A34907681-001-01-7:10,CPC018_MCF7_6H:BRD-K20482099-001-01-1:10,CPC017_MCF7_24H:BRD-A34907681-001-01-7:10,CPC018_MCF7_24H:BRD-K20482099-001-01-1:10,CPC017_NPC_24H:BRD-A34907681-001-01-7:10,CPC018_NPC_24H:BRD-K20482099-001-01-1:10,CPC017_PHH_24H:BRD-A34907681-001-01-7:10,CPC018_PHH_24H:BRD-K20482099-001-01-1:10,CPC017_SKB_24H:BRD-A34907681-001-01-7:10,CPC018_SKB_24H:BRD-K20482099-001-01-1:10
5720,-5.44966554642,0.146366655827,-0.762071073055,-0.550233364105,-0.839450001717,0.165230900049,-3.22219991684,-0.719759523869,-1.07078099251,0.233965784311,0.141887515783,0.940407574177,-4.47762393951,0.11936211586,-3.31871318817,-0.527138650417,0.848567903042,-0.862016439438,-0.384613037109,-1.00010895729,-0.140808731318,-0.00642931461334,0.392959356308,-1.3125,0.152581870556,0.427000015974,-0.197249993682,0.507924437523,-0.0977080613375,-1.21351420879,-1.10970211029,-0.627964019775,0.098196670413,0.0392846092582,0.108766652644,-0.019102320075,0.47389999032,0.202575206757,-0.0796109884977,0.643364608288,-0.42089766264,-0.0354808568954,-0.251806646585,-0.984322547913,-0.671324193478,0.0118707306683,-0.130796790123,0.426465064287,0.183880314231,-0.319757461548,-0.608577489853,2.10594987869,1.03197515011
466,2.39377498627,-0.684700012207,0.00241793692112,-0.0889999940991,-1.15645003319,0.0646717250347,1.13674998283,0.0131586939096,-0.442433148623,-0.178420335054,-0.00496888719499,-0.0355182625353,-1.21781373024,0.478761851788,2.15843820572,-0.233632951975,0.268964588642,-1.13180494308,-0.316304683685,-0.402020871639,-0.20161485672,0.451659977436,0.228279709816,-0.336899995804,-0.0852464511991,-0.297200024128,0.388099998236,0.716738522053,-0.863385617733,-0.45440351963,-1.08606374264,-1.164955616,0.120214007795,-0.915102362633,-0.379200011492,0.438753724098,0.776049971581,0.177914649248,-0.257737934589,0.0814233571291,-2.81522154808,-0.190730303526,0.509456992149,0.240638270974,0.00107774883509,0.565193235874,-0.314398705959,0.676634252071,-0.214532226324,-0.338481664658,-0.59956908226,-0.297350019217,-0.0430372357368
6009,1.27978992462,-0.606666684151,-0.427396684885,-0.350966691971,-0.530799984932,-0.856397151947,1.02065002918,-0.329560011625,-0.397543847561,-1.03601634502,-0.614205539227,0.263704448938,0.676508665085,-0.643777728081,0.833999335766,-0.241372570395,-0.305881440639,-0.523969292641,-1.14993023872,-0.967188179493,1.14121067524,0.0436627268791,0.220779702067,0.0765500068665,0.863261520863,0.668799996376,0.240799963474,-0.126686528325,1.38079583645,-0.237572342157,-0.51342445612,-0.335913568735,0.0728754103184,0.12816144526,-0.431900024414,1.28826653957,0.0589999854565,0.650006890297,-0.58727657795,0.751882433891,-1.40436792374,0.475555568933,-0.439547538757,0.919801414013,-0.204470708966,0.507232546806,-0.859954893589,0.142832547426,-1.40975821018,-0.64524102211,-0.174723640084,-1.30730009079,-0.474015057087
2309,2.16786789894,0.496866703033,1.17618620396,0.845966637135,0.473299980164,-0.0645600557327,0.258850008249,-0.836026906967,0.0439367815852,0.731396615505,0.258818686008,-0.496721357107,2.3884036541,-0.596491456032,1.63337039948,0.182903006673,-0.384510338306,0.41587266326,-0.352388352156,0.3743095994,-0.297334671021,-0.984422445297,0.0335112139583,-1.65669989586,-0.482690870762,-0.361250013113,0.908949971199,-0.47946831584,-0.314872980118,-0.294318467379,-1.18223237991,-0.362706929445,0.158581495285,0.0243458561599,-1.42140007019,0.0163372009993,0.00434999167919,-0.540002644062,-0.708493113518,-0.243862599134,-0.863955676556,0.0134902633727,-0.778853416443,-0.49970304966,-0.229072317481,-1.00986361504,0.51806050539,-0.276247322559,-0.689111113548,0.31455680728,0.169107928872,-1.36310005188,0.448532581329
387,2.3331990242,-0.902666687965,-0.0690956860781,-0.60266661644,0.570299983025,-0.574757099152,0.947399973869,-1.18927240372,-0.349833786488,-0.25262477994,0.737944126129,0.944697678089,-1.9792573452,-0.6383446455,-1.58647322655,-0.806676983833,0.060764580965,0.0272080898285,-0.422034502029,0.0182690024376,1.00784528255,0.437249004841,0.257889926434,-0.512600004673,0.0530043840408,0.839600026608,1.30235004425,0.865999758244,0.451829254627,-0.324274122715,-0.434565871954,-0.430994093418,-0.128710225224,0.862079203129,0.102999985218,0.973829627037,0.26320001483,0.36763638258,0.191301524639,0.503626525402,0.286553323269,-0.709830641747,-0.436999589205,0.505728006363,2.60185456276,-0.659052908421,0.465221405029,-1.27012872696,-0.577012777328,-0.0983527451754,0.163412451744,-1.38094997406,0.173696085811
3553,1.64939522743,-0.154466658831,0.0594751387835,0.228699982166,-1.20735001564,-0.979855835438,0.587350010872,0.777703285217,0.354699671268,-0.0692763030529,0.619570791721,0.201455503702,2.3961417675,-0.691878020763,2.07195067406,-1.14750349522,3.31817936897,0.795800030231,0.616745054722,0.00399424135685,-0.592191576958,-0.0101737231016,0.41143232584,1.55684995651,-0.0382227189839,0.316750019789,-0.701349973679,-0.201508581638,-0.0285298079252,0.631395220757,0.733387351036,0.128392249346,0.0385649055243,0.985497891903,0.193866685033,-0.668840646744,-0.553050041199,-0.765475153923,-0.110571168363,0.0362403839827,1.06680619717,0.696515142918,0.596340060234,-0.123152136803,-0.123771131039,0.94009244442,-0.928067922592,-0.0277406722307,1.73271989822,-0.033006131649,1.62414860725,2.0829000473,-0.492758482695
427,2.00406527519,-0.519800007343,1.28961658478,-0.814366698265,-0.0912500023842,-0.61942511797,1.35350000858,-0.201408535242,-0.0356772094965,-0.496685832739,0.34828966856,-0.429117798805,1.42493915558,-0.606113195419,1.19736516476,0.0686505660415,-1.13700282574,-0.741983771324,0.118381209671,-0.221739649773,0.0671545788646,0.426146924496,-0.134924143553,-0.587199985981,0.182556986809,0.44984999299,0.133750006557,0.130731612444,-0.185682445765,-0.738597393036,-0.31171220541,-0.309229165316,1.09647464752,0.268916219473,0.122333347797,-0.0703204125166,-0.52680003643,0.254960596561,-0.671442568302,0.206319376826,-0.150361403823,0.0368582606316,0.493417620659,-0.907606124878,0.887719810009,0.550919830799,0.402822107077,0.228810444474,-1.22085118294,0.585644125938,-0.577187120914,0.46439999342,-0.80321419239
5898,0.466131955385,-0.392133355141,-0.448663055897,0.819366693497,-0.0850499868393,-0.528565049171,1.05959999561,0.649003744125,-0.167589187622,-0.988963365555,-0.0883423089981,0.444379031658,-2.11241483688,-0.286986917257,1.60186183453,-0.362788140774,0.678175091743,-0.844295144081,0.734897077084,-1.10196864605,0.262923270464,-0.286534160376,1.09941768646,-0.954650044441,-0.31621542573,-0.785799980164,0.369899988174,0.27152594924,-0.741593778133,-0.368482619524,-0.614912748337,0.627394616604,-1.08303976059,-1.05242371559,-1.41390013695,0.376776635647,0.202199995518,0.517404854298,-0.3527739048,-0.648346185684,0.858406066895,-0.687541127205,0.0783577263355,0.288344502449,0.254687070847,0.42793405056,0.196515142918,0.555427074432,0.393999695778,0.340421617031,-0.00314332544804,0.517599999905,0.014381185174
23365,2.34177875519,-0.702700018883,0.268851459026,-0.873000025749,-0.0391000211239,-0.460132598877,2.60710000992,-1.55043578148,0.0194086879492,-0.596147060394,-0.688771307468,0.726510047913,1.85357522964,0.489555597305,1.80801451206,0.694301426411,-0.566578865051,-0.882243871689,0.642782986164,-1.02257752419,0.572789430618,-0.309425145388,0.317978799343,0.283399999142,-0.163082823157,-0.360449969769,-0.765699982643,0.391195237637,-0.0836765468121,0.0118316970766,-0.700920581818,2.25391221046,-0.787002623081,-0.245913505554,-0.055300027132,1.01915705204,0.141249999404,0.405747979879,0.0319457352161,0.375783234835,0.756011366844,-1.31047296524,-0.0289614200592,1.56756591797,0.486569941044,-0.0774022117257,0.606907427311,1.3898460865,-0.197957515717,-0.383435428143,0.298960655928,-1.01830005646,-0.431298106909
6657,2.53529405594,0.145866662264,1.5905367136,1.92766666412,-1.5855499506,-0.838910222054,1.51725006104,0.803416728973,-1.61666548252,0.133167549968,0.292291790247,-0.122601568699,2.26456952095,0.363028228283,1.95337712765,0.176904097199,-0.686463057995,0.46296569705,-0.254546493292,0.445015728474,-0.430930405855,0.46023195982,0.453779995441,2.148250103,0.301622003317,-0.440950006247,-1.12105000019,-0.0663096755743,0.295935839415,0.809887111187,0.633596003056,0.269667387009,0.133341118693,0.147393584251,0.290899991989,0.0484191030264,-0.0910999923944,-0.316628009081,-1.10144853592,0.193256780505,0.696605086327,-0.252622902393,1.50725734234,0.904781281948,0.141928046942,0.84654468298,-0.769869744778,-0.292612850666,-0.353683590889,0.925500154495,0.542169332504,0.238000005484,-0.326441884041
