rid,CPC003_HA1E_6H:BRD-A48570745-001-01-1:10,CPC003_HA1E_24H:BRD-A48570745-001-01-1:10,CPC003_HCC515_6H:BRD-A48570745-001-01-1:10,CPC003_HCC515_24H:BRD-A48570745-001-01-1:10,CPC003_PC3_6H:BRD-A48570745-001-01-1:10,CPC003_PC3_24H:BRD-A48570745-001-01-1:10,CPC003_VCAP_6H:BRD-A48570745-001-01-1:10,CPC003_VCAP_24H:BRD-A48570745-001-01-1:10,CPC015_A375_6H:BRD-A48570745-001-01-1:10,CPC015_A549_6H:BRD-A48570745-001-01-1:10,CPC015_A549_24H:BRD-A48570745-001-01-1:10,CPC015_ASC_24H:BRD-A48570745-001-01-1:10,CPC015_HEPG2_6H:BRD-A48570745-001-01-1:10,CPC015_HT29_6H:BRD-A48570745-001-01-1:10,CPC015_MCF7_6H:BRD-A48570745-001-01-1:10,CPC015_MCF7_24H:BRD-A48570745-001-01-1:10,CPC015_PHH_24H:BRD-A48570745-001-01-1:10,CPC015_SKB_24H:BRD-A48570745-001-01-1:10,CPD001_MCF7_6H:BRD-K24652731-001-07-6:10,CPD001_MCF7_24H:BRD-K24652731-001-07-6:10,CPD001_PC3_24H:BRD-K24652731-001-07-6:10
5720,0.268800020218,0.876245379448,-0.252462029457,-0.496467649937,0.67590457201,0.723339557648,-2.19932222366,-0.867349982262,-0.137328594923,0.142300009727,0.413829118013,-0.0314926505089,-0.79255002737,0.49218249321,-0.505670487881,-0.980786919594,0.871649980545,1.42509996891,-1.99347901344,-3.21328091621,-2.51900935173
466,-0.154949992895,0.942808151245,0.697593510151,0.284390151501,-0.391910433769,0.316629528999,-0.557807683945,0.963649988174,0.312050879002,0.363249957561,0.411462128162,0.283981204033,1.19070005417,0.600292682648,1.16512680054,1.89091074467,-0.418099999428,-0.586000025272,-0.132286474109,-0.760267853737,-0.372025549412
6009,-0.208999991417,0.106537610292,-0.0807682424784,-0.358144551516,0.67941057682,0.0770567581058,-1.30949997902,-0.604300022125,0.181093126535,0.258149981499,0.572251319885,-0.103644877672,1.14359998703,-0.294234842062,0.333257675171,0.441095620394,0.540650010109,-0.811100006104,-0.757679402828,1.03499341011,-1.75557518005
2309,0.0236500017345,-0.953574895859,-0.313554883003,0.43872693181,-0.657160997391,1.15117812157,-0.592522919178,3.45289993286,-0.18317578733,0.238900005817,0.42047727108,-0.750523805618,1.53889989853,1.86185932159,2.20790743828,3.37135791779,2.15170001984,-3.1428000927,1.3001281023,1.60932850838,2.47759890556
387,0.577350020409,-2.12002086639,-0.811231970787,0.137492522597,-1.06127083302,-1.38037395477,0.29593539238,-1.30185008049,-1.47968506813,-0.147849991918,0.938563466072,-0.193312391639,0.0918999910355,-0.196833357215,-0.290220975876,0.481290519238,0.371199995279,-2.17960000038,-0.582514047623,-1.16570079327,-2.81209802628
3553,0.14635001123,1.38434672356,0.598060250282,0.217409521341,0.137099534273,0.971840023994,0.764360129833,-0.65499997139,0.429313719273,0.334100008011,-0.575577020645,0.251789778471,0.145449966192,-0.261186003685,0.0567810274661,-0.100555710495,0.854650020599,0.617299973965,0.838690400124,2.26838183403,1.03199267387
427,-0.453450024128,-0.534248352051,-0.386828571558,-0.174874290824,0.465381830931,0.0717968344688,0.00844687223434,-0.166349992156,0.196683898568,0.87349998951,-0.333950787783,-0.0647391602397,-0.126049995422,-1.20520925522,2.24064970016,0.557495117188,2.9783000946,-0.612800002098,0.00779262185097,0.0384195446968,-0.775427997112
5898,0.197999998927,0.00613027065992,0.845159649849,0.219715118408,1.24463629723,-0.144754827023,0.664043188095,0.717199981213,1.23048746586,-0.051850002259,0.0364726558328,0.0724552944303,1.25795006752,0.488329172134,0.60567933321,-0.298525571823,0.489799976349,1.40110003948,0.601193010807,-1.6433866024,2.0763156414
23365,-0.412400007248,0.376071214676,0.468883603811,0.955718040466,-0.0600875467062,-0.464504748583,0.947830498219,-1.00495004654,0.0143928825855,0.79925006628,0.0895269215107,-0.558750033379,2.15774989128,0.269519299269,0.0231093596667,-0.383920311928,0.311699956656,-0.426200002432,-0.0498289093375,0.424920767546,2.62364792824
6657,0.122050002217,-0.193909436464,0.440130472183,-0.344010263681,1.05300760269,0.29986256361,0.633849620819,0.411599993706,-0.386476248503,0.416350007057,-1.08818638325,0.241309121251,0.535049974918,-0.229716926813,0.0796208754182,-0.614501178265,1.50610017776,-0.0436999984086,0.340470671654,1.77973079681,1.86487555504
5054,0.153750002384,-2.01964402199,-0.519433379173,0.155898556113,-0.584772050381,2.14287376404,1.12119853497,-0.186149999499,0.192568749189,-0.404000014067,2.51814723015,-0.373902231455,1.24664998055,0.330954879522,-0.0466594211757,0.163920551538,0.371049970388,1.12279999256,1.4440382719,0.397795438766,-0.849524497986
3108,-0.296299993992,-0.434330195189,0.608837723732,0.12162771821,-0.88693857193,-0.277960479259,0.180968135595,0.851649999619,-1.16973090172,-0.402150005102,-1.38867020607,1.59243357182,0.376450002193,0.674544990063,-1.51786923409,0.194672673941,-0.0911999940872,1.22650003433,0.0920373350382,1.82896327972,0.155847027898
1950,-1.22570002079,-3.08817481995,0.414244413376,0.453726351261,0.69631254673,0.445537805557,0.723315894604,0.385149985552,-0.38351380825,-0.222799986601,-0.458745390177,-0.0389802455902,-0.12340003252,0.144527539611,-0.52608025074,1.8708332777,-0.123100012541,0.555800020695,-0.417718797922,0.849045753479,0.767518997192
351,0.254799991846,0.766105055809,1.33515191078,1.0280559063,1.13059723377,0.802117884159,-1.79253768921,0.337249994278,-0.144860297441,-0.0541999936104,0.00416821241379,0.856704473495,0.364399969578,-0.463653147221,-0.0704450309277,0.359350979328,-5.29139995575,0.00340000004508,-0.200207233429,1.72541821003,1.84840047359
4846,-0.0751999989152,0.0877550542355,0.257923603058,-0.588386178017,0.0214236676693,0.190577492118,1.32182621956,-0.8912499547,0.958370685577,-0.437600016594,-0.0658309161663,0.179283216596,0.852249979973,-0.417967021465,-0.690390527248,0.0993573963642,0.660449981689,1.2365000248,-0.925057947636,0.16972002387,-0.0953253060579
1452,1.22595000267,2.2749247551,-0.477688968182,1.14720487595,0.522367715836,3.12814474106,-0.93401992321,2.77055001259,0.878282546997,-0.30419999361,2.04180812836,0.474993526936,2.43405008316,0.150120824575,-0.275987565517,0.813377737999,-1.35104990005,-2.86660003662,-0.721248269081,0.175596177578,1.30385327339
