rid,DOS029_VCAP_24H:BRD-K23985857-001-01-2:5,DOS033_A375_24H:BRD-K23985857-001-01-2:5,DOS033_A549_24H:BRD-K23985857-001-01-2:5,DOS033_HT29_24H:BRD-K23985857-001-01-2:5,DOS033_MCF7_24H:BRD-K23985857-001-01-2:5,DOS033_PC3_24H:BRD-K23985857-001-01-2:5,DOSBIO001_A375_24H:BRD-K23985857:10,DOSBIO001_A549_24H:BRD-K23985857:10,DOSBIO001_HT29_24H:BRD-K23985857:10,DOSBIO001_MCF7_24H:BRD-K23985857:10,DOSBIO001_PC3_24H:BRD-K23985857:10,DOSBIO001_NEU_24H:BRD-K23985857:10,DOSBIO001_NPC_24H:BRD-K23985857:10,ERG015_PC3_24H:BRD-K23985857-001-01-2:9.99661,ERG015_PC3_6H:BRD-K23985857-001-01-2:9.99661,ERG015_VCAP_24H:BRD-K23985857-001-01-2:9.99661,ERG015_VCAP_6H:BRD-K23985857-001-01-2:9.99661
5720,0.5578545928,-0.374039173126,0.177249059081,0.366750597954,0.682208716869,-0.34754961729,-2.65752410889,-3.02367544174,-2.76665115356,0.422911763191,0.259424686432,1.78715002537,1.1352853775,-0.361614406109,-2.6943500042,-0.0435300692916,-1.18650054932
466,-3.55799436569,0.277033925056,0.268572360277,0.0736898183823,0.955179870129,0.0379114598036,-4.94415855408,-0.609738111496,-1.16231405735,0.257043421268,0.695383012295,-1.64930009842,-0.249512851238,0.133373081684,-0.360796779394,0.687011957169,0.171010792255
6009,-0.0701631307602,-0.884889185429,-0.171225368977,-0.142009854317,-0.27749979496,-0.59343791008,1.53029727936,0.154960691929,2.20839881897,-0.476707577705,0.780512332916,-0.813850045204,-0.966012299061,-0.714200615883,-2.12011289597,-1.92637360096,-1.79376780987
2309,0.786222457886,-0.771662354469,-0.312084078789,-0.909145832062,-0.843920052052,-0.241839587688,0.957839787006,5.01215839386,0.999617159367,0.128299921751,-0.173419937491,-2.08934998512,0.648114323616,-0.555640459061,-0.321475088596,-0.115922033787,-0.0689817368984
387,0.116735585034,0.0653105825186,-0.789951324463,-0.118369087577,0.2540358603,-1.17004823685,3.14350128174,2.59476089478,3.510461092,0.461292088032,1.35257434845,-0.184850007296,0.520016372204,-1.11420702934,-1.92822539806,-0.742666959763,-0.966727852821
3553,-0.662588536739,0.761839389801,2.50737309456,0.501696586609,-0.294616878033,0.324643611908,0.253988981247,-0.44928792119,-0.438137769699,0.142363995314,-0.77968108654,0.517650008202,-0.564065396786,-0.598225712776,1.0670568943,1.46261250973,0.866236448288
427,1.10471594334,-0.35313886404,1.06964373589,-0.0493323653936,1.36544120312,0.37546107173,-2.32557940483,-1.09599840641,-2.01373505592,-1.1496989727,1.28481006622,0.0435499846935,-0.473194718361,-0.452719509602,-0.384269237518,-0.474193751812,-0.0285723507404
5898,0.233290404081,0.247557923198,1.77427995205,0.779763817787,1.3098423481,0.645512402058,-1.29324400425,0.084488928318,0.61367225647,0.860780060291,0.304248154163,-0.391149997711,-0.676183581352,-0.615783989429,-0.189687564969,-0.446267724037,-0.311824768782
23365,0.257224708796,1.03187632561,0.612287938595,-0.083935469389,0.792447566986,-0.916436612606,1.99623799324,3.04273986816,1.58604836464,0.576091349125,0.655593574047,-0.268799990416,1.08318662643,-0.441802978516,2.26640701294,0.973318696022,0.500829458237
6657,-0.713965237141,1.23940813541,1.03496551514,0.387653887272,-0.347990632057,0.238304615021,0.440907865763,0.114239618182,2.00037574768,0.383449047804,-0.64814043045,-0.583050012589,-0.01662735641,0.81929153204,1.32278609276,0.0525786876678,0.549232304096
5054,0.848461925983,0.195643827319,-0.0467368662357,-1.29654216766,2.1879503727,-0.184768766165,0.701388120651,-1.81988668442,-0.654640316963,0.629212737083,-0.728286325932,0.0569499731064,-0.451489090919,-1.04386210442,0.70681142807,0.475081264973,0.940455436707
3108,0.00255885720253,-1.0148845911,-0.345333069563,-0.206388741732,0.606914520264,0.165947422385,3.06347155571,1.9929292202,1.4264125824,-0.158223181963,2.84014964104,-0.0468500107527,-0.127776890993,-0.83717995882,0.0691013336182,-0.769003033638,-0.487515479326
1950,0.365757882595,-0.0316841825843,0.518010675907,0.234466969967,-0.648455142975,0.294382512569,-0.354985564947,-1.34474396706,0.0970478132367,0.124476104975,-0.188474163413,1.22355008125,-0.359946131706,-0.123013794422,1.531509161,-0.805518567562,-0.111945658922
351,-3.55011677742,0.120261520147,1.18855237961,0.450637996197,-0.02144196257,0.432765871286,-3.54619169235,-0.666960000992,-0.565979897976,-0.53305542469,-0.301650941372,-0.442149996758,-0.428414940834,0.211260855198,-0.76827609539,-0.0844534784555,1.26973032951
4846,1.0943133831,-0.0573444962502,1.0279186964,0.148961752653,0.846983551979,0.81063747406,-0.788120448589,-0.174451559782,-0.309323400259,0.441270053387,-0.569067358971,0.426300019026,-0.726739227772,-0.35420280695,0.891334712505,-0.784024596214,-0.0935271531343
1452,0.257419377565,1.22143161297,0.202016592026,0.0797780752182,0.918891787529,-1.0886027813,1.46404790878,-0.186867237091,0.105430863798,-0.181830003858,0.234781160951,0.598599970341,0.232091352344,-0.0839897841215,-0.840799748898,-0.124659657478,0.129555240273
4776,-0.698897957802,0.756647109985,1.57481825352,0.601009011269,0.163543343544,-0.634233832359,-0.88656437397,0.06760828197,1.19160151482,0.440653949976,-0.274540245533,1.96325004101,0.303358018398,0.768656373024,2.18097448349,1.40164065361,1.22338891029
6908,0.606395304203,0.172337904572,0.0479084029794,-0.295409500599,-0.52108168602,-0.282166540623,-0.361616700888,-1.12410926819,-1.65261149406,0.205853864551,1.39551329613,-1.26450002193,-0.428459495306,-1.26528537273,-1.33123505116,-0.338803470135,-0.648334860802
672,0.00870656967163,-0.281542241573,-0.77237445116,0.446458667517,0.956069588661,-0.378365904093,-2.20577144623,-2.66429901123,-2.61342096329,-1.034522295,-0.557219624519,1.33905005455,-0.0555401593447,0.332973867655,1.0063290596,-0.643578350544,-0.499588787556
5710,0.805820286274,0.310534596443,0.870456218719,-0.25279456377,-0.422107547522,0.166346654296,-0.0667434632778,-1.15462017059,-1.28898668289,-0.523061215878,0.273327320814,-1.06229996681,0.984613656998,-0.194725304842,-2.02297306061,1.64682722092,-0.32969212532
2115,-0.736965179443,0.0925970077515,1.53420734406,0.123675152659,1.4251755476,-0.977305531502,-1.62338960171,0.470987856388,0.334249645472,0.109780326486,0.748296260834,-1.05264997482,0.106098391116,-0.353403925896,0.217591375113,0.06739141047,1.59499025345
7015,-0.146741047502,0.322723031044,0.89301264286,0.33101901412,-0.735426068306,1.03107261658,-0.457069098949,0.0206123366952,0.236893475056,-0.0189109817147,-1.08816587925,0.595799982548,-1.55910730362,-0.0589491128922,1.29232740402,1.01595628262,0.667402684689
8726,-0.821936845779,0.0420202612877,-0.235370367765,1.13456559181,0.598122179508,0.338013827801,0.647267282009,0.494866728783,1.14515507221,-0.359248757362,0.396868228912,0.191300004721,0.498505175114,0.831700921059,1.43707668781,1.55396270752,1.55309295654
2185,0.199959844351,0.658096134663,1.20903217793,0.0570099800825,-0.275175482035,0.334778249264,-0.218459576368,0.374987155199,0.599495232105,-0.0772429555655,-1.07354235649,0.826900005341,-0.172587543726,0.742812871933,1.81500220299,0.0962267667055,0.0349633842707
