rid,RAD001_A549_6H:BRD-K83896451-001-02-6:10,RAD001_A549_6H:BRD-K83896451-001-02-6:3.3333,RAD001_A549_6H:BRD-K83896451-001-02-6:1.1111,RAD001_A549_6H:BRD-K83896451-001-02-6:0.3704,RAD001_A549_6H:BRD-K83896451-001-02-6:0.1235,RAD001_A549_6H:BRD-K83896451-001-02-6:0.0412,RAD001_A549_6H:BRD-K83896451-001-02-6:0.0137,RAD001_A549_6H:BRD-K83896451-001-02-6:0.0046,RAD001_A549_6H:BRD-K83896451-001-02-6:0.0015,RAD001_HCC515_6H:BRD-K83896451-001-02-6:10,RAD001_HCC515_6H:BRD-K83896451-001-02-6:3.3333,RAD001_HCC515_6H:BRD-K83896451-001-02-6:1.1111,RAD001_HCC515_6H:BRD-K83896451-001-02-6:0.3704,RAD001_HCC515_6H:BRD-K83896451-001-02-6:0.1235,RAD001_HCC515_6H:BRD-K83896451-001-02-6:0.0412,RAD001_HCC515_6H:BRD-K83896451-001-02-6:0.0137,RAD001_HCC515_6H:BRD-K83896451-001-02-6:0.0046,RAD001_HCC515_6H:BRD-K83896451-001-02-6:0.0015,RAD001_MCF7_6H:BRD-K83896451-001-02-6:10,RAD001_MCF7_6H:BRD-K83896451-001-02-6:3.3333,RAD001_MCF7_6H:BRD-K83896451-001-02-6:1.1111,RAD001_MCF7_6H:BRD-K83896451-001-02-6:0.3704,RAD001_MCF7_6H:BRD-K83896451-001-02-6:0.1235,RAD001_MCF7_6H:BRD-K83896451-001-02-6:0.0412,RAD001_MCF7_6H:BRD-K83896451-001-02-6:0.0137,RAD001_MCF7_6H:BRD-K83896451-001-02-6:0.0046,RAD001_MCF7_6H:BRD-K83896451-001-02-6:0.0015,RAD001_MCF7_24H:BRD-K83896451-001-02-6:10,RAD001_MCF7_24H:BRD-K83896451-001-02-6:3.3333,RAD001_MCF7_24H:BRD-K83896451-001-02-6:1.1111,RAD001_MCF7_24H:BRD-K83896451-001-02-6:0.3704,RAD001_MCF7_24H:BRD-K83896451-001-02-6:0.1235,RAD001_MCF7_24H:BRD-K83896451-001-02-6:0.0412,RAD001_MCF7_24H:BRD-K83896451-001-02-6:0.0137,RAD001_MCF7_24H:BRD-K83896451-001-02-6:0.0046,RAD001_MCF7_24H:BRD-K83896451-001-02-6:0.0015,RAD001_PC3_6H:BRD-K83896451-001-02-6:10,RAD001_PC3_6H:BRD-K83896451-001-02-6:3.3333,RAD001_PC3_6H:BRD-K83896451-001-02-6:1.1111,RAD001_PC3_6H:BRD-K83896451-001-02-6:0.3704,RAD001_PC3_6H:BRD-K83896451-001-02-6:0.1235,RAD001_PC3_6H:BRD-K83896451-001-02-6:0.0137,RAD001_PC3_6H:BRD-K83896451-001-02-6:0.0046,RAD001_PC3_6H:BRD-K83896451-001-02-6:0.0015,RAD001_PC3_24H:BRD-K83896451-001-02-6:10,RAD001_PC3_24H:BRD-K83896451-001-02-6:3.3333,RAD001_PC3_24H:BRD-K83896451-001-02-6:1.1111,RAD001_PC3_24H:BRD-K83896451-001-02-6:0.3704,RAD001_PC3_24H:BRD-K83896451-001-02-6:0.1235,RAD001_PC3_24H:BRD-K83896451-001-02-6:0.0412,RAD001_PC3_24H:BRD-K83896451-001-02-6:0.0137,RAD001_PC3_24H:BRD-K83896451-001-02-6:0.0046,RAD001_PC3_24H:BRD-K83896451-001-02-6:0.0015
5720,0.397894591093,-1.02716052532,0.414914131165,-0.0487913489342,-1.36939609051,-0.902149498463,-1.37722408772,-1.23389112949,-1.52611303329,-1.88269674778,-1.50398468971,-0.5297498703,-1.16144680977,-0.107281796634,-0.0400333292782,-0.351266682148,-1.04206669331,-1.87590932846,-1.15365004539,-1.13384997845,-0.101300016046,-0.453350007534,-0.0207499861717,-0.300750017166,-0.312150001526,0.548650026321,-1.31020009518,-0.47650000453,-0.713699996471,1.69599997997,2.25650000572,0.578599989414,0.101800002158,-1.61800003052,0.370799988508,-0.640900015831,-0.111149996519,0.186899989843,0.153800010681,0.301299989223,-0.378049999475,0.0550500005484,0.365750014782,0.881399989128,-1.05499994755,0.0,0.611299991608,-1.85409998894,1.04190003872,1.07149994373,-2.04450011253,-0.911599993706,-1.97909998894
466,0.594345808029,0.0694095641375,0.622303843498,-0.0301162004471,0.0395515561104,-0.15093755722,0.0490321218967,0.00318729877472,-0.694340825081,-0.18141824007,-0.0879848897457,0.547585487366,0.197989165783,1.25895822048,0.20133331418,-0.119700014591,0.871433377266,-1.18174445629,-1.55164992809,-0.655449986458,0.853749990463,-0.320150017738,-0.0963999927044,-0.540199995041,-0.0841500163078,0.0881499946117,-1.24699997902,0.436599999666,0.929499983788,0.946699976921,1.61689996719,1.36450004578,0.504599988461,-1.28910005093,-0.338499993086,0.288599997759,0.38275000453,-0.268350034952,-2.59949994087,0.123699992895,0.612749993801,-1.07315003872,-0.417400032282,-1.8313999176,1.32920002937,-0.420700013638,-0.12309999764,-0.997200012207,1.54700005054,-0.608900010586,-1.09350001812,-0.685899972916,-0.87760001421
6009,1.01470005512,0.191797360778,0.136254578829,0.321736037731,-1.31958127022,0.205985277891,-0.369385361671,0.628663897514,-1.09849190712,-0.969175517559,-1.01835298538,-0.0147837474942,-0.705565154552,0.191121608019,-1.51970005035,-0.766966700554,-1.03820002079,-1.00357544422,-0.799800038338,-0.537800014019,1.40439999104,-0.377449989319,0.291049987078,-0.775200009346,1.29034996033,-0.673200011253,0.81375002861,-0.0184000004083,0.524500012398,-0.21289999783,-0.592700004578,0.123400002718,-0.958000004292,-0.355599999428,3.01099991798,0.37160000205,-0.0752499997616,-0.555949985981,0.231299996376,0.179600000381,-1.53239989281,-0.451699972153,-0.577149987221,-1.08555006981,-0.295199990273,0.297199994326,0.706700026989,-1.46300005913,-0.0802000015974,-0.236800000072,-1.01960003376,-0.640600025654,-3.14840006828
2309,-0.9289509058,-0.0588166117668,-0.72286683321,-0.450215876102,-0.249175697565,-0.0280048251152,-1.07539665699,0.700384438038,-1.32142758369,-0.0516759306192,-0.401288956404,0.177728995681,-1.13573646545,-0.635629534721,-0.15856666863,-0.0909000262618,-0.0558666288853,-0.451308965683,-1.61070013046,0.310499995947,-0.400749981403,0.191950008273,-0.557900011539,1.19505000114,0.102850005031,0.756350040436,-0.265049993992,3.17309999466,0.291700005531,1.3260999918,1.09889996052,1.62460005283,-0.496199995279,0.790300011635,0.21099999547,-1.52049994469,0.632699966431,-0.283699989319,0.173900008202,0.244949996471,-0.220349997282,-0.89929997921,0.590200006962,0.514649927616,-0.0140000004321,0.6291000247,-1.06560003757,-0.913500010967,-0.338999986649,-0.0847999975085,-1.69350004196,2.19959998131,-1.93420004845
387,0.566057741642,-0.234323441982,-1.09381723404,0.292689353228,-0.505036175251,-0.163789659739,-0.228206753731,1.21136403084,-1.54212260246,-0.513607919216,-1.31862711906,-1.16042542458,-1.39833509922,-0.0316350050271,-0.558366715908,-0.994966685772,-0.255799949169,-1.21813321114,0.522349953651,-0.104299962521,0.176250010729,-0.16685000062,0.38615000248,-0.658200025558,1.69935011864,0.327800005674,0.0586500167847,0.703899979591,-0.674199998379,-0.181799992919,1.02980005741,-0.611999988556,-0.819500029087,1.04299998283,0.882799983025,0.889199972153,1.00394999981,-0.639199972153,0.228499993682,-0.0436500012875,0.298949986696,1.73514986038,0.549649953842,-0.291099995375,0.343600004911,-0.835799992085,-0.0615999996662,-2.63739991188,2.03320002556,-0.206900000572,-1.24100005627,-0.166500002146,-2.7321999073
3553,-0.550737738609,1.15925884247,1.15887773037,0.53738951683,1.10598492622,0.313112527132,1.13804543018,-0.242960989475,3.39571690559,-0.145715296268,1.68852174282,-0.34779599309,1.59259057045,-0.236711889505,-0.404866635799,0.234766677022,0.71863335371,3.04523181915,1.59285008907,0.240249991417,-0.377650022507,-0.190400004387,0.473450005054,-0.0458499789238,0.744049966335,0.00554999709129,1.65155005455,-0.708100020885,-0.274199992418,-0.49509999156,-0.663900017738,-0.965600013733,-0.907100021839,2.67960000038,-0.0690999999642,2.82399988174,0.315499961376,0.32080000639,0.133149981499,-0.0446000024676,-1.70969998837,1.26854991913,0.272850006819,0.679650008678,-1.31739997864,0.172800004482,-0.252700001001,1.2338000536,0.611000001431,0.111500002444,1.94360005856,0.781199991703,0.73869997263
427,0.32352232933,0.122999966145,0.466708809137,0.325636357069,-0.654146552086,-0.554579496384,-0.903787910938,-0.794561982155,-1.6345205307,-0.0584959387779,-0.861907243729,-0.721196770668,0.333166599274,-0.3531242311,-0.171266674995,-1.34896671772,-0.580500006676,-2.20253276825,0.740849971771,0.380100011826,-0.488000005484,0.0647999942303,-0.695500016212,0.228100001812,-0.676900029182,0.715299963951,-1.06069993973,0.355500012636,-0.683300018311,0.221499994397,-0.0802000015974,-0.551999986172,-1.70150005817,0.016799999401,0.752799987793,0.18559999764,0.0148000009358,0.0260999947786,0.520200014114,-0.316599965096,-0.875999987125,-0.347649991512,-0.331000000238,-0.847249984741,-0.768999993801,2.06500005722,1.5489000082,0.187800005078,-0.21590000391,1.41349995136,1.71080005169,-0.491800010204,2.01519989967
5898,0.322638988495,0.253673732281,0.451443642378,0.355776369572,0.122577041388,-0.40451708436,0.700977504253,-0.233869791031,0.615063905716,0.130734309554,0.391847342253,0.115484535694,-0.387255519629,0.493455886841,0.525266647339,-1.38333332539,-0.311066687107,-0.293648719788,-0.290399998426,-0.594150006771,0.0757500007749,-0.0293500125408,-0.265850007534,0.166899979115,0.517450034618,0.278250008821,0.443599998951,-0.254400014877,0.376899987459,1.55490005016,0.550599992275,0.266999989748,-0.0982000008225,-0.351099997759,-0.361299991608,1.42910003662,-0.0965999960899,-0.362550020218,0.335549980402,0.0545499995351,-0.254900038242,-1.48884999752,0.0600000023842,0.245950013399,1.29019999504,0.441500008106,0.379799991846,0.290300011635,0.326799988747,-0.59249997139,-0.845399975777,0.104699999094,0.437000006437
23365,0.224261254072,0.319216609001,-0.0843992084265,0.00657190382481,-1.87454938889,0.495482116938,0.435057371855,1.10376608372,-0.380206346512,0.616095900536,0.730998814106,0.219866961241,-0.361507087946,0.308096885681,0.831200003624,0.055600002408,-0.27826666832,0.265062868595,0.649150013924,0.615400016308,-0.149799987674,-0.64050000906,-0.453299999237,0.469399988651,1.81044995785,0.930249989033,0.735599994659,1.13220000267,-1.83500003815,-1.36940002441,0.806699991226,-1.11629998684,-0.903299987316,-2.48799991608,-0.24279999733,-1.96570003033,0.643000006676,0.0172500014305,0.954750001431,-0.777249991894,0.471000015736,0.331500023603,-0.526000022888,-0.0911500006914,0.0482000000775,-0.832499980927,-0.366499990225,-1.27900004387,-0.742299973965,-0.742299973965,-0.366499990225,-1.18550002575,3.32310009003
6657,-0.63581943512,0.307854294777,0.694632411003,0.455017358065,0.0876896157861,-0.0825782567263,0.971554458141,-1.18781089783,2.27235674858,0.596846520901,0.617307662964,0.0829350650311,1.31325984001,0.970081210136,0.0249000042677,0.71713334322,-0.349733352661,1.4605833292,1.83140003681,-0.407199978828,-0.898450016975,-0.721549987793,-0.0395000018179,-1.23475003242,0.0293499976397,-0.843299984932,0.827950000763,-0.729700028896,0.279599994421,-0.662400007248,-1.4607000351,-1.36899995804,-0.771600008011,2.12280011177,0.124399997294,2.06739997864,-0.494149982929,0.0682500004768,-0.60505002737,-0.312150001526,-0.259049981833,0.119750022888,-0.660549998283,-0.131650000811,-0.332100003958,0.0,0.162799999118,2.04710006714,-0.877200007439,-0.726300001144,3.99650001526,1.55760002136,1.05830001831
