rid,DOS021_VCAP_24H:BRD-K16588281-001-01-9:5.05,DOS044_A375_24H:BRD-K16588281-001-01-9:5.05
5720,-0.0440499931574,-0.0343499928713
466,-0.528600037098,0.464450001717
6009,-0.877000033855,0.779949963093
2309,1.64775002003,-0.521250009537
387,-2.01429986954,-0.988649964333
3553,0.758199989796,-0.359549999237
427,0.084399998188,-0.916800022125
5898,-0.12349998951,-0.399200022221
23365,-0.477950006723,-1.58794999123
6657,1.20735001564,0.0265500098467
5054,-0.132600009441,0.0954499989748
3108,0.516650021076,0.198850005865
1950,0.269699990749,-0.541650056839
351,-0.708350002766,-0.478949993849
4846,0.291350007057,-3.98289990425
1452,-0.312200009823,-0.48789998889
4776,0.0518000125885,-0.586050033569
6908,4.32964992523,0.0769999921322
672,-0.54390001297,-0.56819999218
5710,-2.45915007591,0.458199977875
2115,1.79320001602,0.348300009966
7015,1.18455004692,-0.089699998498
8726,0.591050028801,0.241249993443
2185,1.26605010033,-0.528699994087
3315,3.84145021439,0.134299993515
5289,0.716150045395,-0.227400004864
868,-0.82254999876,-0.446399986744
1677,-0.816599965096,-0.356350004673
7043,-0.636550009251,-1.03760004044
5613,0.795349955559,-1.12244999409
595,-0.759050011635,1.5843501091
4793,2.14629983902,-0.360850006342
2736,3.77605009079,-0.822000026703
5290,-0.134850010276,0.879499971867
6194,0.0,0.000699999975041
1676,-0.640150010586,-0.759550035
23512,-4.76009988785,0.790199995041
148022,-0.133199989796,1.38080000877
1906,0.265850007534,-0.44779998064
8878,-0.602400004864,0.854799985886
3091,-1.60185003281,-1.26259994507
5743,-0.822850048542,-0.405900001526
5321,0.486600011587,0.329849988222
4144,0.501399993896,0.433050006628
1981,0.0730999857187,1.05239999294
695,-1.20905005932,-0.382099986076
10398,0.882749974728,-0.904349982738
5708,0.578850030899,0.0933499932289
1213,-4.81479978561,-0.0228499993682
226,-1.22249996662,0.636049985886
6777,-0.265200018883,-0.387849986553
2113,0.669600009918,-0.439300000668
3329,-1.4279500246,0.481999993324
1050,-0.660300016403,0.0614000111818
9491,3.67460012436,-0.254249989986
22926,0.427649974823,-2.27885007858
5899,-1.23299992085,-1.92239999771
5467,1.31994998455,-0.554549992085
6774,-1.55515003204,-0.0988000035286
1788,1.4728000164,-0.95894998312
5921,1.47354996204,0.0677000284195
5721,1.30404996872,0.61669999361
2263,-0.773949980736,-0.240599989891
808,3.08299994469,0.266049981117
30001,0.619249939919,0.00379997491837
348,0.904600024223,-0.878800034523
30849,-2.76295018196,-0.340800046921
1454,-0.189499989152,0.267849981785
6500,-2.43254995346,-0.119999989867
