rid,CPC001_HA1E_6H:BRD-K93325701-001-03-0:10,CPC001_HA1E_24H:BRD-K93325701-001-03-0:10,CPC001_HCC515_6H:BRD-K93325701-001-03-0:10,CPC001_HCC515_24H:BRD-K93325701-001-03-0:10,CPC001_PC3_6H:BRD-K93325701-001-03-0:10,CPC001_PC3_24H:BRD-K93325701-001-03-0:10,CPC001_VCAP_6H:BRD-K93325701-001-03-0:10,CPC001_VCAP_24H:BRD-K93325701-001-03-0:10
5720,0.336684554815,0.445525586605,-4.04045009613,0.157800808549,-0.275436937809,0.190035626292,-0.0466964356601,-0.289352625608
466,-0.0278710722923,0.0598118901253,1.28719997406,0.585488915443,0.886417508125,0.872486829758,-0.112789019942,0.280191749334
6009,0.539767622948,0.0664155930281,-0.163899958134,-0.882278800011,0.693483412266,0.150776475668,-0.149817273021,0.398583084345
2309,0.291481494904,0.0717172846198,0.51599997282,0.207381248474,-0.452567458153,-1.13078296185,-0.917906701565,-1.42255806923
387,1.55568480492,0.656784534454,2.76005005836,0.500722229481,0.895054221153,0.167975336313,-1.00851416588,-0.176344811916
3553,-0.330385118723,-0.650403320789,-0.340799987316,0.0581988692284,0.874877333641,0.401174634695,0.934393823147,-0.0349823907018
427,-0.344744920731,0.0671049207449,1.32684993744,-0.56431388855,0.580049872398,0.324091166258,-0.0635205805302,0.118812084198
5898,0.655621647835,0.31459915638,0.700450003147,-0.710109829903,0.645478963852,0.297749519348,0.166752189398,0.680553615093
23365,-0.0790460109711,0.0677347406745,0.53955000639,-0.149937078357,-0.401288926601,-0.834078550339,0.163948893547,-1.20895290375
6657,-0.0111883953214,-0.258028447628,1.68525004387,0.469604760408,-0.679166793823,0.0558950081468,0.858256757259,0.388329416513
5054,0.685120940208,0.786173224449,0.0967999696732,0.186277300119,0.37723082304,-0.0784243866801,0.658581197262,0.407116383314
3108,0.399006426334,-0.608198046684,0.71305000782,0.176402777433,0.329493224621,-0.645857691765,0.0883543491364,0.248908147216
1950,0.475735723972,0.636339008808,-0.789200007915,0.379585295916,-0.736927509308,0.9355058074,0.605079233646,1.1448148489
351,-1.21350193024,-0.576755702496,-0.337249994278,-0.306005060673,0.0130471829325,-0.205733925104,-0.0782820656896,0.479711294174
4846,0.702318906784,-0.347781717777,-0.269199997187,0.460663288832,0.703809142113,0.165745466948,-0.355187416077,-0.899103105068
1452,1.18058896065,0.387030959129,1.36785006523,0.441967904568,0.221668869257,-0.560349225998,-0.684540688992,-0.335256129503
4776,-0.664656281471,-0.415777802467,0.57490003109,0.464111149311,-0.571325421333,0.691929936409,0.816123127937,0.360540926456
6908,0.439092636108,-0.0773874819279,1.13874995708,-0.121468797326,-0.0050739091821,0.499320179224,-0.813954174519,0.0929925441742
672,0.363348454237,0.753936707973,1.18225002289,0.810323297977,0.118348442018,1.20270776749,-0.389299809933,0.00569323822856
5710,0.576388299465,0.864023208618,0.610949993134,0.124143332243,0.520674586296,0.102487325668,-0.2381554842,-0.323801130056
2115,0.0817056447268,-0.212400987744,2.59500002861,0.0528944209218,0.155532866716,0.421082288027,0.597232460976,0.819731473923
7015,-0.6886729002,0.790501594543,1.19529998302,0.428530871868,-0.0177591126412,-0.266098171473,0.713453888893,0.925211906433
8726,0.424891322851,0.262671589851,0.938199996948,1.1295119524,-0.768741905689,-0.560801386833,-0.195273727179,0.259205251932
2185,-1.10398554802,-0.429023385048,1.45659995079,-0.667274653912,-0.208463415504,0.302035957575,0.251406461,0.667652130127
