rid,DOS007_VCAP_24H:BRD-K37081092-001-01-9:5.25
5720,0.3266903162
466,-1.64342427254
6009,0.138918727636
2309,-1.96014928818
387,-1.33008396626
3553,1.51574063301
427,-0.844267725945
5898,1.35320699215
23365,0.532918274403
6657,1.22944509983
5054,-0.18931761384
3108,0.305885344744
1950,-0.152693793178
351,0.918472409248
4846,-0.160417154431
1452,-0.232676059008
4776,0.87480700016
6908,-0.979525387287
672,-1.78668177128
5710,0.330223947763
2115,0.833282470703
7015,0.217260986567
8726,-1.13201415539
2185,0.667838156223
3315,-1.27537381649
5289,-0.450064390898
868,-0.141820833087
1677,0.0902898162603
7043,2.87081384659
5613,1.86561918259
595,0.127109766006
4793,-0.00872509926558
2736,1.18369936943
5290,0.843684971333
6194,0.308326661587
1676,2.51815319061
23512,0.570541262627
148022,0.971458494663
1906,1.23069429398
8878,0.340486079454
3091,1.12764120102
5743,0.575560212135
5321,1.20125520229
4144,-0.438679486513
1981,-0.778136014938
695,-0.552405774593
10398,0.844699084759
5708,1.34542155266
1213,0.70804899931
226,-0.155586406589
6777,-0.452085405588
2113,1.39442539215
3329,-0.427009642124
1050,-1.09727680683
9491,0.642896234989
22926,0.0854677706957
5899,-0.246272414923
5467,0.23055742681
6774,0.0233602039516
1788,5.10283279419
5921,-0.486683100462
5721,-0.785937309265
2263,0.089642778039
808,1.16662967205
30001,0.456450939178
348,-0.373613595963
30849,0.925221681595
1454,0.386338293552
6500,0.563548743725
5627,-0.762474179268
5715,-0.252282470465
4791,0.677574336529
56924,-0.168864294887
2690,-1.16149413586
1019,-1.31993889809
51422,-1.97106969357
5788,0.013018714264
6709,0.995487332344
1277,0.336861878633
993,-1.4512501955
7157,-0.378265440464
1958,-0.69924134016
4582,-0.114325679839
9212,2.58942914009
8440,-0.89280217886
6790,0.375134319067
8851,-0.801710128784
2534,0.351863324642
4893,1.95970857143
665,0.32416626811
4313,0.560957312584
1022,-1.0268266201
5880,-0.674287557602
3162,-0.0764244347811
1282,0.477947831154
3383,0.976092398167
727,0.355621814728
4792,1.42611443996
4794,1.74388480186
902,-0.481425583363
8091,0.253600925207
3486,2.02320671082
10818,1.82976675034
3454,1.16081011295
4282,0.0319211408496
1605,0.779404461384
10644,-0.520989954472
2065,-0.426132947206
8321,0.392594814301
8503,1.11825227737
7027,0.469553589821
6850,-0.675876021385
1978,-0.380292892456
896,-1.16109037399
5777,-0.67510831356
1846,-1.27810943127
5925,1.1655472517
142,-0.845967173576
1021,-0.497042685747
5699,0.304176241159
8061,0.432595700026
1870,-0.618526279926
1398,-0.379730463028
3312,0.541564524174
891,0.490761339664
4775,2.08337163925
5111,-1.32799422741
5696,-1.2273389101
