rid,CPC019_A375_6H:BRD-K51556300-001-01-9:10,CPC019_A549_6H:BRD-K51556300-001-01-9:10,CPC019_A549_24H:BRD-K51556300-001-01-9:10,CPC019_HA1E_6H:BRD-K51556300-001-01-9:10,CPC019_HCC515_6H:BRD-K51556300-001-01-9:10,CPC019_HEPG2_6H:BRD-K51556300-001-01-9:10,CPC019_HT29_6H:BRD-K51556300-001-01-9:10,CPC019_MCF7_6H:BRD-K51556300-001-01-9:10,CPC019_MCF7_24H:BRD-K51556300-001-01-9:10,CPC019_PC3_6H:BRD-K51556300-001-01-9:10,CPC019_PC3_24H:BRD-K51556300-001-01-9:10,CPC019_VCAP_6H:BRD-K51556300-001-01-9:10,CPC019_VCAP_24H:BRD-K51556300-001-01-9:10,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:10.15,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:3.38,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:1.13,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:0.38,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:0.13,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:0.04,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:0.01,KMS002_NOMO1_6H:BRD-K51556300-001-01-9:0,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:3.38,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:1.13,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:0.38,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:0.13,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:0.04,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:0.01,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:0,KMS002_NOMO1_24H:BRD-K51556300-001-01-9:10.15,KMS002_THP1_6H:BRD-K51556300-001-01-9:10.15,KMS002_THP1_6H:BRD-K51556300-001-01-9:3.38,KMS002_THP1_6H:BRD-K51556300-001-01-9:1.13,KMS002_THP1_6H:BRD-K51556300-001-01-9:0.38,KMS002_THP1_6H:BRD-K51556300-001-01-9:0.13,KMS002_THP1_6H:BRD-K51556300-001-01-9:0.04,KMS002_THP1_6H:BRD-K51556300-001-01-9:0.01,KMS002_THP1_6H:BRD-K51556300-001-01-9:0,KMS002_THP1_24H:BRD-K51556300-001-01-9:10.15,KMS002_THP1_24H:BRD-K51556300-001-01-9:3.38,KMS002_THP1_24H:BRD-K51556300-001-01-9:1.13,KMS002_THP1_24H:BRD-K51556300-001-01-9:0.38,KMS002_THP1_24H:BRD-K51556300-001-01-9:0.13,KMS002_THP1_24H:BRD-K51556300-001-01-9:0.04,KMS002_THP1_24H:BRD-K51556300-001-01-9:0.01,KMS002_THP1_24H:BRD-K51556300-001-01-9:0
5720,0.533897340298,0.519649982452,-2.12575674057,0.519068360329,0.0250936448574,0.994797706604,0.481200098991,0.794249296188,-0.648675918579,1.10699498653,0.20676189661,0.343632370234,-3.57957363129,1.10726606846,1.76581227779,1.1879991293,0.689371883869,0.571269094944,0.126802325249,0.0718012303114,0.322513103485,-0.957847416401,-0.423136860132,-0.478214085102,-1.21641492844,0.13903978467,0.0737035349011,0.366840094328,-4.10793066025,0.366331994534,0.744214832783,0.162585794926,-0.145091056824,-1.46312725544,-0.757596433163,-1.89364540577,0.104399181902,-1.34268558025,0.00408811867237,0.0567586123943,-0.946137666702,0.656317293644,0.0364835560322,-1.32821345329,0.440559148788
466,-0.130834877491,1.0026999712,-0.237994685769,0.712468504906,0.776738166809,-1.43545413017,0.0445376783609,-0.373191535473,-0.923867225647,0.275269567966,-0.790467202663,0.922629058361,-0.529829263687,-0.682686507702,0.229484975338,0.764045953751,0.226290866733,0.262015074492,0.229603886604,-0.315102368593,-1.22990298271,-2.46795535088,-1.26230657101,-1.18213772774,-0.219905391335,0.209892362356,0.11157643795,0.0523912347853,-2.08717441559,-0.199625551701,0.634658932686,0.112954795361,0.389191120863,-0.820199429989,-0.528552889824,-0.267829358578,0.397587358952,-1.97481954098,-1.43180096149,-0.198546171188,0.597581446171,0.0689799264073,0.303601831198,0.692924976349,0.507791936398
6009,0.271245241165,1.9455499649,0.138704389334,0.667848527431,0.0255876071751,1.15048193932,0.487542271614,-0.369789689779,-0.783233165741,-0.350399106741,-0.955710530281,-0.0734479278326,-0.406744897366,-0.866409301758,-0.662131428719,0.544278860092,-0.49897107482,0.348772346973,0.329364776611,0.466861486435,0.174604132771,0.41143271327,0.716226220131,0.467983424664,0.565662205219,0.0178413335234,0.768245220184,0.271399855614,-0.0166997611523,0.793912708759,0.382474780083,0.309172987938,-0.955068171024,-1.53051936626,-0.280233561993,-0.555274009705,-0.156102046371,1.14091944695,0.643715143204,0.670185804367,0.295043230057,-6.88095426559,-0.204989373684,0.0665472596884,-0.0176826585084
2309,1.67891168594,-0.23125000298,1.60843253136,-0.486836194992,-0.423962086439,-0.539065480232,1.09306418896,0.18830960989,3.77650594711,0.434822410345,1.47601175308,1.95210325718,1.74244713783,3.26033687592,1.91631996632,0.349051356316,0.694874167442,0.0609341114759,-0.30100145936,-0.39436429739,-0.121861755848,0.490838289261,-0.431320995092,-0.0588073283434,-0.982590675354,-0.329737454653,-0.818395137787,-0.324441552162,2.76413965225,0.907433986664,0.179183989763,-0.0445103943348,-0.638704419136,-0.889681339264,-0.607284784317,-0.895980596542,-0.277243435383,3.78943395615,2.00060415268,1.36805832386,0.971184074879,-0.862250030041,-0.734073758125,-0.231102347374,0.370803892612
387,-0.0375083833933,1.62444996834,0.418658554554,0.425365120173,0.441444963217,0.320915222168,0.393656253815,-0.0808319449425,0.618581533432,0.61909109354,-0.638505160809,0.56870174408,1.43499648571,1.23524451256,0.661295294762,1.81277894974,1.43253004551,0.446165800095,1.25734555721,1.3553314209,0.715549707413,-0.251061558723,-0.0450656563044,-0.241611659527,-0.464212954044,0.36363068223,0.190901517868,0.18419007957,-2.13365650177,0.405602633953,-0.341090977192,0.540196716785,-0.555769383907,-1.04650306702,-1.440939188,-0.527463674545,-0.105892710388,0.743850529194,-0.142599195242,0.0620658323169,0.610667645931,-0.41965341568,0.878373265266,-0.304948836565,0.459568440914
3553,1.96861147881,-1.04299998283,0.95418971777,0.0852004140615,-0.551583647728,0.0896849706769,-0.181158319116,-1.01875448227,0.629268705845,1.88438892365,0.978597760201,-0.579980432987,0.712574183941,1.69627165794,-0.421667456627,-0.162425816059,-0.757696449757,-0.489892959595,-0.62675511837,-0.114946618676,0.302895098925,1.76958191395,0.02065294981,-0.341455638409,-0.576080203056,-0.712410986423,0.0265322774649,-0.401559829712,4.78227043152,-0.729824602604,-0.688917756081,-0.805893301964,0.0178174972534,0.981758117676,0.543567955494,1.32274198532,-0.530665636063,-0.026601690799,-0.953853070736,-0.760860085487,-0.749520778656,-0.738073825836,0.00629283487797,-0.175679773092,-0.0694067552686
427,-0.333255678415,0.840600013733,2.45849990845,1.53833627701,0.110817015171,1.19908630848,-0.423395693302,0.325686693192,0.356759548187,0.224009677768,0.0174072310328,0.264736175537,1.21016395092,0.516016721725,1.05140769482,2.58200788498,0.654695391655,2.22739052773,2.57371377945,1.75386178493,-0.351732045412,0.332728594542,-0.555404543877,-1.09542989731,1.04953527451,-0.490462213755,0.703727662563,-0.368605911732,2.0813498497,0.248416662216,-0.158773064613,-0.356035560369,0.233234524727,2.42673516273,-0.328747957945,0.542567431927,-0.0298212170601,0.835463702679,-0.29149979353,-0.638212561607,0.102312982082,0.0112889111042,0.438464134932,0.489879757166,-0.334220409393
5898,-2.62833166122,-0.203950002789,-0.0160396620631,1.09824550152,0.522414565086,-2.40641307831,-0.225202262402,-1.44196975231,-2.4998691082,-0.234361618757,-0.171068668365,0.00834112614393,0.338205456734,-0.595568537712,-1.04633069038,0.110006734729,-0.618214070797,0.16484247148,-0.315172493458,-0.291121989489,-0.964847803116,-2.11843013763,-0.364115983248,0.101697213948,-0.565590858459,0.55804425478,0.299965023994,-0.0895155891776,1.36120271683,-0.325526803732,-0.273778766394,-0.424775421619,-0.0975811779499,0.172125667334,1.01281630993,-0.88748973608,-0.304608225822,-0.119389921427,-0.753095090389,-0.218787193298,0.566593766212,-1.44331932068,0.21347039938,1.43482875824,0.2870695889
23365,-1.72444808483,-0.753499984741,-0.158863842487,1.34763872623,0.525086462498,-1.11259591579,-1.65087544918,-1.43925535679,-0.77100789547,-0.133468747139,0.301944643259,0.26886382699,-1.13113999367,-0.737831354141,-0.87441688776,-0.522947072983,-1.54245257378,-0.957752108574,-0.992249011993,-0.47240114212,0.232130736113,-0.711139917374,-0.503639340401,-0.6719815135,-0.277533024549,-0.626216173172,-1.46632790565,-0.516401529312,0.64645665884,-1.03110563755,-0.962653875351,-0.376201093197,0.189860254526,0.129685863853,0.518613398075,0.882336556911,0.249341785908,0.311294943094,-0.229177519679,-0.571345150471,-0.110703796148,0.17024281621,1.12986314297,0.118670359254,0.059602662921
6657,-0.807285249233,-1.1071999073,0.0836334824562,-0.771705389023,-1.81416547298,0.804254949093,-0.125702619553,-0.0607243105769,1.64732563496,-0.529438972473,0.798484742641,-0.480612337589,0.814330458641,-0.478613913059,-0.588293433189,-0.92483484745,-1.78495049477,-0.827194452286,-0.925105988979,-0.492174446583,-0.387233227491,-0.85139477253,-0.466837733984,-1.15333664417,-0.290257334709,-0.91277128458,-0.887364029884,-0.893164515495,1.75099611282,-0.506588876247,-0.969768702984,-0.716385781765,-0.225512117147,1.01053452492,1.38664984703,0.866430342197,-0.869488656521,-0.778141498566,-0.479531377554,-1.24586701393,-0.673466384411,0.543880164623,-0.173641338944,0.773438692093,-0.976470351219
