rid,CPC004_A375_6H:BRD-A05352148-004-02-0:10,CPC005_A375_6H:BRD-A37432947-004-02-5:10,CPC005_A375_24H:BRD-A37432947-004-02-5:10,CPC005_A549_6H:BRD-A37432947-004-02-5:10,CPC005_A549_24H:BRD-A37432947-004-02-5:10,CPC001_HA1E_6H:BRD-A07029265-004-02-9:10,CPC004_HA1E_6H:BRD-A05352148-004-02-0:10,CPC005_HA1E_6H:BRD-A37432947-004-02-5:10,CPC001_HA1E_24H:BRD-A07029265-004-02-9:10,CPC004_HA1E_24H:BRD-A05352148-004-02-0:10,CPC005_HA1E_24H:BRD-A37432947-004-02-5:10,CPC001_HCC515_6H:BRD-A07029265-004-02-9:10,CPC004_HCC515_6H:BRD-A05352148-004-02-0:10,CPC005_HCC515_6H:BRD-A37432947-004-02-5:10,CPC001_HCC515_24H:BRD-A07029265-004-02-9:10,CPC004_HCC515_24H:BRD-A05352148-004-02-0:10,CPC004_HEPG2_6H:BRD-A05352148-004-02-0:10,CPC004_HT29_6H:BRD-A05352148-004-02-0:10,CPC005_HT29_6H:BRD-A37432947-004-02-5:10,CPC005_HT29_24H:BRD-A37432947-004-02-5:10,CPC004_MCF7_6H:BRD-A05352148-004-02-0:10,CPC005_MCF7_24H:BRD-A37432947-004-02-5:10,CPC001_PC3_6H:BRD-A07029265-004-02-9:10,CPC004_PC3_6H:BRD-A05352148-004-02-0:10,CPC001_PC3_24H:BRD-A07029265-004-02-9:10,CPC004_PC3_24H:BRD-A05352148-004-02-0:10,CPC001_VCAP_6H:BRD-A07029265-004-02-9:10,CPC004_VCAP_6H:BRD-A05352148-004-02-0:10,CPC001_VCAP_24H:BRD-A07029265-004-02-9:10,CPC004_VCAP_24H:BRD-A05352148-004-02-0:10,CPC005_MCF7_6H:BRD-A37432947-004-02-5:10,CPC005_PC3_6H:BRD-A37432947-004-02-5:10,CPC005_PC3_24H:BRD-A37432947-004-02-5:10,CPC005_VCAP_6H:BRD-A37432947-004-02-5:10,CPC005_VCAP_24H:BRD-A37432947-004-02-5:10,CPC017_A375_6H:BRD-A07029265-004-02-9:10,CPC018_A375_6H:BRD-A05352148-004-02-0:10,CPC020_A375_6H:BRD-A05352148-001-02-6:10,CPC017_A549_6H:BRD-A07029265-004-02-9:10,CPC018_A549_6H:BRD-A05352148-004-02-0:10,CPC020_A549_6H:BRD-A05352148-001-02-6:10,CPC018_A549_24H:BRD-A05352148-004-02-0:10,CPC017_ASC_24H:BRD-A07029265-004-02-9:10,CPC018_ASC_24H:BRD-A05352148-004-02-0:10,CPC020_HA1E_6H:BRD-A05352148-001-02-6:10,CPC020_HCC515_6H:BRD-A05352148-001-02-6:10,CPC017_HEPG2_6H:BRD-A07029265-004-02-9:10,CPC018_HEPG2_6H:BRD-A05352148-004-02-0:10,CPC017_HT29_6H:BRD-A07029265-004-02-9:10,CPC018_HT29_6H:BRD-A05352148-004-02-0:10,CPC020_HT29_6H:BRD-A05352148-001-02-6:10,CPC017_MCF7_6H:BRD-A07029265-004-02-9:10,CPC018_MCF7_6H:BRD-A05352148-004-02-0:10,CPC020_MCF7_6H:BRD-A05352148-001-02-6:10,CPC017_MCF7_24H:BRD-A07029265-004-02-9:10,CPC018_MCF7_24H:BRD-A05352148-004-02-0:10,CPC020_MCF7_24H:BRD-A05352148-001-02-6:10,CPC017_NPC_24H:BRD-A07029265-004-02-9:10,CPC018_NPC_24H:BRD-A05352148-004-02-0:10,CPC020_PC3_6H:BRD-A05352148-001-02-6:10,CPC020_PC3_24H:BRD-A05352148-001-02-6:10,CPC018_PHH_24H:BRD-A05352148-004-02-0:10,CPC018_SKB_24H:BRD-A05352148-004-02-0:10,CPC020_VCAP_6H:BRD-A05352148-001-02-6:10,CPC020_VCAP_24H:BRD-A05352148-001-02-6:10
5720,0.369870066643,-0.714481592178,-0.64709174633,-0.095824867487,-0.825605392456,-0.00394909828901,0.434148073196,-2.47450017929,-1.96442961693,-0.261618852615,0.0943047404289,-1.92895007133,-1.33979344368,-2.08375000954,0.727451443672,-0.375712156296,-1.78836882114,-0.101779982448,-1.26757645607,-0.733099997044,-0.382247447968,-1.39611160755,-0.178449764848,0.249863952398,0.379532307386,-0.904776513577,0.572778820992,-0.571665585041,0.663444936275,-0.402600228786,-0.596674978733,-3.81757903099,-0.479980915785,-1.29272961617,-0.234598740935,0.65482121706,0.0256214439869,-1.50027942657,0.878466725349,-0.497064471245,0.510100007057,-0.653100013733,10.0,-0.283833324909,-0.316327899694,-0.437200009823,0.166349992156,0.966366648674,0.00757722556591,-0.198786109686,0.963097691536,0.632286190987,-0.657292306423,0.742304742336,0.138283342123,-0.781389951706,0.796252608299,-1.10259997845,1.36870467663,0.182620152831,-1.19880032539,0.902601122856,-0.510026335716,0.381509751081,1.04930782318
466,-1.42199802399,-0.89813709259,0.29474440217,-0.38160431385,-0.0784130394459,-0.625612020493,-0.414200186729,2.75,0.0909845381975,0.310578137636,-0.764027833939,-0.395850002766,0.484983712435,-1.18880009651,-0.502097070217,-0.0671282112598,-1.33576261997,0.207419991493,-1.20741319656,-0.195933327079,-0.101040780544,-0.202425971627,0.0199586600065,0.17256680131,0.861953854561,-0.550718903542,2.61007738113,-0.443405091763,1.93122982979,0.392851948738,-0.191791266203,-0.721036791801,-0.991691231728,-1.00684010983,-0.427943915129,1.3214161396,-0.0854573994875,-0.785761117935,0.730566680431,-0.386436223984,-0.155499994755,-2.9047999382,2.27500009537,-0.212000012398,-0.682428359985,-1.90775001049,-0.461050003767,0.518900036812,-1.53421866894,-0.194585770369,0.652600228786,0.425474584103,-4.38671112061,0.117978394032,-0.380298852921,-0.733477294445,0.436603665352,0.638650000095,0.375848293304,-0.574777126312,-0.052592523396,-0.0187848508358,-0.41256660223,-0.512255012989,0.518213093281
6009,-0.781253933907,-0.822078764439,-0.143369287252,-0.0250296592712,-0.212214499712,0.697830200195,-0.289178073406,1.77904987335,-1.65910661221,-0.116335406899,0.257498115301,0.204849988222,0.942021012306,0.603300035,1.33918118477,-0.283829629421,-0.402607500553,-0.308699995279,-0.878195464611,1.32763338089,0.656440854073,0.735705852509,0.801717996597,-0.27243745327,0.911785721779,0.25568562746,1.84408032894,0.159108296037,-0.163783863187,1.12495696545,-0.269711583853,2.08435845375,1.14632868767,0.677287459373,-0.424842447042,0.698118031025,-0.374109655619,-0.840338885784,1.02786660194,-1.24575555325,-0.223849996924,0.408800005913,-10.0,-0.909200072289,0.316886425018,-0.613799989223,1.14859998226,0.512600004673,-0.380890250206,-0.515912890434,0.233603790402,0.40562620759,0.827442765236,-0.545428812504,0.115050286055,-0.969389081001,-0.150286644697,-2.33990001678,-1.65897631645,-0.354280501604,-1.46956622601,-0.680240094662,-0.230957105756,-0.213240087032,0.0783645436168
2309,-0.163052871823,0.559378504753,0.658147156239,0.0659506469965,0.315932452679,-0.457525402308,-0.578806817532,-3.47070002556,-0.324016958475,0.0673103481531,-0.901895284653,2.44365000725,1.78816866875,1.94869995117,-1.01875114441,0.886250138283,-0.270240426064,0.314079999924,-1.19424581528,-0.214433327317,-1.44963920116,-0.697428047657,-0.507938683033,-0.499768435955,-0.00983563717455,-0.653713285923,0.104243963957,-0.278045684099,-0.362288802862,0.360025048256,0.06945412606,-0.482649356127,3.17914962769,0.114949144423,-1.1300368309,0.294271677732,0.382744729519,-0.928254127502,-0.202033400536,-0.916811704636,-0.29105001688,1.83159995079,1.23759996891,-0.168533325195,-0.128217279911,-0.00894999504089,0.0130000114441,-0.131633326411,0.0230730473995,-0.371088862419,-0.108163334429,-0.420915305614,-0.683341801167,-0.10855025053,-0.435430884361,-0.486568689346,-0.304806023836,1.75419998169,0.121402561665,-0.524978995323,-0.58141130209,-0.412982463837,-0.800542354584,-0.0193045660853,-0.119685582817
387,-1.06891298294,1.33039140701,1.41601920128,1.06829929352,1.45969188213,0.5571860075,-0.912201583385,-0.389850020409,0.737105607986,0.045993603766,-0.492383390665,-0.997049987316,0.969939053059,-1.26679992676,0.0167800188065,-0.165568098426,-1.8396217823,-0.235919997096,-0.193618685007,1.37943339348,0.70312410593,1.91326117516,0.4554643929,-0.124625250697,0.0889448150992,-0.111013248563,1.72368729115,0.434371232986,0.101451471448,1.37942886353,0.965996921062,2.69604706764,0.964375138283,1.73042106628,0.281171023846,0.202605769038,0.397354245186,-0.663901150227,0.961966753006,-0.878549933434,-0.0456500016153,0.240350008011,-0.103299997747,-1.13543343544,-0.803659975529,-0.526600003242,1.09759998322,-0.953100025654,-0.0529154092073,-0.101994007826,0.6746519804,-0.9951146245,-0.0487048663199,-0.648835778236,1.09206664562,0.467352062464,0.1363453269,-1.59384989738,-0.825206816196,-0.319345712662,-0.995681345463,-0.28196400404,-0.586899518967,0.133940264583,0.116964697838
3553,0.757478654385,-0.930451571941,-1.60124969482,-0.0540948212147,-2.03467822075,-0.626002907753,1.28057694435,0.289649993181,-0.86347091198,-0.375013113022,0.227418720722,1.63910007477,2.63340425491,0.739350020885,0.562653899193,-0.837681412697,1.73487091064,-0.179179996252,0.267480224371,-0.0453333333135,0.346556216478,1.89497363567,-0.122172355652,-0.109049141407,0.0954402983189,0.253175616264,-0.849680125713,1.69844698906,-2.25368261337,0.545442700386,-1.31946980953,-0.220233112574,-1.23920404911,-0.523060798645,0.249868527055,-0.564652860165,0.600006818771,1.63911724091,-0.564566731453,0.824135541916,-0.112849995494,0.807000041008,7.69740009308,-1.0857334137,1.40568900108,0.498299986124,0.463099956512,-0.0321667194366,-1.18213963509,0.273445129395,-0.394359946251,-0.140682861209,1.85658860207,0.1532676965,-0.0540573298931,0.280934691429,-0.533363342285,-1.13495004177,-0.480915606022,0.114533886313,1.05611693859,-0.87205696106,-0.173133254051,0.655775547028,-0.717642307281
427,-0.138982579112,-1.092187047,0.391406953335,-0.697863698006,0.169133141637,-0.231226056814,-0.468577206135,1.64464998245,0.230374366045,0.489445477724,0.34488761425,0.728300035,1.31073129177,-0.648600041866,0.849145710468,-0.888256549835,1.06819057465,0.517360031605,2.66908621788,0.0634666830301,0.094559058547,-0.550407469273,-0.25860324502,-0.362400621176,1.97708630562,-0.951605200768,1.34500539303,-1.21185338497,0.537239015102,1.13465178013,0.125391840935,-1.53033614159,-0.607424616814,-0.26882648468,0.843048989773,-0.0301252380013,1.4032548666,-0.582256436348,0.308233380318,0.68142592907,0.466100007296,0.745850026608,3.72589993477,0.0392333380878,0.612631917,1.32509994507,0.268350034952,0.793733358383,0.354959607124,2.43291854858,-0.0594177991152,-0.309340208769,0.409109294415,0.714271128178,-0.131338268518,-0.510965526104,0.854660272598,3.91330003738,0.128652602434,-0.106897458434,-0.0642509683967,0.822482466698,-1.05531013012,-0.791890025139,0.0515576265752
5898,-0.166163533926,-1.49616920948,-0.771991014481,-0.295211911201,0.166532367468,-0.437865972519,-0.179813891649,1.40069997311,-1.24246120453,0.928729236126,-0.0968730300665,-1.7281999588,0.999124884605,-0.779949963093,-0.385447502136,-0.293057918549,-1.71402609348,0.186020001769,0.306676864624,-0.0753666684031,0.349064171314,-0.0554560609162,-1.38273668289,0.194465726614,-0.376889616251,-0.956120550632,0.794220387936,-0.874522745609,-1.21431803703,0.12689588964,-0.75165450573,-2.0525560379,-0.864784955978,0.301585584879,0.14314866066,1.24814271927,0.50705999136,-0.340883135796,-0.700933337212,0.476431101561,0.21954998374,-0.540549993515,3.71339988708,0.0431333258748,-0.34657779336,-0.787549972534,-1.01530003548,0.218899995089,-0.651228904724,0.670994102955,0.802677929401,-0.943908035755,-0.405512630939,0.0137779898942,-0.36662709713,0.174353927374,-0.870926976204,6.01134967804,0.400567859411,0.83236593008,0.504016518593,0.135582625866,0.108428239822,0.365836918354,0.596649765968
23365,-0.518302619457,0.620191991329,0.590947091579,0.153421700001,1.16899132729,-0.0134353023022,-0.241926521063,2.07625007629,-0.874357700348,-0.437978625298,-0.007429510355,-0.331300020218,0.99213051796,-0.0920500159264,0.580195188522,0.758926987648,-1.03362298012,-0.223839998245,0.0103550106287,0.448833346367,-0.0350157916546,0.746167123318,0.653994619846,-0.0654415115714,-0.22828219831,1.5983992815,0.720986425877,-0.745280861855,-0.0209410637617,0.904122173786,0.826328575611,0.728568196297,1.36212205887,1.31734979153,0.352569699287,-1.51229059696,0.838972270489,0.303948462009,0.859166681767,1.10209035873,-0.274649977684,7.39090013504,-1.44630002975,-0.870000123978,-0.627218008041,-0.159650012851,-0.12294998765,0.767400026321,0.355826228857,-0.353326976299,0.955262720585,-0.922155559063,-0.922047197819,1.13131558895,-0.461340308189,0.578793287277,-0.850404202938,-2.18645000458,-0.255651831627,0.713214933872,-0.599251449108,0.0719899684191,-0.800851166248,0.206667795777,-0.125168770552
6657,5.04234600067,0.740452766418,0.677964508533,-0.0673242434859,-1.2986177206,0.344103038311,1.0693025589,0.180849999189,-0.258776724339,0.709040164948,0.687548518181,3.07889986038,2.83639025688,-2.18674993515,-0.495383918285,-0.34252473712,0.932258427143,0.274959981441,4.33631849289,1.42576670647,0.955541491508,0.465388029814,0.897133171558,0.31648927927,0.267647206783,-0.81391453743,-0.719791769981,0.23879571259,-0.372472882271,0.391049861908,-1.56557583809,-0.212802246213,0.302884876728,0.228735774755,0.436629354954,-0.10401032865,-0.510318636894,1.02474677563,-0.913500070572,0.670409977436,0.212150007486,-0.0454999953508,8.03509998322,-0.406500011683,1.29180526733,1.34434998035,0.111750006676,0.821000039577,-0.498358696699,0.548741102219,-0.756573438644,0.473189592361,0.51790356636,-0.591064095497,-0.0898935943842,-0.0558957718313,-0.991481125355,-0.65055000782,0.143782317638,0.0852502435446,0.814010202885,-0.220509454608,0.17694504559,0.453143030405,-0.919090688229
