rid,DOS046_A375_24H:BRD-K85174275-001-01-2:5,DOS046_A549_24H:BRD-K85174275-001-01-2:5,DOS046_HT29_24H:BRD-K85174275-001-01-2:5,DOS046_MCF7_24H:BRD-K85174275-001-01-2:5,DOS046_PC3_24H:BRD-K85174275-001-01-2:5,DOSBIO001_A375_24H:BRD-K85174275:10.076,DOSBIO001_A549_24H:BRD-K85174275:10.076,DOSBIO001_HT29_24H:BRD-K85174275:10.076,DOSBIO001_MCF7_24H:BRD-K85174275:10.076,DOSBIO001_PC3_24H:BRD-K85174275:10.076,DOSBIO001_NEU_24H:BRD-K85174275:10.076,DOSBIO001_NPC_24H:BRD-K85174275:10.076
5720,-1.12401235104,-0.929799973965,0.165100008249,-0.391950011253,-0.855810344219,0.306783497334,-0.228375732899,0.257540106773,0.442395210266,0.0464547015727,0.581450045109,0.516666650772
466,-1.86134850979,0.403849989176,0.919900000095,1.51374995708,0.272400438786,-0.865493655205,-0.190813794732,-0.481643229723,0.860090732574,-0.951359152794,-0.389750003815,0.125466674566
6009,-1.2422298193,-0.0494499802589,2.07940006256,-1.45399999619,-0.0150440335274,0.609126150608,-0.38725823164,-0.610763907433,0.0870077610016,0.389679461718,-1.0625,-0.0933000072837
2309,-0.553909003735,1.18990004063,0.616050004959,0.765200018883,-0.937438488007,-0.753509759903,-0.547620296478,0.162916868925,-0.585071802139,0.190092951059,-0.111600011587,0.47866666317
387,1.56312966347,0.702199995518,1.35514998436,1.02555000782,-0.282913893461,-0.14900046587,0.0423869714141,0.222147449851,0.439382731915,0.0874635279179,-0.636450052261,0.276266694069
3553,1.13056218624,-0.0586500167847,0.446249991655,0.588450014591,-0.381251037121,1.36008453369,1.66318941116,0.181963816285,-0.0434730798006,-0.450699985027,1.01405000687,0.380933344364
427,0.258898109198,0.74665004015,0.348450005054,1.72600007057,0.74151456356,-0.386646449566,-0.195697173476,-0.407520055771,0.16112574935,-0.0243414305151,-0.142949998379,0.0787666738033
5898,-0.240804448724,0.769549965858,0.765799999237,1.50199997425,0.516362667084,0.0882280617952,-1.61089301109,-0.169627726078,0.905524373055,-0.30675560236,-0.0857499837875,-0.794933438301
23365,2.37082743645,0.352600008249,-0.396950006485,0.116750001907,0.428381353617,-0.166232094169,0.179668605328,0.423647642136,0.401536107063,-0.704864680767,0.269100010395,-0.0664000064135
6657,-0.256240844727,3.26520013809,1.01755011082,0.671599984169,-0.0762205198407,0.853951871395,0.8638458848,-0.443988084793,-0.192688345909,-0.0214388743043,-0.649650037289,-1.21870005131
5054,-0.586829125881,1.23329997063,-0.186199992895,-0.178750008345,-0.460834383965,-0.428978383541,-0.109271332622,0.491763114929,-0.773028731346,-0.534548521042,0.0452000200748,-1.62200009823
3108,0.891110181808,1.62150001526,-0.943550050259,1.60035002232,-0.336442410946,-0.902843952179,-0.811897277832,-0.814745664597,-0.510622680187,-0.193663671613,1.60789990425,-0.906966745853
1950,0.311802983284,-1.32840001583,-1.01450002193,-0.709499955177,-0.649593532085,0.725839078426,0.377925753593,0.107171297073,-0.43163138628,0.0765300914645,0.00650000572205,-0.399533361197
351,-0.684996128082,-0.95459997654,-0.10339999944,0.393449991941,0.318492531776,0.531233608723,0.510232210159,0.0253238528967,-0.619343996048,-0.234545662999,-0.0869999974966,0.220299959183
4846,-0.216836184263,-0.139299988747,0.211450010538,-0.07515001297,-3.73456907272,-0.694547772408,0.0481988191605,0.172779887915,-0.896955370903,0.240150779486,1.65135002136,0.184966668487
1452,-0.162856757641,0.054800003767,1.1860499382,0.480000019073,0.559034883976,-0.299576073885,-0.939324021339,0.396310061216,0.382206916809,0.972824990749,-0.726499974728,0.262900024652
4776,2.81548166275,-0.511650025845,-0.382950007915,0.394699990749,0.256924986839,1.51763570309,1.37378334999,0.838792145252,-0.200947403908,-0.429253906012,-0.182649984956,0.00493332743645
6908,-0.998852550983,0.638750016689,0.094749994576,3.8249001503,-0.700977683067,-0.181448429823,-0.652267336845,0.218725442886,0.705113887787,0.233806759119,-0.733850002289,-0.319300025702
672,-1.54755020142,0.673150002956,0.0909000039101,1.24779999256,-0.449019402266,-0.19639120996,0.361296534538,0.358876109123,0.76354598999,0.523557305336,0.243800014257,-0.332166671753
5710,-3.24532914162,0.941150069237,-0.366050004959,0.363350003958,0.518917024136,0.5782995224,-0.0265225172043,0.257928609848,0.563565909863,0.63516664505,-0.991850018501,-0.273399978876
2115,0.382444739342,2.43690013885,0.428600013256,-0.403699994087,0.82651758194,-0.625774860382,0.855012059212,1.45513129234,-0.234471231699,0.887226998806,-0.40569999814,0.474566698074
