rid,CVD001_HEPG2_6H:BRD-K89205986-001-01-0:10.9,CVD001_HEPG2_6H:BRD-K89205986-001-01-0:2.725,CVD001_HEPG2_24H:BRD-K89205986-001-01-0:10.9,CVD001_HEPG2_24H:BRD-K89205986-001-01-0:2.725,CVD001_HUH7_6H:BRD-K89205986-001-01-0:10.9,CVD001_HUH7_6H:BRD-K89205986-001-01-0:2.725,CVD001_HUH7_24H:BRD-K89205986-001-01-0:10.9,CVD001_HUH7_24H:BRD-K89205986-001-01-0:2.725,CVD001_PHH_6H:BRD-K89205986-001-01-0:10.9,CVD001_PHH_6H:BRD-K89205986-001-01-0:2.725,CVD001_PHH_24H:BRD-K89205986-001-01-0:10.9,CVD001_PHH_24H:BRD-K89205986-001-01-0:2.725
5720,-1.0889248848,0.717991530895,-0.299601495266,0.31862694025,0.0463755428791,0.911156117916,-0.310214281082,0.521743714809,-1.03471469879,0.0101231634617,1.10119593143,-0.924134194851
466,-0.456704944372,-0.360673010349,0.0638298094273,0.139372080564,-0.0998767763376,0.211044713855,-0.433833092451,-0.441229403019,-0.111929357052,0.363679468632,-0.674488425255,0.473436176777
6009,-0.502020716667,0.524388670921,-0.236397773027,-0.312046706676,-0.415385425091,-0.263349294662,-0.566236674786,-0.744427621365,0.587402105331,-0.235267758369,-0.582804083824,-0.0866746008396
2309,0.631755590439,-0.242708653212,0.0615609958768,-0.224060192704,0.712438225746,-0.0389242395759,0.649797022343,-0.824774026871,-1.34429931641,-1.77430105209,-1.58601999283,-1.93156409264
387,0.592409789562,0.0670558810234,-0.327151179314,-0.719416856766,0.409412026405,-0.242018222809,-1.19585359097,-0.200667634606,0.371189534664,-0.145110115409,0.920559704304,0.103775724769
3553,-1.4892115593,0.22314670682,-0.530976593494,1.96481835842,-0.0608368217945,0.763468980789,0.0669533088803,0.418936312199,0.469756364822,1.0850212574,0.392847657204,0.0706496089697
427,0.312027961016,-1.26793837547,0.469698876143,-1.03798258305,-0.696507573128,-0.0295084677637,0.425351142883,-0.753110766411,0.212300747633,-1.37306404114,0.0123599842191,0.374540627003
5898,-0.107517063618,-0.171306937933,0.319811075926,0.159768596292,0.845183968544,0.523868322372,0.179696694016,-0.468965530396,0.249100595713,0.244139939547,0.0923513025045,0.260805487633
23365,0.266737282276,-0.16928628087,-0.538365960121,-1.15795254707,0.261106491089,0.141226351261,-0.104113891721,0.827704846859,0.0880102813244,-0.207177221775,-0.43036082387,0.119706854224
6657,-0.898985624313,0.549425005913,0.129737347364,0.965211331844,-0.801886200905,0.573901772499,0.418430000544,0.287971496582,1.35587906837,0.830008268356,-1.08375442028,-0.145650535822
5054,0.625377416611,-0.665253639221,0.523305952549,0.0260688178241,1.65548181534,0.490349173546,1.54786491394,0.502083301544,0.678839743137,-1.35922837257,1.23662924767,-0.812845945358
3108,-0.0843807458878,-0.104324512184,-0.652590155602,2.23962831497,-1.30191850662,0.0147336274385,-0.120348721743,-0.488367497921,0.441026359797,-0.413791209459,-0.174699425697,-0.46214863658
1950,-0.966222465038,0.157760024071,0.120705626905,0.089884698391,-0.687774121761,-0.271635770798,-0.0701185688376,-0.294718742371,1.99879765511,0.302181661129,-1.09271407127,0.00475186109543
351,-1.31312680244,-0.989320993423,0.714216053486,0.103149175644,-0.122268438339,-0.462987661362,-0.340248942375,-0.941201984882,-0.441085040569,-0.0297407843173,0.135687053204,0.663393557072
4846,1.44591271877,-0.671048521996,2.06743454933,0.144220203161,-0.490181595087,-0.273071289062,1.47814059258,0.0506509244442,0.471891373396,0.36146941781,-0.308081865311,1.34290158749
1452,0.633571147919,-1.71340847015,0.774061322212,0.12045673281,0.535942912102,-0.460153579712,-0.296146184206,-0.335976302624,-0.528988182545,0.352064609528,0.652909934521,0.399922847748
4776,4.29217195511,0.00771695375443,-0.0904565751553,1.13818824291,-0.659055411816,-0.498345732689,-0.547703325748,0.555551469326,0.341729789972,0.714567661285,-0.636352598667,-0.154281586409
6908,0.00648865103722,1.66284835339,0.294095814228,-0.712072849274,0.110619351268,2.08370184898,-0.079189658165,-0.10412940383,0.995821774006,0.751901268959,1.85434556007,-0.311898678541
672,-0.0425429195166,0.0144377611578,-0.698751747608,0.505929708481,-1.48448467255,-0.671189188957,1.02743518353,0.697953701019,-0.669870018959,0.836752057076,0.34014248848,0.833673536777
5710,-0.581432580948,0.00879248976707,-0.313382983208,0.0885178372264,-0.396954238415,0.496564477682,-0.118566259742,-0.857597470284,1.26753759384,0.876120209694,1.0290389061,-0.348602592945
2115,0.277146190405,-0.44919359684,0.176795497537,-0.207850530744,-0.541434109211,-1.15657436848,-0.628939449787,-0.207764610648,-0.0243344083428,-0.540716528893,0.0995066165924,0.382471501827
7015,0.157536491752,0.427563399076,0.491204917431,1.24113059044,-0.491231739521,0.582534432411,0.920107603073,0.576176166534,1.75885081291,0.487796604633,-0.570908665657,-0.0312331244349
8726,0.203310832381,-0.0584524869919,-1.43843066692,0.291601240635,-0.266562044621,0.290453016758,-0.976862311363,0.363354921341,-1.39237427711,0.0470754206181,0.562314987183,-0.269719421864
2185,-0.912308812141,-1.05899882317,-0.4001711905,0.989477455616,-1.15457940102,-0.47062921524,-0.781141281128,-0.422682374716,0.515083670616,0.397456169128,-1.58714842796,0.570550084114
3315,0.10313102603,-0.640480160713,0.152933984995,0.643151342869,-0.175554648042,0.29535022378,0.605751991272,1.34043335915,0.305088996887,-0.802433133125,1.12975072861,0.3372797966
5289,0.452489376068,0.348498523235,0.281933277845,-0.30990844965,-0.3417763412,-0.173303082585,-1.01028728485,0.0479264110327,1.48887372017,0.221429169178,-1.10369122028,-0.829714715481
868,0.660351932049,0.552585840225,0.702957570553,0.416758596897,1.99795627594,0.754511594772,0.51992970705,0.253854930401,-0.248180061579,-0.320722430944,0.275202602148,-0.159311145544
1677,-0.569794714451,0.143834099174,-0.0740752965212,-0.227717086673,-0.288298249245,0.144051015377,-0.232456535101,0.17719078064,1.05005896091,0.629832923412,-1.36530995369,0.0726964697242
7043,-0.852964043617,0.0239213556051,-0.172081291676,-0.218435764313,-0.791133880615,0.0496306791902,0.341296315193,0.268485933542,0.333096325397,1.94803500175,-0.115132801235,0.803852200508
5613,0.295644164085,-0.661917448044,-0.339708089828,1.22174346447,-0.521234571934,1.23326730728,-0.346402794123,3.80134439468,0.482988655567,2.04797148705,-1.51325321198,0.648791372776
595,0.320555388927,-0.212211549282,-0.324404358864,-0.746936917305,-1.30707919598,0.14329457283,0.514477968216,0.952669382095,-1.10502421856,-0.245354741812,0.00805503129959,1.41845595837
4793,0.980168581009,-0.560005187988,0.0661168247461,-0.0231062918901,0.862217009068,-0.624552965164,0.742770373821,-0.0396054685116,1.16041254997,0.155877873302,-0.050021559,-0.464307516813
2736,-0.726837813854,-0.989769458771,0.873274445534,0.736640751362,-0.469131112099,0.0149826407433,-0.58017385006,-0.141252487898,1.78364884853,0.603954315186,-1.02064144611,1.7991386652
5290,-0.54033023119,-0.660710275173,0.60798227787,0.730967521667,-0.098123036325,-0.125979572535,-0.403614878654,-0.623538851738,1.04733538628,1.02764117718,-0.329429119825,-0.239876314998
6194,-0.000494668725878,-7.65565782785e-05,-0.000239202956436,0.000242510897806,-0.107972219586,0.397584795952,0.0352024957538,-0.0420767553151,0.000224810122745,0.000367768458091,0.0,-6.53623210383e-05
1676,-0.586191475391,-0.554577231407,-0.148315250874,0.570339024067,0.268891900778,0.345867812634,0.963150382042,-0.16071498394,0.588837742805,1.15514242649,-1.11403572559,0.86782592535
23512,-0.614396095276,0.171614915133,-0.408082574606,0.190978899598,-3.41735363007,-0.666322112083,-0.131770044565,0.745712459087,0.156856447458,0.609984457493,0.545225977898,0.540386378765
148022,0.596264958382,-0.234527543187,0.693165898323,0.499126404524,2.35285663605,0.532429993153,1.11547088623,0.715241909027,0.921001553535,0.000697076320648,0.189824968576,0.511226534843
