rid,CPC011_A375_6H:BRD-K71289571-001-08-0:10,CPC011_A549_6H:BRD-K71289571-001-08-0:10,CPC011_A549_24H:BRD-K71289571-001-08-0:10,CPC011_HA1E_6H:BRD-K71289571-001-08-0:10,CPC011_HT29_6H:BRD-K71289571-001-08-0:10,CPC011_MCF7_6H:BRD-K71289571-001-08-0:10,CPC011_MCF7_24H:BRD-K71289571-001-08-0:10,CPC011_PC3_6H:BRD-K71289571-001-08-0:10,CPC011_PC3_24H:BRD-K71289571-001-08-0:10,CPC011_VCAP_6H:BRD-K71289571-001-08-0:10,CPC011_VCAP_24H:BRD-K71289571-001-08-0:10,CPC020_A375_6H:BRD-K71289571-001-04-9:10,CPC020_A549_6H:BRD-K71289571-001-04-9:10,CPC020_HA1E_6H:BRD-K71289571-001-04-9:10,CPC020_HCC515_6H:BRD-K71289571-001-04-9:10,CPC020_HT29_6H:BRD-K71289571-001-04-9:10,CPC020_MCF7_6H:BRD-K71289571-001-04-9:10,CPC020_MCF7_24H:BRD-K71289571-001-04-9:10,CPD002_MCF7_24H:BRD-K71289571-001-07-2:10,CPC020_PC3_6H:BRD-K71289571-001-04-9:10,CPC020_PC3_24H:BRD-K71289571-001-04-9:10,CPC020_VCAP_6H:BRD-K71289571-001-04-9:10,CPC020_VCAP_24H:BRD-K71289571-001-04-9:10,CPD002_MCF7_6H:BRD-K71289571-001-07-2:10,CPD002_PC3_6H:BRD-K71289571-001-07-2:10,CPD002_PC3_24H:BRD-K71289571-001-07-2:10
3315,1.10290002823,-1.12452769279,-0.15645724535,-1.09400010109,-3.99628901482,0.771499991417,-0.0341500043869,0.271367371082,-0.891372323036,0.471207380295,1.8371155262,0.452629297972,-0.0347999930382,-0.657528698444,0.765100002289,0.00566364824772,0.293392777443,-0.659691154957,-0.898454904556,-0.258895039558,-0.953189492226,-0.119104914367,-0.616064846516,-0.643432974815,-1.18128621578,-1.08926451206
5289,-3.29659986496,0.330829918385,-0.317146331072,0.118400000036,-0.493071138859,0.0225499868393,1.10554993153,-0.101546987891,-0.71707868576,0.133131504059,-0.428475618362,-0.602645516396,-0.0149000026286,0.922174930573,-0.00849997997284,-0.219066098332,-0.560553610325,0.159145012498,-0.451374292374,0.546841859818,0.360610187054,0.350691437721,0.0819522812963,-0.845080256462,-0.890857279301,0.24418759346
868,-0.779433369637,0.151379466057,0.232319504023,-0.336049973965,-0.49111354351,-0.409700006247,0.569550037384,0.136185824871,2.59903120995,-1.00654733181,-0.432451575994,3.78929328918,-0.315450012684,0.33876606822,1.82940006256,-0.88354408741,0.32590007782,0.416036814451,-0.672381341457,4.97426128387,0.114079594612,0.553916871548,-0.702828109264,-1.45240998268,-0.635277509689,-0.358545839787
1677,1.08136665821,0.365299403667,-0.0246860235929,-0.207399994135,-0.252547562122,0.727900028229,0.662549972534,2.14619922638,0.479633718729,-0.279691159725,0.204583927989,-0.737261593342,0.405500024557,0.844501674175,-0.133599996567,-0.383191764355,-0.0254162885249,-0.00593119673431,-0.277765274048,2.40532016754,1.25912261009,0.950171649456,-0.532806277275,0.480326712132,-0.188374757767,0.045083001256
7043,0.115933328867,0.413398146629,0.0671555325389,-1.03740000725,0.298393279314,-0.677999973297,1.10135006905,0.19058188796,-1.20318102837,-0.98249065876,0.22185306251,-0.0211786925793,0.342000007629,0.744960188866,1.06145000458,0.286994159222,-0.355242013931,0.303697168827,-1.11258137226,-0.779203414917,-0.0389620736241,1.38493251801,-0.0076508000493,-2.33992767334,-1.70574998856,-0.249841451645
5613,0.77689999342,0.491835713387,0.373292058706,0.210450008512,-0.127669870853,0.646450042725,1.19099998474,1.42635190487,1.18913042545,-1.51423931122,0.0503288172185,-0.29255631566,-0.18670001626,1.43303644657,-0.450299978256,-0.344714522362,0.0228474959731,0.652188301086,-0.0162905603647,1.06072211266,0.408859789371,-0.041229493916,0.0290172696114,-0.64120721817,0.256449967623,1.47973680496
595,0.071799993515,-1.29916858673,0.228157117963,0.0050999969244,-0.0984314605594,-0.452700018883,0.775449991226,-0.0907906442881,-1.78555202484,0.741417884827,0.27909937501,-0.377749860287,-0.261799991131,-1.24776673317,-0.83394998312,0.801245391369,0.318533837795,-0.7055336833,-1.50835442543,-0.31741258502,-0.632447957993,-0.312196999788,0.113653898239,-0.315210223198,0.6527531147,-1.55880987644
4793,0.412633359432,-0.508889913559,4.98714256287,-0.0936000049114,-0.440728545189,-0.489100009203,-1.02110004425,0.0474619269371,-0.0252711698413,0.31634759903,-0.425191670656,-0.0365907400846,0.0215000212193,1.0239289999,0.0685000121593,0.319270074368,-0.148879274726,-0.637404024601,-0.266141861677,-0.392233133316,-0.690462470055,0.884406805038,-0.821412324905,0.192472875118,1.04759800434,-0.041896790266
2736,0.314966708422,-0.441004544497,0.108009159565,-0.233650013804,-0.063514187932,0.39904999733,0.537750005722,0.842925548553,-0.27718091011,-0.458569139242,-0.0711976513267,0.382707357407,-0.424099981785,1.50602483749,-0.150450006127,0.416810035706,0.366260349751,0.641594171524,-0.640549302101,0.134392440319,2.75179862976,0.519471466541,0.323815226555,-0.824561297894,-0.859493851662,-0.362922370434
5290,-0.108133375645,0.476453781128,-0.771439433098,0.0935000032187,-0.115141354501,1.09799993038,0.0674499869347,0.403388530016,0.280543297529,0.552642941475,-0.829648911953,-0.0513040162623,0.168500006199,1.103936553,0.948149979115,-1.01053309441,-0.305203408003,-0.917372226715,-0.116665840149,0.571274518967,-0.351260006428,0.457625806332,-0.721405029297,-0.268464684486,-0.723146319389,0.338172197342
6194,0.0,-4.45834302809e-05,0.586407542229,-0.00034999998752,0.0319432094693,1.4076499939,0.117449998856,-0.18504537642,-0.301262646914,0.457787930965,0.328899204731,0.0358685031533,-0.000300000014249,0.0,0.00034999998752,-0.485732376575,-0.206600978971,0.336066633463,0.676374435425,-0.0822924524546,-0.0903240293264,-0.962677836418,0.132080331445,0.0193411111832,-0.152553424239,-0.704447209835
1676,0.739300012589,0.633544743061,0.0996935963631,0.669400036335,0.0675372630358,0.556450009346,0.466400027275,0.566251933575,0.0430616736412,-0.543726205826,-0.886287748814,0.104859530926,-0.118150010705,1.52862739563,0.451449990273,-0.368157565594,-0.0562959685922,-0.0276299789548,-0.862946271896,0.759310245514,0.0576371848583,0.521675407887,0.0439609251916,-1.02888715267,-0.337977439165,0.525545239449
23512,-0.39573341608,-0.132910013199,0.272591859102,0.273449987173,0.363701939583,0.431250035763,0.764850020409,-1.20857715607,-0.789916217327,0.7811242342,0.687781691551,-0.54411059618,-0.601549983025,0.104117035866,-4.78754997253,0.0550473034382,0.0122841224074,0.798602163792,-0.728982925415,-0.417557269335,0.0406884253025,0.371877163649,-0.388182371855,-0.845162808895,-0.136287391186,-1.40095722675
148022,-0.00943332910538,-0.447316527367,1.07378590107,-0.978349983692,0.23226493597,-0.881049990654,0.610000014305,0.674948513508,-0.487377583981,-0.817870914936,0.0254060328007,0.515922307968,0.21930000186,-0.738528132439,-0.727949976921,-0.394892990589,0.0425657480955,0.388242334127,2.2982506752,0.091222256422,-0.418687492609,-0.568377614021,-0.0441448166966,1.39606928825,0.476631522179,-1.02473950386
1906,0.677266657352,-0.0308506265283,0.581480264664,0.146800011396,0.00417965650558,0.181950002909,0.470149993896,0.105218574405,0.00960392318666,0.0277418643236,-0.7341812253,-0.128987774253,0.917100012302,0.554076552391,-0.117949999869,-0.289990544319,-0.552513301373,0.117499895394,0.520945966244,-0.557016432285,0.724163532257,1.02739429474,0.0598560124636,-1.7522611618,-2.1983628273,0.575082182884
8878,0.311466693878,-0.092208981514,0.649328112602,-0.810800075531,1.65980672836,-1.34244990349,0.324649989605,0.184227198362,1.2622218132,1.20080161095,0.280909985304,-0.155200541019,0.254049986601,-0.479400753975,0.3763499856,1.57367539406,0.0692820027471,-0.356910258532,-1.48241257668,0.544243454933,0.820245504379,-1.61765980721,-0.427043348551,-1.08346641064,1.00631952286,0.195338830352
3091,0.582266688347,-0.0293207392097,0.322652041912,0.0815500020981,-0.692024469376,-0.587700009346,0.229949951172,-0.451872527599,-0.276573270559,0.275002479553,-0.145202934742,-0.877241611481,0.337249994278,0.337116599083,-0.0872000008821,0.209077805281,-0.719739973545,-0.839326858521,-0.33228969574,-0.721651434898,0.156648427248,-0.419903308153,0.339791834354,-0.890794932842,0.629236280918,-0.15876531601
5743,1.46013331413,-0.178372755647,-0.260892003775,1.23854994774,-0.453478038311,0.49564999342,-0.577149987221,0.230198830366,0.543698310852,0.170079723001,0.215650856495,-0.58852827549,-0.275749981403,0.655752360821,0.272400021553,-0.186652779579,0.350075781345,0.286179572344,-0.518842458725,-0.146118178964,-0.0832639932632,0.31589692831,0.456330180168,4.41111135483,5.24380683899,-0.163587972522
5321,-0.0517999827862,0.766250669956,-0.422456383705,0.16249999404,-0.69283413887,0.807299971581,-0.0983000099659,0.24241822958,0.544855475426,-1.3131685257,-1.01974916458,-0.294344007969,0.12935000658,0.718888163567,0.159150004387,-0.92547249794,-0.107400305569,0.457620680332,0.199128776789,0.521554410458,-0.372022688389,-0.183141827583,-0.215526685119,-1.29337751865,-1.1458106041,0.401655077934
4144,-2.03959989548,-0.538667857647,-0.597584664822,0.303099989891,0.454190254211,0.382799983025,0.198300004005,-0.202870562673,-0.419607251883,-0.282943099737,-0.35925668478,0.333767771721,-0.0565499998629,0.119581252337,0.0812999904156,1.25448620319,0.623340129852,-0.0955652743578,0.179108157754,1.20992147923,-0.146939873695,-0.623604953289,0.431323707104,-0.75594741106,-0.0140614211559,0.163469225168
1981,-0.277533352375,-0.163516998291,0.521695971489,-0.907799959183,-0.190342247486,-0.332850039005,-0.636849999428,0.130264937878,-0.628132879734,0.0773257017136,-1.19381189346,0.800025105476,1.0435000658,-0.120775789022,0.0213000178337,-0.0780479609966,0.728214740753,-0.328376531601,-0.549942970276,-0.140710577369,-1.14282774925,0.400762081146,-0.804664492607,-0.264051765203,1.16222953796,-0.879799425602
695,0.953666687012,0.29340749979,-1.23821675777,0.155199974775,0.530465662479,0.0285499989986,0.283149987459,0.359146803617,-0.152643933892,0.554956555367,1.04919111729,3.28486156464,0.111100003123,0.731630563736,0.80085003376,-0.0431466400623,0.0875425413251,0.522847115993,-0.527386307716,-0.175061956048,-0.320882052183,3.20371556282,0.474432826042,-1.19228172302,-0.359802275896,-0.401266843081
10398,0.81546664238,0.82006072998,-0.412345916033,0.017650000751,-0.101256869733,0.898749947548,1.25285005569,0.465893179178,-0.921507239342,-0.267803221941,0.226844072342,-0.455524861813,1.6493499279,-1.1161775589,0.0501500070095,0.116374231875,-0.775768399239,0.696528851986,-0.699846804142,-0.554599821568,-0.486688196659,1.00474524498,0.219816729426,-1.35325551033,-1.23320364952,-1.80163002014
5708,0.975333333015,-0.132429689169,-4.12104511261,-0.0372500121593,0.00618998706341,-0.792599976063,0.129099979997,0.479956418276,0.231632605195,-2.05896949768,0.0349936820567,-2.35732078552,0.285349994898,0.175390720367,0.492950022221,-0.646451115608,-0.207919865847,-0.324714481831,-0.837127804756,0.371058017015,0.573050200939,-0.808625102043,1.33218753338,0.132462546229,-0.0477596521378,0.482090830803
1213,-0.624400019646,-0.440451949835,0.475234627724,-0.475400030613,-0.238194465637,-1.54984998703,-0.0112999975681,-0.370594471693,-0.145490586758,-0.806025385857,-0.237227633595,0.407413423061,-0.477750003338,-0.537910223007,0.333599984646,-0.0850567594171,0.627633213997,-0.187854140997,-0.737246692181,-1.01334381104,0.602964043617,-0.465377271175,0.395600348711,0.659553050995,0.407501578331,-1.07297098637
226,-0.693633317947,-0.426311910152,-1.53896677494,0.112999975681,-0.157741159201,-1.16635000706,0.111800000072,-0.0820211619139,-0.254372596741,0.840112328529,-1.00383901596,0.421173989773,-0.409649968147,-1.24861001968,-0.443349957466,0.736774861813,-0.248529657722,-0.140731737018,-1.16186857224,-0.820927262306,-0.264968693256,-0.43884152174,0.392899006605,-0.38730096817,-0.0109181180596,-0.716071128845
6777,0.127266675234,0.158493295312,-1.07316315174,-0.205100014806,0.173653393984,0.0849500000477,0.0998999774456,-0.134601444006,-0.334674447775,1.12508928776,-0.770932614803,0.582764863968,0.407600015402,-0.399873137474,1.23064994812,-0.325799882412,-0.734691798687,-1.20005095005,-0.629085898399,0.21434289217,0.0594102218747,-0.0659534707665,0.553016364574,0.242355018854,-0.48556509614,-0.775803089142
2113,-0.00793334841728,-0.532538414001,0.108495399356,-0.283749997616,-0.397771567106,2.2063999176,0.593949973583,0.142358347774,1.10137593746,-0.64013427496,-0.207944959402,0.311913907528,0.995450019836,0.688227832317,0.489600002766,0.43415042758,-0.0925948768854,0.36158439517,-0.497202992439,-0.0981515049934,-0.296971619129,0.789559304714,-0.392932802439,-2.27389097214,-1.0270960331,1.07513904572
3329,0.0963333249092,-0.668651342392,0.724116683006,-0.0905500054359,0.274799972773,-0.832049965858,0.435400009155,0.396581143141,0.913140296936,0.475676208735,0.741891682148,0.0666315406561,-0.129099965096,-1.54693651199,0.020499996841,0.644162654877,0.10935254395,-0.375594079494,-0.177845463157,-0.390690177679,0.38264799118,-0.725359201431,1.49933969975,0.569431960583,-3.81192803383,0.396826833487
1050,0.0107999891043,0.287915706635,0.818224310875,1.06875002384,0.61280554533,-0.687050044537,-0.43694999814,0.695536613464,0.281189113855,0.48043385148,-0.406733065844,-0.261221051216,0.220100000501,0.32718449831,-0.337249994278,1.91432070732,0.828988790512,-0.0552674680948,-0.109885200858,0.820203006268,-0.411514908075,1.20362520218,-0.543207764626,0.166780114174,5.69987106323,-0.427329272032
9491,0.168499976397,0.128989711404,-0.550954520702,0.274699985981,-1.00713086128,0.0591500103474,0.232050001621,-0.177931636572,-0.232089549303,-0.684652924538,-0.820932984352,-0.267992943525,-0.0971500054002,0.820760130882,0.0067999958992,-1.00115156174,-0.400556623936,-0.836907446384,0.19500246644,0.736369490623,-0.187475144863,-0.0399475060403,0.701831638813,-1.49650287628,-0.0321671664715,0.192014694214
22926,-2.17736673355,-0.616042137146,0.560440957546,0.698849976063,0.415886998177,0.377499997616,0.963199973106,-0.0957370623946,-0.171100229025,-0.181052133441,-0.588454425335,-0.319959312677,0.391350001097,-1.38210761547,0.176849991083,-2.04962205887,-2.74348783493,-0.0478499382734,-0.987855672836,-1.21485817432,0.084448993206,0.200938552618,0.701226949692,0.118334323168,-2.32532167435,-1.21024298668
5899,0.426333367825,0.341555446386,0.161063849926,-0.241549998522,-0.165124803782,-1.61370003223,-0.162599980831,-1.30292034149,0.219546929002,1.76690399647,-0.334966421127,0.314480960369,-0.513499975204,-0.476526767015,-0.411049991846,-0.770602583885,0.462202817202,-0.954958975315,-0.628083944321,-0.990313351154,-0.903338670731,-0.441700816154,-0.0360965430737,-0.0484921336174,2.54145288467,-1.59737050533
5467,0.690966665745,-0.219284683466,-0.077954441309,-0.0380499958992,0.273083150387,-0.791450023651,1.09264993668,0.895826220512,2.6230237484,-0.0155917406082,-0.169874563813,-0.0652854293585,0.334150016308,0.789782226086,-0.860449969769,0.989738762379,-0.768457949162,-0.225015670061,-0.774952530861,1.48586523533,2.03193163872,0.65174883604,0.369837105274,-1.82673883438,1.72906351089,3.07590293884
6774,0.459900021553,-0.256622135639,0.0773466527462,0.186850011349,0.0562072470784,-0.461499989033,0.0482500009239,0.735362350941,0.919364929199,-0.541174948215,-0.246778294444,-0.190822482109,0.402649998665,-0.942562520504,0.442350000143,-0.428588747978,-0.0521370768547,-0.000287182629108,-0.505272746086,-0.251924157143,0.980933785439,-0.185939654708,0.389288663864,-0.0641385167837,-0.533243119717,0.0565754175186
1788,0.141933307052,0.562115371227,-0.755140125751,0.53560000658,-0.379516541958,0.743950009346,0.529949963093,-0.181580960751,0.0976510941982,-1.00014579296,-1.13059878349,-0.0260909348726,0.749099969864,1.24724054337,0.456200003624,-0.554085254669,-0.546220004559,-0.170994654298,-0.506552219391,0.764856874943,0.0955411195755,0.822310268879,-0.488477110863,-1.50566625595,-0.453488111496,0.346753031015
5921,-1.37526655197,-0.71062284708,-0.0784996151924,-1.55235004425,-0.620899438858,-0.215100005269,-0.112850002944,-0.266889452934,-1.58303320408,0.271819233894,0.523398399353,0.324735879898,0.230350002646,-0.281330347061,0.563699960709,0.099971473217,0.0112802609801,0.265084564686,-0.928213715553,-1.57632744312,-0.50589877367,0.481726527214,0.181477054954,-0.484404176474,-0.00693263113499,-0.822826981544
5721,-2.50929999352,-0.407253444195,0.507635593414,-0.374149978161,-0.162815004587,0.679250001907,-1.42970001698,-0.525540173054,-1.428809762,-0.543375015259,0.161545217037,0.268214166164,-0.393299996853,0.26855891943,-0.425600022078,-0.234631970525,0.460909575224,0.365217983723,1.06664121151,0.0328325740993,-0.914156615734,0.028927616775,-0.101501762867,1.12753844261,-0.523519635201,0.320494651794
