rid,CPC002_HA1E_6H:BRD-K63516691-003-01-2:10,CPC002_HA1E_24H:BRD-K63516691-003-01-2:10,CPC002_HCC515_6H:BRD-K63516691-003-01-2:10,CPC002_HCC515_24H:BRD-K63516691-003-01-2:10,CPC002_PC3_6H:BRD-K63516691-003-01-2:10,CPC002_PC3_24H:BRD-K63516691-003-01-2:10,CPC002_VCAP_6H:BRD-K63516691-003-01-2:10,CPC002_VCAP_24H:BRD-K63516691-003-01-2:10,CPC016_A375_6H:BRD-K63516691-003-01-2:10,CPC016_A549_6H:BRD-K63516691-003-01-2:10,CPC016_A549_24H:BRD-K63516691-003-01-2:10,CPC016_ASC_24H:BRD-K63516691-003-01-2:10,CPC016_HEPG2_6H:BRD-K63516691-003-01-2:10,CPC016_HT29_6H:BRD-K63516691-003-01-2:10,CPC016_MCF7_6H:BRD-K63516691-003-01-2:10,CPC016_MCF7_24H:BRD-K63516691-003-01-2:10,CPC016_NEU_24H:BRD-K63516691-003-01-2:10,CPC016_NPC_24H:BRD-K63516691-003-01-2:10,CPC016_SKB_24H:BRD-K63516691-003-01-2:10,MUC.CP006_MCF7_6H:BRD-K63516691-001-01-6:10,MUC.CP006_MCF7_6H:BRD-K63516691-001-01-6:3.3333,MUC.CP006_MCF7_6H:BRD-K63516691-001-01-6:1.1111,MUC.CP006_MCF7_6H:BRD-K63516691-001-01-6:0.3704,MUC.CP006_MCF7_24H:BRD-K63516691-001-01-6:10,MUC.CP006_MCF7_24H:BRD-K63516691-001-01-6:3.3333,MUC.CP006_MCF7_24H:BRD-K63516691-001-01-6:1.1111,MUC.CP006_MCF7_24H:BRD-K63516691-001-01-6:0.3704
5720,-2.36843371391,0.670670628548,-2.56026673317,0.818605363369,0.175600960851,-0.452867329121,0.254513114691,-0.147018805146,-0.0307812951505,-0.369100004435,-0.718050003052,2.17985486984,0.547553122044,-0.214217498899,-1.75423622131,-1.19676911831,1.41013336182,0.129166275263,-0.714275479317,4.59011268616,4.77604627609,0.735310792923,3.61214780807,-0.676900029182,1.14180004597,-1.05223298073,-0.507300019264
466,-2.67322659492,1.18378639221,0.715099990368,0.746994912624,0.402859330177,0.481843054295,0.70828050375,0.471272528172,0.729182422161,-0.163049995899,-0.68130004406,0.255064129829,-0.303727865219,0.107627846301,0.717094421387,-0.207747474313,-0.633833348751,-0.303429663181,0.204184234142,-1.28979361057,-1.06903803349,-0.43626704812,-3.10812187195,-10.0,-8.83150005341,-4.31985139847,-0.913999974728
6009,-0.035973675549,0.863062620163,-0.908566713333,0.473259210587,-0.137605026364,-0.531940758228,0.00453355908394,0.598407685757,-0.66809284687,0.186450004578,-0.949349999428,0.356487542391,0.871898412704,-0.85549223423,-1.30470609665,-0.282821416855,0.226066678762,-0.208183676004,-0.0728899911046,1.63601744175,1.96414852142,1.38540935516,2.26766347885,-3.55029988289,1.34179997444,-1.44232809544,2.07760000229
2309,-1.00923252106,-0.585256159306,1.33900010586,-0.387665957212,-0.617661476135,0.99032574892,-0.604523658752,0.200613737106,-0.536739349365,-0.566550016403,-0.69319999218,-0.905730187893,-0.184830918908,-0.839804589748,-1.47897601128,-0.426377475262,-0.728599965572,-0.388926446438,0.518840014935,0.597875416279,-0.38691624999,0.656289815903,1.12520039082,-0.840300023556,-0.694800019264,2.14945960045,0.905900001526
387,1.46209144592,0.798981964588,0.501799941063,-0.556054115295,-0.40319108963,-0.058905467391,-0.567330002785,0.283783853054,-1.35695326328,-0.738550007343,-0.848549962044,0.856649816036,0.336330235004,-1.17021048069,-2.33249425888,-1.28342664242,-0.528133392334,0.359147071838,0.0486655905843,4.25853538513,1.70610034466,1.33429229259,2.6499273777,0.44960001111,0.984300017357,2.04558753967,0.977100014687
3553,-1.11828327179,-0.0164137035608,0.150900036097,-0.54654020071,0.500260174274,0.27701869607,-0.574630320072,-0.38339355588,1.14570510387,0.514500021935,0.949450016022,0.949027299881,0.231144219637,1.63683092594,2.73496937752,1.75994932652,-0.427599996328,0.394551724195,0.430578947067,-1.03095245361,-0.611095905304,-0.162805348635,-0.578177511692,3.53660011292,1.84570002556,2.8865852356,1.32219994068
427,-1.10184276104,0.11063632369,0.413733333349,0.118778645992,-0.32039308548,0.70890557766,-0.17204156518,-0.12069196254,1.43983709812,-0.129700005054,-0.434300005436,-0.977863371372,-0.472848653793,0.180275902152,1.13643503189,-1.50481534004,-0.267400026321,-0.00885498151183,-0.184388235211,-0.602009236813,-0.256360769272,-0.597340345383,-1.38116681576,-2.78559994698,-4.20450019836,-2.61432790756,0.428200006485
5898,-1.53061139584,0.493718475103,-1.55356669426,-0.0403409972787,1.2487732172,0.235413268209,-0.478548675776,-1.17765939236,0.88893020153,0.548300027847,-1.22464990616,1.06809091568,0.117567449808,-0.480063199997,2.53977799416,-0.284482598305,0.150033324957,0.382652670145,0.316277980804,-0.341126978397,-0.353366017342,-0.88533872366,0.735405802727,-1.29700005054,-1.08469998837,-1.55896937847,0.675599992275
23365,0.241934031248,-0.174786046147,0.192333325744,0.566523551941,-0.607824027538,-0.459349274635,0.445153981447,-0.131156280637,0.0698176920414,-0.0415499955416,0.101499989629,-0.00584074482322,-0.0972068756819,-1.59128761292,0.583253979683,-0.846303701401,-0.0272333323956,-0.546967864037,0.471400529146,4.2106628418,1.53858685493,0.525522768497,3.61253499985,0.942099988461,0.650099992752,-1.02686178684,-0.536899983883
6657,0.984815061092,-0.0197470039129,0.908166706562,-0.190813034773,0.283572345972,-0.118291765451,-1.15665543079,-0.0695815831423,0.783400714397,0.0272499918938,0.826150000095,0.518126606941,-0.233935847878,1.36512207985,2.5869076252,1.00056624413,-0.422399997711,-0.0228631347418,0.712995886803,1.74174964428,0.941741168499,-0.233450993896,0.142835557461,4.86749982834,1.66050004959,2.96560192108,-0.234300002456
5054,-0.944787919521,0.15661008656,0.11850002408,0.22554191947,-1.7183650732,-3.16187739372,-0.357191622257,-0.281860113144,0.555150866508,-0.286599993706,-1.97090005875,-0.782601833344,-0.102063544095,0.282510757446,5.03078937531,0.825023233891,-0.699800014496,-0.679143548012,-0.762762606144,1.1387488842,2.56269741058,-1.1824297905,-1.31673061848,3.37820005417,-0.611899971962,1.61450397968,-1.19529998302
3108,1.41179060936,0.339512944221,1.06860005856,-0.473732292652,0.153728470206,0.195087790489,-1.57773542404,-1.01926851273,-1.06589734554,-0.619149982929,-1.07150006294,0.333204567432,0.507414698601,-0.734105408192,1.52364444733,-0.516352832317,-0.94010001421,6.36200666428,0.0124567523599,2.01272535324,0.229089587927,1.32949066162,6.55043983459,-0.674499988556,0.305900007486,1.0497508049,0.0
1950,1.92042672634,0.373174548149,0.78833335638,0.372566610575,-0.166270390153,-0.355851739645,-0.274212181568,-0.214641645551,1.67219889164,-0.499199986458,1.19880008698,-0.913292884827,-0.209796190262,1.60217690468,3.0136039257,1.28795540333,-0.603866696358,-0.206632822752,-0.494878947735,-0.329420626163,-0.504954576492,-1.31823158264,-1.22980844975,2.9797000885,-0.188600003719,1.18256759644,-1.07509994507
351,-0.407322525978,-0.374878942966,0.262366652489,0.0989312157035,0.157451733947,-0.00101082620677,0.427186995745,-0.892284870148,0.747182965279,0.266099989414,0.768200039864,-0.410148441792,0.110649839044,0.82814925909,1.93356657028,0.517381072044,-0.000900000042748,0.0174741912633,0.39675372839,-2.80677247047,-6.07126617432,-1.35787391663,-3.24709892273,1.06749999523,0.127499997616,-0.378075301647,-2.82430005074
4846,-0.497029364109,-0.698063850403,-0.669700026512,0.464989006519,0.451136440039,0.194860011339,0.182796865702,0.559495508671,0.252482950687,-0.833350002766,0.361000001431,0.329295009375,-0.150125056505,-0.856601417065,2.98737430573,0.564051508904,-0.154866635799,0.473086893559,1.00492572784,-1.31647539139,-0.713216125965,-0.180129021406,0.0722621381283,0.952400028706,0.526799976826,5.51473999023,0.449200004339
1452,-0.98191511631,-0.460726350546,0.396666675806,-1.57686161995,0.36027354002,-0.242144227028,-0.0866568237543,0.0342440158129,-1.254378438,-0.743099987507,0.440750002861,-1.08081495762,-0.0492540448904,-1.10467934608,-0.958918809891,-0.219719752669,0.737633347511,0.558652043343,-0.403648495674,0.591913282871,-1.45928502083,0.545147359371,0.151831656694,-1.00119996071,0.563399970531,-0.21111112833,0.459199994802
4776,1.54367184639,0.588327229023,0.289400041103,-0.0191089697182,-0.0286618992686,0.099373921752,-0.725068688393,0.229027032852,1.16499888897,0.589900016785,0.550300002098,1.81726276875,0.0225623846054,1.74304282665,2.98339176178,1.43495416641,0.477500021458,0.350520133972,0.226447105408,-1.13311624527,-0.686298370361,-1.0733808279,6.16725587845,3.59389996529,0.480199992657,2.51003026962,-0.58679997921
6908,0.141573667526,0.777958035469,0.997100114822,0.0178009532392,0.236713469028,0.0896204486489,-0.0206121206284,0.0243021957576,0.65266674757,0.0399999916553,-0.675599992275,-1.05391561985,0.59569478035,-0.179074734449,-1.18199372292,-0.559584259987,-0.754633367062,-0.0543903037906,0.317188829184,-0.715612411499,0.208529680967,-0.111354470253,-1.66981470585,-2.39599990845,0.710900008678,0.117753386497,0.992100000381
672,0.694315552711,0.469100773335,0.44216671586,-0.272557795048,-0.750994086266,0.451744258404,1.32536673546,1.43685495853,0.615121483803,-0.244299992919,0.398000001907,1.05041182041,0.253846287727,1.09927797318,2.23587322235,-0.982521772385,1.25036668777,0.355419754982,-0.409228235483,-1.53347253799,-1.6003831625,-1.18828558922,-1.9905591011,-1.61640000343,-1.74059998989,-2.65137815475,-0.530300021172
