rid,CPC003_HA1E_6H:BRD-K76205745-001-04-1:10,CPC003_HA1E_24H:BRD-K76205745-001-04-1:10,CPC003_HCC515_6H:BRD-K76205745-001-04-1:10,CPC003_HCC515_24H:BRD-K76205745-001-04-1:10,CPC003_PC3_6H:BRD-K76205745-001-04-1:10,CPC003_PC3_24H:BRD-K76205745-001-04-1:10,CPC003_VCAP_6H:BRD-K76205745-001-04-1:10,CPC003_VCAP_24H:BRD-K76205745-001-04-1:10,CPC006_A375_6H:BRD-K76205745-237-05-8:160,CPC006_A375_24H:BRD-K76205745-237-05-8:160,CPC006_A549_6H:BRD-K76205745-237-05-8:160,CPC006_A549_24H:BRD-K76205745-237-05-8:160,CPC006_A673_6H:BRD-K76205745-237-05-8:160,CPC006_AGS_6H:BRD-K76205745-237-05-8:160,CPC006_CL34_6H:BRD-K76205745-237-05-8:160,CPC006_CORL23_6H:BRD-K76205745-237-05-8:160,CPC006_COV644_6H:BRD-K76205745-237-05-8:160,CPC006_DV90_6H:BRD-K76205745-237-05-8:160,CPC006_EFO27_6H:BRD-K76205745-237-05-8:160,CPC006_HA1E_6H:BRD-K76205745-237-05-8:160,CPC006_HA1E_24H:BRD-K76205745-237-05-8:160,CPC006_HCC15_6H:BRD-K76205745-237-05-8:160,CPC006_HCC515_6H:BRD-K76205745-237-05-8:160,CPC006_HCC515_24H:BRD-K76205745-237-05-8:160,CPC006_HCT116_6H:BRD-K76205745-237-05-8:160,CPC006_HEC108_6H:BRD-K76205745-237-05-8:160,CPC006_HEPG2_6H:BRD-K76205745-237-05-8:160,CPC006_HT115_6H:BRD-K76205745-237-05-8:160,CPC006_HT29_6H:BRD-K76205745-237-05-8:160,CPC006_HT29_24H:BRD-K76205745-237-05-8:160,CPC006_JHUEM2_6H:BRD-K76205745-237-05-8:160,CPC006_LOVO_6H:BRD-K76205745-237-05-8:160,CPC006_MCF7_6H:BRD-K76205745-237-05-8:160,CPC006_MCF7_24H:BRD-K76205745-237-05-8:160,CPC006_MDST8_6H:BRD-K76205745-237-05-8:160,CPC006_NCIH1694_6H:BRD-K76205745-237-05-8:160,CPC006_NCIH1836_6H:BRD-K76205745-237-05-8:160,CPC006_NCIH2073_6H:BRD-K76205745-237-05-8:160,CPC006_NCIH508_6H:BRD-K76205745-237-05-8:160,CPC006_NCIH596_6H:BRD-K76205745-237-05-8:160,CPC006_NOMO1_6H:BRD-K76205745-237-05-8:160,CPC006_OV7_6H:BRD-K76205745-237-05-8:160,CPC006_PC3_6H:BRD-K76205745-237-05-8:160,CPC006_PC3_24H:BRD-K76205745-237-05-8:160,CPC006_PL21_6H:BRD-K76205745-237-05-8:160,CPC006_RMGI_6H:BRD-K76205745-237-05-8:160,CPC006_RMUGS_6H:BRD-K76205745-237-05-8:160,CPC006_SKLU1_6H:BRD-K76205745-237-05-8:160,CPC006_SKM1_6H:BRD-K76205745-237-05-8:160,CPC006_SKMEL1_6H:BRD-K76205745-237-05-8:160,CPC006_SKMEL28_6H:BRD-K76205745-237-05-8:160,CPC006_SNGM_6H:BRD-K76205745-237-05-8:160,CPC006_SNU1040_6H:BRD-K76205745-237-05-8:160,CPC006_SNUC4_6H:BRD-K76205745-237-05-8:160,CPC006_SNUC5_6H:BRD-K76205745-237-05-8:160,CPC006_SW480_6H:BRD-K76205745-237-05-8:160,CPC006_SW620_6H:BRD-K76205745-237-05-8:160,CPC006_SW948_6H:BRD-K76205745-237-05-8:160,CPC006_T3M10_6H:BRD-K76205745-237-05-8:160,CPC006_THP1_6H:BRD-K76205745-237-05-8:160,CPC006_TYKNU_6H:BRD-K76205745-237-05-8:160,CPC006_U937_6H:BRD-K76205745-237-05-8:160,CPC006_VCAP_6H:BRD-K76205745-237-05-8:160,CPC006_VCAP_24H:BRD-K76205745-237-05-8:160,CPC006_WSUDLCL2_6H:BRD-K76205745-237-05-8:160,CPC011_A375_6H:BRD-K66198023-237-01-9:10,CPC011_A549_6H:BRD-K66198023-237-01-9:10,CPC011_A549_24H:BRD-K66198023-237-01-9:10,CPC011_HA1E_6H:BRD-K66198023-237-01-9:10,CPC011_HT29_6H:BRD-K66198023-237-01-9:10,CPC011_MCF7_6H:BRD-K66198023-237-01-9:10,CPC011_MCF7_24H:BRD-K66198023-237-01-9:10,CPC011_PC3_6H:BRD-K66198023-237-01-9:10,CPC011_PC3_24H:BRD-K66198023-237-01-9:10,CPC011_VCAP_6H:BRD-K66198023-237-01-9:10,CPC011_VCAP_24H:BRD-K66198023-237-01-9:10,CPC015_A375_6H:BRD-K76205745-001-04-1:10,CPC015_A549_6H:BRD-K76205745-001-04-1:10,CPC015_A549_24H:BRD-K76205745-001-04-1:10,CPC015_ASC_24H:BRD-K76205745-001-04-1:10,CPC015_HEPG2_6H:BRD-K76205745-001-04-1:10,CPC015_HT29_6H:BRD-K76205745-001-04-1:10,CPC015_MCF7_6H:BRD-K76205745-001-04-1:10,CPC015_MCF7_24H:BRD-K76205745-001-04-1:10,CPC015_NPC_24H:BRD-K76205745-001-04-1:10,CPC015_PHH_24H:BRD-K76205745-001-04-1:10,CPC015_SKB_24H:BRD-K76205745-001-04-1:10,CPD003_MCF7_6H:BRD-K76205745-001-05-8:10,CPD003_MCF7_24H:BRD-K76205745-001-05-8:10,CPD003_PC3_6H:BRD-K76205745-001-05-8:10,CPD003_PC3_24H:BRD-K76205745-001-05-8:10,CPC006_H1299_6H:BRD-K76205745-237-05-8:160,CPC006_RKO_6H:BRD-K76205745-237-05-8:160
5720,0.583449959755,0.479616552591,-0.0670978799462,0.578799545765,-0.0591700710356,0.478396832943,-0.414162904024,0.86755001545,0.635631382465,0.0869827121496,0.27773308754,-0.19451341033,0.472649991512,1.12374997139,-0.652499973774,0.00319999456406,-0.030150000006,0.590100049973,-0.822099983692,-0.45230782032,0.0520070903003,0.57104998827,0.335572838783,0.189239278436,-0.519249975681,0.0545333623886,0.697882652283,-0.640699982643,0.469049721956,-0.0739775449038,0.348199993372,0.498450011015,-0.702844500542,0.712084114552,-0.119299992919,0.650499999523,0.774450004101,0.00409999489784,-0.246650010347,-0.379249989986,-0.452350020409,0.241149991751,1.16297614574,-0.580819964409,-0.487749993801,0.865050017834,-0.104734666646,-0.893149971962,0.687200009823,1.08134996891,0.384649991989,0.124549999833,0.959399938583,-0.101149998605,0.206400036812,-1.80630004406,-0.50854742527,0.455412119627,-0.700200021267,-0.413456499577,0.645449995995,-0.460199981928,0.485815167427,-0.825590133667,-0.53434997797,0.43212595582,-1.67270505428,0.420649826527,0.748649954796,-0.859950065613,0.628449976444,0.165349990129,-0.656570792198,-3.21038150787,-0.153180390596,-0.471369951963,-0.684238731861,0.296700000763,-0.117750704288,-0.539845883846,-0.552250027657,0.387786507607,-0.162741035223,0.787045955658,2.48550009727,0.722699999809,-0.173649996519,0.549800038338,0.321937143803,0.629116415977,0.232600033283,0.9824000597,0.1018999964
466,-0.0148999989033,0.400775820017,0.0115098953247,0.540480852127,-2.66849350929,0.102750763297,-0.113118685782,-0.751199960709,0.309091776609,0.0326525233686,0.0438884980977,1.02893733978,-0.0252000018954,0.663399994373,0.380700021982,-1.12024998665,0.720950007439,0.6195499897,-0.298849999905,0.367390275002,-0.0652464032173,-0.558600008488,0.187120854855,0.170802175999,-0.51289999485,0.946100056171,-0.47675666213,0.447449982166,0.347203016281,0.655761063099,-1.22324991226,0.539399981499,-0.833186745644,0.0470660030842,0.188149988651,-1.50524997711,0.463150024414,0.237049996853,-0.883499979973,-0.139650002122,-0.409500002861,0.770699977875,0.234684273601,0.204869836569,0.044650003314,0.38529998064,-0.780794620514,0.210249990225,-1.70560002327,-1.23815000057,0.150299996138,0.127550005913,0.978049993515,0.681850016117,-0.344799995422,-0.269500017166,0.541107654572,0.125264301896,-0.290149986744,-1.52941155434,0.230500042439,-1.1658000946,0.758591651917,0.385842978954,-0.151800006628,0.130674600601,-0.68156182766,0.843904852867,-0.22895000875,0.328299999237,0.049099996686,-0.160950005054,0.120901949704,0.109961777925,-0.175003021955,-1.08934617043,0.686223685741,-0.824800014496,0.867998838425,-0.540199875832,-0.38140001893,0.697717905045,1.13427889347,0.958006799221,-0.460799992085,0.584499955177,-0.157949998975,0.842350006104,-1.65115296841,0.785348057747,-1.37024998665,-0.670549988747,0.287750005722
6009,-0.120349995792,-0.00333626568317,-0.0331692099571,-0.500489532948,-0.254800677299,0.365605294704,-0.592687249184,0.325599998236,-0.0566409826279,0.207824468613,0.140140816569,-0.382363200188,0.329950004816,0.353500008583,-0.501049995422,0.13734999299,-0.609600007534,-0.071850001812,-0.060849994421,-0.257456749678,-0.539307534695,-0.196150004864,-0.367851555347,-0.690821230412,-0.440750002861,-0.556233286858,-0.198708817363,-0.899550020695,-0.387518525124,0.537318766117,-0.834049999714,1.10159993172,-0.358888924122,0.0628210753202,-0.337249994278,-0.00244998931885,-0.576900005341,-0.920650005341,-0.35229998827,-2.06279993057,-0.76835000515,-0.365550011396,0.829682648182,0.286991536617,0.303099989891,0.0325500071049,-0.494957983494,-0.814350008965,0.0543999969959,0.896499991417,-0.874199986458,-0.404400020838,0.376600027084,-0.597199976444,0.210100024939,0.199900001287,0.358949869871,0.293644607067,-0.158249989152,0.83359926939,1.18299996853,0.0816999971867,0.685628890991,-0.367164969444,-1.19860005379,0.0100999586284,-0.917266964912,-0.671389698982,-0.617850005627,-1.40057504177,0.225700005889,-0.248850002885,-0.772388279438,0.253089427948,-0.783791720867,-0.198722273111,-0.634958744049,-0.129049986601,-0.82160794735,0.970532238483,-0.63195002079,-0.0726599544287,0.859619915485,0.218198761344,-8.06890010834,-0.371650010347,-1.18155002594,-0.0385999977589,1.38854646683,1.2676076889,0.64384996891,0.364499986172,-0.775749981403
2309,0.26234999299,0.471858710051,0.124521642923,0.912264347076,0.114536464214,-0.30985763669,-0.0192023292184,-0.915899991989,-0.279253154993,-0.668573141098,-1.25770938396,0.527254343033,0.356249988079,-0.550750017166,-0.491349995136,-0.12690000236,0.0291500091553,-0.255750000477,0.245149999857,0.368214428425,-0.148573666811,-0.0471999943256,-0.767340362072,-1.07034051418,-0.247000008821,0.158966675401,-1.47083640099,-0.585550010204,-0.766328394413,-0.57607281208,0.116499997675,-0.354149997234,-0.326422780752,-0.185622304678,-0.232600003481,-0.113550007343,0.246350005269,-0.253949999809,-0.1134499982,-0.491349995136,-0.467000007629,-0.249699994922,1.18533706665,0.669540703297,-1.69274997711,-0.345950007439,-0.362679392099,-0.488299995661,0.972900032997,-0.435150027275,-0.0851500034332,-0.105799995363,-0.313699990511,-0.862699985504,-0.125900000334,-0.0779500007629,0.448726534843,-0.77438980341,-0.51810002327,-0.946772277355,0.582849979401,-0.510949969292,0.200327068567,-0.754758477211,-0.658650040627,-0.0711847245693,-0.68316245079,1.03103208542,-0.069100022316,0.47935000062,-0.727900028229,-0.136249989271,0.53486174345,3.86915636063,-1.17715501785,-1.27630054951,-0.434503912926,-0.391849994659,-0.561249434948,1.30019629002,-0.100749984384,0.853656411171,0.054448902607,-0.576448082924,2.54460000992,0.77680003643,0.591450035572,-1.59590005875,0.180117368698,1.77260267735,-0.870299994946,-0.643149971962,-0.45300000906
387,0.021899998188,0.062389511615,0.102470755577,0.471354097128,0.0272138975561,0.523829579353,-0.274051725864,0.403799980879,-0.46590924263,0.571730136871,0.0165843367577,-0.863096535206,0.248850002885,0.611599981785,-1.21850001812,-0.455650001764,0.00770001113415,0.22990000248,-0.672800004482,-0.850999355316,-0.158327713609,0.715349972248,-0.195070251822,0.0644592121243,-2.68145012856,-0.918600022793,-0.951038002968,-0.520949959755,0.146837949753,1.17531085014,-0.554200053215,-0.207550004125,-0.632118105888,0.723499298096,0.384499996901,0.0295999646187,0.0373999923468,-0.758450031281,0.0175499916077,-0.441900014877,-0.46510002017,-0.153750002384,0.38310021162,-0.122562378645,0.17824998498,-0.135549992323,-1.12517035007,-0.207699999213,-0.0697000026703,1.02489995956,0.274599999189,0.446449995041,-0.555100023746,-0.013049999252,0.299849957228,-0.50284999609,-0.372806489468,0.582780361176,-0.214249998331,-1.26906740665,0.406899988651,-0.393649995327,0.308192074299,-0.105744734406,-0.534449994564,-0.159991204739,-1.24350976944,0.594034075737,0.204299986362,0.808250010014,-0.139249995351,-0.442050009966,-0.595156013966,-0.946187138557,-1.01399874687,-0.334965109825,-0.490268975496,-0.38094997406,-0.42893832922,1.47459745407,-0.107900008559,-0.12836804986,-0.402308791876,-0.584179162979,-9.97159957886,-1.17834997177,0.783050000668,-1.03069996834,-0.682503700256,2.25411081314,-0.580799996853,-0.368149995804,-0.438499987125
3553,-0.208600014448,0.923934578896,-1.17934656143,0.293992698193,0.604931533337,0.259930759668,-0.228079393506,0.827100038528,0.578948378563,2.32043528557,-0.198508650064,1.45643770695,-0.80965000391,-0.851999998093,-0.282299995422,-0.51424998045,-0.747600018978,-0.85949999094,-0.517799973488,0.699129998684,0.733920574188,-0.00235000252724,0.407170951366,0.0930124670267,0.690099954605,-0.475666671991,2.03150963783,0.456950008869,-0.0300014540553,-0.648024916649,-0.492149978876,-1.09584999084,0.0696751028299,0.349939227104,0.0569999963045,0.695900022984,-0.783299982548,0.0392999984324,2.08365011215,0.0191499963403,-0.17634999752,-0.34114998579,1.4704003334,1.83434057236,-0.166950002313,-0.278850018978,1.36260437965,-1.21770000458,-0.517700016499,-0.488649994135,-0.0848499983549,-0.073500007391,-0.725600004196,-0.142249986529,-0.364949971437,0.0213000178337,0.0213087424636,-0.39439740777,1.05664992332,0.104177907109,-0.982649981976,-0.0136500000954,-0.284585028887,0.630160331726,-0.199949979782,0.194986015558,1.37156295776,-0.824685454369,0.634849965572,0.839624941349,0.0777999907732,0.237800002098,0.057205080986,-0.394096136093,1.33490371704,1.71757340431,-0.162578433752,-0.0710999965668,0.474833369255,-0.297000288963,0.19374999404,-0.470854759216,-0.424793452024,-0.122635930777,4.01480007172,-1.65280008316,0.882700026035,-1.17680001259,1.68864583969,0.977173388004,-0.00584999471903,0.118599995971,0.169950008392
427,-0.670349955559,0.279204159975,0.303856790066,-0.877116024494,0.139545828104,0.487222909927,-1.37588822842,-0.889549970627,-0.124945096672,-0.246567100286,-0.279132962227,0.282591223717,0.330399990082,-0.075049996376,-0.455099999905,-0.61234998703,0.677799999714,-0.187150001526,0.442200005054,-1.06259822845,-1.12425422668,0.852049946785,0.177434787154,-0.215128183365,-0.135199993849,0.224799990654,0.0251734089106,-0.291800022125,-0.322787255049,-0.628503441811,1.09889996052,0.253899991512,-0.777141153812,-1.04975092411,-0.541850030422,-0.407050013542,-0.33030000329,0.169050008059,-1.84654998779,-0.675350010395,-0.318800032139,0.956049978733,0.538443267345,-0.626135408878,0.27555000782,0.503499984741,-1.72137355804,-1.28100001812,-1.92385005951,-0.0643499940634,0.489099979401,0.346949994564,0.381050020456,1.44005000591,-0.86495000124,1.4427999258,0.69494664669,-0.671069860458,-0.497899979353,-1.17221474648,-0.7132999897,-1.78135001659,0.793985486031,0.640432536602,0.0128500163555,-0.459896981716,-0.617816865444,0.713805139065,0.937049984932,0.693599998951,-0.22515001893,0.553699970245,-0.780119717121,0.156790480018,-0.263767659664,-1.27379727364,-0.0166457891464,-0.564899981022,0.503790616989,1.90064358711,-0.752099990845,1.57725954056,0.29143306613,0.0510540902615,3.15409994125,3.66044998169,0.466350018978,-0.443499982357,-1.32132446766,0.158248633146,-0.547749996185,2.56165003777,0.197350010276
5898,-0.506449997425,0.724783241749,-0.372050881386,-0.444287240505,-0.344771057367,0.230083078146,-0.0326469354331,-0.0495499968529,0.41588807106,1.28651881218,0.205353826284,-0.773974895477,0.0222000032663,0.849799990654,0.186399996281,-0.337700009346,-0.870849967003,0.0268500000238,-0.210150018334,0.145554959774,0.436024188995,-0.86075001955,0.5969145298,-0.294834882021,-0.0985000133514,0.191600009799,-0.408799886703,0.147500008345,0.254206389189,0.902090907097,-0.253500014544,-0.488399982452,-0.583015978336,0.114562526345,0.0529999993742,-1.03094995022,-0.0724499821663,-0.0173000004143,-2.01935005188,0.494449973106,-1.09190011024,0.492449998856,0.529505729675,0.712855100632,0.347100019455,0.603300035,0.268724769354,-0.289200007915,-1.0163500309,-0.390300005674,-0.850899994373,0.36859998107,-0.078400015831,0.954149961472,-0.131950005889,-0.486400008202,1.26956653595,-0.836193025112,-0.723549962044,-1.13672161102,0.492400020361,-0.294650018215,-1.49329972267,0.465638786554,-0.185899987817,-0.416859686375,-0.151465445757,0.882981300354,-2.82039999962,-1.79049992561,-0.792100012302,0.00585000216961,0.246742814779,0.599742233753,0.0329925715923,-0.537982881069,0.144341990352,0.104849994183,0.657043397427,-0.917658627033,0.65885001421,-0.74422365427,0.250801086426,0.376278966665,0.826600015163,-1.18549990654,-0.779449999332,-1.27810001373,-0.411442518234,-0.163292139769,0.141750007868,0.294799983501,0.539149999619
23365,0.0680500045419,-0.377614140511,0.377405643463,-0.672869443893,-0.203611388803,-0.385929822922,0.160518974066,0.722100019455,-0.199770405889,-0.169049859047,0.935447394848,0.219062238932,0.0900000035763,0.0349000021815,-0.394699990749,-1.23950004578,-0.0514999963343,-0.734899997711,-0.109349995852,-0.164715752006,0.293279111385,0.634549975395,0.0576984956861,0.393673866987,-0.157900005579,0.131866633892,-0.449547320604,0.388799995184,-0.258445590734,-0.557474553585,-0.194149971008,0.346300005913,3.19634366035,0.18676546216,-0.379449993372,1.33454990387,-0.746050000191,-1.19729995728,0.220399990678,0.564399957657,0.20769995451,-0.915000021458,0.951668858528,0.952834367752,0.051550000906,2.00064992905,-0.175137788057,-0.0409500002861,-0.906599998474,1.19714999199,-0.325450003147,-0.286549985409,-0.630800008774,-0.581449985504,-0.64460003376,-0.468100011349,-0.250346630812,0.487027168274,-0.852749943733,-0.375071018934,-0.574800014496,-0.108850002289,0.62117767334,0.273864895105,-0.890299975872,-0.7682082057,0.181706726551,0.628630518913,-0.00494999811053,-0.0813749805093,-0.73115003109,-0.646800041199,0.0015225559473,-0.303076922894,0.0623130500317,-1.29353153706,-0.0682020410895,-0.314249992371,-0.490004628897,-0.834812283516,0.862550020218,-0.837862372398,-0.0379136279225,-0.43045219779,2.64459991455,-0.962849974632,-1.33150005341,-0.71044999361,-0.620905995369,-0.269513428211,3.36649990082,3.30830001831,0.955350041389
6657,-0.400900006294,0.0500299930573,0.205646812916,0.184506759048,0.263155698776,0.282623171806,-0.473586916924,-0.395850002766,0.906024813652,0.0970139726996,-0.500719249249,0.767275691032,0.722599983215,-0.712000012398,0.157600000501,0.162599995732,-0.644749999046,-0.809849977493,0.241849988699,-0.0294024050236,0.226016774774,-0.0826999992132,0.769723534584,0.535388469696,2.97510004044,0.653233349323,1.84348571301,0.136749982834,1.97921574116,-0.299196958542,-0.0508500039577,-0.781849980354,0.131936743855,-0.300119578838,0.0158500000834,-0.41455000639,0.561949968338,0.15585000813,1.29065001011,0.186899989843,0.794250011444,-0.160850018263,-0.0842531621456,0.412065625191,-0.229149997234,-0.63639998436,0.0507312193513,-0.179949998856,-0.144600003958,-1.06509995461,-0.0134499967098,-0.3695499897,-0.498849987984,0.103749997914,-0.774150013924,-0.0988000035286,-1.51873886585,-0.236468583345,0.479949980974,1.43089222908,-0.940099954605,0.522899985313,0.613691151142,0.636080980301,1.07825005054,0.110725209117,1.25677478313,-0.526534080505,0.471699982882,-0.134550005198,-0.296549975872,-0.584349989891,-0.905210494995,0.839153528214,0.778866112232,0.893076717854,-1.02960574627,0.493149995804,1.07741975784,-1.04499840736,0.0197999998927,0.292400866747,-0.18938678503,0.127097606659,-8.82789993286,-0.17159999907,0.704550027847,-1.09590005875,1.69449007511,-0.98671579361,-0.390049993992,-0.0119500160217,-0.393500000238
