rid,CPC008_A375_6H:BRD-K14324645-001-04-6:10,CPC008_A375_24H:BRD-K14324645-001-04-6:10,CPC008_A549_6H:BRD-K14324645-001-04-6:10,CPC008_HCC515_6H:BRD-K14324645-001-04-6:10,CPC008_HEPG2_6H:BRD-K14324645-001-04-6:10,CPC008_HT29_6H:BRD-K14324645-001-04-6:10,CPC008_MCF7_6H:BRD-K14324645-001-04-6:10,CPC008_MCF7_24H:BRD-K14324645-001-04-6:10,CPC008_PC3_6H:BRD-K14324645-001-04-6:10,CPC008_PC3_24H:BRD-K14324645-001-04-6:10,CPC008_VCAP_6H:BRD-K14324645-001-04-6:10,CPC008_VCAP_24H:BRD-K14324645-001-04-6:10,CPC020_A375_6H:BRD-K14324645-001-01-2:10,CPC020_A549_6H:BRD-K14324645-001-01-2:10,CPC020_HA1E_6H:BRD-K14324645-001-01-2:10,CPC020_HCC515_6H:BRD-K14324645-001-01-2:10,CPC020_HT29_6H:BRD-K14324645-001-01-2:10,CPC020_MCF7_6H:BRD-K14324645-001-01-2:10,CPC020_MCF7_24H:BRD-K14324645-001-01-2:10,CPC020_PC3_6H:BRD-K14324645-001-01-2:10,CPC020_PC3_24H:BRD-K14324645-001-01-2:10,CPC020_VCAP_6H:BRD-K14324645-001-01-2:10,CPC020_VCAP_24H:BRD-K14324645-001-01-2:10
5720,-0.486700773239,0.451150000095,-0.201516076922,0.500627279282,0.136417761445,0.215921953321,0.352062374353,0.257699996233,-0.755864739418,2.17597031593,-0.524674534798,0.769053280354,-0.295220017433,-1.46125006676,-0.0860755220056,0.111750006676,-0.312291264534,0.139913797379,0.275089472532,-0.943790972233,-0.511210680008,0.730254232883,0.157754197717
466,-0.453597605228,-0.181500017643,0.201744735241,0.726039290428,0.144077986479,0.684968829155,-0.21784260869,0.495200008154,-1.16437113285,-3.36733198166,-1.35690295696,1.05291652679,-0.0113199809566,-0.857349991798,-1.08070683479,0.000500001013279,-0.574011206627,-0.896548509598,-0.33495002985,0.0745746791363,-1.2003878355,0.366385787725,-0.818324625492
6009,-0.852857530117,0.528249979019,-1.08335494995,0.384678602219,0.432489156723,-0.0998376011848,-0.994394898415,0.287950009108,-0.540583014488,1.61584341526,0.526387155056,0.656273663044,-0.215180009604,-1.08389997482,-0.115327894688,-0.475549995899,-0.393600046635,0.0806673020124,0.292707502842,0.716361522675,-0.0363181680441,0.631201207638,-0.31144285202
2309,0.189999699593,1.06769990921,0.245769158006,-0.338132977486,0.32961127162,1.17229568958,0.0747676566243,0.111300006509,0.442473083735,3.52309012413,0.268010824919,0.130002349615,0.348619997501,-0.604600012302,0.106885358691,0.388499975204,0.322519987822,0.213834092021,-0.0406621657312,0.834219276905,0.472299337387,-0.0504788607359,0.815539121628
387,-0.659852802753,1.60280001163,-0.162541553378,0.195670574903,-0.122544616461,0.214998215437,-0.587873995304,1.37339997292,-0.00189037248492,2.41734266281,0.252334117889,0.82247531414,-0.370600014925,-0.996950030327,0.160702586174,0.0176999866962,-0.174154430628,-0.148383915424,0.635368108749,-1.0343323946,-0.535939693451,0.191843807697,-0.70696246624
3553,-0.802412390709,-0.963150024414,-0.0243690609932,-0.950469493866,-0.416454136372,-0.959307193756,0.301406890154,-0.904850006104,0.228022828698,1.65305125713,0.185088485479,-1.469581604,1.00077998638,0.406450003386,0.555021166801,-0.240649998188,-0.29756718874,-0.0663577020168,0.667480111122,0.67496663332,1.15977573395,0.414574444294,0.624795973301
427,-0.0514082238078,2.17140007019,-0.121877163649,0.530829429626,-0.249015569687,-0.577590227127,-0.335790097713,-0.49739998579,-0.750098586082,-1.19174098969,-1.70187091827,-0.435605853796,0.544560015202,1.83579993248,-1.05807828903,-1.30025005341,0.432470321655,0.240762025118,0.0844181329012,0.363265782595,-1.29037666321,-0.0550755448639,-0.466829299927
5898,-0.351464509964,0.0189000070095,0.197466492653,-0.244896262884,-0.594284772873,-2.0980451107,-0.815846741199,0.287800014019,-0.892620563507,-6.87124919891,-0.237903639674,0.35913848877,-1.07379996777,-0.60640001297,-1.06942629814,-0.275499999523,0.662018537521,-0.689786076546,-0.353324174881,-0.808851957321,0.164354026318,0.0837321728468,-0.41216352582
23365,-0.315615177155,0.246699988842,-2.04285669327,-0.540036439896,0.358407974243,-0.304237127304,-0.742212474346,0.132349997759,0.614011883736,-0.56511425972,-0.58409178257,0.0855546295643,0.0595400109887,-1.46714997292,-0.0139241814613,-0.35229998827,0.136711537838,1.09027576447,0.0614587292075,2.19282007217,0.95043951273,-0.578788995743,-0.313016086817
6657,-0.973273336887,-0.281599998474,0.168082207441,-0.650234162807,-1.17109656334,-0.593377828598,-0.164984896779,-0.403699994087,1.78805339336,0.235157296062,0.562269091606,-1.25077915192,0.362560003996,0.824649989605,0.278115481138,0.195299983025,0.298704534769,-0.287029564381,0.26841789484,0.741661131382,0.24011656642,-0.450361788273,0.41538593173
