rid,DOS020_VCAP_6H:BRD-K57061210-001-01-3:5,DOS020_VCAP_24H:BRD-K57061210-001-01-3:5,DOS043_A375_24H:BRD-K57061210-001-01-3:5,DOS043_A549_24H:BRD-K57061210-001-01-3:5,DOS043_HT29_24H:BRD-K57061210-001-01-3:5
5720,-0.425222754478,-5.0,-0.234767138958,-1.29060006142,-0.768902480602
466,0.572037816048,-0.502200007439,0.133631974459,-0.916350007057,0.139990255237
6009,0.249325186014,1.19525003433,-0.94378310442,-0.644100010395,-0.881137549877
2309,-0.42231297493,1.65450000763,-0.589847683907,0.712750017643,-0.245129704475
387,0.151256889105,2.87820005417,-0.638746321201,1.61470007896,0.0536866784096
3553,-0.257656872272,-0.356350004673,0.227880448103,0.314750015736,0.410267859697
427,1.36713171005,0.126299977303,-0.326719045639,-0.00850000977516,-0.00855359435081
5898,-0.327774494886,0.141299962997,-0.262218892574,0.0355500280857,-0.163505733013
23365,0.0453415438533,1.79460000992,-0.362338066101,-0.21044999361,-0.175425350666
6657,-0.746593534946,-0.754099965096,0.185617417097,2.94760012627,2.08830285072
5054,-0.0757909938693,-0.442099988461,-0.538040995598,0.0705500245094,-0.441106677055
3108,-0.0573413595557,3.72200012207,-0.679718911648,-1.58004999161,0.207412108779
1950,1.61061656475,-0.578800022602,0.576692700386,-1.09405004978,0.355060636997
351,0.195217072964,1.89149999619,0.179324015975,-0.430849999189,1.83363354206
4846,4.35680818558,-0.976450026035,1.00172102451,-0.0460500009358,0.473520100117
1452,-1.13980782032,0.196349993348,2.84732317924,-0.455049991608,0.451533406973
4776,-1.49855494499,-1.77904999256,0.173798233271,-0.633500039577,1.13120377064
6908,0.99640828371,0.275900006294,-1.27136468887,-1.92305004597,-0.422296077013
672,-0.158977389336,-1.31835007668,0.779754400253,-0.745700001717,0.409592241049
5710,0.74811899662,-0.68180000782,-1.80236744881,1.03859996796,0.540016055107
2115,-0.335290044546,0.248400002718,1.76063370705,0.486900031567,1.39488828182
7015,-0.835230231285,-1.12450003624,0.122161760926,0.240000009537,-0.253654122353
8726,0.772300481796,0.748849987984,0.262884497643,-0.139400005341,-0.211607068777
2185,0.614995360374,0.0466500073671,0.46816265583,-0.0106999874115,0.169416561723
3315,-2.46543574333,-2.15245008469,-1.10102546215,-0.0752499997616,-0.610801041126
5289,0.14926674962,-0.203599989414,0.625783443451,-0.279500007629,-0.388039857149
868,0.641481399536,0.196350008249,-0.297982692719,1.33194994926,-0.347094714642
1677,-0.731916546822,0.0376000106335,0.895790100098,-0.582650005817,0.555487155914
7043,-1.24217998981,-0.122700035572,0.57768881321,0.948199987411,0.254146337509
5613,0.427279472351,-2.42775011063,2.58958005905,0.562950015068,3.27743577957
595,-1.08053851128,-0.179700002074,0.695595622063,0.021950006485,0.593950033188
4793,0.4813144207,0.589749991894,-0.557607114315,-0.822050035,0.634937524796
2736,0.533222615719,-1.53359997272,0.319048881531,2.3507502079,0.071944206953
5290,-0.459680318832,-0.420199990273,0.580866575241,-0.00164997577667,1.16633462906
6194,-0.0936097055674,0.445349991322,-0.000290777301416,0.337249994278,-0.244551151991
1676,-0.0101994015276,-0.750149965286,-0.302544236183,-0.56685000658,0.852272629738
23512,-0.348566025496,5.00082969666e-05,-2.27130222321,-1.73299992085,-0.425777494907
148022,1.29307937622,-1.22635006905,-0.19877654314,0.50024998188,0.17629159987
1906,-0.138794183731,-1.87895011902,0.559963345528,-0.103599995375,0.929667830467
8878,0.0740375220776,-0.307550013065,-0.412797629833,1.36884999275,-0.458435475826
3091,-0.0205241143703,-2.37720012665,0.921413898468,-0.408599972725,0.628632128239
5743,-0.214348480105,-0.382749974728,-0.522357165813,-0.367250025272,0.77604496479
5321,0.0308129303157,-1.17760002613,-1.99617993832,-1.34560000896,0.0968345999718
4144,0.173478156328,-2.57585000992,-1.88551688194,-1.04005002975,-0.0564194917679
1981,-0.283349275589,1.51539993286,-0.205722093582,1.01335000992,0.463855266571
695,0.441997736692,-0.379500001669,0.819984793663,1.17250001431,-0.654718458652
10398,-0.156577885151,-1.0746999979,0.742047607899,-0.0253999829292,-0.102143153548
5708,-1.78990077972,-4.65059995651,0.13943490386,-0.257800012827,0.466997116804
1213,0.10143661499,1.88564991951,0.0851818546653,0.0465999990702,-2.58421087265
226,-1.09447205067,0.54129999876,0.583463788033,0.300550013781,-0.378130108118
6777,-0.21349003911,3.44994997978,0.911893844604,1.12170004845,-0.975955188274
2113,-0.680158019066,1.1644500494,-0.512875556946,0.118550002575,-0.623831927776
3329,-0.231367111206,-1.38824999332,-0.707971930504,0.183550000191,0.65116918087
1050,0.308573752642,1.05130004883,-0.504357755184,0.492949992418,-0.664354324341
9491,0.120377682149,1.33219993114,0.509288311005,0.252099990845,0.235876947641
22926,0.512211620808,0.224950015545,-4.25301074982,0.145600020885,-1.63805878162
5899,0.787648618221,1.70309996605,-0.341746449471,0.418699979782,-0.299622237682
5467,-0.512675285339,3.93620014191,0.271964281797,0.652899980545,0.403641104698
6774,0.0520515814424,3.61225008965,0.161937743425,-0.112850010395,0.294692158699
