rid,DOS026_VCAP_6H:BRD-K66033125-001-01-5:5,DOS026_VCAP_24H:BRD-K66033125-001-01-5:5,DOS048_A375_24H:BRD-K66033125-001-01-5:5,DOS048_A549_24H:BRD-K66033125-001-01-5:5
5720,0.484283149242,0.00846915133297,-0.914950013161,-0.958310008049
466,-1.04014134407,-3.81128668785,0.308800011873,-0.533700883389
6009,0.970635831356,0.616612553596,-0.216300010681,1.07822608948
2309,0.234975934029,-0.384586632252,1.08235001564,2.12821507454
387,1.04037797451,0.376595795155,-0.994449973106,1.39991235733
3553,0.874009132385,-0.423159360886,0.976249992847,0.167067408562
427,0.446390479803,1.23541080952,0.477800011635,0.0399406403303
5898,-1.22197544575,-0.469091653824,-0.353849977255,0.1560741961
23365,-0.15370221436,0.47604867816,2.08955001831,1.20814192295
6657,1.1335889101,-0.341998875141,1.1944000721,1.41031360626
5054,0.243711322546,1.61324238777,-0.143400013447,-0.140440881252
3108,0.0461209192872,-0.569760918617,-1.1237000227,0.29194766283
1950,0.847638368607,-0.480694711208,0.126249983907,0.072022035718
351,0.514787197113,0.23926396668,0.162000000477,0.405590891838
4846,1.1975389719,0.0125956907868,-0.687149941921,-0.961166620255
1452,0.655385017395,0.0786516740918,-0.822749972343,-1.47039949894
4776,1.15327966213,-0.382183551788,1.17890000343,1.12661015987
6908,1.03144478798,0.15214368701,-0.559450030327,-0.512125313282
672,-1.29034459591,-0.252408057451,0.0315000116825,-0.644247233868
5710,0.470449388027,0.52187538147,-0.860599994659,0.522944271564
2115,0.496172964573,-0.260257989168,0.677599966526,0.707219362259
7015,0.978276371956,-0.971038460732,0.457499980927,0.495936602354
8726,-1.44923174381,0.743298053741,0.0494000017643,0.0354598686099
2185,1.10663533211,0.294276952744,1.61839997768,0.510297715664
3315,0.0125252902508,-0.710270106792,-0.416500031948,0.328772217035
5289,-0.134899020195,0.317654401064,1.44889998436,0.768421649933
868,-1.79036879539,-0.700840771198,3.64205002785,-1.91639256477
1677,0.414361834526,-0.973674654961,1.24035000801,1.80835330486
7043,0.501120328903,-0.270260572433,1.05494999886,0.636171936989
5613,0.700496375561,1.72252476215,1.24145007133,0.382539391518
595,0.00614789128304,0.125202268362,-0.657299995422,1.30547249317
4793,2.20602178574,-0.336370766163,-0.927999973297,0.010354757309
2736,1.09709203243,-0.58728826046,0.199949979782,0.280939459801
5290,0.581110358238,-0.283134192228,0.456900000572,-0.384871244431
6194,-0.917072236538,0.127625212073,0.0,0.000758119102102
1676,0.695862591267,-1.19288110733,1.766299963,0.334099590778
23512,-0.87222224474,-3.45628833771,-0.0826500058174,0.121486976743
148022,1.71612870693,-0.715232074261,0.514450013638,0.353249430656
1906,0.364259272814,-0.429228246212,-1.10144996643,-4.3575258255
8878,0.866909265518,-0.119773447514,0.180700004101,0.163150385022
3091,0.163537248969,0.0706606060266,0.896250009537,-1.30994403362
5743,-0.462930768728,0.541629731655,-0.0432000011206,-0.689683794975
5321,-1.07649683952,-0.684036076069,0.789399981499,0.439434409142
4144,-0.711348891258,-0.0642021968961,0.793649971485,-1.22908306122
1981,0.284923881292,-0.632750213146,0.445950001478,0.411795765162
695,0.112610816956,-0.0447790361941,2.51384997368,-0.0700166672468
10398,0.802586138248,-0.479119420052,0.992150008678,-0.449293643236
5708,-4.85069799423,0.473164021969,-0.569350063801,-1.14258158207
1213,0.185192301869,0.987442016602,-2.28949999809,-2.27554535866
226,0.283164411783,-0.45332711935,0.0288500189781,-1.21801877022
6777,0.961897730827,0.00226340815425,0.0638999938965,0.406716585159
2113,0.795429944992,0.285714745522,0.547749996185,-0.0965033173561
3329,-0.206753626466,-1.18187451363,-0.634249985218,-1.06117582321
1050,0.820688247681,0.415781021118,-1.81764996052,-1.0735001564
9491,0.802391409874,-0.765852212906,-0.778750002384,-0.34058201313
22926,0.43282559514,-0.353393912315,0.464650034904,-0.761342346668
5899,0.481898635626,-0.0141730010509,-0.982850074768,0.28277939558
5467,1.0374083519,0.751921415329,1.51559996605,0.569826126099
6774,-0.00646068900824,0.885648131371,-0.159950017929,0.600391924381
1788,0.916175246239,-0.558223128319,0.914700031281,0.607609927654
5921,-0.22508597374,1.62924611568,-0.151749998331,2.33591890335
5721,-0.291704028845,-0.267426222563,-1.74199998379,-3.25428366661
2263,1.08085644245,-1.38059186935,-0.502650022507,0.673057973385
808,1.18198299408,-0.796130359173,-0.305550009012,1.63968038559
30001,0.732755541801,0.489998042583,-0.733550012112,0.281835079193
348,0.654231190681,-0.584792196751,1.86855006218,0.248944088817
30849,1.00645184517,0.508786320686,-0.569750010967,2.06437182426
1454,0.375438392162,-0.230884000659,-1.57225000858,-0.132918849587
6500,-1.07663357258,-0.407963216305,-0.965899944305,2.0594227314
5627,0.122705042362,0.391655772924,0.0637999996543,1.088971138
5715,-0.269121408463,-0.385130167007,-0.0469000041485,-0.567669689655
4791,0.473571956158,-0.790035605431,1.17245006561,0.703845143318
56924,-0.180590808392,-1.49259352684,-0.230899989605,1.18237793446
2690,-0.641502141953,0.287280350924,0.940199971199,1.56101107597
1019,-2.42767882347,-0.0152362305671,-1.25365006924,-2.58214783669
51422,0.714850485325,-0.679213404655,0.347299993038,-0.406208395958
5788,0.356461852789,0.598780035973,1.06469988823,1.97076737881
6709,0.130472794175,-0.270432978868,-0.758000016212,0.641870498657
1277,-0.484033852816,-0.633032262325,0.225749999285,-0.502517461777
993,0.190848603845,1.12425005436,0.615499973297,-0.113133817911
7157,-0.0891100242734,-0.0595426037908,-0.673150002956,0.0324445962906
1958,1.42842650414,0.234262540936,0.564399957657,1.2205786705
4582,0.832300662994,-0.160310521722,-0.151299998164,0.0349264591932
9212,0.815476775169,0.354191452265,0.806500017643,0.703491210938
8440,-0.658779323101,0.994261324406,-0.760650038719,-0.373044967651
6790,0.487433731556,0.0330380797386,1.02035009861,-0.0167266726494
8851,0.193597108126,1.39772129059,2.33709979057,1.67394578457
2534,1.21711111069,0.00557524710894,0.167999997735,0.230025410652
4893,1.1982254982,-0.847012639046,0.747200012207,-0.076842546463
665,0.822163820267,4.04632520676,-0.152549996972,0.281529307365
4313,0.701860368252,-0.35488820076,1.53159999847,0.0879240632057
1022,-0.440416157246,-0.540140092373,-0.284950017929,-2.59392476082
5880,0.995441555977,0.00331424176693,-0.266900002956,0.806540310383
3162,1.81853842735,-0.576966524124,-2.15054988861,0.0951733589172
1282,0.243298113346,0.269151449203,-0.961950004101,-1.61667311192
3383,-0.199114024639,0.310396015644,0.0730999708176,1.15537500381
727,1.95607209206,2.3381652832,0.537299990654,0.890117824078
4792,0.583156049252,1.15315461159,-0.512300014496,-0.103530555964
4794,1.20593285561,-0.319833934307,0.840449988842,0.699097216129
902,0.662275791168,0.399489045143,-0.0104500055313,0.526582956314
8091,0.620036125183,0.217105269432,-0.0482000000775,0.206429362297
3486,-0.131531953812,0.350733578205,0.340250015259,-0.285104334354
10818,0.724888384342,-0.526036739349,1.65380001068,0.468395799398
3454,0.39830571413,-0.330185115337,0.67015004158,0.899135828018
4282,-0.406715720892,-4.74895858765,-4.25685024261,-0.00140183093026
1605,0.734679102898,1.14560461044,-2.46500015259,0.629367470741
10644,-0.00265724956989,0.0115727484226,-0.134350001812,-0.659727275372
2065,-0.367076784372,-0.315647035837,0.431449979544,2.39286899567
8321,0.769025802612,-0.203919634223,0.958149969578,-0.0193106234074
8503,0.469953030348,0.425344109535,2.0938000679,0.804198503494
7027,1.30052947998,0.990461587906,0.496849983931,0.420061469078
6850,0.647325098515,3.69300746918,2.25764989853,0.518965601921
1978,-0.0690879300237,0.117298617959,-0.460500001907,-0.0790669322014
896,-2.23174977303,0.276162385941,-1.09474992752,-2.1252155304
5777,0.522683382034,1.09891951084,-0.247299998999,0.0205097794533
1846,-0.494106441736,-0.20223864913,-1.22570002079,-0.751726448536
5925,0.18075735867,0.401967853308,0.901250004768,1.19567930698
142,1.15014529228,-0.0877759456635,-0.342899978161,-0.455558717251
1021,-0.0342450290918,0.723065495491,-0.345450013876,-0.87974691391
5699,0.400701582432,0.851615250111,-0.49200001359,-1.99115931988
8061,1.01648116112,-0.0747408643365,-1.19595003128,0.397413730621
1870,0.552819848061,-0.801184952259,0.332049995661,0.2157997787
1398,-1.45131123066,0.196282342076,-1.15190005302,-0.391505479813
3312,-0.165275961161,0.101209849119,-0.0370500087738,0.915764987469
891,-0.21576371789,-0.80258756876,0.799049973488,0.523958265781
4775,0.340548455715,-1.14969658852,0.284000009298,0.10054141283
5111,-4.62462329865,0.703051686287,-0.11005000025,-1.52429914474
5696,-0.110850870609,0.248135685921,-5.72415018082,1.52982258797
5588,0.700015306473,0.359380871058,-0.63170003891,-0.499360620975
6839,0.465940833092,0.9066426754,-0.067749992013,0.599393367767
329,-1.47143876553,-1.07176053524,-0.321950018406,1.86336565018
