rid,DOS021_VCAP_24H:BRD-K39284479-001-01-0:5.03,DOS044_A375_24H:BRD-K39284479-001-01-0:5.03,DOSBIO001_A375_24H:BRD-K39284479:10.0519,DOSBIO001_A549_24H:BRD-K39284479:10.0519,DOSBIO001_HT29_24H:BRD-K39284479:10.0519,DOSBIO001_MCF7_24H:BRD-K39284479:10.0519,DOSBIO001_PC3_24H:BRD-K39284479:10.0519,DOSBIO001_NEU_24H:BRD-K39284479:10.0519,DOSBIO001_NPC_24H:BRD-K39284479:10.0519
5720,-2.04939985275,0.859799981117,1.47967147827,0.816080212593,0.302475392818,1.31180095673,0.539635658264,-0.152500003576,3.12664842606
466,-1.26735007763,0.857850015163,0.329121470451,0.422374367714,1.01659023762,0.918828845024,0.511412680149,-0.241600006819,-0.434475958347
6009,-1.54120004177,0.907450020313,0.144297555089,0.609417438507,0.769828498363,-0.14289444685,0.456880271435,-0.551750004292,-0.314071536064
2309,0.333499997854,-1.12129998207,-0.0317340642214,0.268355607986,-0.202718704939,0.460684657097,-1.03075325489,-0.128600001335,-0.199238926172
387,-0.966400027275,0.483099997044,-1.41905963421,-1.17307543755,-0.92591047287,0.251558601856,0.40968978405,-0.302899986506,0.850880026817
3553,1.14409995079,-1.45020008087,0.121717840433,-0.255837887526,0.215331986547,-1.20498871803,-0.505709588528,0.447649985552,-1.0382784605
427,1.74769997597,0.569049954414,-0.0775622874498,-0.735490977764,0.0410251319408,-0.0642690211535,0.384236216545,0.136599987745,-0.602833509445
5898,-0.870949983597,-3.14989995956,0.135861128569,0.729644656181,0.110445678234,-0.645783960819,0.766478657722,0.562550008297,0.107277624309
23365,0.296850025654,3.55289983749,-1.39557433128,-0.803095877171,-0.292698264122,-0.207013368607,0.359784543514,-0.346300005913,0.28673645854
6657,2.88229990005,-1.87320005894,0.5365691185,0.0208300277591,0.810149252415,-0.391582757235,0.150854989886,0.729849994183,1.12341976166
5054,-0.541000008583,-0.0591000020504,0.0709709450603,0.062675639987,0.17114931345,-0.437395006418,-1.04741382599,0.189150005579,0.106579318643
3108,-0.621249973774,-0.0688999891281,-0.707623064518,-0.661608338356,-0.785049200058,-0.940907478333,-0.343139827251,0.925500035286,-0.457794338465
1950,0.238700002432,-1.20054996014,0.749028801918,1.07722568512,0.793139278889,0.111114934087,-0.0452648848295,0.581600010395,-0.486640095711
351,0.683000028133,-0.53694999218,-0.0305273085833,0.560397446156,0.499988973141,-0.400807052851,0.555734574795,-1.07920002937,-0.629338502884
4846,0.558650016785,-1.59825003147,0.769677937031,1.30410611629,1.59736824036,0.0251285508275,-0.535453796387,1.61345005035,1.16934680939
1452,-1.07270002365,0.499749958515,-0.492306172848,-0.695029079914,0.0714556872845,0.547949552536,-0.342934429646,0.638350009918,1.1659283638
4776,1.52335000038,-0.953199982643,-0.95760601759,0.0153146013618,1.02461671829,-0.452732473612,0.313107788563,0.0685000047088,1.16087794304
6908,-2.25094985962,0.356049984694,-0.567010104656,0.871360182762,0.52217912674,0.866552591324,0.631092190742,-0.22129997611,0.00679568201303
672,-0.238649994135,-0.269899994135,0.194185525179,-0.0527949780226,1.1310338974,-0.185647472739,4.50419378281,-0.454649984837,-0.489855259657
5710,-1.49384999275,1.22804999352,-1.9226269722,-0.723648786545,-0.461008936167,0.267501711845,0.49247688055,-0.789800047874,0.714267134666
2115,2.24114990234,-0.879150032997,-0.199656948447,-0.867345392704,0.278890043497,-1.6514980793,-0.261238574982,1.1319000721,1.17717349529
7015,2.5436501503,-1.57104992867,0.133219003677,-0.03967358917,2.86314463615,-0.316063582897,0.370511353016,0.215950012207,-1.01152586937
8726,0.933600008488,0.978399991989,0.199377000332,0.0169269703329,-0.0338497683406,0.422912031412,0.351871967316,-0.530950009823,-0.456599473953
2185,2.1522500515,-1.38619995117,-0.196322858334,-0.71926510334,0.243849694729,-1.14004898071,-0.202417686582,-0.0833000093699,-1.43299746513
3315,0.414650022984,1.06544995308,-0.29222124815,0.152494713664,-0.225379601121,-0.0181400831789,-0.325622320175,0.226999983191,0.150866538286
5289,1.8030500412,0.0535500012338,-0.642039060593,-0.487324029207,-0.261918962002,-1.17063307762,-0.112278282642,-0.0159499943256,-1.11341643333
868,-0.254949986935,-0.835949957371,-0.613289117813,0.439521640539,-0.282154738903,-0.968423306942,-0.997514009476,-0.349400013685,-0.26283955574
1677,5.01424980164,-0.626950025558,-1.05841684341,0.0702500939369,0.653401374817,-0.873801350594,-0.143683254719,0.333449959755,-1.30559659004
7043,0.939499974251,-1.38664996624,-1.63116526604,-1.59550106525,-0.0317670702934,-0.797234594822,0.518279910088,-0.0478000044823,-0.930988430977
5613,0.532400012016,-1.16334998608,-0.0128071755171,-0.297055184841,0.178157508373,-0.535601019859,-0.016793936491,0.598549962044,0.279871851206
595,0.0376000106335,-0.759549975395,-1.38748168945,-1.37162172794,-0.382592082024,0.587321043015,0.378428280354,0.614899992943,0.110727064312
4793,-0.770850002766,0.756500005722,0.63664495945,-0.391413122416,-0.417869031429,0.7809664011,-0.328939914703,1.12055003643,-0.653010904789
2736,0.7730499506,-0.612049996853,-0.882160604,-0.281469166279,0.582638382912,-0.681067883968,-0.766052722931,0.244949996471,0.435734152794
5290,1.19375002384,-0.56994998455,1.28990232944,0.708946228027,0.0887737572193,-0.782515823841,-0.200852930546,0.115150004625,-0.943419337273
6194,-0.0917499959469,-0.00065000000177,0.233869850636,0.446952015162,0.260946035385,0.234231948853,-1.39263439178,-0.414399981499,0.189726278186
1676,2.23635005951,-1.05645000935,-1.45089101791,0.172542408109,-1.23646962643,-1.19897210598,0.0771864950657,0.025250017643,1.08225560188
23512,-4.48075008392,0.394899994135,-0.983911931515,0.120681427419,0.363004237413,0.278555601835,0.534402608871,-0.80034995079,-0.710896968842
148022,-0.624949991703,-1.97905004025,-1.70785665512,-0.699777305126,0.410820394754,-0.599685847759,0.724103033543,0.0305500030518,0.178557798266
1906,1.00174999237,0.834200024605,-0.290686935186,0.336581647396,-0.854897260666,-0.842733979225,0.0804057195783,-0.0467500016093,-0.271318167448
8878,1.26260006428,1.05999994278,-1.13352251053,-0.818505764008,0.250827878714,-0.731857538223,0.500028371811,-0.489600002766,-0.4325273633
3091,0.216100007296,-0.142599999905,0.0399231389165,-0.243657067418,-0.703646063805,-0.737762570381,0.322536379099,-0.879899978638,0.132356494665
5743,4.5580997467,-0.498200029135,-0.412374556065,0.086421109736,0.376366019249,0.120576672256,0.435831964016,0.241550028324,-0.0951802134514
5321,1.92569994926,-4.2703499794,0.028204023838,0.450247257948,0.0691367983818,-0.854642868042,-0.398393213749,-0.22570002079,-0.459335148335
4144,0.379899978638,-1.69125008583,-0.31633156538,0.507807075977,-0.253857731819,0.00592318177223,0.160661518574,-0.376300007105,-0.163363933563
1981,-0.230650007725,0.258000016212,-0.349603146315,-0.86059397459,3.2771487236,-0.456971019506,-0.230697646737,1.89264988899,2.24240064621
695,-0.683449983597,0.199049949646,-1.18958938122,-0.0683830231428,-1.25735926628,1.60606253147,0.205897212029,0.337249994278,-1.68672657013
10398,2.00379991531,-0.287649989128,0.21385717392,0.0579526722431,0.0676646232605,-0.207610338926,-0.250573575497,0.44865000248,1.05533611774
5708,1.99830007553,-0.779249966145,-0.211021870375,0.673123598099,0.237387388945,-0.300819724798,-0.0496609583497,0.418500006199,0.0177981927991
1213,-5.67325019836,-0.871099948883,-0.621040761471,-1.0754185915,0.410463541746,0.0636797994375,-0.636472165585,-0.0630500018597,0.497865885496
226,-1.97165000439,-0.672549962997,-0.811904907227,-1.1491920948,-0.730119526386,0.663748085499,0.0732847452164,-0.068200007081,0.893639802933
6777,0.103100001812,9.99300003052,-0.427384436131,-0.598576962948,0.197388410568,0.25721937418,0.516041278839,1.25205004215,1.52049541473
2113,3.26499986649,-0.928200006485,-0.41937366128,-1.13779902458,0.944426715374,-1.00910639763,0.426544070244,-0.432699978352,0.71604013443
3329,-2.58150005341,-0.281199991703,-0.30427724123,-0.425309717655,-0.054920643568,0.754291415215,0.603541970253,1.95809996128,1.0003900528
1050,0.106600001454,-0.0282499995083,1.18908524513,0.50467133522,-0.0648660957813,0.500559210777,-0.265181303024,0.430999934673,-1.92004787922
9491,1.49175000191,-1.92435002327,-0.0692547112703,-0.883174717426,-0.0528881251812,-0.571822404861,0.0329175144434,-0.115850001574,0.464672982693
22926,-0.444449990988,-2.8601000309,-1.65975594521,-0.522760748863,-0.287209451199,0.476043760777,0.240323290229,1.24500000477,1.2689769268
5899,0.345200002193,-0.194299995899,-0.998149991035,-1.66026747227,-0.155592128634,0.504677891731,0.00771626830101,0.398550003767,0.592171251774
5467,0.415700018406,-0.171700000763,-1.11365807056,-0.67834353447,-0.295989125967,-1.0678126812,0.03050750494,-1.09839999676,-0.749953269958
6774,-0.636049985886,0.338449984789,-1.05855596066,-0.269431471825,-0.638566434383,-0.181733995676,0.257360637188,0.104399994016,0.685739040375
1788,1.97354996204,-0.660799980164,-0.305886626244,-0.14052900672,0.473154306412,-0.440052717924,-0.106737211347,-0.0179499983788,1.32090950012
5921,-0.708999991417,0.974500060081,-0.586956739426,0.089885532856,-0.227905124426,-0.156627520919,1.044885993,-0.823850035667,-1.66107964516
5721,0.19580000639,1.37679994106,1.37059497833,0.63410359621,0.0847895219922,0.547379493713,-0.724113404751,-0.368799984455,0.0739987418056
2263,1.14960002899,-0.586250007153,0.0698633790016,0.666909456253,0.708826899529,-0.324733972549,0.715943574905,1.06145000458,-0.158031970263
808,0.621649980545,-1.41400003433,0.885526180267,-0.371939867735,2.09379839897,0.0488065704703,-0.202717155218,0.456100046635,0.857685744762
30001,-0.470999985933,-1.90529990196,-0.949456453323,-0.859665095806,0.325636208057,-1.02085375786,0.611236929893,0.944249987602,1.07371401787
348,1.10245001316,0.341949999332,4.88530635834,0.428075969219,0.523175358772,-1.14013814926,-0.487702280283,5.21110010147,-0.789095759392
30849,-1.89235007763,-1.39184999466,-1.31714820862,-1.06551241875,-0.140674546361,0.693451464176,-0.261773705482,0.0723000019789,0.406690359116
1454,-0.456599980593,-0.410449981689,-0.996453762054,-0.729422152042,-0.343121081591,-0.997167110443,-0.758249521255,-0.500699996948,0.932099580765
6500,-2.2936000824,-1.51335000992,-1.261749506,-0.0575196594,-0.704958438873,0.473239719868,1.03584361076,-0.651450037956,0.150642096996
5627,0.568799972534,3.15649986267,0.248711287975,4.69921302795,2.01329994202,-1.1781566143,0.65788012743,0.21280002594,-0.0628934204578
5715,-0.906850039959,1.153449893,-0.410406887531,0.0599928982556,0.652009427547,1.10079920292,-0.345858812332,0.809700012207,0.406445264816
4791,0.209649980068,-1.85810005665,-1.18313467503,-0.249642968178,-0.465694189072,-0.625216662884,-1.2862790823,0.847549974918,1.64104425907
56924,-0.48860001564,1.91515004635,0.434855759144,-0.112991333008,0.374420940876,1.14272880554,0.221960648894,1.91359996796,-0.0683178901672
2690,0.806299984455,0.856450021267,1.1111869812,0.482418000698,0.743233919144,0.61271327734,0.0990666002035,-0.105999998748,-0.458564519882
1019,-1.28159999847,1.37259995937,0.180602863431,1.09798431396,-0.0792765840888,0.61361271143,0.51154845953,-0.431500017643,-0.00533682107925
51422,-0.237649992108,0.198549985886,0.907900750637,0.380821883678,0.445345759392,0.667312502861,0.187667965889,-0.462799996138,1.04213833809
5788,1.65330004692,-0.100749999285,-1.12601065636,-0.646116375923,-0.341895014048,-0.700328826904,-0.150938808918,0.4266500175,1.13680016994
6709,-0.189350008965,-1.35844993591,0.431259036064,0.163822010159,0.257540524006,0.503975093365,0.598796367645,0.138500019908,0.572080671787
1277,-0.669199943542,1.00890004635,-0.243676483631,0.389163374901,-0.150420755148,-0.412854909897,0.732033491135,-0.327300012112,0.722053527832
993,-0.628949999809,0.763299942017,0.293980360031,2.01073145866,-0.265714973211,0.819408535957,0.0332422852516,-1.71299993992,-0.279880225658
7157,0.104000002146,0.0314999967813,-0.526583194733,-1.00645768642,-0.905618965626,0.743034005165,0.419341504574,0.231049999595,0.905507445335
1958,1.43985009193,-0.0342000126839,0.455319672823,-0.60557025671,-0.0605692975223,-0.0412493646145,-0.136801794171,0.307899981737,1.08480238914
4582,0.486000001431,-0.329950004816,-0.106207922101,4.61657142639,0.259273737669,0.139533281326,-0.201148957014,-0.0141500234604,0.867816329002
