rid,PCLB001_MCF7_24H:BRD-K16582605-001-02-9:10,PCLB001_MCF7_24H:BRD-K16582605-001-02-9:2.5,PCLB001_MCF7_24H:BRD-K16582605-001-02-9:0.63,PCLB001_MCF7_24H:BRD-K16582605-001-02-9:0.16,PCLB001_A375_24H:BRD-K16582605-001-02-9:10,PCLB001_A375_24H:BRD-K16582605-001-02-9:2.5,PCLB001_A375_24H:BRD-K16582605-001-02-9:0.63,PCLB001_A375_24H:BRD-K16582605-001-02-9:0.16,PCLB001_A375_6H:BRD-K16582605-001-02-9:10,PCLB001_A375_6H:BRD-K16582605-001-02-9:2.5,PCLB001_A375_6H:BRD-K16582605-001-02-9:0.63,PCLB001_A375_6H:BRD-K16582605-001-02-9:0.16,PCLB001_A549_24H:BRD-K16582605-001-02-9:10,PCLB001_A549_24H:BRD-K16582605-001-02-9:2.5,PCLB001_A549_24H:BRD-K16582605-001-02-9:0.63,PCLB001_A549_24H:BRD-K16582605-001-02-9:0.16,PCLB001_A549_6H:BRD-K16582605-001-02-9:3.33,PCLB001_A549_6H:BRD-K16582605-001-02-9:1.11,PCLB001_A549_6H:BRD-K16582605-001-02-9:0.37,PCLB001_A549_6H:BRD-K16582605-001-02-9:10,PCLB001_A549_6H:BRD-K16582605-001-02-9:2.5,PCLB001_A549_6H:BRD-K16582605-001-02-9:0.63,PCLB001_A549_6H:BRD-K16582605-001-02-9:0.16,PCLB001_HA1E_24H:BRD-K16582605-001-02-9:3.33,PCLB001_HA1E_24H:BRD-K16582605-001-02-9:1.11,PCLB001_HA1E_24H:BRD-K16582605-001-02-9:0.37,PCLB001_HA1E_24H:BRD-K16582605-001-02-9:10,PCLB001_HA1E_24H:BRD-K16582605-001-02-9:2.5,PCLB001_HA1E_24H:BRD-K16582605-001-02-9:0.63,PCLB001_HA1E_24H:BRD-K16582605-001-02-9:0.16,PCLB001_HA1E_6H:BRD-K16582605-001-02-9:10,PCLB001_HA1E_6H:BRD-K16582605-001-02-9:2.5,PCLB001_HA1E_6H:BRD-K16582605-001-02-9:0.63,PCLB001_HA1E_6H:BRD-K16582605-001-02-9:0.16,PCLB001_HCC515_24H:BRD-K16582605-001-02-9:10,PCLB001_HCC515_24H:BRD-K16582605-001-02-9:2.5,PCLB001_HCC515_24H:BRD-K16582605-001-02-9:0.63,PCLB001_HCC515_24H:BRD-K16582605-001-02-9:0.16,PCLB001_HCC515_6H:BRD-K16582605-001-02-9:10,PCLB001_HCC515_6H:BRD-K16582605-001-02-9:2.5,PCLB001_HCC515_6H:BRD-K16582605-001-02-9:0.63,PCLB001_HCC515_6H:BRD-K16582605-001-02-9:0.16,PCLB001_HEPG2_24H:BRD-K16582605-001-02-9:10,PCLB001_HEPG2_24H:BRD-K16582605-001-02-9:2.5,PCLB001_HEPG2_24H:BRD-K16582605-001-02-9:0.63,PCLB001_HEPG2_24H:BRD-K16582605-001-02-9:0.16,PCLB001_HEPG2_6H:BRD-K16582605-001-02-9:10,PCLB001_HEPG2_6H:BRD-K16582605-001-02-9:3.33,PCLB001_HEPG2_6H:BRD-K16582605-001-02-9:1.11,PCLB001_HEPG2_6H:BRD-K16582605-001-02-9:0.37,PCLB001_HT29_24H:BRD-K16582605-001-02-9:3.33,PCLB001_HT29_24H:BRD-K16582605-001-02-9:1.11,PCLB001_HT29_24H:BRD-K16582605-001-02-9:0.37,PCLB001_HT29_24H:BRD-K16582605-001-02-9:10,PCLB001_HT29_24H:BRD-K16582605-001-02-9:2.5,PCLB001_HT29_24H:BRD-K16582605-001-02-9:0.63,PCLB001_HT29_24H:BRD-K16582605-001-02-9:0.16,PCLB001_HT29_6H:BRD-K16582605-001-02-9:10,PCLB001_HT29_6H:BRD-K16582605-001-02-9:2.5,PCLB001_HT29_6H:BRD-K16582605-001-02-9:0.63,PCLB001_HT29_6H:BRD-K16582605-001-02-9:0.16,PCLB001_JURKAT_24H:BRD-K16582605-001-02-9:3.33,PCLB001_JURKAT_24H:BRD-K16582605-001-02-9:1.11,PCLB001_JURKAT_24H:BRD-K16582605-001-02-9:0.37,PCLB001_JURKAT_24H:BRD-K16582605-001-02-9:10,PCLB001_JURKAT_24H:BRD-K16582605-001-02-9:2.5,PCLB001_JURKAT_24H:BRD-K16582605-001-02-9:0.63,PCLB001_JURKAT_24H:BRD-K16582605-001-02-9:0.16,PCLB001_JURKAT_6H:BRD-K16582605-001-02-9:3.33,PCLB001_JURKAT_6H:BRD-K16582605-001-02-9:1.11,PCLB001_JURKAT_6H:BRD-K16582605-001-02-9:0.37,PCLB001_JURKAT_6H:BRD-K16582605-001-02-9:10,PCLB001_JURKAT_6H:BRD-K16582605-001-02-9:2.5,PCLB001_JURKAT_6H:BRD-K16582605-001-02-9:0.63,PCLB001_JURKAT_6H:BRD-K16582605-001-02-9:0.16,PCLB001_MCF7_6H:BRD-K16582605-001-02-9:3.33,PCLB001_MCF7_6H:BRD-K16582605-001-02-9:1.11,PCLB001_MCF7_6H:BRD-K16582605-001-02-9:0.37,PCLB001_MCF7_6H:BRD-K16582605-001-02-9:10,PCLB001_MCF7_6H:BRD-K16582605-001-02-9:2.5,PCLB001_MCF7_6H:BRD-K16582605-001-02-9:0.63,PCLB001_MCF7_6H:BRD-K16582605-001-02-9:0.16,PCLB001_PC3_24H:BRD-K16582605-001-02-9:10,PCLB001_PC3_24H:BRD-K16582605-001-02-9:2.5,PCLB001_PC3_24H:BRD-K16582605-001-02-9:0.63,PCLB001_PC3_24H:BRD-K16582605-001-02-9:0.16,PCLB001_PC3_6H:BRD-K16582605-001-02-9:3.33,PCLB001_PC3_6H:BRD-K16582605-001-02-9:1.11,PCLB001_PC3_6H:BRD-K16582605-001-02-9:0.37,PCLB001_PC3_6H:BRD-K16582605-001-02-9:10,PCLB001_PC3_6H:BRD-K16582605-001-02-9:2.5,PCLB001_PC3_6H:BRD-K16582605-001-02-9:0.63,PCLB001_PC3_6H:BRD-K16582605-001-02-9:0.16,PCLB001_U266_24H:BRD-K16582605-001-02-9:10,PCLB001_U266_24H:BRD-K16582605-001-02-9:3.33,PCLB001_U266_24H:BRD-K16582605-001-02-9:1.11,PCLB001_U266_24H:BRD-K16582605-001-02-9:0.37,PCLB001_U266_6H:BRD-K16582605-001-02-9:10,PCLB001_U266_6H:BRD-K16582605-001-02-9:2.5,PCLB001_U266_6H:BRD-K16582605-001-02-9:0.63,PCLB001_U266_6H:BRD-K16582605-001-02-9:0.16
5720,-0.115069493651,0.821264266968,0.329579055309,-0.152225226164,-0.159363955259,0.574975550175,0.458650410175,0.416730672121,-0.300990283489,-0.273595839739,0.132820740342,0.582931876183,-0.165011197329,0.803627490997,0.130776882172,0.606675684452,-0.583111226559,0.489739358425,0.60404998064,-0.524068295956,0.0310554858297,-0.204580187798,0.144532516599,0.972293972969,0.307766675949,0.33371964097,0.296058088541,0.14143691957,0.284302353859,0.0741116628051,-0.083010405302,0.976543605328,-0.102771021426,-0.229911565781,-0.0711768567562,1.14730429649,0.968236923218,0.577233731747,0.127871647477,0.10687237978,0.285164356232,0.370720207691,0.123655185103,0.889698803425,0.441432654858,0.934320092201,0.135284662247,0.466810792685,0.592692136765,-0.0446183532476,0.360060840845,0.353377789259,0.197570905089,-0.888812065125,0.827577471733,0.327245354652,0.152294009924,0.514620661736,0.0256586745381,-0.344467103481,0.217375844717,0.562702476978,0.714212596416,0.493991106749,-0.579721152782,0.126400008798,0.225075334311,0.262200027704,-0.156035602093,-0.075445368886,0.715948700905,0.217091456056,0.408285081387,0.407663941383,0.85742098093,-1.66223335266,-0.583858370781,-0.194077521563,-0.189232721925,0.241505920887,0.19783949852,-0.324620306492,-0.6085678339,0.103310167789,0.154569000006,0.106114000082,-0.819285154343,-0.347355544567,-0.156354427338,-0.550415635109,1.00066351891,0.490480542183,1.03566348553,-0.833390593529,0.00675046443939,0.41137367487,0.516304135323,0.566552340984,0.692803919315,0.580734074116,-0.100439585745
466,-0.344729870558,0.366734087467,1.14398479462,0.629148125648,-0.197967395186,0.607958376408,0.569882750511,0.700351417065,-0.89515709877,0.0243136137724,-0.137796223164,-1.12456154823,-0.132550686598,-0.125621348619,0.129253178835,-0.00933268666267,-0.231708794832,0.261604994535,0.23749999702,-0.992234766483,-0.125318616629,-0.258692443371,-0.747717022896,0.609161138535,1.27369999886,1.17723631859,0.637559175491,0.269214361906,0.353533476591,0.265182495117,-1.20613086224,0.169071927667,0.629558742046,-0.667649209499,-0.373052716255,-0.463184893131,-0.646233856678,-0.0798754692078,0.785472750664,0.308846980333,0.804959416389,-0.583538174629,-0.0275951959193,0.282860934734,0.101984404027,0.552522957325,0.0979885533452,-0.130603462458,-0.815434455872,-1.07029211521,0.488771289587,-0.05714610219,0.37965118885,-0.227357745171,0.580896377563,0.80311524868,-0.18714722991,-0.0301926210523,0.0312118381262,-1.04843628407,-0.63699644804,0.704659461975,0.703530907631,-0.198197349906,-0.491338729858,0.707249999046,-0.349568843842,0.0842000246048,0.331024169922,-0.869105875492,0.743475854397,0.481004714966,-0.372670739889,-0.640237033367,0.253714650869,-0.631500005722,0.714856445789,0.0897863730788,-0.92040091753,0.21723356843,0.322425663471,-0.701322257519,-0.137135803699,0.610979139805,0.412923008204,0.352342635393,-0.0354727655649,0.432053506374,0.051576115191,-0.45581099391,-0.412150919437,-0.880775690079,-0.104688405991,-0.0868932753801,0.134894266725,0.00600105151534,-0.205720737576,0.200127273798,0.193973004818,0.0258333384991,0.215311229229
6009,-0.468740999699,-0.794822692871,-0.0406999289989,-0.759993851185,-0.227193310857,0.259599924088,-0.630890965462,-0.404910326004,-0.0783363431692,0.390986680984,0.510104954243,0.0197599902749,-0.0240903496742,0.684108197689,0.518264353275,0.381294995546,-1.17107307911,-0.118257537484,0.149550020695,-0.147434711456,0.28757968545,-1.04185950756,-0.0478425547481,0.516311049461,-0.60119998455,0.523830413818,-0.357088685036,-0.447498559952,-0.0123384911567,0.0290470086038,0.0478893257678,0.362049460411,0.229466721416,-0.615587711334,0.154594510794,-0.234860509634,0.55700135231,0.0379634350538,0.0761200040579,-0.195960327983,0.750002384186,-0.608770191669,-0.475243270397,0.286734700203,0.131512179971,0.894074440002,0.215142101049,0.354492008686,0.207921311259,-0.0316278263927,0.598055183887,-0.359634131193,0.238171875477,-1.43087863922,0.534109830856,0.359622299671,-0.430464744568,-0.0657463669777,0.193420231342,0.201406463981,0.159141689539,0.131692633033,-0.527243196964,0.346683502197,-2.17223334312,-0.354999989271,-0.353298693895,0.353800028563,-1.6750524044,0.909771740437,0.994932413101,0.297157615423,0.126671284437,0.251073330641,1.0016285181,0.63379997015,0.0741535425186,0.511911988258,0.323991447687,0.00210197269917,-0.531321287155,-0.172351539135,-0.0501783564687,0.19413562119,-0.75876557827,-0.23475907743,-0.393126010895,-0.538734734058,0.0278393998742,-0.984753251076,0.702628314495,1.36571240425,1.34725058079,-0.97843927145,0.00617390871048,0.188120305538,0.563204467297,0.787031471729,0.735200583935,0.382629334927,0.211031675339
2309,-1.04193925858,0.0173002779484,0.521138370037,0.298145741224,-0.44625005126,0.191303476691,0.278941839933,0.276748001575,0.222296521068,0.322603404522,0.274995028973,0.197815075517,0.398095905781,0.295377790928,-0.029407415539,0.535719931126,0.473513901234,0.287978768349,-0.218100011349,-0.517718970776,-0.346120804548,0.214020699263,-1.08114504814,-0.38467758894,-0.417100012302,-0.550573289394,-0.321907043457,0.38767594099,0.421062290668,-0.811443805695,-0.437391579151,-0.515882730484,0.404522836208,-0.582550883293,-1.0087736845,1.16976225376,0.382626235485,-0.576199114323,0.561065912247,0.488213837147,0.927458643913,0.544417977333,-0.317163527012,0.390765607357,-0.0676645189524,-0.186483159661,-0.390680104494,-0.247259706259,-0.529950022697,-0.321309804916,-0.0848263800144,-0.342746973038,-0.637998342514,-0.311793088913,0.38219076395,0.0767121836543,-0.228530824184,0.0866412296891,0.772500872612,-0.469760268927,0.190234705806,-0.12372840941,-0.0895625278354,-0.457691073418,-0.855909764767,-0.990299940109,-1.22787034512,-0.0288999974728,-0.356738060713,1.08731579781,0.840015351772,-0.514103531837,0.0320313200355,-2.10850739479,1.06351804733,0.169799983501,0.700747251511,-0.239463090897,-0.285969436169,-0.143165946007,1.05982375145,-0.450812608004,-0.741173923016,0.0139482431114,-0.518054068089,-0.312696903944,0.111579738557,-0.165240809321,0.0633094459772,0.25801050663,0.819709002972,0.899650990963,0.824582159519,-0.54251074791,-0.201165184379,0.625177741051,0.383481264114,0.0830799490213,0.0681725144386,0.190418228507,-0.478531032801
387,-0.147742331028,0.275640100241,0.640198349953,0.9773209095,-0.0777471587062,0.13670989871,-0.0102503541857,0.449508786201,-0.375188291073,0.22946216166,0.267908215523,-0.0228346437216,0.182359561324,0.738771855831,0.337615013123,0.431342840195,0.0408808290958,0.016248613596,0.47595000267,-0.434292197227,0.179709240794,-0.354263484478,-0.392929285765,0.552157819271,0.472066670656,0.328505337238,0.543398082256,-0.00332263670862,-0.472319543362,-0.486648648977,-0.309009194374,-0.565799713135,-0.156429335475,-0.476565361023,0.0844780355692,0.532254815102,0.00690875994042,0.815633535385,0.443723976612,-0.00291703268886,0.0146422386169,-0.65272128582,0.154830485582,0.0629582107067,0.4196190238,0.247564703226,0.145204603672,-0.451411426067,0.0635136365891,-0.0507317483425,1.24923181534,0.0406149476767,0.648717224598,-0.153128102422,1.35103905201,-0.0131778623909,0.474551737309,0.580920577049,-0.461062043905,-0.169625103474,-0.396780014038,0.209830701351,0.145337939262,-0.245591685176,-0.0404540039599,-0.187750011683,-0.112185865641,-0.0946666449308,-0.403262853622,0.478962421417,1.57635080814,1.50729954243,0.570817649364,0.633028924465,1.22235250473,0.834666728973,-0.124333292246,-0.227967083454,0.686418652534,0.52664488554,-0.2822009027,-0.293629348278,0.453402996063,-0.00526792695746,0.227093562484,-0.370159059763,-0.168972238898,0.394718885422,0.481140613556,-0.188646391034,0.633840918541,0.231084525585,0.22719104588,-0.452106118202,-0.378421902657,0.22175064683,0.215108558536,0.753713607788,0.52674883604,0.809952974319,1.18029546738
3553,1.49629402161,-0.00845554471016,-0.570233881474,-0.550626277924,1.28509676456,0.10126298666,-0.0965470299125,0.155263051391,0.828096330166,-0.63482439518,-0.360582500696,-0.218401893973,0.151796549559,-0.621898114681,-0.241683676839,0.0306272022426,0.251112818718,-0.730944514275,-0.437700003386,0.933690369129,-0.314408957958,0.766618847847,0.652327716351,-0.218900874257,0.180733382702,-0.858290314674,0.61424934864,0.0632995814085,-0.542066752911,0.233397379518,0.835659503937,-0.564569473267,-0.228996366262,1.40706765652,0.993520915508,-0.419451594353,-0.558721363544,0.405059695244,-0.412706851959,-0.229529470205,-0.644878804684,-0.277045249939,0.711370587349,-0.567969024181,-0.780110895634,-0.525188148022,-0.439948618412,-0.562199950218,-1.01864933968,-0.468311131001,-0.814867913723,0.299805521965,0.154023170471,1.71925675869,-0.803347110748,-0.500854969025,0.104853861034,-0.213056176901,-0.453622162342,0.196277409792,0.111730881035,-0.219670102,-0.669866859913,-0.128053128719,2.04945063591,-1.31430006027,-0.31641677022,-0.270900011063,0.570862054825,-0.381552100182,-0.0833861380816,-0.157686427236,-0.0504554361105,-0.24097211659,-0.612150192261,-0.225233346224,-0.723412871361,-1.06768715382,0.300592899323,-0.332942843437,-0.339205145836,0.469083428383,-0.0525771081448,-0.273016244173,0.369201868773,-0.0143725723028,-0.340091645718,0.0261822398752,-0.064457885921,0.529669463634,-0.349000900984,-0.873678267002,-0.441559255123,0.867857813835,-0.240904092789,-0.556830763817,-0.869579792023,-0.421118378639,-0.820445895195,-0.634930193424,-0.3254327178
427,0.192144453526,-0.0955822244287,-0.0481004863977,0.179918125272,-0.229374706745,-0.257204025984,-0.257390916348,0.79223626852,-0.0771196931601,0.208029270172,0.151663944125,-0.153335481882,-0.178655654192,-0.563299775124,-0.147634878755,0.150493532419,0.268171310425,0.31417298317,0.841250002384,0.0616057515144,-0.114829339087,-0.547481298447,-0.523269474506,1.47145366669,0.953066706657,1.02709579468,0.651856660843,0.612258791924,-0.163878425956,-0.113816827536,0.432102382183,0.349966824055,0.750192701817,0.141174614429,0.0802164822817,-0.248898953199,0.0593493953347,-0.49113330245,0.157616555691,-0.0755589827895,-1.22346735001,-0.405040234327,0.509964287281,-0.224834918976,-0.0595648661256,-0.418291151524,0.332255959511,-0.463318318129,-0.472305297852,0.154152154922,-0.53000921011,-1.07637071609,0.173329204321,0.548515439034,0.475946962833,0.504800438881,0.622171640396,0.721010923386,0.57890278101,-0.0325696878135,0.817142426968,-0.0114227440208,-0.00802047923207,0.255272686481,0.301417171955,0.124850019813,0.1563116014,-0.35423335433,-0.0589624047279,2.88712072372,-0.408717751503,-0.472180724144,-0.409754604101,-0.257872194052,-0.82153993845,-0.555033326149,-0.0337146632373,0.230737358332,-0.703734815121,-0.145302325487,0.286962866783,-0.0717673897743,0.380516052246,0.0537654533982,0.0310620069504,0.213689282537,-0.166874885559,0.218676224351,-0.111098691821,0.35517591238,-0.427588909864,0.506455779076,-0.176578730345,-0.0795881152153,-0.224039316177,0.153245255351,-0.241524472833,0.214331552386,-0.116264976561,0.237110987306,0.00519517809153
5898,0.477179288864,0.49871391058,0.46008503437,0.214358940721,-0.539902448654,0.310986846685,0.470504015684,-0.0317103713751,-0.937507390976,-2.0228433609,0.195561051369,0.31627830863,-0.997859120369,-0.389914959669,-0.498646736145,0.00877011567354,-0.0931469202042,0.011299572885,-0.340600013733,-0.22324988246,-0.234206289053,-1.50475382805,-0.729489564896,0.472805380821,0.538500010967,0.454824954271,-0.249465405941,-0.867094159126,0.0783709809184,-0.475086867809,0.572674274445,-0.675987958908,-1.13696730137,-0.712107121944,-1.01203632355,-0.629621744156,-0.356100022793,-0.780267357826,-0.192644566298,0.0422887206078,-0.322605580091,0.0572310090065,-0.329212188721,-0.0532145798206,0.182812541723,-0.681268811226,0.14651927352,-0.290122181177,-0.554997324944,-0.139622718096,-0.31017151475,-2.8003718853,-0.429137408733,-0.838593661785,-0.334588229656,-0.358455240726,0.0192614421248,0.105119347572,-0.484023094177,-0.850723028183,-0.554461956024,-0.0828751325607,0.0842649638653,-1.01453638077,-0.341826707125,-1.05419993401,-0.73077070713,-0.76960003376,0.150934278965,-0.484885066748,-0.457370281219,-0.371398717165,-0.801262497902,-1.01705598831,-0.677428483963,0.304633319378,0.273314684629,-0.523979842663,-0.420405387878,-0.0429097861052,-0.0390462055802,-0.104352638125,0.119492575526,-0.109897755086,0.0948986038566,-0.57645380497,0.513528943062,0.108095437288,-0.287913799286,-0.0680511891842,-0.452824354172,-1.75303030014,-2.03151631355,-2.2528283596,-0.281345963478,0.446705073118,0.466153264046,0.216705977917,0.35841473937,-0.119454868138,0.0251712631434
23365,0.649812281132,0.806577324867,0.461308300495,0.631121516228,0.0390423089266,0.312092423439,0.197357192636,0.283303439617,0.26439011097,0.977258443832,-0.0148508995771,0.192117393017,0.357542663813,-0.0775384306908,0.254785865545,0.545085906982,3.17376708984,0.192485362291,0.170999974012,-1.00234270096,-0.451818436384,-0.244299530983,-1.74594318867,-0.253232181072,0.262133300304,0.0319744311273,0.54834830761,0.812902271748,-0.0927334204316,-0.103706195951,0.0932329818606,0.00156802916899,0.195069104433,-0.192765161395,-0.0972522869706,0.0798522904515,0.249985545874,0.344658076763,0.366380959749,0.379611611366,0.282815814018,-0.0359579771757,0.379679679871,0.255701601505,0.283411085606,0.0815920382738,0.250040352345,-0.0778951123357,0.134193331003,0.561187446117,-0.935842573643,0.496423453093,-0.934116780758,0.313341140747,0.868541419506,0.0658593550324,0.939785420895,0.347073286772,-0.268739044666,-0.0705610215664,-0.237376123667,-0.375240951777,0.611221313477,0.0344922542572,0.987905442715,0.525200009346,0.267789900303,-0.136666715145,0.46109482646,-0.889293253422,0.969802260399,0.655270695686,-0.0942436009645,0.00961019098759,-0.163326829672,0.807966709137,0.326279848814,-0.255745917559,1.37013399601,0.0687656402588,0.0724570527673,-0.0446826219559,0.488182514906,-0.184556812048,0.0104334615171,0.508623123169,0.0145769091323,0.84467279911,0.604516923428,0.340901046991,-0.435982167721,0.16772210598,-0.262551575899,1.39382469654,-0.678741931915,-0.349347859621,0.424921572208,-0.397026002407,0.682164549828,-0.467425644398,0.465694487095
6657,1.15552759171,0.24864064157,-1.00962662697,-0.570193946362,0.611620426178,-0.525402605534,0.37607768178,-0.204050555825,0.615548074245,-0.913912773132,-0.247700572014,0.082749761641,-0.0853523090482,-0.19025811553,-0.294864416122,-0.118354544044,-0.94104385376,0.175377041101,-1.98734998703,1.18266248703,-0.0799213275313,1.26230061054,1.35355770588,-0.433552980423,-0.514999985695,-1.93241930008,-0.0923099443316,0.203982323408,-0.450936287642,0.625099778175,0.0963183790445,-0.536448597908,-0.989080190659,1.01532101631,0.303456395864,-0.0946516320109,0.0817048996687,0.473047554493,-0.2391051054,-0.314305901527,-0.0685622021556,-0.122447311878,0.373649328947,-0.609834551811,-0.828913331032,-0.543420493603,-0.0394679605961,-0.82121360302,-0.930378377438,-0.16317871213,-0.307058781385,0.0216957628727,-0.151171922684,1.34293055534,-0.825345337391,-0.477731764317,-0.148555725813,-0.374311804771,-0.27712854743,0.312305867672,0.237259864807,-0.280980288982,-0.663225412369,-0.754469573498,1.1141872406,-0.0831999927759,-0.542025029659,0.178833335638,0.345641672611,-0.488332271576,-1.04386305809,-0.712001085281,-0.196596026421,-0.380471616983,-0.853882431984,-0.64050000906,0.329341262579,-0.359363496304,-0.151367127895,-0.646141529083,-0.387027978897,0.151598930359,0.105109408498,-0.299566715956,-0.194892913103,-0.0402345731854,-0.426096409559,-0.4382609725,-0.540000975132,0.62178260088,-0.448460608721,-0.156679138541,0.186190724373,1.07828879356,-0.317665219307,-0.750834703445,-0.831337273121,-0.802056789398,-0.717435479164,-0.92157638073,-0.803900241852
