rid,DOS023_VCAP_6H:BRD-K07105437-001-01-6:5,DOS023_VCAP_24H:BRD-K07105437-001-01-6:5,DOS052_A375_24H:BRD-K07105437-001-01-6:5,DOS052_A549_24H:BRD-K07105437-001-01-6:5,DOS052_HT29_24H:BRD-K07105437-001-01-6:5,DOS052_MCF7_24H:BRD-K07105437-001-01-6:5
5720,-0.0869333446026,-0.706550002098,0.485450029373,-0.664950013161,0.399900019169,-0.0707499980927
466,-0.0172000080347,-0.721150040627,0.0484499931335,0.439249992371,-1.5625500679,0.09620000422
6009,-0.206866681576,-4.95174980164,0.0444499850273,-0.58159995079,0.987600028515,0.534600019455
2309,0.68540006876,1.63315010071,1.71179997921,0.115099996328,0.706149995327,0.430450022221
387,0.453299999237,-0.435199975967,-0.414650022984,-0.554399967194,-0.213249996305,-0.28774997592
3553,0.391933351755,-0.0645000040531,-0.0958000048995,-0.780300021172,-0.119949996471,-1.34965002537
427,-0.93800008297,-0.1087000072,0.566100001335,-0.0308499932289,-1.13490009308,-0.284900009632
5898,-1.3194668293,0.929800033569,-0.0186500102282,1.4401999712,-0.0926999971271,-0.583099961281
23365,-0.504766643047,-0.637799978256,-1.62595009804,2.10890007019,-0.312649995089,0.615249991417
6657,0.0827333331108,0.0556000173092,0.866550028324,-1.28649997711,0.19010001421,-2.07415008545
5054,-1.48683345318,0.259900003672,-2.34644985199,1.03429996967,-0.643999993801,-1.03519999981
3108,-0.498666673899,-1.51660001278,-0.498799979687,1.46245002747,-0.929399967194,0.285649985075
1950,0.530366659164,-0.323199987411,-0.176499992609,-0.857949972153,0.0172500014305,-0.706400036812
351,0.0204999744892,0.298099994659,0.511049985886,0.158500000834,-0.0732499957085,-1.41104996204
4846,0.632166683674,-0.303600013256,-0.634599983692,0.59114998579,-0.141900002956,-0.170049995184
1452,0.546700000763,0.309299975634,-1.75959992409,0.95894998312,0.515200018883,-0.414349973202
4776,0.252966701984,-0.327050000429,0.00350001454353,0.0781500339508,-0.198399990797,-0.572950005531
6908,0.00336667522788,0.563600003719,0.148200005293,0.328899979591,-0.122749984264,-0.206300005317
672,-0.229233339429,-0.301999986172,0.692450046539,0.00400000810623,-0.419349998236,-0.353300005198
5710,-1.48213338852,0.104149997234,0.482450008392,1.99625003338,-0.274549990892,-1.16225004196
2115,0.116266697645,5.0406999588,0.762549996376,0.349600017071,-0.297800004482,-1.02415001392
7015,0.430566698313,-0.229800015688,0.431649982929,-0.928550004959,-0.840499997139,-0.933899998665
8726,-0.94716668129,0.65005004406,0.0824499875307,1.43389999866,0.225549995899,0.974849939346
2185,0.184200018644,-0.640900015831,-1.11944997311,-1.75090003014,-0.57365000248,-1.9278999567
3315,-0.0406666696072,0.0101999938488,-0.208099991083,0.453399986029,-0.290850043297,0.46099999547
5289,0.0760333314538,-0.0689000040293,-1.88249993324,0.23710000515,-0.554250001907,-1.28659999371
868,-1.09343338013,0.208950012922,-0.523249983788,0.44525000453,1.19349992275,-0.196350008249
1677,-0.549899995327,0.204949975014,-0.117150008678,-0.437099993229,-0.0131499916315,-1.16054999828
7043,-0.125599980354,0.0196000039577,-0.146750003099,-0.816049993038,-0.75309997797,-0.802550017834
5613,-0.44253334403,-0.846549987793,-0.440799981356,-0.883700013161,-0.241400003433,-0.838500022888
595,0.151666671038,-0.789400041103,-0.112599983811,0.549700021744,1.36100006104,-0.160399973392
4793,0.348233342171,-0.907050013542,0.134449988604,-0.100250005722,-0.669799983501,1.49720001221
2736,0.505733370781,0.205399990082,-0.80520004034,-0.220849990845,-0.397450000048,-1.25899994373
5290,0.765633404255,-0.501749932766,-0.318850040436,-1.48874998093,-0.486999988556,-0.476349979639
6194,1.19283342361,0.0,0.0,0.00034999998752,-0.000999999931082,0.220200002193
1676,-0.192700028419,-0.890650033951,0.602899968624,-0.901600003242,-0.540499985218,-0.886999964714
23512,-0.84946668148,0.0148499906063,1.00069999695,0.996999979019,-0.0149499773979,-0.183250010014
