rid,CPC011_A375_6H:BRD-K30563334-001-01-1:10,CPC011_A549_6H:BRD-K30563334-001-01-1:10,CPC011_A549_24H:BRD-K30563334-001-01-1:10,CPC011_HA1E_6H:BRD-K30563334-001-01-1:10,CPC011_HT29_6H:BRD-K30563334-001-01-1:10,CPC011_MCF7_6H:BRD-K30563334-001-01-1:10,CPC011_MCF7_24H:BRD-K30563334-001-01-1:10,CPC011_PC3_6H:BRD-K30563334-001-01-1:10,CPC011_PC3_24H:BRD-K30563334-001-01-1:10,CPC011_VCAP_6H:BRD-K30563334-001-01-1:10,CPC011_VCAP_24H:BRD-K30563334-001-01-1:10,CPC014_A375_6H:BRD-K31484631-001-05-0:10,CPC014_A549_6H:BRD-K31484631-001-05-0:10,CPC014_A549_24H:BRD-K31484631-001-05-0:10,CPC014_ASC_24H:BRD-K31484631-001-05-0:10,CPC014_HA1E_6H:BRD-K31484631-001-05-0:10,CPC014_HCC515_6H:BRD-K31484631-001-05-0:10,CPC014_HEPG2_6H:BRD-K31484631-001-05-0:10,CPC014_HT29_6H:BRD-K31484631-001-05-0:10,CPC014_MCF7_6H:BRD-K31484631-001-05-0:10,CPC014_MCF7_24H:BRD-K31484631-001-05-0:10,CPC014_NEU_24H:BRD-K31484631-001-05-0:10,CPC014_NPC_24H:BRD-K31484631-001-05-0:10,CPC014_PC3_6H:BRD-K31484631-001-05-0:10,CPC014_PC3_24H:BRD-K31484631-001-05-0:10,CPC014_PHH_24H:BRD-K31484631-001-05-0:10,CPC014_SKB_24H:BRD-K31484631-001-05-0:10,CPC014_VCAP_6H:BRD-K31484631-001-05-0:10,CPC014_VCAP_24H:BRD-K31484631-001-05-0:10,CPD003_MCF7_6H:BRD-A23801136-001-06-5:10,CPD003_MCF7_24H:BRD-A23801136-001-06-5:10,CPD003_PC3_6H:BRD-A23801136-001-06-5:10,CPD003_PC3_24H:BRD-A23801136-001-06-5:10
5720,-2.38993883133,-0.320645451546,-0.383099943399,1.1984500885,-3.58189129829,-1.9945499897,-0.314399987459,-3.55980062485,0.697024941444,0.257009029388,0.229376316071,0.52007740736,0.427400022745,-0.721714019775,-0.950407505035,0.779795646667,-0.0681466907263,0.185850024223,-0.89237600565,1.03358256817,-1.01068639755,0.371650010347,-0.78916311264,0.166887536645,-0.915598452091,-0.931148707867,-0.308803796768,-0.346601724625,-0.466529101133,0.394800007343,0.443312078714,0.751349925995,-3.06535005569
466,-1.29027915001,-0.0307915210724,-1.6456335783,0.0678000077605,1.42545592785,0.808349967003,-1.07524991035,0.327311605215,-0.554470300674,-0.349938362837,-0.70292276144,-0.507338106632,0.190266653895,-0.200434044003,0.0801659524441,-1.17136013508,0.332194268703,-0.574649989605,-0.82507956028,-2.96346330643,-1.83005821705,0.777150034904,1.22256278992,-0.434373825788,-0.160031527281,-0.172032296658,-1.75258588791,0.316396802664,-0.750279426575,1.38350009918,0.37157329917,-0.0952980816364,-1.8436999321
6009,-7.85087108612,-1.10143589973,-0.360733360052,-0.698549985886,0.104251042008,-0.0709500312805,-0.0650500059128,-0.626513957977,-1.29520010948,-1.40027165413,-0.245607823133,-0.128508627415,1.33716678619,-0.331594765186,-0.901658058167,-1.17915296555,0.919065952301,-0.496649980545,0.973037719727,-1.45972645283,-0.0714884102345,-0.900049984455,-0.0225139483809,0.145460709929,-1.04802060127,0.151619791985,0.697916388512,0.470180153847,0.224083602428,-0.0319499969482,0.472075253725,0.0965134948492,-1.69350004196
2309,2.36720848083,0.607486903667,0.688700020313,0.526499986649,1.74587392807,-0.593650043011,0.669499993324,0.545206308365,0.0551818870008,0.0140127278864,0.760540544987,-0.69123250246,0.391700029373,0.562841057777,0.781508505344,0.322190463543,-0.133549854159,0.435399979353,1.47602128983,-1.14410483837,0.208728522062,-0.363099992275,0.640085339546,0.525958776474,0.749349176884,0.382652044296,0.378697037697,-0.736616790295,-0.688656449318,1.42394995689,-0.486093759537,-0.0966720581055,-2.55529999733
387,-2.05907869339,-0.535027563572,-1.4701666832,-0.278100013733,1.48002398014,1.13754999638,-1.32789993286,0.525397360325,-0.448083460331,-1.11375451088,-0.942040801048,-1.10997712612,0.200033336878,-0.268199115992,-0.0476341545582,-0.104157552123,-0.577637434006,-1.17649996281,2.07838606834,-0.21631231904,-0.184106081724,-0.246000021696,-1.04434394836,0.95976215601,0.107819616795,0.129720285535,0.185711294413,-0.978042602539,0.363468825817,0.615350008011,-0.178172826767,0.193728789687,-1.63084995747
3553,1.66919875145,-0.025918930769,0.336400061846,-0.421799987555,-0.165970638394,-0.272550016642,0.357100009918,0.802349567413,-0.0433476418257,1.00632250309,0.0908429026604,0.816953539848,0.113366663456,-0.0259711667895,0.242843016982,-0.484782099724,0.529576838017,0.424100041389,-0.919098973274,1.20459592342,1.54136657715,0.165049999952,-0.176057726145,-0.110744997859,1.02095508575,0.160662159324,0.520236492157,-0.120881095529,0.640344023705,-0.201899990439,1.06907761097,0.290126770735,-1.05034995079
427,0.419279456139,-1.15670335293,-0.164033338428,-0.0196499973536,0.900286734104,0.0261499881744,-0.546900033951,0.546032130718,-0.358907192945,0.430591017008,-0.485256969929,-0.423085153103,0.0618999898434,0.414140939713,-0.428561687469,-0.0683502480388,0.835115373135,-1.54165005684,-0.210805922747,-0.234100863338,-0.501697480679,0.00249999761581,0.44092798233,-0.53525865078,-0.912332057953,-1.26674687862,-1.55948662758,-0.498154759407,-0.6068328619,-0.500800013542,0.0189464092255,-1.08911621571,-0.0272499993443
5898,-1.65308499336,-3.99474525452,-0.3777333498,0.096400000155,-0.786462426186,0.869449973106,-0.581499993801,1.03188550472,-0.425263345242,-0.644118368626,-1.08297646046,-0.783853471279,-1.00123333931,-0.0836744010448,-0.149566724896,-0.476861655712,0.165064752102,-0.457099974155,-0.764309763908,-0.539118647575,-0.17289210856,0.83679997921,-0.146974951029,0.717694282532,-0.413237005472,0.147569984198,-1.35738933086,0.0235295705497,-2.02055215836,-1.39219999313,0.987840235233,-0.241938740015,-0.423700004816
23365,1.91038346291,-0.658274173737,0.506733298302,-0.0540499985218,1.23462891579,0.0705000013113,-0.725800037384,1.48674714565,0.121613636613,-0.0729197859764,-0.102714911103,-0.5111515522,-0.807133316994,-0.302471995354,-0.0598034858704,-0.289667487144,0.257222086191,-1.91254997253,0.0291561707854,0.31680944562,-0.460905492306,1.51160001755,-0.0742670744658,1.2156547308,-0.188478529453,0.463220775127,-0.577237486839,-0.140896618366,-0.713793754578,-0.845650017262,0.358960241079,-1.30559766293,0.677300035954
6657,1.45427441597,0.246801689267,0.405533343554,-0.746099948883,-1.03324222565,-0.178800016642,0.98759996891,-0.271846055984,0.369602680206,0.497180342674,0.136335968971,-0.343571543694,0.257133305073,-0.102080687881,-0.0396334826946,-0.420025348663,0.997150301933,0.475450009108,-0.743985891342,0.845630705357,0.836270868778,-0.192199975252,0.216213494539,-0.358759701252,2.02505254745,0.0575906783342,-0.286079198122,-0.589780390263,-0.130461022258,-0.0840499997139,0.797019779682,-0.132225841284,1.71944999695
5054,2.16909837723,-1.41172277927,0.14143332839,0.734650015831,0.35862994194,-0.851799964905,-0.0679499953985,0.801099359989,-0.444490015507,0.255788832903,0.23114207387,-0.728589713573,-0.220166668296,-1.20673775673,-0.400472462177,0.113383583724,-0.26046949625,-0.771299958229,2.64456439018,1.1426628828,1.05103540421,0.109450012445,-0.507724225521,-0.145367592573,-0.105564281344,-0.442287176847,-0.563375651836,0.0989637076855,1.02067959309,0.355650007725,0.596127092838,0.178503736854,0.758400022984
3108,1.33197665215,0.5216537714,0.127300024033,-0.819050014019,0.618148326874,-0.339899986982,1.15979993343,-0.0602019950747,-0.956950187683,-0.190227523446,-0.412164926529,0.00693730264902,-0.377666652203,-0.478502750397,2.8069088459,0.0107354559004,-0.24071533978,0.388050019741,0.917550206184,-0.512693345547,1.8125897646,-0.357050001621,5.45157957077,1.57048904896,-0.362651497126,-0.694189786911,0.0735435038805,-0.437591999769,0.136982068419,0.64335000515,-0.0949971601367,0.663798570633,0.124600000679
1950,1.68684256077,1.16506111622,0.751500070095,0.39414998889,-0.644259750843,0.106550008059,1.59704995155,-0.160930067301,0.599802434444,1.17636585236,0.868757009506,0.339377939701,-0.0143000036478,0.755224227905,-0.847049236298,-0.643662393093,0.372366249561,1.42245006561,-0.627892374992,4.50744199753,1.86502110958,-0.385449975729,3.68255352974,-0.616482138634,1.75186681747,0.540342330933,0.296940863132,0.301214128733,1.07149243355,0.908299982548,0.945577502251,0.0342040210962,2.48524999619
351,-4.88075399399,0.691814780235,0.423833370209,-0.503199994564,-1.49326992035,-1.39779996872,0.197149991989,0.0463534370065,0.349132955074,0.539592146873,-0.239788323641,0.0852690786123,-0.189433351159,-0.465249300003,-0.0760695040226,-1.6735522747,0.628405511379,0.425850003958,-0.381009191275,2.01084852219,-0.118042349815,-0.000700000033248,-0.0615549124777,0.518983900547,-0.191098123789,-0.000416757364292,-0.0414664521813,0.340286105871,-0.527890920639,-1.00294995308,-0.834906578064,-0.907563924789,0.136349990964
