rid,CPC011_A375_6H:BRD-K30563334-001-01-1:10,CPC011_A549_6H:BRD-K30563334-001-01-1:10,CPC011_A549_24H:BRD-K30563334-001-01-1:10,CPC011_HA1E_6H:BRD-K30563334-001-01-1:10,CPC011_HT29_6H:BRD-K30563334-001-01-1:10,CPC011_MCF7_6H:BRD-K30563334-001-01-1:10,CPC011_MCF7_24H:BRD-K30563334-001-01-1:10,CPC011_PC3_6H:BRD-K30563334-001-01-1:10,CPC011_PC3_24H:BRD-K30563334-001-01-1:10,CPC011_VCAP_6H:BRD-K30563334-001-01-1:10,CPC011_VCAP_24H:BRD-K30563334-001-01-1:10,CPC014_A375_6H:BRD-K31484631-001-05-0:10,CPC014_A549_6H:BRD-K31484631-001-05-0:10,CPC014_A549_24H:BRD-K31484631-001-05-0:10,CPC014_ASC_24H:BRD-K31484631-001-05-0:10,CPC014_HA1E_6H:BRD-K31484631-001-05-0:10,CPC014_HCC515_6H:BRD-K31484631-001-05-0:10,CPC014_HEPG2_6H:BRD-K31484631-001-05-0:10,CPC014_HT29_6H:BRD-K31484631-001-05-0:10,CPC014_MCF7_6H:BRD-K31484631-001-05-0:10,CPC014_MCF7_24H:BRD-K31484631-001-05-0:10,CPC014_NEU_24H:BRD-K31484631-001-05-0:10,CPC014_NPC_24H:BRD-K31484631-001-05-0:10,CPC014_PC3_6H:BRD-K31484631-001-05-0:10,CPC014_PC3_24H:BRD-K31484631-001-05-0:10,CPC014_PHH_24H:BRD-K31484631-001-05-0:10,CPC014_SKB_24H:BRD-K31484631-001-05-0:10,CPC014_VCAP_6H:BRD-K31484631-001-05-0:10,CPC014_VCAP_24H:BRD-K31484631-001-05-0:10,CPD003_MCF7_6H:BRD-A23801136-001-06-5:10,CPD003_MCF7_24H:BRD-A23801136-001-06-5:10,CPD003_PC3_6H:BRD-A23801136-001-06-5:10,CPD003_PC3_24H:BRD-A23801136-001-06-5:10
4846,1.66554296017,0.399908423424,-0.948366641998,-0.639850020409,0.348013788462,0.359950006008,0.968899965286,0.245862543583,1.39949083328,0.204280853271,-0.0751678273082,-0.174255222082,-0.0291666686535,-0.52061188221,-0.191929832101,0.214955806732,0.343822896481,-0.0707999765873,-1.22082805634,0.0495981015265,-0.93051981926,-0.119249999523,-0.483500301838,-0.380069732666,0.167388647795,-0.16104067862,-0.223472103477,1.60161042213,-0.656121790409,-1.15369999409,-0.31584918499,-0.100025981665,-0.452150017023
1452,-2.38469386101,0.0843591988087,-0.913366675377,0.772750020027,0.599048614502,0.48394998908,-0.377449989319,1.23175132275,0.375755280256,-0.240424245596,-0.096381880343,-1.81743586063,-2.4890666008,-0.0394637584686,-0.485274970531,-1.008715868,0.517027974129,-0.325299978256,-0.452121287584,-0.0785154253244,0.856208205223,0.144150003791,-0.00547707080841,-1.50805687904,-1.1906478405,0.354988694191,0.311774820089,-0.142168879509,0.170161381364,1.06739997864,0.131373822689,-0.794778287411,-2.14499998093
4776,0.243597865105,0.312631517649,0.535366714001,-0.575049996376,-0.0314094871283,-0.701449990273,-0.286449998617,-0.5616761446,-0.170025318861,0.865641474724,0.135452926159,-0.406157672405,0.299133330584,0.770932674408,4.37180709839,-0.62378770113,0.196975022554,0.876550078392,-0.870489358902,1.2513500452,1.62551522255,1.23930001259,1.38599050045,-0.173313856125,1.63664317131,-0.133070707321,0.41946876049,0.880567789078,1.11866390705,0.376300007105,0.094760350883,0.248098641634,5.2732000351
6908,3.34008049965,-0.0531798154116,-0.459833294153,0.668000042439,1.1013302803,0.300199985504,3.05019974709,0.511963069439,-0.48342949152,0.145390436053,-0.317799270153,-0.422763466835,-0.198966652155,-0.72017621994,0.294008016586,-0.368978381157,-0.232469797134,-1.92565000057,0.00654912274331,1.31616771221,-1.38719201088,-0.415750026703,-0.327787816525,-0.565044760704,-0.772181153297,0.432982593775,0.0751266032457,0.419582307339,-0.385729551315,0.587100028992,-0.174215689301,0.529658436775,-2.35995006561
672,1.28640818596,0.455636143684,0.296633332968,0.126850008965,0.407969474792,0.150249987841,-0.599799990654,0.447074621916,0.0766700133681,0.284026503563,-0.797277390957,-0.0967294126749,-0.408399999142,0.26974850893,-0.675696969032,-0.566162645817,-0.784284651279,0.219650015235,-0.910648345947,1.0301759243,-0.239772677422,0.774749994278,-0.581217765808,0.0466422140598,0.310881763697,-0.438492685556,1.04415428638,0.0527598112822,0.0866649448872,-1.74729990959,-0.44417527318,-0.0240513682365,0.581600010395
5710,0.388150691986,0.107318475842,-0.376133322716,0.390600025654,0.555286288261,0.708100020885,-1.88399994373,-0.0874920338392,0.526495695114,-0.145945712924,-0.170943796635,-1.90357422829,-0.590466678143,0.224402070045,-1.94801950455,0.139989033341,-0.354267895222,-0.806249976158,0.616589784622,1.73519432545,-0.267974108458,-0.132899999619,0.298730552197,0.707370400429,-2.47419333458,0.894941329956,-0.433279722929,-0.401095330715,-1.09421491623,1.20990002155,-0.826931595802,-0.154951676726,-2.52500009537
2115,2.52867937088,0.303444623947,0.0821666717529,-0.398750007153,0.408349394798,-0.0722000002861,0.141350030899,1.81676149368,0.445695996284,0.183453038335,-0.677445590496,-0.302927821875,-0.00506666302681,0.255995482206,-0.733053445816,0.659236311913,0.403173238039,-0.22389999032,-0.136233210564,-0.624609470367,-0.0765595734119,0.716949999332,1.02020168304,0.125934064388,0.49959653616,-0.021032653749,-0.156103402376,-0.70219540596,-1.07092475891,-0.933449983597,-0.128566503525,-0.472548365593,-1.48415005207
7015,1.42665493488,0.0334424078465,0.132599949837,-0.493050009012,0.965133070946,0.741949975491,1.48175001144,-0.972150146961,-0.324793130159,0.383470654488,-0.115178510547,-0.27399072051,0.949866771698,-0.502246201038,-0.755115151405,0.724403679371,0.982981085777,0.780099987984,0.149922579527,-0.650417208672,1.6262665987,0.527050018311,0.37104922533,-0.811341404915,1.28962492943,0.427453577518,0.341386318207,-0.650701701641,1.21066021919,1.36985003948,0.33228841424,0.418930977583,2.55105018616
8726,1.65276622772,0.0144366323948,-0.639666676521,1.17904996872,0.347925245762,1.47839999199,-1.26574993134,0.281901657581,-0.286673039198,-0.935639500618,-0.75201523304,0.405949115753,0.438233315945,-0.311981678009,0.436148256063,0.10476693511,0.547744989395,-0.534550011158,0.805514633656,0.482621520758,-0.26277539134,-0.574599981308,1.56449711323,0.293880999088,2.07399749756,-1.08297336102,0.22920280695,1.02384495735,0.727706134319,1.0694000721,-0.227469265461,0.123414620757,1.2173999548
2185,1.08626675606,0.037476234138,0.663866758347,-0.779850006104,0.258369415998,0.0383999943733,-0.138549983501,1.06308317184,-1.01030182838,0.154842987657,-0.118452042341,-0.74489235878,0.269933313131,0.318786203861,0.146695926785,-1.22906672955,0.0563478842378,0.351949989796,-0.602527797222,0.692082226276,1.17139041424,0.897350013256,0.355481624603,-0.159905135632,0.886941373348,0.735190391541,-0.302874386311,-0.173179507256,0.112466424704,-0.632799983025,0.206329107285,0.123439960182,2.04939985275
3315,-5.90117073059,0.213889628649,-1.67226660252,0.191950008273,-5.04362821579,0.0,0.742000043392,0.972908377647,-0.141260311007,-0.153623268008,-0.427524745464,0.131549149752,0.123733341694,-0.854167222977,0.358716189861,0.119251601398,-0.521913766861,-0.309300005436,0.792114675045,0.403125464916,-2.09860301018,-0.694599986076,-0.321561336517,1.16117203236,-0.738351821899,0.210405439138,-0.14718003571,-0.897997915745,-0.386859476566,-0.18449999392,0.349850445986,0.465695023537,-2.01515007019
5289,-6.38374423981,0.23388415575,0.486033380032,0.861400008202,0.432797551155,0.440349966288,-0.567849993706,0.531473696232,0.738991260529,0.256430447102,-1.0362303257,0.0645477920771,0.285666674376,0.633672177792,0.323548674583,0.652290821075,-0.390041291714,0.518550038338,-0.677735209465,-1.10090649128,0.28406393528,0.283350020647,1.78599858284,-0.216675892472,0.799594342709,0.149272322655,0.452827572823,-0.526009082794,-0.934444189072,0.276699990034,1.87809956074,-0.152857705951,0.222049996257
868,1.19980335236,-0.480306208134,-2.07310009003,-1.03719997406,1.41406416893,-0.0673000216484,-0.82564997673,0.129314497113,0.00299913529307,0.389323085546,0.410049706697,-0.569312572479,-0.099500015378,-0.417450129986,0.154948771,-0.388254106045,0.464906662703,-0.974749982357,-0.587497651577,-0.790335834026,-0.216797620058,0.228000000119,0.193305104971,0.209054887295,0.0868291705847,1.30265724659,-0.349851697683,-1.54683852196,-0.354733616114,-1.24204993248,-2.30494904518,-0.171367555857,-0.769649982452
1677,2.61640048027,0.55550122261,0.2853333354,-0.308750003576,-0.755264759064,-0.0724000036716,0.344799995422,0.59519392252,0.317620396614,-0.0261594355106,0.277117460966,-0.269419401884,0.61733341217,0.14856390655,-0.310664057732,-0.739785373211,-0.0983551815152,1.46909999847,-0.446306675673,0.678534626961,1.01951730251,0.493400007486,0.775998234749,-0.274690896273,0.760149717331,0.362499594688,0.0611891075969,-0.126912236214,-0.339034199715,0.519349992275,0.697548866272,0.283021390438,-0.0818000137806
7043,0.225192368031,-0.352678775787,0.278033345938,-1.0882499218,0.572569727898,0.797199964523,-0.759150028229,-0.541438221931,0.335263162851,0.631104707718,-0.288154602051,-0.60581433773,-0.38710001111,0.0958939865232,0.0403613448143,-0.541106581688,-0.275051176548,-1.47455000877,-1.23710370064,0.345097541809,0.0506861433387,0.544250011444,0.225824892521,0.032126262784,0.225795358419,1.2406052351,0.212960541248,-0.934635043144,-1.18042314053,-1.10500001907,0.438534319401,-0.484190404415,0.515399992466
5613,1.87129974365,1.03500115871,0.235533341765,-0.227849990129,0.541539490223,-0.24809999764,-0.476249992847,-0.72183662653,-0.347907990217,0.264931857586,0.292515575886,0.0952050536871,0.178833335638,0.281439960003,-0.632018387318,-0.224610596895,0.593605399132,-0.175650000572,-1.3113052845,2.33104801178,0.20987701416,1.95319998264,0.985466122627,-0.419218629599,0.50992423296,0.813320279121,-0.548888146877,-0.663675308228,-0.642973184586,-1.31990003586,1.0316426754,0.311788201332,1.57839989662
595,1.50878429413,-0.50085580349,-0.25843334198,0.822049975395,1.47412383556,-0.114800006151,-0.911499977112,0.82823497057,-0.264452248812,-0.626561284065,-0.586914241314,-0.527826845646,-0.466600000858,-0.534238159657,2.64088892937,0.0212720297277,-0.9315533638,-0.82775002718,-0.00436501950026,-0.473353236914,-0.424821734428,-0.16859999299,-0.387231528759,0.237946480513,-0.703718602657,0.199722737074,-0.0489870682359,-0.933328092098,-0.69959706068,0.527499973774,-0.720566511154,-0.0742442905903,-1.18280005455
4793,2.52973890305,-0.439976871014,-1.05760002136,0.460950016975,1.88446307182,0.162200018764,-1.02645003796,1.09620797634,0.235509485006,-1.013707757,-0.148834064603,0.707853257656,-0.593966662884,0.696296453476,0.75165271759,0.528560042381,-0.0706920623779,0.0731500089169,1.77197527885,7.30357027054,0.816851139069,0.027949988842,-0.564328253269,0.651387274265,2.65734171867,0.356686592102,1.12591314316,-0.106539078057,0.581947267056,0.202099993825,-0.332259953022,1.89934301376,-0.46954998374
2736,2.00487947464,0.123510956764,1.76313328743,-1.27894997597,0.263658940792,-0.0965999960899,0.330799996853,0.564793407917,0.590176343918,5.03178501129,0.233225122094,-0.682750046253,1.37253332138,-0.110728226602,-0.402216732502,0.467079848051,1.53949868679,0.190650001168,-0.798596382141,1.10749566555,1.68930923939,0.503949999809,0.232621341944,-0.457065999508,0.985668361187,-0.139959037304,0.152521803975,-0.326914668083,0.252643167973,-0.85389995575,0.36911675334,-0.347900152206,1.28689992428
5290,0.196949720383,0.0453290641308,0.132400035858,-0.85664999485,0.0145589709282,0.853349983692,2.66880011559,0.386032372713,-0.0136991925538,-0.202517405152,1.20110285282,-0.217116892338,0.133599966764,0.701737225056,-0.667267680168,-1.15509319305,0.670503616333,-0.38529998064,0.858349919319,0.728248894215,1.83223152161,-0.940450012684,0.117436341941,0.127940028906,1.99604105949,-1.18866539001,-1.0081897974,0.230911701918,0.96377748251,0.245399996638,1.30033743382,-0.463341236115,3.76429986954
6194,0.0,0.000699999975041,-2.51173353195,-0.00034999998752,-1.15914177895,-1.01915001869,0.74665004015,-0.0669424980879,0.0271328389645,-1.24018549919,-1.17950201035,0.000229448938626,-0.494366675615,-0.567721128464,-0.000198425317649,-0.216575488448,-0.310336530209,-0.136950001121,0.206840619445,-1.33843481541,-1.36001610756,-0.00200000009499,0.000212584636756,0.29309207201,-1.88283801079,8.62230081111e-05,0.0109221944585,0.000297000689898,-0.361333191395,0.0706500038505,-0.252552390099,0.0587903670967,-1.23274993896
1676,-0.66587293148,-0.161698251963,-0.46416670084,-1.22635006905,-1.30809283257,-3.26029992104,-0.661450028419,1.08606278896,-0.0344614759088,0.20176705718,0.0343836769462,-0.788671791553,0.0875666737556,0.545919656754,-0.387316405773,-0.924677610397,-0.210008487105,-0.736499965191,-0.640691161156,0.780074238777,0.758982181549,0.294650018215,0.0908317863941,-0.465190887451,1.16334414482,0.354737639427,0.12064999342,-0.20458227396,1.05720126629,-1.32270002365,0.704397261143,0.187065422535,2.82299995422
23512,1.22928965092,0.991668701172,-0.24473336339,1.40899991989,-5.22476434708,-0.3125,-1.01475000381,0.224416702986,-0.558250486851,0.039051130414,-0.656003177166,0.396712660789,-0.0823666602373,-0.373703658581,-0.548480570316,0.442870289087,0.659774959087,0.0375000089407,-1.00996351242,0.150778830051,0.0193771868944,0.8519500494,0.406999409199,-0.138781383634,0.0352956652641,0.197980508208,-0.0937507152557,0.0726258307695,-0.474851369858,-0.226549997926,-0.178892850876,0.204121485353,-0.449100017548
148022,2.47771215439,-0.411587119102,1.12566673756,-0.570399999619,1.37786412239,0.115799993277,3.50244998932,0.758222699165,-0.898969113827,-0.00647431612015,-0.330642729998,-0.175255164504,-0.418799996376,-0.144666627049,0.106195300817,0.465031981468,-1.10310912132,-0.89904999733,-0.258972227573,-0.629837751389,0.0485849380493,0.698700010777,0.508589506149,-0.238980814815,-1.18526005745,0.117524020374,0.0527150221169,-0.561736345291,-0.978089332581,-0.934750020504,-0.954882144928,0.541592359543,-1.66464996338
1906,-0.577338695526,0.455969035625,-0.641399979591,-0.334100008011,0.697565078735,0.703199982643,0.601249992847,0.114171423018,0.7744333148,0.804474592209,-0.254415482283,0.0315306149423,0.27883335948,-0.452398121357,-0.649548053741,0.101360343397,0.751428961754,0.0417999923229,-1.08944761753,0.619876563549,0.305711477995,0.231550008059,-0.0701968073845,-0.406057238579,-0.109241008759,0.5434705019,-0.00396927446127,-1.65529429913,-0.861226797104,-0.808500051498,0.00213154405355,-0.313590735197,0.651149988174
8878,1.7858812809,-1.0624768734,-0.0472333729267,1.06299996376,-0.350262105465,-0.648350000381,-0.622900009155,1.12330079079,0.476034998894,-0.108173459768,-0.388780981302,3.13442921638,-0.238833323121,0.265308558941,0.501972317696,0.252235978842,-0.953522026539,-0.487149983644,-0.0103265121579,-1.29085707664,-1.30811667442,-0.895050048828,-0.263527959585,-0.224511578679,-0.0622602701187,-0.000104553997517,-0.587691307068,0.105266526341,-0.24129357934,0.952350020409,0.0118689090014,0.226465657353,-2.68289995193
3091,0.309771478176,0.577001810074,0.505599975586,0.118900001049,0.999146163464,0.743300020695,-0.756600022316,-0.357584059238,0.0921837314963,-0.28399592638,-0.0926490277052,-0.60879522562,0.278600007296,-0.219961389899,0.131504386663,-0.220525994897,-0.133676379919,-0.433800041676,-1.67808485031,0.562028825283,-1.07068753242,0.842999994755,-2.4793047905,-1.03424668312,-0.728259563446,-0.0168816410005,-0.0279049351811,-2.53674888611,-0.444136112928,-0.354000002146,0.791616797447,0.464409679174,1.40724992752
5743,4.90220880508,-0.506619572639,-0.948866724968,-0.804350018501,1.66952562332,0.609099984169,0.650400042534,-0.169871717691,-0.259225010872,0.0177493393421,0.185979291797,-1.03368139267,-0.319900035858,3.40620446205,-0.952313840389,-3.61695384979,-0.0784169584513,6.35255002975,0.0448398701847,-0.0919052436948,2.29622960091,-0.208999991417,-0.435062170029,-0.943940877914,2.68270015717,-0.757319450378,-0.014008462429,1.09147071838,2.10549116135,0.936299979687,-0.342656493187,-0.339272737503,4.93300008774
5321,-0.376527428627,0.349184006453,0.279966652393,-0.139550000429,-0.261253446341,0.626550018787,-0.223950013518,-0.856074631214,0.0106637449935,0.57722645998,0.228014051914,0.600675463676,-0.957033276558,0.467533707619,-0.538113355637,-0.317916542292,0.15265853703,-1.59924995899,-0.147929832339,0.682803690434,1.30133366585,-0.00235000019893,0.449847579002,-0.411692798138,1.08650493622,-0.00435063242912,0.297495722771,-0.0371690578759,0.494429975748,-0.647849977016,0.245447069407,0.15756611526,1.86339998245
4144,-2.26955008507,0.381348162889,0.977800011635,0.225700005889,0.479794591665,0.186250001192,1.28515005112,-0.269438803196,0.171815305948,-0.39189773798,0.175207778811,-0.309338986874,0.336333334446,0.500788033009,0.361893355846,0.575453460217,-0.0152132809162,-2.03419995308,-0.741716325283,-0.63594263792,0.791370391846,0.520850002766,0.278689056635,-1.15730714798,0.710360109806,0.000207520555705,0.269537299871,0.0468814708292,0.0161180794239,1.29585003853,-0.581503868103,0.461951494217,0.264899998903
1981,0.911964595318,0.164927065372,2.4265666008,0.0487000010908,2.6539080143,-0.553600013256,0.134499967098,1.50602304935,-0.487400770187,-0.0197507441044,0.542223572731,-0.328186511993,0.138666674495,0.00775861740112,-0.49645447731,0.520568132401,-0.565658807755,-0.0349000096321,-0.0105612054467,2.67917394638,0.371295034885,-0.172199994326,0.681098818779,0.200312048197,0.236168891191,-0.696075618267,0.279867619276,-0.765345692635,0.376614898443,1.44709992409,-1.13976895809,0.255282521248,-0.125099986792
695,3.70518827438,0.0286163128912,0.643933355808,0.350599974394,0.00597237795591,-1.59010004997,1.32805001736,0.219824910164,0.29178071022,0.626940488815,-0.224776670337,3.15349364281,-1.26263332367,-0.4280359447,0.00356564670801,-1.12981367111,-0.28324431181,-0.568849980831,-0.338410645723,0.247696608305,-1.0710144043,-0.0205499827862,-0.707389354706,-0.0209800601006,-0.542954385281,0.182807520032,-0.205662995577,-0.199965462089,-0.985420048237,0.0485499799252,-0.0588231980801,-0.411001801491,-0.362250030041
10398,2.51518201828,0.293792486191,0.316033363342,0.618600010872,0.343516111374,1.21875,0.513899981976,0.409538269043,-0.0538503974676,0.246137261391,0.532824635506,1.76135599613,-0.161100000143,0.229342579842,1.14100968838,-0.320863097906,0.297371864319,-0.710099995136,-1.59259796143,1.04296755791,0.493890196085,0.0743499994278,-0.412214398384,-0.65072530508,0.0831529796124,1.07465291023,0.462059617043,-0.351604133844,-0.270832419395,0.60925000906,1.03946554661,-1.23838877678,0.963600039482
