rid,DOS058_A375_24H:BRD-K75449859-019-01-6:5,DOS058_A549_24H:BRD-K75449859-019-01-6:5,DOS058_PC3_24H:BRD-K75449859-019-01-6:5,ERG012_PC3_24H:BRD-K75449859-019-01-6:10.207,ERG012_PC3_6H:BRD-K75449859-019-01-6:10.207,ERG012_VCAP_24H:BRD-K75449859-019-01-6:10.207,ERG012_VCAP_6H:BRD-K75449859-019-01-6:10.207
5720,-2.13564991951,-0.902549922466,-1.29875004292,-0.454708665609,0.32349857688,-0.479368269444,0.369727313519
466,-0.153449997306,-0.208400011063,-0.308200001717,0.570421457291,0.0524823963642,-0.508939623833,0.960917830467
6009,-1.68085002899,-0.441400021315,0.736199975014,0.269899904728,0.347039699554,-0.634227216244,0.201751321554
2309,0.150350004435,-0.358850002289,0.122649997473,0.356355249882,-0.0417381487787,0.0482674464583,-2.35765314102
387,-0.895799994469,1.00234997272,0.14295001328,-0.317684143782,-0.155319616199,0.110087364912,0.464401721954
3553,0.71280002594,-0.276250004768,0.221799999475,-0.474467039108,-0.164345785975,0.895974993706,-0.59501183033
427,-0.497099995613,1.03600001335,-1.03780007362,0.730582594872,0.557704150677,0.30560234189,1.02962756157
5898,-0.628799974918,-0.4674000144,-0.400849997997,-0.557673275471,-0.222752943635,-0.937072873116,-0.0221779793501
23365,-0.823499977589,0.94914996624,1.52454996109,-0.325052201748,-0.714609801769,-1.08743214607,1.24795293808
6657,-0.982550024986,0.608250021935,0.229099988937,-0.553248822689,-0.489428430796,0.454110383987,-1.15357124805
5054,1.03699994087,-0.942900002003,-0.739050030708,0.487065881491,-0.478751778603,0.73780554533,0.438136875629
3108,-1.82644999027,0.953149974346,-4.14935016632,0.979935288429,-0.662222862244,-0.16914306581,0.968856394291
1950,0.0194500014186,0.744350016117,-0.163850009441,2.0221452713,0.048360824585,0.578277766705,0.278905838728
351,-0.051600009203,-0.815449953079,-0.525600016117,-0.422734022141,-1.32860386372,-0.886373817921,0.00117012858391
4846,-1.50770008564,0.0373999997973,-0.336950004101,-0.453531950712,-0.154162734747,-0.82399225235,0.523492455482
1452,-0.952200055122,-0.194149985909,0.0302000045776,-0.677169203758,-0.773749411106,0.028582431376,0.581875562668
4776,2.5992000103,0.0248500108719,-0.275649994612,-0.553701937199,-0.833646535873,1.26310479641,-0.664552330971
6908,-1.64649999142,0.361400008202,0.569199979305,0.248402148485,0.151857629418,-0.162586763501,0.704705536366
672,-1.80990004539,-0.0212000012398,-0.132400006056,1.1044781208,0.413691520691,-0.868066251278,0.935723185539
5710,0.529050052166,0.0458999872208,0.172999992967,0.313189566135,-0.477645426989,-0.504814982414,0.109378695488
2115,-1.24510002136,0.418199986219,0.5,0.0578024983406,-0.316922366619,-0.674935400486,-0.55942428112
7015,0.260499984026,-0.430400013924,-0.609050035477,-0.45911732316,-0.571845889091,1.5682464838,-0.383946299553
8726,-0.194050014019,1.5856500864,0.491750001907,0.066030472517,1.33519947529,-0.730782687664,1.32388365269
2185,0.567800045013,-0.0622499883175,-0.166199982166,-0.139732807875,-0.506074905396,0.911431372166,-0.982997179031
3315,-2.09360003471,0.225749999285,0.00200000405312,-0.379056990147,-0.823077261448,0.821015059948,0.173139154911
5289,-2.05885004997,-1.05680000782,0.132449999452,0.19149248302,0.744550645351,-0.69133234024,0.284940421581
868,0.346549987793,0.111900031567,-0.373849987984,0.360222250223,0.000330394133925,-0.0441622287035,-0.735210835934
1677,0.0715000033379,-0.18670001626,0.634500026703,0.338069111109,-0.187223494053,-0.0661338493228,-0.441482335329
7043,1.01740002632,0.351150006056,0.00180000066757,-0.376509010792,-0.723487973213,-0.455742120743,-0.558034181595
5613,1.56799995899,-1.07155001163,-0.0675500035286,-0.908336639404,-0.714270114899,0.439867287874,-1.32289958
595,0.616899967194,1.19924998283,0.877449989319,-0.302655726671,-0.840709209442,-0.457443296909,1.04244232178
