rid,CVD001_HEPG2_6H:BRD-K55149044-001-01-0:10.3068,CVD001_HEPG2_6H:BRD-K55149044-001-01-0:2.5767,CVD001_HEPG2_24H:BRD-K55149044-001-01-0:10.3068,CVD001_HEPG2_24H:BRD-K55149044-001-01-0:2.5767,CVD001_HUH7_6H:BRD-K55149044-001-01-0:10.3068,CVD001_HUH7_6H:BRD-K55149044-001-01-0:2.5767,CVD001_HUH7_24H:BRD-K55149044-001-01-0:10.3068,CVD001_HUH7_24H:BRD-K55149044-001-01-0:2.5767,CVD001_PHH_6H:BRD-K55149044-001-01-0:10.3068,CVD001_PHH_6H:BRD-K55149044-001-01-0:2.5767,CVD001_PHH_24H:BRD-K55149044-001-01-0:10.3068,CVD001_PHH_24H:BRD-K55149044-001-01-0:2.5767,DOS023_VCAP_6H:BRD-K55149044-001-01-0:5.15,DOS023_VCAP_24H:BRD-K55149044-001-01-0:5.15,DOS052_A375_24H:BRD-K55149044-001-01-0:5.15,DOS052_A549_24H:BRD-K55149044-001-01-0:5.15,DOS052_HT29_24H:BRD-K55149044-001-01-0:5.15,DOS052_MCF7_24H:BRD-K55149044-001-01-0:5.15,DOSBIO002_A375_24H:BRD-K55149044:10,DOSBIO002_A549_24H:BRD-K55149044:10,DOSBIO002_HT29_24H:BRD-K55149044:10,DOSBIO002_PC3_24H:BRD-K55149044:10,DOSBIO002_MCF7_24H:BRD-K55149044:10,DOSBIO002_NEU_24H:BRD-K55149044:10,DOSBIO002_NPC_24H:BRD-K55149044:10
5720,-0.394403964281,-0.102804616094,-0.552140593529,0.528179526329,0.228317052126,-0.255146324635,-0.134099453688,0.783121466637,0.249550074339,0.757986724377,-0.406330049038,0.76924175024,0.218966662884,0.0,-2.11059999466,-0.405499994755,-0.738599956036,0.285899996758,-0.3593288064,0.685131251812,-1.34720051289,-2.14904546738,-0.988110542297,0.465549975634,1.65469682217
466,-0.316487908363,-0.152970939875,0.0419267080724,0.3252376616,-1.90400898457,-0.9926623106,-0.394241005182,0.210240587592,-1.36991238594,-1.73303878307,-0.115637458861,0.328113973141,-0.746133327484,-1.20179998875,-1.10164999962,-2.43924999237,-1.93429994583,-1.03744995594,-0.561935424805,-1.00676774979,-0.277429580688,-1.25974845886,-3.28779983521,-0.250050008297,0.219971328974
6009,0.18040856719,-0.289349913597,-0.10016015172,0.70855897665,0.0950647816062,-0.58733522892,0.965182781219,0.162217855453,-0.898549318314,-0.19565024972,-0.348634362221,-0.222367852926,0.383333325386,-0.160500004888,0.942049980164,-0.502950012684,1.05910003185,0.949450016022,-1.44993412495,-0.237629264593,-0.540411114693,-0.605759561062,-1.83068501949,-1.12405002117,-0.396988928318
2309,1.51273226738,0.376498073339,0.283874094486,-0.360242635012,-0.390106260777,-1.02989673615,-0.559296131134,-0.298813730478,-0.782221615314,0.158410012722,0.0821556448936,-1.67930328846,0.824033379555,0.323000013828,0.433550000191,2.70020008087,0.421350002289,0.790500044823,-0.207011669874,0.17670494318,0.198793545365,1.65097236633,1.42372560501,-0.722699999809,-0.855084180832
387,-0.963700532913,-0.838606476784,-0.459767907858,-0.463373333216,0.382922172546,-0.471138238907,0.668488383293,-0.195320233703,0.39034986496,-0.560231208801,-0.314383327961,-0.460301011801,0.573833346367,-0.876100003719,2.01104998589,0.270300000906,1.89739990234,0.80655002594,-1.08692848682,-0.0637344717979,-0.509345531464,0.092862740159,-1.35530543327,-1.16009998322,-0.976720333099
3553,-0.741485178471,-0.0221012532711,-0.0516659617424,0.370405673981,-0.291547000408,0.437612861395,-0.69585943222,-0.680281102657,-0.386088609695,-0.0360975340009,0.490682899952,0.592881083488,0.0872000008821,0.993900001049,2.2650001049,0.637699961662,0.0643499940634,0.666249990463,1.47569799423,1.14825415611,0.602120399475,1.40888762474,0.831976652145,1.10684990883,0.55678319931
427,-0.142283886671,-0.170774102211,0.884036183357,1.08983659744,-0.715599417686,0.444131225348,-0.366614997387,0.199575379491,-0.8584010005,0.425728648901,0.0184052586555,0.551170706749,-0.0118333250284,-1.45309996605,-1.04005002975,-0.429450005293,0.197149991989,1.5406999588,-0.425819307566,-0.511986136436,1.35262429714,-1.33347809315,-0.801468908787,1.44214999676,0.578749537468
5898,0.460801482201,-0.254215061665,1.28636074066,0.746251344681,-0.145932123065,-0.835359632969,0.522203207016,0.240310654044,-1.8031116724,0.376181840897,0.36625546217,0.687750756741,-0.368033349514,-1.66400003433,-0.429400026798,1.19490003586,-1.5380500555,-2.25920009613,1.29178082943,-0.313481211662,-0.275914728642,1.7016326189,1.27784538269,-0.063299998641,-1.60791993141
23365,-0.470333814621,-0.85198277235,0.132957324386,0.452386856079,-0.974230408669,-0.188815236092,1.02349841595,0.844074547291,0.227614700794,0.0511063784361,1.076182127,0.415186226368,-0.166533321142,0.235400006175,-0.28979998827,1.02369999886,0.96749997139,1.55099987984,-0.560390949249,0.250795155764,-0.500899910927,-0.33962905407,0.108667708933,-1.18435001373,0.921031117439
6657,-1.21017205715,0.42817184329,-0.273316711187,0.0158563703299,0.566098511219,0.885150790215,-0.798138976097,-0.754685461521,-0.513896465302,0.659382820129,-0.152211531997,0.670972704887,-0.446266680956,0.0147000001743,-1.76434993744,-0.0342000126839,-0.15585000813,0.649800002575,-0.577586650848,-0.355756223202,-0.0920005813241,1.06475138664,-0.207346558571,-2.88255000114,-0.671491801739
5054,0.556821525097,-0.298778951168,0.661667704582,-0.347157657146,-0.0940830782056,-0.188683763146,0.582170724869,-0.231670424342,-0.812283277512,-0.333674281836,0.639394402504,-0.446614027023,-0.431500017643,-0.299400001764,1.11564993858,-0.023099988699,-0.716700017452,-1.06394994259,-0.0969877839088,1.701130867,1.6319565773,-0.708186805248,0.524333119392,0.759700059891,-0.703177690506
3108,-0.129252254963,-0.0233928151429,-0.150786370039,-0.249638363719,-0.545922100544,-0.197561234236,0.47527295351,-0.734892964363,-0.135758072138,-0.389443635941,-0.259011507034,-0.223552122712,0.725066661835,-0.628300011158,1.37890005112,0.153549998999,0.377999991179,4.3341999054,-0.276001930237,0.30717548728,-0.361095100641,0.309649258852,-0.065487653017,1.09714996815,1.14555048943
1950,-0.449414253235,0.869453251362,-0.3988019526,0.235758364201,-0.37592291832,-0.104033768177,-0.391508489847,0.0182135216892,-1.05161464214,1.04985237122,-0.584326565266,0.704058051109,0.298300027847,1.25109994411,-0.742400050163,-0.197200000286,-1.49364995956,-0.400899976492,-0.290538191795,-0.337864816189,0.0929697453976,0.21256621182,-0.441392093897,0.0962999984622,-0.775831580162
