rid,CRCGN001_HA1E_6H:BRD-A94796533-001-01-1:17.6,CRCGN001_HA1E_24H:BRD-A94796533-001-01-1:17.6,CRCGN004_HA1E_24H:BRD-A94796533-001-01-1:17.6UM
5720,-1.40592670441,-1.92544317245,-0.146334663033
466,-0.170319437981,-0.108640171587,-0.572089672089
6009,-1.01072835922,-0.097340747714,0.37895745039
2309,-1.21257710457,-0.667486429214,-1.35635948181
387,-1.53236234188,-0.270064860582,-0.509094238281
3553,0.789171934128,0.546537280083,0.0799688845873
427,1.35082912445,0.983809173107,-0.582152664661
5898,0.491995960474,0.562064826488,-0.579323112965
23365,0.524738192558,1.36798870564,-1.25742340088
6657,0.231862962246,-0.018885506317,0.310067743063
5054,0.596946597099,0.232763379812,-0.7422336936
3108,1.18112099171,-0.255581796169,0.109223812819
1950,1.17627024651,0.609449923038,0.00210912246257
351,-1.37285542488,0.448973834515,-0.289063900709
4846,1.97629058361,1.06992125511,1.55983710289
1452,0.919682979584,-0.086491510272,-0.741911709309
4776,0.984003901482,0.877519309521,-0.488291859627
6908,-0.694311738014,0.438316375017,-0.333280980587
672,0.551213145256,1.25572884083,-0.381592959166
5710,-1.22236680984,-0.0851687639952,-0.386263459921
2115,1.00653481483,0.94973897934,-0.20948818326
7015,0.917514443398,0.546936929226,-0.125817343593
8726,-0.584518551826,-0.960056483746,-0.767766356468
2185,0.664246201515,1.0639756918,0.32490503788
3315,-0.900691509247,0.491311728954,3.37849473953
5289,1.10384941101,0.534660458565,-0.291927605867
868,1.02861845493,0.434512406588,0.178653791547
1677,1.44191384315,0.946090757847,-0.117985069752
7043,0.884447038174,0.965814948082,0.162807494402
5613,0.390479892492,0.509249866009,0.241833463311
595,1.55515754223,0.099098816514,0.148580417037
4793,0.140389204025,1.19637167454,0.223707318306
2736,0.193221539259,0.414872318506,-0.767803013325
5290,1.40846741199,0.298482865095,0.415941029787
6194,-1.53427767754,-0.00019678575336,8.17195541458e-05
1676,0.944985806942,0.50018197298,0.172281324863
23512,0.622737407684,-0.243836209178,-1.29647266865
148022,0.943333983421,1.26542770863,0.916698694229
1906,0.228057175875,0.354236096144,0.00120182335377
8878,-0.880798578262,0.217160880566,0.0540906973183
3091,-0.0883042439818,0.280434310436,-1.10033988953
5743,1.4335860014,0.511417269707,-0.725599586964
5321,0.332812100649,0.117722392082,0.226163595915
4144,-0.913578867912,-0.102322712541,-0.335226655006
1981,-0.388420283794,-0.351641386747,0.0175656490028
695,1.15333425999,1.12922942638,0.105882361531
10398,0.662911653519,0.558337688446,0.195262625813
5708,-0.422402799129,0.358381211758,-0.946282923222
1213,-1.00090324879,-0.967488646507,0.301255375147
226,-0.243456453085,-0.00284556671977,-0.12478030473
6777,0.987020134926,1.3220962286,0.158239200711
2113,0.538357675076,0.268097132444,-0.372393757105
3329,-0.985579013824,0.615981221199,2.24197864532
1050,-1.46634590626,-0.0194707214832,0.719998955727
9491,0.79162478447,0.528713047504,0.0331177189946
22926,0.832867145538,0.730470538139,-0.783355116844
5899,0.535335838795,-0.290787160397,-0.388990938663
5467,1.15071427822,1.16352581978,2.37133789062
6774,0.0630109459162,0.498577982187,-0.636627078056
1788,0.880546987057,0.605868339539,0.243310153484
5921,0.89003777504,0.492927968502,-1.30523824692
5721,0.0481265112758,-0.614580214024,-0.0358908325434
2263,0.605104804039,0.149175211787,0.120424076915
808,0.636894345284,-0.0382360443473,0.000851610209793
30001,0.499558269978,1.20033168793,-0.0347681567073
348,1.36113476753,0.962034523487,-0.303116440773
30849,-0.654596805573,0.2696377635,-0.388338804245
1454,-1.5999840498,-1.20299065113,0.00996800791472
6500,-0.614910125732,0.905023872852,-0.196928113699
5627,-0.346016049385,-0.931430220604,-0.619339048862
5715,-0.381032645702,-0.986772298813,0.224531337619
4791,0.994890213013,0.851168692112,0.421782612801
56924,1.07498192787,0.134566515684,0.038773689419
2690,-0.349998623133,0.760638594627,0.204437613487
1019,-0.684779167175,-0.126752346754,-0.369057536125
51422,1.38854515553,0.856332719326,1.57093262672
5788,0.663201868534,0.624413669109,0.185686960816
6709,-0.566758096218,0.0573476031423,-0.6693136096
1277,0.457298666239,0.268336415291,-0.578179121017
993,-1.13724184036,-0.174349412322,0.655099093914
7157,-0.642152905464,0.699272990227,0.00290729757398
1958,0.94501298666,1.15789675713,-0.896007120609
4582,1.01996648312,0.760578215122,0.219431012869
9212,-0.70589029789,-0.796090126038,0.112244181335
8440,-0.0658827647567,-0.0831547826529,0.80477142334
6790,-0.141977488995,-0.309518992901,0.175113558769
8851,0.933944106102,1.28862702847,0.0089070321992
2534,-0.119058646262,-0.308881849051,-0.0610123313963
4893,0.300674200058,0.750573992729,0.00825165119022
665,-0.230627417564,0.610611736774,0.51964533329
4313,0.512015223503,-0.0406649559736,-0.288436979055
1022,0.920463681221,0.426020801067,0.151606932282
5880,0.844103634357,0.431578755379,0.664673984051
3162,-0.436985552311,1.49190700054,0.881609201431
1282,0.614492177963,0.517451286316,-0.135754182935
3383,2.12293934822,0.64353966713,0.686036944389
727,1.10372638702,0.610144495964,1.20632350445
4792,-0.627484679222,0.426065593958,-0.125534266233
4794,0.769749403,0.564765036106,0.0774664059281
902,1.16478538513,0.0906445086002,-0.116994902492
8091,-0.748066306114,-0.521096229553,-0.64993172884
3486,1.1377133131,0.461721658707,-3.23235154152
10818,0.646895945072,0.544118046761,-0.0608799681067
3454,0.667823135853,-0.335051268339,0.586673438549
4282,-1.30417132378,-1.20893239975,-0.305776685476
1605,-2.46519994736,-0.334111750126,0.497240424156
10644,1.28839206696,1.26347339153,-0.350273042917
2065,1.43462383747,1.46027576923,0.460195153952
8321,0.778734564781,0.66077631712,0.331842899323
8503,0.781056046486,-0.415778338909,0.282976210117
7027,-0.802474319935,-0.985804736614,-0.716590344906
6850,1.0084297657,-0.153772830963,0.155994921923
1978,-0.999812245369,0.910840511322,0.258174359798
896,0.144447207451,0.445352643728,1.1261472702
5777,1.55008196831,1.23610961437,0.0911388248205
1846,1.55894899368,0.37104678154,-0.202631652355
5925,0.705073475838,0.650625705719,-0.225440785289
142,-1.17162287235,-0.798345923424,0.150206357241
1021,0.463478326797,1.49932563305,0.5043181777
5699,0.536468982697,-0.123303577304,-0.102311849594
8061,0.349633932114,0.105884335935,-0.812591433525
1870,0.135552227497,1.31608235836,-0.042514462024
1398,-0.964744150639,0.262194514275,-0.141700655222
3312,0.026716016233,0.646440982819,2.80465531349
891,0.0551045164466,0.210736632347,-0.153529942036
4775,0.811055064201,0.427245527506,0.371446371078
5111,-3.30218815804,-2.04863977432,-0.45624011755
5696,0.993046224117,0.55193144083,-0.592588245869
5588,0.402735322714,-0.369051843882,0.0556392371655
6839,-1.84078621864,1.01174199581,-0.560337305069
329,1.02043139935,0.226977705956,-0.189177945256
5058,1.42578661442,1.48750329018,0.0683740079403
998,-1.44195044041,-0.949998378754,-1.6518689394
9134,1.19127643108,0.195173874497,-0.58307570219
6616,1.35624206066,1.04021310806,0.389839172363
5223,-0.911134898663,-0.850663721561,-0.114790000021
4690,0.411351770163,-0.563748717308,0.2730268538
958,-0.630140662193,-0.181671336293,0.139307305217
1616,0.0998220816255,0.00994925573468,0.178554445505
991,-3.01382303238,-1.52466595173,-2.11299109459
6347,1.16548132896,0.536379814148,-0.352910995483
6714,-0.396494090557,0.0392459891737,1.25032150745
652,0.921929240227,-0.189176812768,0.179811552167
4331,2.22773194313,0.828115105629,0.812866926193
7099,-0.225101649761,-1.02127182484,0.763220131397
10320,-0.0585604310036,0.437374889851,2.42515492439
2042,0.254115521908,-0.605088531971,-0.444818407297
843,0.912178814411,0.990677297115,0.0845149159431
840,-0.522323548794,-0.754986643791,0.574909090996
7048,1.3435921669,1.03212380409,0.0107501130551
4851,0.739838480949,0.372238874435,0.281280189753
6464,0.881816387177,0.0279551446438,0.216565877199
23410,1.01097536087,1.21321547031,0.175486847758
54205,-0.705270767212,-1.18925833702,-2.11797380447
2770,1.04147732258,1.67650961876,-0.852057695389
80204,2.35674023628,1.4668200016,-0.579018056393
4208,2.55177307129,1.01663076878,-0.28301268816
1845,-0.187102779746,0.0590027458966,0.637001395226
23368,0.561138272285,0.0228169038892,0.0237260013819
5583,1.02867496014,1.07500135899,-0.405412137508
8900,0.837735772133,-0.0812174528837,-0.119542524219
581,1.08845388889,-0.785341978073,0.269471228123
6193,0.126183986664,0.00471524149179,-0.374086678028
6622,0.241810590029,-0.146150484681,0.514182567596
11261,-0.240127414465,0.094696059823,0.254999041557
6696,3.49895215034,1.26695048809,-0.143978074193
8312,0.521413266659,1.38041818142,0.047337140888
835,-1.37219965458,0.341844320297,1.8088247776
8324,-1.2746642828,0.023941565305,-0.424787998199
1848,1.49372553825,0.985099434853,0.10820196569
154,0.727500557899,1.19612729549,-0.581101119518
4312,1.28571927547,0.819089114666,0.129332765937
994,-2.61837482452,-0.550810158253,0.0940790474415
2048,1.37574005127,1.20029437542,-1.61235976219
1111,1.32453250885,-0.223576202989,0.374507755041
5154,0.214221745729,0.911325752735,-0.0570152699947
2920,0.428398132324,0.508814573288,-0.0858437865973
3122,0.981920063496,0.719194829464,0.678579509258
2769,1.09844720364,0.644930005074,0.324616968632
5900,0.717417657375,1.91010785103,-0.190789788961
6304,2.45509457588,0.64269977808,0.676173508167
5211,1.65968322754,0.637420296669,0.448880076408
2886,0.481456965208,-0.475858867168,0.274213641882
9261,-0.644412100315,0.484507739544,1.09328556061
8569,1.11474657059,-2.57411980629,0.538237512112
3303,1.26967573166,0.940936028957,5.98174238205
5331,0.42075330019,0.185333848,0.366189360619
5347,-2.32781887054,-1.58639013767,-0.616628229618
4638,1.24742913246,1.12291800976,-0.429979592562
2264,1.62281954288,0.35186290741,0.568750023842
1029,-1.54590821266,-0.987179338932,-0.521503210068
1027,0.515228033066,0.739680886269,-1.90627241135
2597,-0.493741095066,-0.000230120873312,-0.0340664237738
55847,-1.06931877136,0.436373740435,0.31366750598
25803,0.785396754742,0.217862859368,0.00195406004786
3480,0.617138743401,1.02115643024,-1.10406553745
2946,0.794139325619,0.253399133682,-0.106258049607
9517,-0.231820821762,-0.0952775776386,-1.02837944031
25987,0.493278861046,-0.15447089076,-0.488174170256
23670,0.560950279236,1.34595727921,-0.405329078436
11182,0.269527733326,-0.471366763115,1.99013543129
2146,-0.465607792139,0.00549872219563,-0.177147865295
3385,0.302687138319,0.400091618299,-0.261665403843
5261,0.459685534239,0.597032189369,0.924433171749
10765,1.41805291176,-0.314384430647,-0.705277264118
25839,0.0195252969861,0.725370466709,0.126234292984
4172,-0.168532624841,0.0211972519755,-0.701864421368
23161,0.337707906961,-0.0443476215005,-0.193851262331
10298,-0.830464720726,0.133133739233,0.958175241947
1802,-1.37208688259,-0.653990626335,-1.23614561558
58533,-0.628889679909,0.628998816013,0.738722503185
147179,-0.782249391079,0.173639297485,0.368419259787
29937,-2.56112170219,-0.438431620598,-0.890053033829
6184,-1.91395783424,0.15143224597,-0.916512548923
9854,-0.197550266981,0.319319665432,-0.268023937941
2553,-0.790964841843,0.199593365192,-0.435117602348
5440,0.0468416064978,-0.00142332911491,-0.902079880238
54623,0.868821203709,0.230183750391,-0.255315631628
9533,-0.105432659388,-0.424310475588,-0.270024895668
8607,-1.44968748093,-0.635590672493,-1.20144343376
207,-1.30732131004,-0.670097827911,1.04211771488
26054,0.412939250469,0.807820260525,-0.14055813849
10682,-1.9003944397,-0.779108703136,-1.03540384769
8573,0.234217777848,1.11939918995,0.247295573354
23378,0.922143757343,1.28077471256,-1.02224814892
8553,1.66306722164,1.41797566414,-0.565548717976
