rid,CPC014_A375_6H:BRD-K50387473-001-01-1:10,CPC014_A549_6H:BRD-K50387473-001-01-1:10,CPC014_A549_24H:BRD-K50387473-001-01-1:10,CPC014_ASC_24H:BRD-K50387473-001-01-1:10,CPC014_HA1E_6H:BRD-K50387473-001-01-1:10,CPC014_HCC515_6H:BRD-K50387473-001-01-1:10,CPC014_HEPG2_6H:BRD-K50387473-001-01-1:10,CPC014_HT29_6H:BRD-K50387473-001-01-1:10,CPC014_MCF7_6H:BRD-K50387473-001-01-1:10,CPC014_MCF7_24H:BRD-K50387473-001-01-1:10,CPC014_NEU_24H:BRD-K50387473-001-01-1:10,CPC014_NPC_24H:BRD-K50387473-001-01-1:10,CPC014_PC3_6H:BRD-K50387473-001-01-1:10,CPC014_PC3_24H:BRD-K50387473-001-01-1:10,CPC014_PHH_24H:BRD-K50387473-001-01-1:10,CPC014_SKB_24H:BRD-K50387473-001-01-1:10,CPC014_VCAP_6H:BRD-K50387473-001-01-1:10,CPC014_VCAP_24H:BRD-K50387473-001-01-1:10,LJP002_BT20_6H:BRD-K50387473-001-03-7:10,LJP002_BT20_6H:BRD-K50387473-001-03-7:2,LJP002_BT20_6H:BRD-K50387473-001-03-7:0.4,LJP002_BT20_6H:BRD-K50387473-001-03-7:0.08,LJP002_BT20_24H:BRD-K50387473-001-03-7:10,LJP002_BT20_24H:BRD-K50387473-001-03-7:2,LJP002_BT20_24H:BRD-K50387473-001-03-7:0.4,LJP002_BT20_24H:BRD-K50387473-001-03-7:0.08,LJP002_HS578T_6H:BRD-K50387473-001-03-7:10,LJP002_HS578T_6H:BRD-K50387473-001-03-7:2,LJP002_HS578T_6H:BRD-K50387473-001-03-7:0.4,LJP002_HS578T_6H:BRD-K50387473-001-03-7:0.08,LJP002_HS578T_24H:BRD-K50387473-001-03-7:10,LJP002_HS578T_24H:BRD-K50387473-001-03-7:2,LJP002_HS578T_24H:BRD-K50387473-001-03-7:0.4,LJP002_HS578T_24H:BRD-K50387473-001-03-7:0.08,LJP002_MCF10A_6H:BRD-K50387473-001-03-7:10,LJP002_MCF10A_6H:BRD-K50387473-001-03-7:2,LJP002_MCF10A_6H:BRD-K50387473-001-03-7:0.4,LJP002_MCF10A_6H:BRD-K50387473-001-03-7:0.08,LJP002_MCF10A_24H:BRD-K50387473-001-03-7:10,LJP002_MCF10A_24H:BRD-K50387473-001-03-7:2,LJP002_MCF10A_24H:BRD-K50387473-001-03-7:0.4,LJP002_MCF10A_24H:BRD-K50387473-001-03-7:0.08,LJP002_MCF7_6H:BRD-K50387473-001-03-7:10,LJP002_MCF7_6H:BRD-K50387473-001-03-7:2,LJP002_MCF7_6H:BRD-K50387473-001-03-7:0.4,LJP002_MCF7_6H:BRD-K50387473-001-03-7:0.08,LJP002_MCF7_24H:BRD-K50387473-001-03-7:10,LJP002_MCF7_24H:BRD-K50387473-001-03-7:2,LJP002_MCF7_24H:BRD-K50387473-001-03-7:0.4,LJP002_MCF7_24H:BRD-K50387473-001-03-7:0.08,LJP002_MDAMB231_6H:BRD-K50387473-001-03-7:10,LJP002_MDAMB231_6H:BRD-K50387473-001-03-7:2,LJP002_MDAMB231_6H:BRD-K50387473-001-03-7:0.4,LJP002_MDAMB231_6H:BRD-K50387473-001-03-7:0.08,LJP002_MDAMB231_24H:BRD-K50387473-001-03-7:2,LJP002_MDAMB231_24H:BRD-K50387473-001-03-7:0.4,LJP002_MDAMB231_24H:BRD-K50387473-001-03-7:0.08,LJP002_MDAMB231_24H:BRD-K50387473-001-03-7:10,LJP002_SKBR3_6H:BRD-K50387473-001-03-7:2,LJP002_SKBR3_6H:BRD-K50387473-001-03-7:0.4,LJP002_SKBR3_6H:BRD-K50387473-001-03-7:0.08,LJP002_SKBR3_24H:BRD-K50387473-001-03-7:10,LJP002_SKBR3_24H:BRD-K50387473-001-03-7:2,LJP002_SKBR3_24H:BRD-K50387473-001-03-7:0.4,LJP002_SKBR3_24H:BRD-K50387473-001-03-7:0.08
5720,0.841589808464,0.659402728081,0.481545329094,0.280699700117,0.171670988202,-0.420515269041,0.198492661119,-0.329142004251,-0.0879236087203,-0.0640351772308,2.14849996567,1.4747068882,0.487746328115,0.165192246437,-0.749221265316,-0.133182689548,0.180091753602,0.342824310064,-0.737369537354,-0.55959969759,-0.983229160309,-1.14707398415,-0.538816213608,-0.208615601063,0.626511573792,-0.278401404619,-0.930245935917,-1.40467357635,1.22041738033,-0.2640799582,0.698359370232,0.500503540039,-0.0488243699074,0.705976963043,1.09577941895,0.583714604378,0.937537014484,-0.0566000044346,0.10000000149,-0.199850022793,0.342849999666,-0.29825001955,-0.539328098297,-0.218459635973,-0.145394921303,0.497433662415,-0.535050034523,0.348150014877,-0.427849978209,0.16660001874,-0.444342851639,-0.817598283291,-0.0911474451423,0.818097889423,-0.0513959825039,0.337655067444,0.881946921349,-1.05145001411,-1.81226718426,-1.85670006275,-0.575393140316,-0.491035938263,0.693656623363,-0.55009251833,0.228362679482
466,-0.490658313036,-3.24468564987,-0.856061577797,-0.829204320908,-2.76098966599,-3.37759590149,-1.71325945854,-2.40007019043,-3.76633691788,-1.83420467377,-0.36645001173,0.407578110695,-2.0085299015,-0.877089858055,-0.443702995777,-1.29061853886,-2.35681247711,-2.62895202637,-1.65169394016,-0.661114454269,-0.724678754807,-0.228372305632,-0.82437056303,0.366695642471,0.609775900841,-0.248199656606,-0.580998361111,-0.318745702505,0.607900977135,-0.736092269421,0.380804985762,0.00175967812538,0.425455480814,-1.69832730293,-0.207740321755,0.550361931324,1.28834748268,0.668066740036,-0.628799974918,1.05085003376,0.449699997902,-0.717000007629,-2.54915118217,0.40974009037,-0.603972554207,-0.141405180097,0.267199993134,0.575600028038,-1.48524999619,-0.97310000658,-0.577785074711,-1.16479468346,-0.0268946588039,0.800174355507,0.240703046322,0.197278529406,1.1038851738,-0.739549994469,-1.77298140526,-1.39915001392,-0.423712581396,0.422306984663,0.329463303089,0.118683710694,0.700520157814
6009,-0.937274694443,-0.419261276722,0.761388659477,0.119385555387,-0.961955785751,-0.818150639534,-0.871173202991,-1.15918135643,-0.646233856678,-0.646367192268,-0.134849995375,-0.640302300453,-1.11654365063,-0.803869187832,-0.198732227087,-0.275160700083,-0.176451817155,0.450617134571,-1.08208036423,-0.775288641453,-0.478093951941,0.0591224431992,0.475412338972,1.10266494751,0.238475501537,0.406798511744,-0.425977379084,-0.303796678782,1.52938747406,0.863177657127,0.442838072777,0.825263261795,0.48787021637,1.25547385216,0.457723498344,1.21265268326,1.7996263504,0.600900053978,-0.644900023937,-0.199400007725,0.239549994469,0.192900002003,0.356823056936,0.749669909477,0.350483030081,-0.256305903196,2.21860003471,0.312799990177,0.251599997282,0.383399993181,1.19124126434,0.0660356581211,0.780727386475,0.323755294085,0.419614434242,0.0714700892568,0.673714876175,-0.140000000596,-1.76746916771,-1.07889997959,-0.197091430426,0.417844355106,0.475484132767,0.625305473804,0.980403423309
2309,1.15516257286,1.9893809557,1.73371779919,1.76738262177,1.82896518707,2.58468365669,1.04541158676,2.56577253342,1.48420977592,1.44632792473,-0.0236999988556,-0.964940547943,2.98849034309,0.792556762695,-0.417392492294,1.2444062233,1.98623263836,3.84725022316,-1.31328964233,-0.935969591141,-1.40214753151,0.174998387694,-1.47898459435,-0.546692192554,-0.695456326008,-0.197933346033,-0.748279035091,-0.647986233234,0.105900883675,-1.41563653946,-0.180218294263,-0.127804130316,-1.63867640495,-0.0904686823487,-0.0917376130819,-0.048669397831,-0.532426595688,-0.484233379364,-0.715799987316,-0.171100005507,-0.0586999990046,-0.886049985886,0.117407150567,-0.8643014431,-0.653913974762,-0.889999270439,-1.41970002651,-0.456350028515,-0.755999982357,-1.17410004139,-1.1353392601,-0.467355191708,-0.913845300674,0.101535990834,-0.317200630903,0.577732026577,-0.267595976591,-0.448399960995,-0.576010107994,0.114900000393,-0.462990432978,0.494301497936,0.144544243813,-0.514732658863,-0.994675517082
387,1.66018629074,0.208220332861,-0.626331269741,0.158190384507,0.298430025578,0.0535095669329,0.70689457655,0.238745033741,0.825875759125,0.421682327986,-1.07155001163,-1.94366896152,1.0482339859,0.801775753498,-0.452287942171,-0.979332685471,0.113759465516,-0.20022585988,0.721578419209,-0.27601236105,-0.510688245296,-0.192905038595,-0.145620658994,-0.210793688893,1.3694858551,-0.37522482872,-0.203546121716,-0.34643048048,1.42732524872,0.362687677145,1.83158779144,-0.0431029051542,0.232339680195,0.116295486689,1.04827105999,0.898821473122,2.09574699402,1.2023665905,0.440699994564,1.34649991989,0.215449988842,0.305249989033,-0.0810575857759,0.0334984660149,0.071628049016,-0.199933290482,1.30889999866,0.639550030231,-0.179600000381,0.480049997568,1.17185711861,-0.482547849417,0.206579178572,-0.0467986986041,1.04719364643,0.387367784977,0.242194145918,0.430150002241,-1.24412977695,-0.982450008392,-0.337323904037,0.972174167633,0.893310189247,0.733384609222,0.797205984592
3553,0.468165159225,0.295911431313,-0.514860808849,0.309760272503,-1.03793776035,-0.221338182688,-0.371638268232,0.843054771423,0.359796017408,0.0586196407676,-0.70039999485,0.494954049587,-2.61405754089,-1.46667647362,0.968254625797,0.377370238304,0.410433679819,0.173590391874,1.21126234531,0.434404909611,0.971545815468,2.63954591751,0.615580558777,0.218214660883,0.550564944744,1.17980480194,0.281063109636,1.41968131065,-0.428863197565,-0.109289072454,-0.443442523479,0.181409940124,1.33636689186,1.47931098938,-2.13378572464,-0.132547497749,0.211162745953,0.394466668367,-0.0151000004262,-0.499149978161,-0.0315999984741,-0.560500025749,1.06344938278,1.00702834129,0.839549303055,0.0981598570943,0.78510004282,0.533800005913,1.02234995365,2.18939995766,0.509761810303,1.05059361458,1.29368770123,0.636551260948,-0.716375231743,-0.366781026125,0.113441839814,1.30224990845,2.18216300011,2.22189998627,0.801085412502,-0.453801870346,-0.69334679842,0.566754996777,-0.0408718213439
427,2.71572971344,-0.430761963129,-0.354446202517,0.441751718521,-0.304473221302,-1.08241820335,-0.971640110016,1.36495089531,0.661105692387,-0.559336185455,1.81015002728,-0.777185976505,1.11831474304,0.0697752535343,0.229644849896,0.665965020657,0.151628211141,-0.626257538795,0.893878936768,0.293969631195,0.606658875942,-1.33968579769,0.458969444036,0.865230083466,0.173468261957,-0.774432003498,1.21230900288,1.02194833755,0.167864710093,0.493145108223,0.700688660145,-0.743570744991,0.297666847706,-0.0059397816658,-0.185496211052,-0.142488926649,-0.38599807024,0.270466685295,0.147499993443,-0.04105001688,0.140699997544,-0.797950029373,0.238305449486,-0.615822672844,-1.53811383247,0.166487425566,-0.596799969673,0.688600003719,0.938050031662,-1.13409996033,-0.178095877171,0.140628129244,-0.234380543232,-0.293334424496,0.202238932252,-1.14251744747,0.458458006382,0.136750012636,0.0555613040924,1.38424992561,-0.774054288864,0.491563528776,0.0919435173273,-0.363853037357,-0.168938934803
5898,1.54274749756,1.54254066944,-0.197947204113,0.6326597929,-1.22020494938,-0.352226674557,-0.318789601326,1.08773159981,2.1798157692,0.397119224072,-0.298049986362,-1.62123179436,1.74812889099,0.871471703053,0.631709814072,0.692527770996,1.54459810257,0.532624781132,0.764009237289,0.227543711662,0.436471432447,0.38997900486,0.997601211071,0.35434705019,0.987782359123,0.464651912451,-0.182633757591,-0.181876659393,0.89809268713,-0.348322212696,0.796778559685,-0.349089294672,0.852335572243,-2.72513198853,0.00575178861618,0.935179948807,-0.295093327761,0.0953000038862,0.257499992847,0.613750040531,0.607050001621,0.191749989986,-0.289182066917,0.19314147532,-0.236222431064,0.293390333652,1.29659998417,0.189150005579,-0.577350020409,-0.0337999984622,0.348392307758,0.00331455469131,0.397274583578,0.0234145224094,-0.807135403156,0.164858907461,4.42862510681e-05,0.137649983168,-1.56507658958,-0.627200007439,-0.454843938351,0.634588599205,0.403977751732,-1.0168274641,0.910773992538
23365,2.05002832413,0.0981747657061,0.574870884418,0.485008955002,-0.117110311985,0.316087007523,0.331291794777,0.449371635914,-0.210151925683,0.180366635323,1.48440003395,-0.870813786983,0.826626002789,1.2213613987,-0.073100566864,1.03426778316,0.266235262156,-0.136234462261,1.63312280178,-0.11924688518,-0.311092317104,-0.638267815113,0.494249612093,-0.2771679461,-0.414929747581,-0.22593832016,-0.560872197151,0.0474335849285,-0.121276691556,-0.0450190082192,0.64399087429,0.948744297028,1.18019533157,-0.369810163975,-0.752220392227,-0.28383103013,-0.384578466415,0.176633358002,1.33389997482,0.842000007629,-1.23344993591,0.0598499923944,0.0887168049812,-0.176649451256,-1.3145980835,-0.361399412155,0.840049982071,-0.82389998436,0.616700053215,0.444350004196,-0.819396197796,-0.0325027666986,0.0848226696253,-0.420800209045,0.484946995974,0.0353429093957,-0.956345796585,-0.0983500108123,1.70158696175,-0.520550012589,-0.198901534081,0.269027680159,0.418347120285,0.447929859161,0.822309851646
6657,-0.316330522299,-0.154463142157,-0.966493308544,0.0594751164317,-0.170148223639,-0.283272385597,-0.00823764503002,0.530503571033,-0.58097743988,0.213651299477,0.181700006127,-1.01097512245,0.574682235718,0.147078096867,-0.139525771141,0.0689915418625,0.748612701893,-0.784124732018,2.48629593849,1.62557888031,1.81709432602,0.764950454235,0.0161979682744,-0.394008815289,0.720479547977,0.991407692432,0.979137897491,1.73037457466,-0.50890648365,0.0975044667721,-0.422580450773,0.294327616692,0.93563324213,0.685825645924,-0.968944787979,-1.24304783344,-0.959262251854,-0.109533324838,0.0399000011384,-0.924749970436,-0.921199977398,-0.321900010109,0.0867545008659,-0.256845772266,-0.240192890167,0.329461067915,1.50609993935,-0.299250006676,0.627349972725,1.14059996605,0.756008863449,1.0529551506,0.661351799965,0.565679490566,-1.54910421371,-0.115253344178,0.280949652195,0.742599964142,1.41753554344,0.738799989223,0.996901750565,-0.748429656029,-0.43303912878,1.36646842957,-0.072949193418
