rid,DOS007_VCAP_24H:BRD-K86033856-001-02-4:5
5720,-0.81250089407
466,-1.20658624172
6009,0.301538705826
2309,-0.120570272207
387,-0.131523549557
3553,-0.0560916960239
427,-0.127024680376
5898,-0.469389587641
23365,0.22601442039
6657,0.053409948945
5054,-0.445500016212
3108,0.895512640476
1950,0.0352240204811
351,0.171391516924
4846,0.0608235001564
1452,-0.308157920837
4776,-0.110530287027
6908,-1.634978652
672,-0.809933900833
5710,-0.951678752899
2115,1.28403425217
7015,0.363428086042
8726,-0.402516126633
2185,1.17369687557
3315,-0.819793462753
5289,0.441080987453
868,0.559048950672
1677,0.0870937108994
7043,-0.188454702497
5613,0.739164352417
595,-0.795620620251
4793,-1.1498323679
2736,0.0734201669693
5290,0.625109314919
6194,-1.18007421494
1676,0.747533679008
23512,-0.439160585403
148022,0.905409157276
1906,0.67997187376
8878,0.169017404318
3091,-0.379556179047
5743,-0.196224868298
5321,1.15171074867
4144,0.121085226536
1981,0.376277983189
695,-0.666952490807
10398,1.23804688454
5708,1.58248782158
1213,0.281917333603
226,0.305003345013
6777,1.15272843838
2113,0.603162527084
3329,-0.590424895287
1050,0.979184985161
9491,0.889411091805
22926,1.34122216702
5899,-0.220287084579
5467,0.502021670341
6774,-0.106385499239
1788,0.916898131371
5921,-0.612902998924
5721,-1.00758945942
2263,0.506603479385
808,-2.93745040894
30001,-0.0418465137482
348,-0.0461748540401
30849,-0.799173951149
1454,-0.0140479505062
6500,-0.392649263144
5627,-0.307990700006
5715,1.15094506741
4791,1.02666115761
56924,-0.104213312268
2690,-0.100991234183
1019,-3.76188778877
51422,0.0873698443174
5788,-0.734956860542
6709,0.318837732077
1277,0.466973334551
993,-1.49722361565
7157,0.251251637936
1958,-0.88482105732
4582,-0.635389626026
9212,0.0541406571865
8440,-0.246010556817
6790,-2.77511072159
8851,1.35789108276
2534,0.111322462559
4893,1.49502193928
665,0.120574057102
4313,0.521739721298
1022,-0.0797904729843
5880,-1.09265053272
3162,0.409934639931
1282,0.785251796246
3383,0.610231459141
727,-0.884463965893
4792,0.40905380249
4794,2.29794549942
902,0.513108849525
8091,-0.153055727482
3486,0.227116852999
10818,0.917260050774
3454,0.904162287712
4282,-0.356359153986
1605,0.828612267971
10644,2.2776260376
2065,0.261733323336
8321,-0.394689798355
8503,-0.188408404589
7027,3.84725499153
6850,1.71186614037
1978,-0.802042841911
896,-0.016127884388
5777,1.01679205894
1846,-0.622793972492
5925,0.627220273018
142,0.11688812077
1021,0.35085311532
5699,-0.451685428619
8061,0.883941471577
1870,4.40788173676
1398,0.318112790585
3312,-0.251640349627
891,0.0671080574393
4775,0.512189328671
5111,-1.15692925453
5696,-0.57511729002
5588,0.126158058643
