rid,DOS013_VCAP_6H:BRD-K61083743-001-01-7:5.02,DOS013_VCAP_24H:BRD-K61083743-001-01-7:5.02,DOS040_A375_24H:BRD-K61083743-001-01-7:5.02,DOS040_HT29_24H:BRD-K61083743-001-01-7:5.02
5720,-1.07324242592,1.01636219025,0.240500003099,1.37954998016
466,-0.849085748196,0.926333904266,0.26139998436,0.273500025272
6009,-0.902454793453,-0.140623807907,0.608599960804,-0.0961999967694
2309,-0.145676672459,-0.0584647879004,0.467999994755,-0.350749999285
387,-1.42880249023,-2.05701160431,-0.791650056839,-0.919200003147
3553,1.46946358681,0.0894926041365,1.05869996548,1.05709993839
427,0.179319903255,1.24988663197,-0.29650002718,-0.378549993038
5898,0.233779340982,0.782790482044,0.393150031567,0.909449994564
23365,-0.18911421299,-0.204781651497,0.0416000001132,-0.953400015831
6657,0.637838959694,0.252634644508,0.461450010538,0.956650018692
5054,-0.70827293396,-0.0101254694164,0.25205001235,-0.768299996853
3108,-0.307288825512,0.0546151325107,1.26674997807,-0.238000035286
1950,0.268752872944,-0.717423200607,-0.286000013351,0.212799996138
351,0.676354169846,0.209708973765,-0.0654999986291,-0.432699978352
4846,-0.823136210442,-0.0277644991875,-0.324050009251,0.458999991417
1452,-1.65534627438,-0.75916492939,0.0972999632359,-1.26534998417
4776,0.732234120369,0.831542730331,0.0538499951363,0.322149991989
6908,-1.13160789013,-0.304458707571,-0.529550015926,0.265200018883
672,-0.33405354619,0.978645026684,0.710099995136,-1.05480003357
5710,-0.122214257717,0.392214506865,-0.620249986649,-0.257149994373
2115,1.42012143135,0.353508889675,1.28325009346,1.81949996948
7015,0.49101883173,0.343551397324,-0.81869995594,1.15245008469
8726,-0.865638673306,-0.222028553486,-0.195999994874,-0.490800023079
2185,0.804121255875,0.10672570765,1.06220006943,0.961800038815
3315,-0.614426910877,0.406100720167,-1.24839997292,-1.0094499588
5289,0.542485356331,-0.51113319397,0.838099956512,1.06840002537
868,0.0818522572517,0.112976454198,1.14715003967,-0.166000008583
1677,0.678890287876,-0.33460777998,-0.518750011921,0.633299946785
7043,1.01612782478,-0.147062629461,0.488000005484,-0.236249998212
5613,0.453379154205,0.330469548702,-0.709450006485,0.602599978447
595,-0.742963671684,0.0774955153465,-0.25079998374,-0.742650032043
4793,0.267333090305,-0.805919349194,0.5542999506,-0.150200009346
2736,0.583977997303,-0.57803195715,2.10209989548,0.720450043678
5290,0.977128386497,0.804460287094,-0.202249988914,0.783450007439
6194,0.198783308268,0.591631054878,0.0,-0.00065000000177
1676,0.86193138361,0.190149888396,0.0158500000834,-0.239699989557
23512,-1.44043660164,-4.68784475327,2.03684997559,0.831450045109
148022,-0.551056861877,-0.914419054985,0.474600017071,1.18805003166
1906,0.681051075459,-0.557482242584,0.0703499913216,2.24329996109
8878,-0.848105669022,-0.340502023697,-1.38689994812,-0.361750006676
3091,0.13799931109,0.31295594573,-0.0737500190735,0.881900012493
5743,-0.195250764489,0.121846422553,0.0852999985218,-1.31394994259
5321,0.796775579453,-0.134912461042,5.17084980011,0.743300020695
4144,0.461082994938,-1.75370573997,-0.931299984455,-0.871700048447
1981,-0.845152020454,-0.072432525456,0.351249992847,0.938800036907
695,0.297618329525,1.00837469101,0.856100022793,1.88100004196
10398,1.44464731216,0.187675312161,0.523350000381,0.564550042152
5708,0.109594538808,0.481005430222,5.6388502121,-0.500400006771
1213,-1.28740048409,-0.972338914871,0.453500002623,-0.433099985123
226,-0.439058959484,-0.0517249666154,-0.513199985027,0.290499985218
6777,0.493943154812,-0.346320360899,-0.404650002718,0.297250002623
2113,0.903260529041,0.155830219388,0.576699972153,-0.353850007057
3329,-0.841212630272,-0.347439020872,0.21850001812,-0.899999976158
1050,-1.01858317852,0.588477611542,-0.10869999975,-1.01609992981
9491,0.260642230511,0.423008292913,0.0400499999523,0.219950005412
22926,0.974303007126,-1.16420733929,-0.18449999392,-2.5748500824
5899,-0.343362510204,-0.0649496465921,-0.984149992466,0.891799986362
5467,0.324064612389,0.274311006069,0.0296000018716,1.50634992123
6774,0.0750101804733,-0.180532217026,1.0461499691,-1.0419999361
1788,0.909266591072,-0.114140450954,-0.4958999753,-0.053449999541
5921,-0.724136471748,0.534826517105,-0.0486500002444,-0.48164999485
5721,-0.572825551033,0.151416987181,0.513999998569,-1.10019993782
2263,0.336840748787,-0.275981038809,-0.354550004005,-1.09430003166
808,1.1385269165,-0.66220241785,-1.59714996815,-0.280100017786
30001,0.162997439504,0.0614025145769,-0.256700009108,1.20854997635
348,1.36179280281,-0.217854440212,0.474650025368,0.188349992037
30849,-0.611395776272,-1.67742884159,-1.23619997501,-1.29119992256
1454,0.269436210394,0.566140651703,-0.161749988794,-0.18259999156
6500,-0.860311627388,2.79451084137,0.0942499935627,-1.57520008087
5627,-1.57684230804,1.09774065018,-0.065750002861,-0.740350008011
5715,-0.200611174107,-0.387893795967,-0.434150010347,0.295149981976
4791,0.734620153904,-0.63325792551,0.460000008345,0.80110001564
56924,-0.16234716773,1.66487193108,0.237250000238,-0.889100015163
2690,-0.530404508114,-0.857659101486,0.370350003242,0.134800001979
1019,-0.201465010643,0.0906120464206,0.890049934387,0.0785499960184
51422,-0.316323637962,0.982721507549,-0.0166500005871,-1.19530010223
5788,0.828699588776,0.509173333645,0.0819000005722,0.379700005054
6709,-1.01597309113,-1.01850664616,0.831999957561,-0.533299982548
1277,-1.62582349777,0.469376087189,0.225900009274,0.707400023937
993,-1.13470697403,-0.0140867168084,0.226950019598,-0.125499993563
7157,-1.29145181179,-2.09245991707,0.139249995351,-0.610000014305
1958,-0.172323763371,0.907319664955,0.245049998164,0.173150017858
4582,0.156434714794,0.0856865048409,0.310300022364,-0.570850014687
9212,0.524334907532,0.108344651759,0.0979499965906,0.530900001526
8440,-0.369878292084,0.506544411182,-0.386500000954,-1.11800003052
6790,-0.940622925758,0.0490573309362,0.603600025177,-0.182550013065
8851,-0.437431544065,0.606025338173,0.0500000007451,0.052349999547
2534,0.578225016594,1.10484290123,0.479750037193,0.728900015354
4893,2.10690784454,0.744945406914,-1.62750005722,0.948549985886
665,0.335932850838,0.140688419342,0.738899946213,0.667299985886
4313,1.01228439808,-1.27423131466,0.990999937057,0.434249997139
1022,-0.175387099385,0.118423268199,0.0926000028849,0.393249988556
5880,1.31038951874,0.822700440884,1.12594997883,-0.0211499929428
3162,1.33549249172,0.448630094528,0.425200015306,-0.301099985838
1282,1.19511961937,0.247013539076,-3.16405010223,0.777649998665
3383,0.789965629578,-1.12960064411,0.0841499865055,-1.63944995403
727,-0.0718240886927,1.00824594498,0.447499990463,-0.311599999666
4792,-1.12719893456,-0.67135733366,0.273449987173,-1.24949991703
4794,1.06162810326,-0.125026106834,0.798300027847,0.813300013542
902,0.25564661622,0.58428555727,-0.92610001564,0.93180000782
8091,0.307984143496,4.62644767761,0.183850005269,0.490800023079
3486,-1.0873401165,-0.692081391811,-0.251100003719,0.185800015926
10818,0.572812914848,-1.00215542316,0.142699986696,0.544849991798
3454,0.706424474716,-0.0813716202974,0.200899988413,-0.514500021935
4282,-0.963629245758,0.289122343063,0.360850006342,-1.5759999752
1605,-0.922303557396,0.703764557838,-1.18550002575,-0.538250029087
10644,0.397085815668,-0.395397126675,-0.450350016356,0.0245499610901
2065,-0.778681874275,-1.33297264576,1.4564499855,-1.41365003586
8321,0.706622302532,-0.318058848381,0.327549993992,-1.06375002861
8503,0.119893372059,-0.241758838296,-0.223649993539,0.490750014782
7027,-0.139623746276,0.38046130538,-0.758599996567,-0.059249997139
6850,0.910466730595,0.637103438377,-0.0380500033498,0.826550006866
1978,-0.587175071239,0.193944051862,-0.0133000016212,-0.357899993658
896,0.223387077451,-0.0351445786655,0.25435000658,0.337850034237
5777,-0.558139562607,-1.41612434387,0.268199980259,-0.183899998665
1846,0.432660162449,-0.725904464722,-0.241150021553,0.255150020123
5925,1.14492821693,0.389709174633,0.795300006866,1.02145004272
142,-0.166035786271,-0.277324914932,0.00644999742508,-0.0537000000477
1021,-0.132335558534,-0.326172918081,-0.869799971581,-1.18410003185
5699,-0.439429193735,0.741926312447,0.819549977779,-0.17705000937
8061,-0.391658186913,2.30964303017,-0.14359998703,-0.524899959564
1870,-0.275318145752,-0.885542750359,0.380200028419,-0.240049988031
1398,-0.38827931881,0.0803166553378,-3.56119990349,-1.70840001106
3312,-0.330457627773,-0.177861317992,0.526050031185,-0.0074499999173
891,1.10999202728,-0.349420934916,0.133750006557,0.848500013351
4775,0.174697190523,-0.145423069596,-0.765349984169,-0.257349997759
5111,-0.850385069847,0.548633158207,0.337899982929,0.560150027275
5696,-0.319203644991,0.477252960205,0.479299992323,-1.5952000618
5588,1.15427470207,0.341581732035,0.485749989748,0.296849995852
6839,0.158554717898,0.296494245529,1.07255005836,-0.0532999932766
329,-1.83557236195,0.913894355297,1.06904995441,-1.15974998474
5058,-0.41086986661,-0.271579384804,-0.46899998188,0.689649999142
998,-1.10795927048,0.110014632344,0.308699995279,-1.92235004902
9134,0.509366333485,0.512243270874,-0.122000001371,-0.9117000103
