rid,CPC001_HA1E_6H:BRD-K94841585-001-02-8:10,CPC001_HA1E_24H:BRD-K94841585-001-02-8:10,CPC001_HCC515_6H:BRD-K94841585-001-02-8:10,CPC001_HCC515_24H:BRD-K94841585-001-02-8:10,CPC001_PC3_6H:BRD-K94841585-001-02-8:10,CPC001_PC3_24H:BRD-K94841585-001-02-8:10,CPC001_VCAP_6H:BRD-K94841585-001-02-8:10,CPC001_VCAP_24H:BRD-K94841585-001-02-8:10,CPC016_A375_6H:BRD-K94841585-001-02-8:10,CPC016_A549_6H:BRD-K94841585-001-02-8:10,CPC016_A549_24H:BRD-K94841585-001-02-8:10,CPC016_ASC_24H:BRD-K94841585-001-02-8:10,CPC016_HEPG2_6H:BRD-K94841585-001-02-8:10,CPC016_HT29_6H:BRD-K94841585-001-02-8:10,CPC016_MCF7_6H:BRD-K94841585-001-02-8:10,CPC016_MCF7_24H:BRD-K94841585-001-02-8:10,CPC016_NEU_24H:BRD-K94841585-001-02-8:10,CPC016_NPC_24H:BRD-K94841585-001-02-8:10,CPC016_SKB_24H:BRD-K94841585-001-02-8:10
5720,0.972604751587,0.330631017685,0.587849974632,-0.0496357083321,0.253886073828,0.195276200771,0.0301397964358,0.854421377182,0.552954077721,-0.758599996567,-0.320808619261,-0.265219390392,-0.755596041679,0.648719191551,-1.27204990387,1.1449341774,0.903054177761,0.0907353386283,-0.214804112911
466,0.320272922516,0.562545061111,0.0490499734879,1.21937537193,-0.616923034191,0.349094867706,-0.0399461090565,-0.471228867769,-0.260704666376,-0.989750027657,-4.17602539062,-0.00618296861649,-1.07599759102,0.577440917492,0.0895999968052,-0.97663038969,0.0100141018629,-0.991634249687,-1.11289441586
6009,-0.256852447987,-0.280472278595,-0.243599995971,0.702898561954,-0.775491774082,-0.724972248077,-0.228173822165,-0.220992669463,-0.522784888744,-1.09870004654,1.11160349846,-0.411417722702,-1.51937222481,0.190737858415,-1.04174995422,-1.59588706493,-0.572645127773,-1.29882383347,-0.818628013134
2309,-0.208681941032,0.526864111423,-0.0853500068188,-0.0582403689623,0.764836668968,0.676787137985,-0.26505407691,0.627756237984,0.095528319478,0.0198500156403,-0.557123184204,1.2603533268,-1.05285191536,-0.277762532234,-0.638749957085,0.126398786902,0.368135809898,1.68624854088,0.817197680473
387,0.404580354691,-0.1157091856,-0.172849997878,1.23622620106,-0.698453247547,-0.0505519807339,0.426369190216,0.0335456505418,-0.33319324255,-0.618200004101,1.60170650482,0.695196866989,-1.45209991932,0.810758650303,1.0665500164,1.22653651237,0.885737717152,-0.51952791214,-0.0545399039984
3553,-0.250623166561,0.299723297358,-0.0169999990612,0.304485708475,0.715026199818,0.630866885185,0.886680305004,0.0475931316614,0.0520240515471,1.78324997425,-0.0394227877259,4.84265518188,1.36995863914,0.397342532873,0.167649999261,0.160727873445,0.543925523758,1.12494874001,0.131727874279
427,0.556252360344,0.624172151089,0.229550004005,0.251020044088,-0.8275359869,0.363755941391,0.468979775906,0.28477627039,-0.541047632694,-0.387199997902,0.793016970158,0.984213709831,-0.391286045313,0.193234205246,1.79809999466,0.948437809944,0.20433345437,-0.217188775539,0.49738830328
5898,0.537540853024,-0.284170746803,0.170849993825,-0.0383394956589,0.16927459836,0.200330913067,0.765294313431,0.521577119827,0.254179298878,0.0724999979138,-2.97341656685,-0.956680417061,-0.67098236084,0.639268219471,0.78955000639,-0.014862164855,0.732295691967,-0.702338397503,-0.762202262878
23365,-0.427711933851,0.601509690285,-0.520249962807,0.22132126987,-0.136240154505,-0.271203100681,0.0733124539256,-0.339861512184,2.08683848381,0.268400013447,-0.077927172184,0.0162316039205,-0.989440500736,0.577446520329,0.67224997282,0.420849114656,0.728559792042,0.756972908974,0.491433411837
6657,-0.321813941002,-0.487109184265,0.848299980164,1.30031251907,0.0704555809498,0.478470027447,-0.170034170151,-0.161571606994,0.0913516879082,0.944900035858,0.159357279539,-0.897353887558,1.23906040192,0.241096228361,0.787249982357,-0.329433053732,-0.385804176331,-0.166616380215,-0.237881273031
5054,-1.02353727818,-0.68040394783,0.935750007629,-0.320005834103,0.0990424752235,-2.48528289795,0.0779733806849,0.30063700676,0.70195966959,-0.806750059128,-0.144317835569,-0.799225091934,-1.00845575333,0.699000000954,-0.119399994612,1.01838994026,0.355005174875,-0.188653200865,0.390267550945
3108,0.740815460682,-0.518733501434,-0.18259999156,-0.789819598198,0.770468235016,0.388975322247,-7.63088464737e-05,-0.15015271306,0.262540727854,0.0622499883175,1.32207846642,-0.204658538103,0.28529882431,0.57585889101,0.677000045776,0.661276698112,0.590811729431,3.1227710247,-0.487077832222
1950,0.568391799927,1.14501357079,0.246699988842,0.37309139967,0.164455726743,0.0464383140206,0.730767190456,-0.495797812939,0.108095191419,0.0666500031948,-0.665374696255,-0.715463042259,1.52784729004,0.848693549633,0.511200010777,0.311697334051,-0.288731634617,0.654402494431,0.354423999786
351,-0.190974622965,-0.869030594826,-0.102800011635,0.357670307159,0.19683611393,-0.169788658619,0.777058422565,-0.48404982686,0.371767967939,0.394799977541,0.604504525661,-1.0918623209,0.651758670807,0.0845496430993,0.934499979019,-0.400802791119,-0.00170949660242,-0.342487663031,-0.000231341458857
4846,-1.55164527893,-0.0178239643574,0.0749499797821,-0.0719971060753,-0.0388448573649,-1.13802313805,2.5085644722,0.276708066463,0.647702276707,0.523849964142,1.50794637203,0.0652675181627,-0.112045660615,1.30431687832,1.01954996586,-0.0980503186584,0.418048858643,-0.0391776189208,0.0827350690961
1452,-0.0343286581337,0.31147223711,-0.112099997699,1.31326365471,0.72427803278,0.725891649723,0.19302110374,0.645957171917,-1.38319444656,0.435900002718,-1.20587396622,1.00568532944,0.01776920259,0.822591245174,-0.455699980259,1.21321034431,-0.570687890053,1.09373927116,-1.3804936409
4776,0.616292953491,0.212618499994,-0.090499997139,0.0380794256926,0.554291367531,0.0274975821376,0.630140841007,0.00534351170063,0.324688583612,1.38674998283,-0.486123740673,-0.0390446707606,1.01792287827,0.191455900669,0.753250002861,0.767487049103,0.47557708621,1.55622649193,1.47204577923
6908,-1.18268179893,-0.197600722313,-0.672800004482,0.851608276367,0.0690662488341,0.256599277258,0.137619137764,0.676745414734,-0.0399562269449,0.209049999714,-0.187577933073,0.820417284966,-1.50197255611,0.590929329395,-0.573549985886,-1.05679392815,-0.637774944305,-0.0499606132507,-0.221642166376
672,0.0601864121854,-0.726379036903,-0.480349957943,-0.0158926397562,0.0871731489897,0.210523277521,0.420664072037,0.039935734123,-0.135215252638,0.586700022221,-1.40283548832,-2.97043967247,-1.42631304264,-0.36158233881,-0.831699967384,-6.82543897629,-0.692294597626,-3.42578625679,-1.23961496353
5710,-0.141872420907,0.852431058884,0.335349977016,0.193638667464,-0.0967387184501,-0.457463443279,0.131990075111,0.292886257172,-1.01662504673,-0.779249966145,-0.504624903202,0.439744949341,-1.14610385895,-0.653690218925,-0.137749969959,0.16241568327,-0.672559142113,0.211479008198,0.543836534023
2115,-0.435154855251,-0.533054888248,-0.39929997921,-0.645497202873,-0.0817685127258,0.0592846050858,0.939921617508,-0.245213583112,0.10019479692,-0.533749997616,0.672209084034,3.30170941353,0.798582315445,0.884962320328,1.4443500042,0.156554609537,1.3281570673,-0.659965634346,-0.465673595667
7015,-1.01012468338,-0.453738689423,0.246399968863,-0.480949103832,-0.940920650959,-0.414930999279,0.791701614857,-0.580567955971,-0.436503380537,1.52779996395,-1.18453598022,-0.373178005219,1.57277929783,0.230619430542,0.764099955559,-0.0681502372026,0.140648916364,0.27020829916,-0.317303150892
8726,0.557766675949,0.666266798973,0.101199999452,0.673002958298,0.219054251909,0.542552947998,-0.482094228268,-0.18338611722,0.368602186441,0.0493999868631,0.319423615932,1.39887952805,-1.15839910507,1.78351950645,0.315699994564,-0.176186993718,0.491640836,-1.6398640871,0.636953234673
2185,-0.690072178841,-0.137256711721,-0.788349986076,-0.932523548603,-0.897847890854,0.158220887184,-0.224325835705,-0.0939242690802,-0.12650758028,1.0406999588,-0.319762706757,4.28082704544,1.39974951744,-0.239485323429,0.706900000572,0.821568131447,0.62473231554,0.898448944092,0.304707199335
3315,2.00004839897,0.629302620888,0.334650009871,-0.416709899902,1.07052183151,0.0131108164787,0.159145981073,-0.291917741299,-0.25046646595,0.441749989986,0.367927968502,0.351401627064,-0.881997644901,0.232283443213,-1.14055001736,0.178598210216,1.03487873077,3.65798568726,-0.449305176735
5289,-0.47259002924,-2.22815227509,-0.346100002527,-1.76677048206,-0.561185956001,-1.33672773838,-0.623648047447,-0.635012149811,-0.453189462423,-0.447200000286,-1.71048772335,-0.160389184952,-0.116186082363,0.0307819005102,0.40909999609,0.900673806667,-1.23787808418,0.32107013464,-1.29049634933
868,-0.619315028191,1.07404196262,0.583299994469,-0.557519555092,0.755777835846,-0.339049965143,0.148868829012,0.0631712973118,0.234672993422,0.222599998116,-1.13157904148,-0.334738910198,0.631344616413,-0.934421300888,0.499450027943,2.34842395782,0.12550330162,1.08842456341,-0.956506967545
1677,-0.643736600876,-0.0355581268668,0.337700009346,-0.151241928339,0.494026303291,-0.129798412323,0.513608157635,0.207902207971,-0.239829599857,1.047549963,-0.353003740311,-0.964089870453,1.44069123268,0.170990973711,0.433099985123,1.23154449463,-0.0546103715897,0.69338041544,-0.375654637814
7043,0.356523990631,0.680669784546,0.546200037003,1.28375852108,0.973728179932,0.360592573881,1.13009154797,0.200894698501,-0.0768206119537,0.763450026512,0.382656335831,-0.510411739349,1.04223048687,0.03232004866,0.854550004005,1.59905791283,1.13468956947,1.78886580467,0.407992720604
5613,-0.400514304638,-0.393873989582,-0.259149998426,-0.208886370063,0.516932010651,-0.523599743843,0.108261451125,0.149039000273,0.0750373229384,0.283349990845,-0.0341604053974,-0.039368648082,1.30645930767,0.173257559538,0.444899976254,2.99129462242,0.612123906612,2.75887799263,2.75815963745
595,-0.365925550461,1.21947622299,-0.244949996471,1.68810629845,-0.144921392202,0.205206409097,0.49943870306,1.15040433407,-0.639385938644,0.0449000000954,0.371031671762,2.48947477341,-0.785983204842,0.462727367878,-0.299549996853,1.20463621616,0.347163438797,1.554515481,0.335424721241
4793,-1.30780756474,0.524481475353,-1.03235006332,-0.0626474171877,-0.323289722204,-0.870130181313,-0.859970510006,-0.0103105278686,-0.0872467458248,0.287349998951,0.0416081100702,-1.76686573029,-0.370853066444,0.418649435043,0.0295000076294,0.519273340702,0.164459437132,0.83434599638,-0.847173571587
2736,-0.781351327896,-0.862943351269,-0.713450014591,-0.427513241768,-0.947929084301,-0.456851661205,0.309771776199,-0.31644359231,-0.543076872826,1.04264998436,-0.200931042433,-0.784303665161,1.70229303837,0.113278850913,0.0579499900341,0.531840205193,-0.785787522793,-2.48907327652,1.04651665688
5290,0.230242833495,0.0506496801972,0.0888000428677,0.31641972065,0.355991363525,0.359410077333,0.256381183863,-0.199573531747,-0.639429926872,0.59114998579,-0.180852860212,0.211630523205,0.885547161102,-0.257127761841,-0.173150002956,-0.0469311662018,0.604533016682,0.651349663734,0.11270532757
6194,-0.336019068956,-0.000258855521679,0.0,-0.724990844727,0.0784491896629,-0.665522038937,0.124690800905,-1.16374862194,-0.343522459269,-0.00034999998752,2.67861104012,0.0,0.643479824066,-0.440726816654,-0.582000017166,0.217553466558,-1.47193515301,-1.08972978592,0.190535709262
1676,-0.166228860617,0.454723358154,-0.645900011063,0.0249639451504,0.118674986064,-0.468084394932,0.457846462727,-0.556978523731,-0.48306363821,1.44190001488,-0.894092679024,0.524916052818,0.943542599678,-0.519376575947,0.777450025082,0.51573485136,0.832633733749,1.33484065533,0.495586484671
23512,-1.65727925301,-1.74245643616,0.597449958324,1.15134227276,1.04140841961,0.304350763559,0.0115858614445,-0.251718521118,0.564830243587,-0.58244997263,-0.748060584068,0.446537345648,-0.249005645514,-1.53902673721,0.183300018311,-1.64163565636,-1.37138950825,-1.02403068542,-0.321569383144
148022,0.869691550732,2.19594025612,0.715649962425,1.53328621387,0.558663249016,0.54145616293,0.432376503944,1.53434920311,0.606288194656,0.749449968338,0.479291021824,1.79422330856,0.53048813343,0.736847043037,0.973600029945,1.63562142849,1.04102635384,1.66423392296,1.86205565929
1906,0.582861185074,0.265924543142,-0.299650013447,0.0897173807025,-0.849723756313,0.22958484292,-0.482802093029,-0.311919033527,-0.322784304619,0.11669999361,0.50656914711,-1.2715485096,1.30116569996,0.0046825511381,0.445699989796,0.357934176922,0.7896515131,1.28946864605,0.432253777981
8878,0.632285654545,-0.54795384407,-0.276800006628,0.36200928688,0.367578327656,0.160313695669,-0.062106102705,0.827076196671,-0.949203670025,-2.12470006943,0.126685112715,1.65094649792,-1.07794368267,0.463349789381,-0.0980000048876,-1.16369533539,-0.148919329047,0.139691412449,1.21404361725
3091,0.961668968201,-2.62385845184,0.234549999237,-0.944767832756,-0.847273349762,0.747662484646,0.0597507208586,0.408894777298,0.906662106514,-0.326150029898,0.454992830753,0.342163443565,-0.666200339794,-0.105396062136,-0.0290499925613,0.778394579887,0.341124206781,-0.340558171272,1.25646805763
5743,0.492911785841,-0.249425798655,1.58540010452,-0.320247530937,2.79169654846,1.04799628258,0.576679050922,0.282556951046,1.50098848343,1.13899993896,-0.0450000949204,0.745792388916,0.435592025518,1.18170773983,0.780149996281,0.660442709923,-0.416719824076,0.79283618927,0.756608247757
5321,-0.252092778683,-0.0626843050122,-0.12104998529,-0.241698563099,-0.149992883205,0.88320851326,0.225409626961,-0.379042983055,-0.132042080164,-2.00174999237,-0.443509399891,-0.818283140659,0.976068139076,-2.23294377327,0.471949994564,0.171671569347,-1.20232748985,1.10852611065,0.265581905842
4144,-0.217461541295,0.0021153986454,0.0796000063419,-1.38796019554,-0.0693023502827,-0.102405682206,0.224637508392,-0.379199355841,-0.459017276764,-1.6425999403,-0.207008957863,0.257591962814,-3.31061244011,1.10018479824,-0.924499988556,-1.86651206017,-0.422407537699,0.0525620058179,-0.208228349686
1981,-0.227474331856,0.253523409367,1.70200002193,0.414721101522,1.13066065311,0.326910346746,-0.276720494032,0.374568402767,-0.779093503952,0.28180000186,-0.590723693371,0.351954907179,2.16511869431,-0.0525640211999,1.60190010071,0.124971270561,0.620850265026,0.837449789047,-0.0876252651215
695,0.555935978889,-0.0522785782814,0.431349992752,1.07988798618,-0.379294097424,-0.440477490425,-0.0408189818263,0.702039837837,-0.173472434282,-0.31305000186,0.0368911921978,-0.39550074935,-0.440986424685,0.0991382673383,0.996300041676,-0.709062576294,0.0941755771637,0.0923614799976,-0.317309498787
10398,0.490163981915,0.481517195702,0.390850007534,2.16349840164,0.261860221624,0.966239094734,-0.106672570109,0.318916857243,-0.156935155392,0.821150004864,0.0704371184111,-0.0133595913649,0.458382695913,0.467835068703,0.968150019646,-0.13493026793,0.258180648088,0.286724090576,-0.746122658253
5708,-0.506458997726,2.32862854004,0.447950005531,0.352604269981,0.472751945257,-0.450067549944,0.0161434710026,0.00317515432835,-0.258089751005,-1.92904996872,-0.142150148749,-0.260368824005,-6.59013795853,0.308181792498,-0.957300007343,-0.189068704844,1.24294829369,0.871252119541,1.01576352119
1213,-1.68295526505,0.566749870777,-1.04349994659,0.10584756732,0.192610323429,-0.665349841118,-0.287471473217,0.414117634296,0.889690458775,-0.127100005746,0.264756143093,0.370098412037,-0.596685230732,0.226006180048,0.204699993134,0.388095349073,-0.248416617513,0.174899786711,0.349033981562
226,0.0708360224962,0.602781891823,0.693050026894,-0.289693057537,0.328333795071,-0.216050699353,-0.180652707815,0.922393023968,0.784039139748,-0.623950004578,-1.96780848503,0.426021635532,-0.525460839272,0.685863018036,0.439899981022,0.299991488457,-0.0792738646269,0.321292191744,0.242303848267
6777,-0.0029716193676,0.510395050049,0.342750012875,0.401031732559,-0.717356741428,-1.14006662369,-0.0158897414804,-0.0012149065733,-0.18243855238,-0.535899996758,0.664185106754,0.347110390663,1.56492781639,-0.281506955624,1.2621999979,0.0557172596455,-0.311737328768,-0.911267280579,0.394684046507
2113,0.58830344677,0.527745962143,-0.0983000025153,0.479962825775,1.34342336655,-0.35272577405,1.0285204649,0.340528130531,-0.213587149978,0.220750004053,-0.754100799561,-0.326282948256,0.489883512259,0.280864447355,1.80694997311,0.180557593703,-0.0797368437052,0.636279940605,-0.840942323208
3329,0.0448925048113,-0.0307298377156,0.00420001149178,-0.371160626411,0.38831076026,-0.242486149073,-0.433326900005,0.480386227369,0.722959518433,-0.323950022459,-0.685917139053,-0.810819506645,-0.530952632427,1.27806019783,0.233000010252,-1.40063118935,-1.66590821743,-0.745066642761,-0.957236170769
1050,1.12156009674,0.991223573685,-0.0822499990463,0.2697481215,-0.48677110672,-0.390168488026,0.451673328876,1.53496289253,-0.699316322803,1.42285001278,-1.31296336651,1.18419456482,-0.871151685715,0.711577951908,-0.167950004339,-0.947361171246,0.629402816296,-0.124027587473,0.759250640869
9491,0.347660899162,-0.0417044050992,-0.350699990988,0.458904206753,0.0234827697277,2.54136657715,0.751213550568,-0.0640003532171,1.49260258675,0.242150008678,-0.782645821571,-0.813464939594,1.13151013851,0.816576898098,0.100549995899,0.287177562714,0.821824967861,0.574680626392,0.80189293623
22926,0.0206496566534,-3.29480934143,-0.522899985313,-2.01645374298,-0.357118368149,-1.45515704155,0.401640951633,-0.851675450802,-1.61812829971,0.506399989128,-3.03685879707,-0.421113789082,-0.272781223059,-0.215970411897,0.25125002861,-2.28844571114,-0.575411498547,-0.512319564819,-2.84153223038
5899,0.206051707268,-0.294445931911,0.183550000191,0.507035732269,-0.764707267284,0.07663256675,-0.00115173123777,0.182680293918,-0.0642360076308,-2.15324997902,0.801524162292,-0.842862486839,-0.329386353493,0.878489673138,0.318599998951,2.33657717705,-0.0716785117984,1.42788231373,0.16397498548
5467,-0.137853875756,-0.221076801419,-0.22365000844,-0.458389490843,-0.453988105059,-1.20166730881,-0.496307432652,0.277897447348,-0.162860319018,2.18195009232,0.641293883324,-0.8670104146,0.513778448105,0.119294174016,0.587249994278,0.046348400414,0.97981095314,0.760483026505,-0.4325260818
6774,0.888378500938,3.06787109375,-0.270550012589,1.29499673843,0.0395266413689,2.30571460724,0.380780696869,-0.229521170259,0.0203226059675,-0.728999972343,-0.547477602959,0.418179631233,-0.155097603798,0.529551684856,1.51865005493,1.18808603287,-0.244533851743,1.03283023834,0.603542685509
1788,-0.712848782539,-0.166101172566,-0.315700024366,-0.115999855101,0.287717789412,0.36723998189,0.591045022011,-0.867633759975,-0.118820473552,0.705550014973,-0.219037622213,-0.141051769257,0.770118236542,0.0452903062105,-0.0205500125885,0.2302762568,0.0932016372681,0.984583318233,0.548841774464
5921,-0.539212226868,-1.00696992874,-0.0405999943614,0.182540908456,0.0934150442481,-0.903626263142,-0.165377646685,-0.219059497118,-0.675205826759,0.415149986744,0.204314976931,0.587420701981,-1.3047901392,-1.11731433868,-0.890550017357,0.195438325405,0.30098849535,0.547871887684,-0.944731116295
5721,-0.328505158424,0.264117836952,0.0844999998808,-0.204434752464,-1.22686266899,0.243683129549,-0.517928957939,-0.298493504524,-0.808937728405,-1.30939996243,0.624145328999,-0.0747344046831,0.0293990708888,0.0865946933627,-0.00865000486374,-1.91192734241,-0.423428475857,-0.433277606964,-0.461088836193
2263,0.468888133764,-0.621998369694,-0.466750025749,-0.412829756737,-0.00867661833763,0.731271445751,-0.176391914487,-0.0566992014647,0.535526394844,0.16685000062,2.28343486786,1.60386514664,1.51125216484,-0.556595027447,-0.212650001049,0.756120502949,-0.352127730846,0.921162486076,0.709809541702
