rid,CPC018_A375_6H:BRD-A20589515-001-01-1:10,CPC018_A549_6H:BRD-A20589515-001-01-1:10,CPC018_A549_24H:BRD-A20589515-001-01-1:10,CPC018_ASC_24H:BRD-A20589515-001-01-1:10,CPC018_HEPG2_6H:BRD-A20589515-001-01-1:10,CPC018_HT29_6H:BRD-A20589515-001-01-1:10,CPC018_MCF7_6H:BRD-A20589515-001-01-1:10,CPC018_MCF7_24H:BRD-A20589515-001-01-1:10,CPC018_NPC_24H:BRD-A20589515-001-01-1:10,CPC018_PHH_24H:BRD-A20589515-001-01-1:10,CPC018_SKB_24H:BRD-A20589515-001-01-1:10
5720,-1.494328022,-0.679400026798,-0.452549993992,1.35120010376,1.12905728817,0.0497188568115,-0.0279518663883,-0.638888835907,0.986799955368,1.16778624058,4.53214883804
466,0.179662659764,-0.438950031996,-1.70910000801,-0.760833323002,-0.80566829443,0.273135125637,-0.336339175701,-0.313765078783,-0.896149992943,-0.621950447559,-0.256527781487
6009,1.41520619392,1.12314999104,0.88789999485,-0.214466661215,1.43971633911,0.811193287373,0.14960257709,-0.290010422468,0.611500024796,0.674629211426,-1.05942070484
2309,0.047996789217,0.242300003767,0.338599979877,0.158800005913,3.96018815041,-1.26340901852,-0.636851191521,-0.428045958281,1.39209997654,-0.0999063923955,-0.735621809959
387,2.51961565018,1.38094997406,0.353150010109,0.507033348083,1.2680131197,0.121441870928,0.0277373194695,-0.603164076805,1.25064992905,0.215238839388,-0.553077936172
3553,-0.427099406719,0.284050017595,0.462649971247,0.411000013351,-1.02632129192,-0.0264385789633,1.18093538284,0.0149946510792,-0.758599996567,-0.222609966993,0.724740564823
427,0.613982498646,-0.835799992085,-1.06369996071,-1.1942666769,-0.817525207996,-0.281375199556,0.570113420486,-0.583302974701,-0.559249997139,-0.192543938756,0.377386629581
5898,0.769980370998,-0.420700013638,-4.19805002213,-0.0904333591461,0.032749414444,-0.756859838963,-0.0364787578583,-0.559351563454,-0.492849975824,1.0294533968,-0.017161950469
23365,1.54263746738,0.814049959183,0.918850064278,-0.130766659975,-0.0376900285482,-0.203583031893,-0.735925018787,-0.739952981472,-0.134649991989,0.223507791758,0.823557555676
6657,0.124914467335,-0.110850006342,0.182649999857,0.749100029469,-1.34494113922,0.0998492017388,1.3699696064,0.827861666679,0.896350026131,0.173568814993,1.76447701454
5054,-0.432285010815,0.0118999779224,-2.0978500843,-0.670366704464,-0.531505346298,0.72305226326,-0.0195879787207,0.0730565488338,-1.23230004311,-0.23722524941,-1.85751867294
3108,1.01917243004,3.08200001717,-0.0608500018716,-0.300500035286,3.07946586609,-0.0301746577024,0.472939789295,-0.603666305542,4.2827501297,0.253620922565,4.00828695297
1950,-0.937673330307,-0.997999966145,0.207749992609,-0.109266668558,-1.21323859692,0.174746185541,0.788779377937,1.15647006035,-0.536300003529,-1.17600488663,-0.0469704568386
351,-0.713995993137,-0.670100033283,-1.25755000114,-0.340833336115,-0.622033119202,-0.768148183823,0.310310870409,1.35079181194,-0.815450012684,0.0220037847757,-0.0358914546669
4846,-0.103664889932,-1.56964993477,0.711099982262,1.79766654968,0.126618772745,-0.529495120049,-0.894259810448,-0.160726115108,1.85439991951,-0.733977496624,2.33183264732
1452,0.840365111828,-4.31990003586,-0.812549948692,-0.133466675878,-0.75675112009,-0.238741591573,-0.419878691435,-0.252414941788,-0.118650019169,0.276664435863,-1.93464970589
4776,-0.584328770638,-0.916849970818,0.698850035667,0.126266658306,-1.24454832077,0.382529705763,1.09632098675,0.853855729103,0.247849985957,-0.457832276821,0.806179881096
6908,-0.408433705568,-0.480500012636,-0.396499991417,-0.792933344841,0.967506468296,0.205164968967,-1.0608625412,-1.12497735023,1.19620001316,-0.472631752491,-1.62372601032
672,-1.09177434444,-0.567849993706,-0.19715000689,-0.249833330512,0.476458251476,-0.427058756351,-0.0447438955307,-0.412750184536,-0.0297000110149,-1.20206212997,2.51466798782
5710,0.870511889458,0.162550032139,-0.0293999910355,-0.298733353615,0.641400396824,-0.570194065571,-0.366095662117,-0.336035370827,1.37284994125,-0.404998451471,-4.0634188652
2115,-0.175141096115,3.19110012054,-0.0417999923229,-1.37120008469,-0.805054366589,-0.334864646196,0.438919901848,0.929115235806,0.115649983287,1.39177131653,2.9889292717
7015,-0.880687296391,-1.43569993973,0.830749988556,-0.186466664076,-0.379055082798,-0.288926184177,0.891057789326,2.93890881538,0.344350010157,-0.871469080448,1.01359558105
8726,0.512643516064,0.415449976921,-1.62595009804,1.02330005169,0.60764759779,0.137264117599,-0.190772473812,-0.283979266882,-0.349900007248,-0.501755595207,0.19841606915
2185,-0.13698028028,0.603150010109,0.216200008988,0.616600036621,-0.892458498478,0.236879467964,2.06848406792,0.90937256813,-0.679849982262,-0.0143762473017,1.3670964241
3315,0.0252652149647,0.711199998856,0.0599000155926,-0.259566664696,1.09112036228,-0.238587707281,-0.183679312468,-0.320552796125,-1.06319999695,0.429329782724,-6.28661441803
5289,0.321563869715,-0.408900022507,-0.323000013828,-1.05453336239,0.0452986173332,-0.617822408676,0.29564422369,-0.702320456505,0.35119998455,-3.5735886097,0.533026456833
868,1.34054791927,0.155149996281,-3.01944994926,-0.762700080872,-0.992387533188,-0.14859265089,0.0865173786879,-0.708155810833,0.0107499957085,-1.11894237995,-0.460317313671
1677,-0.521981060505,-0.585350036621,-0.625750005245,-0.353700011969,-0.411923885345,-0.208522707224,0.253454059362,0.549376606941,-0.188300013542,-0.348431348801,1.41685509682
7043,0.607462644577,0.308350026608,-0.0776499956846,0.852133333683,-1.00800991058,0.364759922028,0.331977128983,-0.395869225264,-1.03020000458,-0.117315486073,0.780076146126
5613,0.179080858827,-0.0900499820709,0.624000012875,0.157166674733,-1.27126908302,0.418980419636,0.941448450089,-0.071984320879,-1.00304996967,-0.271130949259,0.572845757008
595,-0.0241418946534,-0.847299933434,0.0568500012159,-0.585366725922,2.10772776604,-0.544862031937,-0.191697180271,-0.585778236389,0.468549996614,0.396144032478,-1.75615572929
4793,0.925717175007,-0.505499958992,-0.701349973679,0.201733350754,1.58130121231,-0.0644666329026,-0.0839884504676,-1.09440255165,-1.004150033,-0.165657699108,0.929742097855
2736,0.482873797417,1.17904996872,-0.0152499973774,1.31773340702,-1.02663195133,-0.201341301203,0.832740426064,0.106329090893,-1.51390004158,-0.190061092377,1.50768041611
5290,-0.309558063745,-0.0670500099659,0.342749983072,1.01016676426,-0.862258732319,0.929934382439,0.362831652164,1.54243659973,0.177200004458,1.12435019016,0.536962211132
6194,0.000194916705368,0.00065000000177,-1.11914992332,0.0,0.555233001709,-0.293594658375,-0.429587721825,-0.360535770655,-0.00034999998752,0.0016080441419,-0.00152781920042
1676,-0.0343133471906,-0.878600001335,0.806649982929,0.556266665459,-1.38251030445,0.122958242893,1.50628948212,0.432422637939,-0.4850499928,-0.674044966698,0.398464173079
23512,-0.063892647624,-0.105049997568,-0.665599942207,0.133733347058,-0.0714899897575,-0.0343765690923,-0.67380130291,0.603250324726,-0.256249964237,-0.830377578735,-1.8675082922
148022,1.12974452972,0.0762000083923,-0.399900019169,0.390233337879,-0.067255616188,-0.732785999775,-0.154778957367,-0.507896184921,-1.66654992104,-0.374520123005,-0.460580408573
1906,0.419735431671,-0.0350999832153,-0.0944499969482,0.496700018644,-0.698035299778,0.105124168098,1.53843951225,0.598025560379,-0.861299991608,0.680802822113,0.473608404398
8878,-0.039701666683,0.495499998331,-0.149999991059,-0.611766755581,0.275588512421,-0.484997391701,-0.524231314659,-0.900732755661,1.51524996758,0.000926907290705,-2.30051541328
3091,-0.600262701511,-1.16114997864,-1.7133500576,-0.307833373547,0.162373870611,-0.0251516588032,-0.755155086517,0.0247568786144,-1.11199998856,-0.0300240591168,-0.794201791286
5743,-0.401473253965,-1.01134991646,0.306700021029,0.229499995708,-1.09576666355,0.53491038084,-2.44201469421,0.678688406944,-0.813300013542,-0.887348532677,4.19709968567
5321,-0.648262441158,-0.295649945736,-0.601450026035,0.254999965429,-0.494345128536,0.152800917625,0.773005962372,1.16014385223,-0.587400019169,0.0136632788926,1.19502103329
4144,-0.962231576443,0.597249984741,0.0494999885559,0.366133332253,-0.679205179214,-0.858159303665,0.0847161561251,1.02002131939,-0.609300017357,0.0479244701564,-1.49660229683
1981,0.352221995592,5.05235004425,0.460649996996,0.168833374977,-0.473609238863,-0.0916312336922,0.563985705376,-0.0562393069267,1.2391500473,-0.266718447208,-0.801296710968
695,-0.603092193604,-0.999650001526,-0.0912500023842,-1.03603339195,0.813593924046,-0.746339857578,-2.15002083778,0.116736575961,-1.56439995766,-1.05484580994,0.636651337147
10398,-0.848506033421,-0.0794999599457,0.278149962425,-0.624066650867,-0.093037776649,0.0126343667507,0.318080693483,0.149127945304,1.13205003738,-0.954945862293,-2.42424917221
