rid,CPC004_A375_6H:BRD-A15131297-003-01-9:10,CPC004_HA1E_6H:BRD-A15131297-003-01-9:10,CPC004_HA1E_24H:BRD-A15131297-003-01-9:10,CPC004_HCC515_6H:BRD-A15131297-003-01-9:10,CPC004_HCC515_24H:BRD-A15131297-003-01-9:10,CPC004_HEPG2_6H:BRD-A15131297-003-01-9:10,CPC004_HT29_6H:BRD-A15131297-003-01-9:10,CPC004_MCF7_6H:BRD-A15131297-003-01-9:10,CPC004_PC3_6H:BRD-A15131297-003-01-9:10,CPC004_PC3_24H:BRD-A15131297-003-01-9:10,CPC004_VCAP_6H:BRD-A15131297-003-01-9:10,CPC004_VCAP_24H:BRD-A15131297-003-01-9:10,CPC011_A375_6H:BRD-K49807096-003-11-4:10,CPC011_A549_6H:BRD-K49807096-003-11-4:10,CPC011_A549_24H:BRD-K49807096-003-11-4:10,CPC011_HA1E_6H:BRD-K49807096-003-11-4:10,CPC011_HT29_6H:BRD-K49807096-003-11-4:10,CPC011_MCF7_6H:BRD-K49807096-003-11-4:10,CPC011_MCF7_24H:BRD-K49807096-003-11-4:10,CPC011_PC3_6H:BRD-K49807096-003-11-4:10,CPC011_PC3_24H:BRD-K49807096-003-11-4:10,CPC011_VCAP_6H:BRD-K49807096-003-11-4:10,CPC011_VCAP_24H:BRD-K49807096-003-11-4:10,CPC018_A375_6H:BRD-A15131297-003-01-9:10,CPC018_A549_6H:BRD-A15131297-003-01-9:10,CPC018_A549_24H:BRD-A15131297-003-01-9:10,CPC018_ASC_24H:BRD-A15131297-003-01-9:10,CPC018_HEPG2_6H:BRD-A15131297-003-01-9:10,CPC018_HT29_6H:BRD-A15131297-003-01-9:10,CPC018_MCF7_6H:BRD-A15131297-003-01-9:10,CPC018_MCF7_24H:BRD-A15131297-003-01-9:10,CPD002_MCF7_24H:BRD-K49807096-003-09-8:10,CPC018_NPC_24H:BRD-A15131297-003-01-9:10,CPC018_PHH_24H:BRD-A15131297-003-01-9:10,CPC018_SKB_24H:BRD-A15131297-003-01-9:10,CPD002_MCF7_6H:BRD-K49807096-003-09-8:10,CPD002_PC3_6H:BRD-K49807096-003-09-8:10,CPD002_PC3_24H:BRD-K49807096-003-09-8:10
5720,-0.893133401871,-0.0806623548269,0.229794219136,-0.120823979378,-0.737885892391,-1.03933012486,0.405482232571,-1.32086598873,-0.383251607418,0.0462503843009,-0.472448825836,0.632290482521,-0.581744134426,0.350446939468,-0.0280299670994,0.412800014019,-2.08559989929,-5.1031498909,-0.374150007963,0.77607434988,0.719120442867,-0.70810687542,0.143620967865,0.656583249569,-0.85912001133,0.592000007629,0.507077097893,0.0345614627004,0.438504785299,-0.107366524637,-0.793775081635,0.657430231571,0.788984656334,-0.546525001526,-0.249722748995,0.994587779045,0.0714972913265,0.254573583603
466,0.782066702843,-0.117393523455,-0.439406991005,0.817806303501,-1.25296473503,-0.377489387989,-0.39988130331,-0.878466010094,-0.215544700623,-0.289575368166,0.0121659934521,0.105276525021,-0.0400185957551,-0.760368347168,-0.145322501659,0.855499982834,0.132899984717,1.07420003414,-0.054800003767,0.26856893301,0.426396548748,-0.354598701,0.203651234508,0.688596487045,-0.504429399967,-0.0977500006557,1.00489556789,0.390518307686,0.392334580421,-0.348651826382,-1.01722502708,1.16791665554,-0.188428640366,-1.22042453289,0.736346840858,0.33817499876,-0.185939341784,0.274917602539
6009,0.3600666821,-0.361148864031,0.964381694794,-0.333723783493,0.0269138142467,0.0710081905127,0.524751901627,0.669610619545,0.357274711132,0.641526401043,-1.80462217331,-0.237737461925,-0.246812924743,-0.619394421577,-0.189189687371,0.435199975967,0.141350015998,0.668799996376,-3.37669992447,0.11889795959,-0.0363344550133,-1.13555788994,-0.532380402088,-0.261955916882,0.967789888382,-0.267349988222,-0.653589487076,0.871859967709,0.196086063981,-0.843403220177,-1.02600002289,0.0468748062849,0.0126768089831,0.988093435764,0.399885237217,0.626091301441,0.772548317909,-0.656246304512
2309,0.907800078392,0.544641077518,-0.45563057065,1.34685719013,-0.701486468315,-0.377083599567,0.0992013961077,0.757981956005,-0.15558694303,-0.471909224987,-0.551827192307,-0.0365190580487,-0.44181984663,0.448545098305,0.673529028893,0.630149960518,0.103725016117,1.47214996815,-0.724000036716,0.199558824301,-0.321145415306,-0.679859161377,-0.261437624693,0.64742898941,0.289157867432,0.112700000405,0.547284901142,-0.222235351801,-0.544508635998,0.534783542156,-0.0962249934673,-0.55287539959,0.651156365871,0.197209358215,0.222846001387,0.439075797796,0.630352973938,-0.332521855831
387,0.612600028515,-0.374539673328,0.38052752614,0.0304861664772,0.216188877821,-0.15253649652,0.193660676479,1.92142319679,0.320356875658,0.13467001915,-1.82756757736,-0.75451374054,0.547575235367,-0.239948153496,-0.0622782036662,-0.619400024414,0.541625022888,2.20064997673,0.192000001669,0.232684165239,-0.131687134504,-0.342425942421,-0.0432337895036,0.861991643906,0.960177719593,0.936100006104,-0.522490680218,0.25545501709,0.549831926823,-0.913821458817,0.822125017643,-0.988389313221,1.45437145233,0.60010445118,0.448950201273,1.54009652138,1.06717443466,-0.0896790474653
3553,0.195500001311,0.0720277279615,-0.413940101862,-0.590874195099,1.30397224426,1.74397814274,-1.21555316448,-0.214658558369,-0.0099361948669,-0.239665076137,0.76414424181,-0.402248978615,0.134957313538,0.533466994762,-0.34585788846,-0.297550022602,0.217124968767,1.30824995041,1.90579998493,0.547335624695,0.0681390762329,1.30032241344,0.147966518998,-0.704157233238,0.0359242036939,-0.218299999833,0.209405452013,-0.116637334228,-0.475789785385,-0.223988875747,-0.289725005627,-0.599204242229,0.173199430108,-0.548905074596,-0.873342573643,-0.298169612885,0.204332977533,-0.35100376606
427,1.31883335114,0.727029204369,0.142549037933,0.111569523811,0.307869076729,-0.705015003681,-0.884713590145,-0.707745611668,-0.6886048913,-0.412710160017,0.369746863842,-0.874257147312,-0.237433463335,-0.760283768177,-0.877039909363,0.232400000095,0.902499973774,1.15345001221,-1.53909993172,-0.167345657945,-0.135712847114,0.233170628548,0.641928076744,0.908198952675,-1.02614116669,-0.390950024128,-0.245334252715,-0.232784435153,0.419887036085,0.789856791496,-0.16859999299,0.173344492912,-0.947478413582,-0.422564893961,0.00893488526344,1.09302544594,-0.0503870919347,0.373977065086
5898,0.0944000035524,-0.49993494153,0.0770675987005,-0.156504541636,-1.12657308578,0.175873503089,-0.0163040906191,0.279947698116,-0.0147765874863,-0.144478216767,-1.68695044518,-0.517079472542,0.501968979836,0.72768497467,-0.185318499804,1.04464995861,1.23042500019,1.64100003242,-0.307199984789,0.440979659557,0.460425853729,1.12970590591,0.0379942506552,0.768628954887,-1.10248601437,0.576150000095,0.977510869503,0.647025167942,-0.200680464506,0.555959165096,-0.743600010872,0.725356519222,-0.552570283413,0.053135484457,0.434177666903,0.124532863498,-0.219243854284,0.411461651325
23365,0.309799998999,-0.374065637589,-1.0953963995,0.367152988911,-0.774784803391,-0.127502858639,0.599988341331,1.18490374088,0.46983346343,-0.317109048367,-0.362729072571,-0.959002733231,0.129672080278,-0.44286942482,-2.23571491241,-0.814700007439,0.274825006723,1.98300004005,1.46609997749,-0.00745742022991,-0.303201138973,1.02564287186,0.781811237335,0.172641202807,1.66776561737,0.346799999475,-0.0793667733669,0.673330187798,-0.738906085491,5.73553514481,0.449750036001,-0.0941528379917,-0.11707867682,-0.1048970595,0.257318198681,-0.367176562548,0.788789927959,-0.784924328327
6657,0.263300001621,-0.611052930355,0.122094318271,0.79501414299,0.336961388588,0.770591676235,-0.743957519531,-0.671367645264,-0.379222303629,0.165139049292,0.444186329842,-0.49824821949,1.27031850815,-0.645211994648,-0.789895653725,-0.573300004005,-0.572899997234,1.33065009117,-0.679899990559,-0.529659986496,-0.272944718599,0.934502243996,-0.112528450787,-0.331131100655,-1.00422382355,0.427900016308,0.0487769395113,-0.275636821985,-0.435762345791,-0.440458089113,-0.0844999924302,-0.841695725918,0.486576855183,-0.195621877909,-0.883726418018,-0.430386602879,-0.770067036152,-0.371562719345
5054,0.111366659403,-0.0517768487334,0.677173554897,1.56370449066,1.37789320946,-0.667487978935,-0.527680158615,0.397109925747,-0.204935356975,0.214462265372,0.511319220066,-0.201708391309,-0.144296869636,-1.38299512863,-0.230874761939,0.730350017548,-0.211524993181,4.66800022125,2.07795000076,0.668527007103,-0.287298858166,-0.721070170403,0.516716599464,-0.154688358307,0.162322387099,-0.00864999741316,-0.198802724481,0.447710931301,0.111655578017,0.3185069561,-0.448574990034,-0.339128404856,-1.58578538895,0.458899319172,0.94303637743,-0.0643296837807,1.1671962738,0.352541983128
3108,0.766600012779,0.643402159214,0.683677434921,0.806167840958,-0.568640887737,0.81397664547,-0.474098592997,4.25941228867,0.292585611343,-0.0664935037494,-0.249514311552,3.54215621948,0.0965022444725,0.187206685543,-0.529344320297,0.485100001097,0.167874991894,2.11724996567,1.44094991684,0.713339388371,0.0228971093893,-0.278915584087,0.000221334397793,0.628526747227,0.0123794414103,0.598799943924,-0.374616205692,-0.229754954576,0.421975851059,0.3622841537,0.836249947548,0.0726657062769,0.00965121202171,0.424949556589,-0.462769180536,-0.343946486712,-0.799451828003,-0.74264729023
1950,-0.337300032377,0.0997183099389,0.755638718605,0.966902375221,1.83609867096,1.17779040337,-0.475221693516,-0.615132689476,-0.216753140092,-0.172823622823,1.66528010368,-0.129238113761,-0.277830541134,0.155537322164,0.854809403419,0.133249998093,0.0418249964714,2.28859996796,1.01014995575,-0.139822110534,-0.476246654987,1.08297991753,-0.207898721099,-0.779198884964,-0.293740481138,-0.755800008774,-0.373330265284,-0.762758016586,0.357600897551,0.669896006584,-0.212324991822,-0.189523369074,-1.26565074921,-1.11177921295,2.82116389275,0.00777614116669,-0.341996580362,-0.00446310639381
351,0.168266654015,-0.577706575394,-1.16737473011,0.123332634568,0.717347204685,1.10117948055,-1.29474234581,-1.19363760948,0.198353752494,0.448322325945,0.657026529312,-0.207137212157,-0.734218239784,0.171947807074,0.150224789977,0.0,0.153850004077,-0.187550008297,-3.26340007782,-0.514409780502,-0.168293222785,-0.599669873714,0.410413295031,-0.954901218414,-0.902760565281,-0.680199980736,-1.11131811142,-0.483411341906,-0.166906967759,-0.392730116844,-0.659524977207,-0.71364313364,-0.356460273266,-1.28572177887,-0.518911600113,0.337964296341,-0.344985902309,-0.763365864754
4846,-0.676900029182,0.144782871008,-0.295713335276,0.0913879722357,0.546296954155,1.85326576233,-0.298280268908,-0.52070581913,-0.286878168583,-0.342883646488,1.49309134483,0.0423451662064,0.327221184969,0.578237950802,0.105300813913,-1.30975008011,3.40057516098,1.7568000555,1.57590007782,0.892031610012,-0.305663526058,-0.0838348865509,0.161871612072,0.266099065542,-0.041071575135,-0.294550001621,-0.0963086560369,0.0890490189195,-1.43859744072,0.692472815514,0.60367500782,-1.94368612766,0.621503293514,0.847638368607,-0.934499800205,-0.413174033165,1.07114446163,0.596230506897
1452,0.0438666641712,-1.49728167057,0.177091047168,-1.19012022018,-0.757543683052,1.95085561275,-0.28969976306,0.863082408905,0.434483647346,0.0154712423682,0.162449061871,-0.302512526512,0.574079334736,0.514997780323,0.280701816082,-1.1059499979,0.136374995112,1.16799998283,-0.533500015736,0.349322885275,-0.731851696968,-0.133793622255,0.00421196594834,-0.928885281086,-0.930302500725,-0.307850003242,-0.979521989822,-1.11283147335,-0.349226355553,-0.188058882952,-0.635749995708,-0.280424326658,0.618443489075,1.32556545734,1.27050757408,-0.122721925378,0.100076578557,-0.060597166419
4776,-0.162400022149,-0.226662307978,1.12469851971,-0.474137693644,0.520934700966,1.57765626907,-1.3744392395,-1.34702682495,-0.497244477272,0.142749577761,0.863051593304,-0.693146705627,-0.31657487154,-0.157473549247,-0.0412502735853,-0.712350010872,-0.875774979591,-0.237749993801,-0.0971499979496,-0.430316537619,-0.316102594137,0.540934801102,-0.122697845101,-0.829121947289,-0.337847083807,-0.459850013256,0.267210870981,-0.516427576542,-0.721022367477,0.31881326437,-0.380624979734,-0.715002954006,-0.493286162615,-0.681475639343,-0.460207670927,-0.516661405563,-0.368839532137,-0.400427401066
6908,0.26029998064,-1.40746474266,1.39366161823,-0.904579222202,-0.445203691721,-0.57088381052,1.08940887451,-0.343542098999,0.0501605942845,-0.83653485775,-0.54218930006,-0.218570128083,-0.0859926491976,-1.08424782753,-0.407779276371,0.942399978638,0.565424978733,1.10315001011,-0.0712999999523,0.806328833103,-0.34010642767,-0.494376510382,0.0927013158798,0.891524016857,0.437233477831,0.129199996591,0.743360161781,0.447298228741,0.428776800632,-0.797422528267,0.278800010681,0.404295355082,-0.040026884526,0.60895550251,0.783845663071,1.47501194477,0.59380120039,-0.473160177469
