rid,CPC009_A375_6H:BRD-K37150847-001-10-1:10,CPC009_A549_6H:BRD-K37150847-001-10-1:10,CPC009_A549_24H:BRD-K37150847-001-10-1:10,CPC009_HA1E_6H:BRD-K37150847-001-10-1:10,CPC009_HCC515_6H:BRD-K37150847-001-10-1:10,CPC009_HEPG2_6H:BRD-K37150847-001-10-1:10,CPC009_HT29_6H:BRD-K37150847-001-10-1:10,CPC009_MCF7_6H:BRD-K37150847-001-10-1:10,CPC009_MCF7_24H:BRD-K37150847-001-10-1:10,CPC009_PC3_6H:BRD-K37150847-001-10-1:10,CPC009_PC3_24H:BRD-K37150847-001-10-1:10,CPC009_VCAP_6H:BRD-K37150847-001-10-1:10,CPC009_VCAP_24H:BRD-K37150847-001-10-1:10,CPC019_A375_6H:BRD-K37150847-001-05-1:10,CPC019_A549_6H:BRD-K37150847-001-05-1:10,CPC019_A549_24H:BRD-K37150847-001-05-1:10,CPC019_HA1E_6H:BRD-K37150847-001-05-1:10,CPC019_HCC515_6H:BRD-K37150847-001-05-1:10,CPC019_HEPG2_6H:BRD-K37150847-001-05-1:10,CPC019_HT29_6H:BRD-K37150847-001-05-1:10,CPC019_MCF7_6H:BRD-K37150847-001-05-1:10,CPC019_MCF7_24H:BRD-K37150847-001-05-1:10,CPC019_PC3_6H:BRD-K37150847-001-05-1:10,CPC019_PC3_24H:BRD-K37150847-001-05-1:10,CPC019_VCAP_6H:BRD-K37150847-001-05-1:10,CPC019_VCAP_24H:BRD-K37150847-001-05-1:10
5720,-0.825559020042,0.564191460609,-0.874650001526,0.224985927343,0.566084444523,-3.4833855629,-1.75760447979,-5.86782073975,0.419050037861,-1.50844120979,-0.397331535816,-0.800410687923,0.805126190186,0.189860641956,0.964200019836,-0.930166721344,-0.370379507542,0.481677293777,-0.255407452583,-0.235879734159,-0.229398041964,0.590421140194,-0.0782985240221,-0.310516893864,0.320778787136,0.239623278379
466,-0.818108916283,-0.572798967361,2.33870005608,0.0906383097172,-0.010052062571,-0.106790415943,0.536958634853,3.11689758301,-5.08240032196,-0.518069267273,-0.655652940273,-0.958122193813,0.475759595633,-0.543926000595,-0.0559000074863,0.704233288765,0.754525721073,1.03495562077,-2.98311328888,-0.668839216232,0.944575309753,1.01726913452,0.31065672636,0.0450614057481,0.794489920139,0.757629513741
6009,-0.384411007166,-0.523387432098,1.14049994946,-0.628143489361,-0.00894577801228,0.240170657635,1.01534473896,0.753043651581,1.46609997749,-0.506537079811,-0.884503483772,-0.492939770222,0.62646406889,-0.680656313896,0.836050033569,-0.587599992752,-0.532786607742,-0.256880998611,-1.28226184845,-0.00510415807366,-0.501671850681,0.749455630779,-0.539661705494,0.275316178799,0.0970942229033,0.468636393547
2309,0.689272761345,-0.00447061657906,-0.611349999905,-1.35109400749,0.380438148975,-0.292533636093,0.951391100883,2.92005968094,2.12485003471,0.844752728939,0.00177131220698,-1.11162674427,1.15895283222,1.27022814751,0.0636999905109,-0.477133333683,-0.386834442616,-0.11026930809,0.565808057785,-0.782263159752,0.230591654778,-0.163225084543,-0.875713825226,-1.29064333439,-0.324036210775,-0.147227913141
387,-0.52014285326,0.829072475433,-0.0113000012934,0.447967886925,-0.405335396528,0.0138352140784,0.97295665741,2.99761962891,1.34765005112,-0.789408624172,-1.39939379692,-0.696753144264,0.513315677643,-0.158105641603,0.0847999751568,-0.353833317757,0.176576972008,0.165281265974,-0.371990323067,0.179883241653,0.102509506047,0.51915615797,-0.535057842731,-0.359038025141,0.263307660818,0.122688859701
3553,0.801038920879,0.760316371918,-0.797250032425,0.863424897194,-0.0807301029563,0.378090441227,2.27830934525,2.67741394043,0.721750020981,0.103615619242,0.15449488163,0.104497209191,-0.675954341888,0.412733048201,-0.536199986935,0.367833405733,-0.887748479843,-0.643750429153,0.447029173374,-0.206649959087,-0.0360777229071,-0.954113066196,-0.556447148323,-0.361046254635,-1.12542533875,-0.985606312752
427,0.539357542992,-0.298342823982,2.28880000114,-0.522135138512,-0.203286170959,-0.582337200642,1.04688942432,3.78679656982,0.578400015831,0.250445783138,-0.944578826427,-0.262679547071,-0.130217686296,0.714724779129,-0.972399950027,0.264833390713,0.491970121861,0.976186037064,-1.20719015598,-0.695530414581,-0.173352882266,0.800855457783,0.904901266098,-1.61754143238,0.023934751749,0.743797838688
5898,-2.02275013924,0.197053194046,0.69604998827,0.0117479562759,0.444077312946,-0.600294172764,0.823177874088,3.64791107178,-4.90744972229,-1.71851980686,-1.96413421631,-1.10722529888,-1.13088226318,-0.153979212046,0.239800006151,-0.129766717553,0.957061886787,0.61491549015,0.383853018284,0.302312791348,0.688662469387,0.265649288893,0.803242146969,0.51712924242,0.878199160099,-0.822225213051
23365,0.140268832445,0.706426084042,0.852600038052,-1.1268286705,-0.442940086126,0.115662425756,0.991397619247,5.25494098663,-0.67610001564,1.66056799889,-0.474198430777,-1.0041860342,-1.90801787376,0.557838976383,-0.273000001907,1.14883327484,0.222479701042,1.34754276276,-0.283448219299,0.242120534182,-0.426643371582,0.477984040976,1.17529761791,0.451437711716,0.591166496277,0.123647093773
6657,1.40451645851,0.656323313713,-1.00654995441,-0.0248181968927,0.340988278389,0.596492350101,1.91587793827,2.26451563835,1.07855010033,0.791484951973,1.73922228813,0.421108752489,-1.14971935749,0.204251691699,0.117700003088,-0.304100036621,-1.13725352287,-0.738685965538,0.0565853975713,1.10271310806,-0.412442803383,-1.06271076202,-0.29221919179,-0.0760017409921,-0.911858737469,-0.56434571743
5054,-0.0503143779933,0.0302583798766,0.590149998665,1.12378692627,-0.00200568139553,-1.4016418457,1.89291632175,4.28319358826,-0.44810000062,-0.411632955074,-1.18175601959,0.519025802612,0.383692204952,-0.33527469635,0.990449965,-0.282099992037,0.35719448328,-0.198783457279,-0.90040075779,1.65534877777,-0.569481432438,-0.725190103054,0.0942658111453,0.283626675606,0.081458106637,-0.346737444401
3108,1.74981355667,0.0170290246606,-0.745050013065,0.124260880053,-0.195607587695,0.676639974117,-1.44716095924,2.48046278954,0.566349983215,1.50547766685,1.40822100639,-0.405675411224,1.89399302006,-0.53490793705,0.677749991417,0.168166682124,-0.123225107789,0.772867560387,-0.63494592905,-0.137567520142,0.363995403051,-1.23218476772,0.576733827591,-0.914462268353,0.12773193419,0.737736940384
