rid,DOS030_VCAP_6H:BRD-K28083085-001-01-5:5.03,DOS030_VCAP_24H:BRD-K28083085-001-01-5:5.03,DOS034_A375_24H:BRD-K28083085-001-01-5:5.03,DOS034_A549_24H:BRD-K28083085-001-01-5:5.03,DOS034_HT29_24H:BRD-K28083085-001-01-5:5.03,DOS034_MCF7_24H:BRD-K28083085-001-01-5:5.03,DOS034_PC3_24H:BRD-K28083085-001-01-5:5.03,DOSBIO001_A375_24H:BRD-K28083085:10.0623,DOSBIO001_A549_24H:BRD-K28083085:10.0623,DOSBIO001_HT29_24H:BRD-K28083085:10.0623,DOSBIO001_MCF7_24H:BRD-K28083085:10.0623,DOSBIO001_PC3_24H:BRD-K28083085:10.0623,DOSBIO001_NEU_24H:BRD-K28083085:10.0623,DOSBIO001_NPC_24H:BRD-K28083085:10.0623
5720,-1.31316161156,-3.36680150032,-1.17647218704,-1.24353408813,-1.47479999065,-1.13665640354,-0.529100000858,0.50542730093,-0.0753558129072,1.14774668217,-0.430861234665,0.248051270843,1.45985007286,-0.282923161983
466,-0.66246753931,-2.06100463867,-2.43790388107,-0.0773287117481,-1.25984990597,-0.760413050652,-1.26556670666,-0.652855336666,2.16391801834,0.455522865057,-0.362103164196,0.0388061627746,-0.0999500006437,0.466533511877
6009,-0.417338788509,0.98545229435,0.508534729481,-0.983155190945,-0.577100038528,-0.170818477869,0.177666649222,-0.306340456009,0.240829452872,-0.714707136154,0.518206000328,-0.265240550041,0.876749992371,1.16649150848
2309,-1.18907320499,0.730644226074,-1.22279596329,0.349408388138,-0.106099978089,-0.489285200834,0.889300048351,0.441027492285,0.890231251717,-0.646575689316,0.525100946426,0.171960622072,1.59850001335,-0.0641100555658
387,-0.110000252724,4.26164054871,1.11161208153,0.276586830616,0.201849997044,-0.084710329771,0.914966702461,-0.894388437271,-0.122212782502,-0.706592023373,-0.787245035172,-0.304718673229,0.290800005198,-0.0115683227777
3553,1.4301700592,0.126598209143,0.682777881622,0.589123487473,0.809849977493,1.59077036381,1.32710015774,-0.332011044025,-0.688659071922,-0.368081867695,0.858001232147,1.53564357758,-1.11035001278,-0.248876601458
427,-0.0497486740351,-3.87039470673,-0.793208837509,0.580000519753,-1.42669999599,-0.981837391853,-0.173999994993,0.0627226233482,1.58046793938,0.0204381644726,-1.34358000755,-0.349573075771,-0.891350030899,-0.464524328709
5898,0.44428512454,-0.0220273658633,-2.28453683853,-0.485916107893,0.140249997377,-2.46247458458,-0.47080001235,-0.689864754677,0.577829122543,-0.491681396961,-3.15643835068,0.129249870777,-1.55940008163,-0.139618888497
23365,-0.106150001287,-0.907825171947,0.0210359096527,0.705986917019,0.504750013351,-1.48603594303,1.15670013428,-1.31897950172,-0.676121234894,-0.928423821926,-0.782824456692,-0.51123470068,0.735050022602,-0.435359835625
6657,0.92831492424,0.909671008587,-0.560458600521,0.785180211067,0.876149952412,1.50873422623,-0.127533346415,-0.413210332394,-1.39143836498,-0.981360077858,0.197500109673,-0.69047164917,0.67610001564,0.668531060219
5054,-0.595920503139,-0.882318794727,-0.403530806303,0.980505228043,0.559450030327,1.249355793,-0.532466650009,0.48194360733,1.30545091629,-0.187418967485,-0.0133091509342,0.0976779162884,-0.608099997044,-0.273435175419
3108,1.56845808029,5.29554414749,-0.189899489284,0.363364905119,0.97110003233,-0.0630451738834,-1.38229990005,0.905028104782,0.988351821899,-0.91596531868,-0.344168335199,-0.256548464298,-0.285250008106,-0.260436087847
1950,1.23026740551,-0.342207193375,0.3090262115,0.577954053879,-0.557300031185,1.79766583443,-0.432000041008,0.884951591492,-0.654530882835,0.291377544403,0.65138143301,0.291398108006,0.169449985027,-0.108385801315
351,1.06709504128,0.145352929831,0.553789138794,1.0420050621,-0.261900007725,0.45072644949,0.937933325768,0.217807486653,-0.290420532227,-0.270746767521,0.0401043593884,0.786030828953,-0.756099998951,-0.214265555143
4846,1.7229501009,0.0505655407906,-0.621160149574,-3.45469498634,-1.09804999828,-0.527313768864,-1.16333341599,0.732611060143,0.139844223857,0.0280558168888,-0.197289407253,-0.893846154213,-0.140850007534,0.697877764702
1452,-0.134337484837,1.80246198177,0.811525523663,-1.18245875835,-0.0870499908924,-0.429495036602,-0.329166680574,-0.48276206851,-0.312380224466,-0.234742730856,-1.26351976395,0.0412203744054,-0.403650015593,-1.49602174759
4776,0.875862658024,-1.03411912918,0.833065986633,1.43627882004,1.40880000591,2.86689782143,-0.0192666649818,-1.33161616325,-1.25529122353,-0.471120536327,0.859440267086,0.553954958916,-0.479699999094,-0.618590652943
6908,-0.0268415212631,-0.412545233965,-2.06749820709,-1.66486513615,-1.9946501255,-0.782496452332,-0.637466728687,0.220283657312,1.09420573711,1.07456851006,0.113903403282,0.517138838768,1.63985002041,0.451708287001
672,-0.555294275284,-1.75721478462,-1.48168456554,0.176950126886,-1.18085002899,-0.269790738821,0.257100015879,-0.0334667898715,0.45818695426,1.85044169426,0.853217244148,0.230295300484,0.599550008774,-0.0330524817109
5710,-2.98352813721,-1.77880978584,-0.699929475784,0.860200464725,-1.29394996166,-0.921086549759,0.834166705608,-2.27665734291,-0.129403084517,-0.335191369057,-0.71683293581,-0.246075987816,0.42515000701,-0.884063065052
2115,2.43735861778,1.65047943592,-0.193909600377,0.223422437906,1.33669996262,0.811523020267,-0.902966678143,0.171296328306,0.107492364943,-0.747670054436,0.616719484329,-0.886665523052,0.476050019264,0.561901330948
7015,1.48074054718,0.139979809523,0.176179930568,1.67323851585,0.8355499506,2.54039430618,-0.49826669693,-0.0913937985897,0.10811650753,0.862915277481,0.0254090577364,0.98746752739,-1.13269996643,-0.45589864254
8726,-0.138756409287,-0.0486449301243,-0.631509184837,0.272774577141,-0.516299962997,0.355337798595,0.412366688251,-0.901912033558,0.997728168964,0.854267001152,0.0462985634804,1.0378061533,1.20110011101,-0.606057167053
2185,1.46560931206,1.01139593124,0.656616210938,1.78844988346,1.13804996014,1.97568142414,0.297866672277,-1.17873930931,-1.66488242149,-0.629964470863,-0.468431293964,-0.0348997190595,-1.5298500061,-1.37310409546
3315,-0.676868617535,0.980451107025,0.310179412365,0.481898844242,-0.983100056648,-0.644525051117,-0.170733332634,-0.180849432945,-0.195749655366,-0.454099744558,-0.0892421379685,-0.584610939026,0.206800013781,1.06569123268
5289,1.53458452225,-0.613453626633,-0.344464868307,0.0853950530291,0.884599983692,0.776555716991,1.35390007496,-0.564313769341,-0.584947288036,0.109688878059,-0.727697789669,-0.533738672733,-0.756900012493,0.201546937227
868,-1.74073553085,4.20527076721,0.837296843529,-1.52761137486,1.74349999428,-0.383491516113,0.747466683388,-0.725916743279,-1.71024537086,-0.587409675121,-0.769573390484,-0.282909452915,1.2554500103,0.215218186378
