rid,DOS020_VCAP_6H:BRD-K95367721-001-01-0:5.03,DOS020_VCAP_24H:BRD-K95367721-001-01-0:5.03,DOS043_A375_24H:BRD-K95367721-001-01-0:5.03,DOS043_A549_24H:BRD-K95367721-001-01-0:5.03,DOS043_HT29_24H:BRD-K95367721-001-01-0:5.03,DOSBIO001_A375_24H:BRD-K95367721:10.0666,DOSBIO001_A549_24H:BRD-K95367721:10.0666,DOSBIO001_HT29_24H:BRD-K95367721:10.0666,DOSBIO001_MCF7_24H:BRD-K95367721:10.0666,DOSBIO001_PC3_24H:BRD-K95367721:10.0666,DOSBIO001_NEU_24H:BRD-K95367721:10.0666,DOSBIO001_NPC_24H:BRD-K95367721:10.0666
5720,-1.07722735405,0.853317201138,-0.880632936954,-1.01499998569,0.299034386873,-0.293701827526,0.58175188303,0.491711199284,0.351473391056,-0.305504888296,0.903650045395,-0.556752324104
466,-0.134456694126,0.658551454544,-1.69140350819,-0.922250032425,-1.39296543598,0.465126335621,1.13046371937,0.281340271235,1.20414686203,-1.00491893291,0.0930500030518,-0.46867454052
6009,1.72030007839,1.59515738487,-0.133587554097,-0.934450030327,0.578852236271,-0.804523825645,-0.1672437042,-0.405158996582,0.799383163452,0.0543528273702,0.739799976349,0.221133679152
2309,-2.26435852051,-1.80202054977,0.124065220356,2.47884988785,0.713788449764,-1.18500733376,0.434821218252,1.12676548958,-0.223243892193,-0.165268391371,1.58850002289,0.949609875679
387,1.62094426155,1.17824292183,-0.220414996147,2.42499995232,2.81464982033,0.12163041532,-0.51647400856,-0.519208312035,0.880836129189,0.119371965528,0.784950017929,0.287540465593
3553,2.05182552338,-0.381534785032,-0.54825347662,0.937600016594,-1.19196152687,0.682260513306,0.308004707098,-1.13641500473,-1.17109000683,-1.0779927969,-1.48294997215,-1.38809800148
427,-0.756605446339,0.115925788879,-0.631344497204,1.44530010223,0.339865386486,0.349336653948,1.64501857758,0.715346813202,-0.484354019165,-0.334046542645,4.99933958054e-05,-0.467324793339
5898,-0.974947333336,-1.26662302017,-0.355121165514,-0.0384500026703,-1.4930485487,0.0199280679226,0.385954171419,0.786739706993,-0.0669849961996,0.28783044219,0.0689000189304,-0.0611190199852
23365,-0.613184452057,-0.121561661363,4.64734792709,4.75979995728,-0.517788827419,0.311630606651,-0.454912602901,-1.14136230946,-0.163100108504,0.181928530335,1.51324999332,-0.275133430958
6657,1.04673397541,-0.416055053473,1.00316059589,1.91825008392,1.60374331474,0.0255830287933,-0.132676184177,0.254361093044,-1.21002912521,0.49806201458,1.58789992332,0.517111480236
5054,0.758592247963,-0.663255095482,-0.40421384573,0.27500000596,-0.860515236855,1.1917591095,-0.0267800986767,0.103792503476,-0.647020220757,0.190837815404,0.460500001907,0.608149349689
3108,-0.110955715179,-0.627665042877,0.0966026037931,-1.31089997292,2.61600899696,-0.756307005882,0.42305085063,0.512757778168,5.62715864182,0.751402378082,-0.844499945641,-0.402738779783
1950,2.34547472,-0.849591493607,0.906300425529,0.704200029373,1.5093921423,-0.283977925777,-0.370382964611,0.178388923407,-1.54767894745,0.525416433811,0.168200016022,0.301108777523
351,-0.894362688065,0.0,-0.458088070154,0.273699998856,-0.924210548401,0.133033826947,0.2457921803,-0.0509220063686,-1.58567798138,0.593521714211,-0.548699975014,-0.361705482006
4846,-0.917238295078,-0.763235211372,2.05670714378,-0.65625,0.281934738159,-0.63780105114,2.52823209763,0.980556726456,-0.449152320623,-0.308134138584,-0.884099960327,1.07177591324
1452,-1.61755478382,-2.43965601921,-0.690165638924,0.0157000124454,1.00744903088,0.209768772125,-1.19784843922,-0.00742810964584,0.500564217567,-0.213814288378,1.32805001736,0.892890155315
4776,1.7858235836,-0.119313269854,0.217067927122,1.9390001297,0.865482270718,0.645567059517,0.173497244716,-0.238859921694,-0.972742557526,0.567118167877,-0.911300003529,1.20514380932
6908,-1.16083550453,0.691449344158,-0.724448084831,-0.883649945259,1.52864575386,0.215665474534,0.534356594086,0.837416529655,1.59659433365,-0.0476543828845,0.609549999237,-0.0817329734564
672,-4.08890628815,-0.97477889061,-0.896816730499,0.638450026512,-1.38981628418,-0.119436830282,-0.254196643829,1.76204931736,1.06906318665,0.121736779809,-0.874000012875,-0.680924892426
5710,-2.90225410461,-0.843780517578,-0.471240341663,-4.23925018311,1.3139373064,0.857944250107,-0.14825604856,-0.507084369659,1.76915204525,0.537197649479,0.574000000954,0.201889544725
