rid,CPC005_A375_6H:BRD-K18518344-001-03-5:10,CPC005_A375_24H:BRD-K18518344-001-03-5:10,CPC005_A549_6H:BRD-K18518344-001-03-5:10,CPC005_A549_24H:BRD-K18518344-001-03-5:10,CPC005_HA1E_6H:BRD-K18518344-001-03-5:10,CPC005_HA1E_24H:BRD-K18518344-001-03-5:10,CPC005_HCC515_6H:BRD-K18518344-001-03-5:10,CPC005_HT29_6H:BRD-K18518344-001-03-5:10,CPC005_HT29_24H:BRD-K18518344-001-03-5:10,CPC005_MCF7_24H:BRD-K18518344-001-03-5:10,CPC005_MCF7_6H:BRD-K18518344-001-03-5:10,CPC005_PC3_6H:BRD-K18518344-001-03-5:10,CPC005_PC3_24H:BRD-K18518344-001-03-5:10,CPC005_VCAP_6H:BRD-K18518344-001-03-5:10,CPD002_MCF7_24H:BRD-K92923799-001-01-0:10,CPD002_MCF7_6H:BRD-K92923799-001-01-0:10,CPD002_PC3_6H:BRD-K92923799-001-01-0:10,CPD002_PC3_24H:BRD-K92923799-001-01-0:10
7015,0.982798695564,0.662598907948,-0.674251437187,-0.507714509964,1.94055008888,2.61516427994,0.957949995995,0.336567401886,1.48615002632,4.00425767899,0.02528680861,1.28412663937,3.78717446327,-0.878953635693,2.23909497261,0.485940843821,0.142927601933,2.54771780968
8726,-1.80353736877,9.46723556519,-0.657177567482,1.07264780998,1.92879998684,5.36058092117,-0.0154999941587,-0.327848136425,0.962400019169,1.00122177601,-0.802461862564,-1.75631165504,-0.726803541183,-0.45317363739,2.23983097076,-2.47647714615,2.69971704483,-1.79757475853
2185,1.37845635414,3.95874071121,1.18664932251,0.127035751939,1.00440001488,2.86306357384,-0.224650010467,1.23015093803,1.80620002747,1.07087874413,0.105631887913,0.362613350153,1.17238986492,-0.794220805168,1.84988856316,0.780719935894,-0.0552386939526,2.11187911034
3315,-0.775542378426,-2.72530722618,-1.71610116959,-2.49438023567,-2.60860013962,-7.76791000366,-0.814800024033,-1.34749054909,-10.0,-6.65254640579,-0.458898872137,-0.0212702155113,-0.201272025704,-0.207708358765,-3.68297553062,-0.701908349991,0.0152143388987,-1.38463521004
5289,1.71825110912,-1.89839446545,1.07855224609,-0.461617648602,-1.31215000153,7.09559249878,0.0442499965429,-0.984031260014,3.19124984741,2.47100567818,-1.55675899982,-1.32797348499,-3.21245741844,-0.884826958179,3.38303756714,1.09011983871,-0.724356949329,-0.0443812906742
868,2.00790119171,4.30543613434,-0.109661437571,-0.890916287899,3.47485017776,0.318046718836,-0.598799943924,1.32193779945,-0.143799990416,0.143641799688,1.53353905678,1.74818634987,2.46246361732,-0.819496810436,2.56242918968,1.12146353722,1.02327609062,1.07486319542
1677,-0.704370617867,-2.29130125046,0.170495122671,-1.08729815483,-0.139349997044,2.04570102692,-2.9701499939,-1.68124651909,-4.63549995422,-2.19575786591,-1.60971927643,-3.58998823166,-4.46569347382,-0.94262945652,0.600762724876,0.507621109486,1.43089723587,0.447344809771
7043,1.75679516792,3.35043907166,1.09811973572,0.230133384466,-0.174099981785,2.01016354561,-0.827800035477,0.267845660448,2.86514997482,-0.725375890732,-1.18077087402,-0.35072979331,1.06344854832,-1.01298046112,1.15802419186,0.742886900902,0.393234074116,2.29314470291
5613,0.752706289291,1.94864821434,0.783352255821,-1.16263020039,1.14915001392,2.4737226963,0.509999990463,1.0641490221,0.332899987698,-1.75890743732,0.220371678472,1.98696827888,-1.76040828228,-0.785875320435,1.75035333633,0.748172044754,-0.13071680069,1.3191972971
595,0.293805718422,7.27065706253,0.408915817738,2.1412422657,-0.107249997556,-0.413612395525,-0.0870499908924,0.101929008961,9.29504966736,-0.832912504673,0.689415991306,-0.798506259918,2.00136852264,1.67334294319,-0.145038038492,0.244146734476,0.399224311113,0.965330123901
4793,4.3363776207,10.0,4.64034605026,8.07363510132,7.06494998932,9.49848937988,2.8695499897,0.573167264462,6.67770004272,9.29947090149,2.30473804474,2.62567281723,7.92327022552,-0.719675540924,4.54370641708,0.175033912063,4.70312023163,0.497915267944
2736,-0.0331004559994,1.39750659466,-0.59456217289,-0.151894241571,-0.589900016785,-0.482431262732,-1.07029998302,1.74437344074,0.0816000029445,2.03484630585,0.737164795399,1.42542088032,-0.098883420229,0.266502976418,3.79202651978,5.60104417801,0.393734544516,2.86120820045
5290,1.39569401741,2.0568921566,0.771836340427,0.644029915333,1.17309999466,1.78454518318,0.911750018597,1.16913115978,-0.200350001454,3.53870797157,0.987130820751,0.294329434633,-0.33440977335,-0.639288127422,2.71824622154,0.480425596237,-0.553279519081,0.585728645325
6194,0.0,0.0,-0.388601481915,-3.10198402405,-0.902150034904,-0.395979344845,-0.578400015831,-0.0892417728901,-1.6915999651,-4.67719316483,-0.64030700922,0.0943130254745,-0.609570503235,-0.00308674410917,-2.64506196976,0.94562625885,-0.807403802872,-0.205082029104
1676,1.17203164101,-0.35348623991,0.583656013012,-1.28614497185,1.33535003662,-1.27243757248,-0.143199980259,1.47532701492,1.10989999771,-1.40619826317,0.253157556057,0.128068327904,0.0851445496082,-0.829733073711,0.108576439321,-0.788596391678,0.197225704789,3.10431027412
23512,-1.46553087234,-10.0,-1.54025113583,-2.04012060165,-0.315450012684,3.70530891418,1.26285004616,-1.30867278576,1.13905000687,-0.540393590927,1.38379359245,-1.21476686001,-2.4260802269,-0.368614673615,-1.74562954903,1.66402840614,-2.33665275574,-1.73624801636
148022,-1.52484643459,3.89183950424,-0.908637046814,2.11703562737,4.41469955444,4.74751186371,1.38645005226,-0.233173668385,1.86704993248,2.39461135864,0.504262208939,3.68380355835,6.95646619797,-0.148462414742,0.875336050987,3.98086690903,-0.229929581285,1.32095623016
1906,1.92757153511,1.58734941483,6.25381374359,0.88061106205,7.92329978943,0.0674911439419,0.281900018454,0.0135210230947,-4.89715003967,3.22754192352,1.65086567402,2.01104664803,5.98733329773,0.0363593697548,2.24769067764,1.4874382019,1.84880805016,3.43445277214
8878,-1.49879288673,1.86924362183,-1.42576229572,-1.23988139629,-0.848049998283,0.595812320709,0.990649938583,2.57776451111,4.13175010681,1.81513643265,1.83712029457,3.57033085823,3.56252264977,-0.176663726568,2.55103588104,0.472932726145,1.47533524036,1.54031300545
3091,2.93338394165,4.80541563034,1.07857108116,-0.220224112272,-4.20949983597,1.92967748642,-0.343899995089,1.15288424492,0.864899992943,0.567884922028,-0.809975147247,-0.609122812748,-0.567641496658,-1.22050118446,0.393714755774,-0.15738466382,-0.369554013014,0.140535116196
5743,5.3668422699,2.23064732552,9.5504283905,3.36368513107,1.92280006409,2.55665302277,-0.274699985981,6.61968612671,-0.584550023079,2.5068321228,-0.413085132837,9.87676048279,10.0,0.127666205168,0.218643575907,2.83932757378,7.15646266937,10.0
5321,1.09072566032,1.95147967339,1.46063911915,0.102441221476,1.12220001221,1.08435750008,0.609099984169,0.151168465614,0.381399989128,0.385262876749,0.587978124619,0.546666562557,0.636070728302,-0.567102909088,0.892980754375,0.739292383194,-0.694796144962,0.800004720688
4144,-4.08744335175,3.1692969799,-6.86338615417,-4.46734619141,-7.09745025635,-3.34744381905,-4.26039981842,-3.93943881989,-1.04305005074,1.15574598312,-8.11446475983,-1.55913436413,-2.57444143295,-3.50840640068,2.06028199196,-2.11109113693,-2.43652176857,-1.55558037758
1981,-0.768489122391,5.11972045898,0.0943788662553,2.28825926781,0.560750007629,0.702625513077,-2.91094994545,2.19517755508,0.910499989986,0.658930003643,-0.414979934692,1.33545851707,-1.97491288185,-0.0814752578735,0.240257814527,0.278467088938,-0.260183990002,-1.64936888218
695,0.298046708107,0.409135997295,0.31994715333,3.2209482193,-0.686049997807,1.98991334438,0.597949981689,0.286457121372,0.928900003433,2.13120937347,-0.215938955545,0.526030182838,0.565441131592,-1.35575592518,2.51142597198,-0.100490301847,-0.413786232471,0.527600049973
10398,4.33494567871,1.64562821388,0.292174637318,3.85060667992,-1.18630003929,-0.885652065277,-0.307699978352,1.04969847202,6.37629985809,1.66859543324,0.349758684635,0.552838206291,2.56579256058,-0.761632204056,2.79775261879,1.59452092648,-0.324798762798,2.9550204277
5708,-1.51185631752,2.45295000076,0.280377358198,1.64401614666,-5.37300014496,3.88731741905,-0.0707499980927,-2.34397268295,4.71654987335,-0.829994320869,1.41567504406,0.579457640648,0.749978899956,-2.59331226349,0.691851377487,0.304372549057,-1.68781936169,0.30774897337
1213,-0.0841751992702,-5.63457965851,0.0326526165009,-0.0488673448563,-0.419099986553,1.35921466351,0.616700053215,0.397311151028,2.81904983521,-2.85111880302,1.99353551865,-1.36118376255,-1.88640797138,-3.358959198,0.403542280197,-1.44938838482,-2.23497390747,-4.22763490677
226,0.616305530071,1.06147384644,-1.36651742458,-3.48920297623,-0.93875002861,-1.51774644852,-0.916800022125,-0.486465871334,1.10809993744,-0.667421102524,-0.0904978066683,0.225188046694,1.40451645851,0.256963670254,0.227666437626,0.127330541611,0.282112360001,-0.530722141266
6777,-0.0185484141111,0.0925248414278,0.442682176828,0.181631684303,1.11339998245,8.19015407562,-1.46340000629,0.415513247252,-0.888949990273,1.48594260216,0.395757168531,0.547145307064,0.0605283305049,0.2445345819,0.924720168114,-1.60598659515,1.01102054119,0.0758182406425
2113,4.60360908508,4.08499622345,3.56496286392,3.92971372604,3.55355024338,3.45177197456,1.5640001297,1.21150887012,3.94304990768,2.30468559265,0.599549651146,-0.798797130585,-0.895847320557,-0.395902723074,1.66125226021,1.04204797745,-0.533167898655,1.44324541092
3329,-1.76049554348,-3.77291297913,-0.784069597721,-1.7108464241,-2.37685012817,-4.06431007385,-2.3408498764,-0.0284111201763,-2.82025003433,-6.07952213287,-0.594281613827,-0.155967473984,-1.43543457985,-0.435280382633,-2.78480577469,-0.142805665731,-0.0156496725976,0.77227473259
1050,0.0791421234608,0.179179131985,-5.7155790329,-6.88791656494,-0.882550001144,1.5758228302,-0.772599995136,-4.16836738586,-6.46909999847,-3.48393726349,-2.7632958889,-1.11889791489,-0.544570446014,-1.55553436279,-7.09679985046,-4.55144786835,-1.69060301781,-4.2418255806
9491,2.05417633057,2.97284650803,0.260569632053,-0.0707921236753,0.878949999809,1.2612786293,0.824999988079,1.32135879993,0.320850014687,2.19243788719,1.12345790863,0.246544778347,1.49822509289,-0.693115532398,1.688195467,0.461871773005,-1.43693137169,0.630625128746
22926,2.32673168182,2.01871013641,1.49628329277,1.41669404507,0.045500010252,0.915091693401,0.814700007439,-1.74152612686,1.93704986572,0.954425930977,0.295480728149,1.29156899452,-0.610805273056,-1.08632898331,0.852831721306,0.952960729599,0.097027875483,-1.61476516724
5899,1.88884782791,1.2803684473,0.233972027898,-0.432541847229,-0.358049988747,-0.107847958803,0.374300003052,0.786259770393,1.51200008392,-1.53301525116,0.728667676449,-0.629772305489,-3.57957792282,-0.538957536221,-1.10585200787,1.00994837284,-2.21035838127,-5.20376968384
5467,0.077427983284,-0.189899384975,-0.603436231613,0.0445252805948,0.58134996891,0.69857865572,0.884000003338,0.262936592102,-0.286549985409,0.12142457068,0.151528716087,0.790724039078,3.90919065475,-0.782303571701,0.933017969131,0.947514057159,1.61638820171,1.96869063377
6774,1.0157020092,3.04598021507,1.34522223473,4.05259752274,-0.142150014639,2.81906080246,-0.159649983048,0.484475374222,6.51569986343,5.64214468002,0.28364738822,-0.265414863825,0.0376257300377,-0.463387429714,3.37290120125,3.48387289047,-0.241019189358,0.164788067341
1788,2.55372214317,3.68026995659,0.27420514822,0.570384919643,0.169100001454,1.80219888687,0.864250004292,0.498987257481,0.72879999876,0.472869873047,0.569061040878,0.231376618147,0.873458504677,-1.253008008,1.48526501656,0.113886803389,-0.013524800539,1.28527760506
5921,0.656552970409,-0.471860647202,0.71594107151,-2.17746710777,0.866549968719,-3.83865213394,1.54514992237,0.84558236599,1.47755002975,0.621381878853,-0.116239398718,0.18022826314,0.245738551021,-1.00379538536,2.48829746246,-0.907865464687,1.20164692402,0.330721706152
5721,-0.539012312889,-0.981657147408,-0.013034850359,-0.113979361951,1.12475001812,0.843210697174,-0.232850000262,-1.5898462534,-1.63654994965,-0.499287515879,-0.489981472492,0.735557794571,0.921403646469,1.53667640686,-0.718480229378,0.656328499317,1.08206963539,-0.821287631989
2263,1.11666285992,3.20280694962,1.42957401276,0.677949428558,0.636749982834,0.519420683384,0.18180000782,1.06226181984,0.369800001383,1.08262586594,0.397118330002,0.640322327614,1.01901340485,0.692835569382,1.79358649254,0.47801399231,0.431448221207,0.491199612617
808,1.88939380646,6.15585708618,2.16108512878,1.13393735886,2.17344999313,1.58925068378,0.581799983978,0.30693000555,1.23644995689,3.2793109417,0.113830901682,1.29049444199,0.611283063889,0.672627747059,2.46916437149,0.703091859818,0.986117720604,-0.566510915756
30001,-1.06548845768,-2.91604876518,-0.0756838619709,-0.623330712318,-1.81264996529,-2.44692802429,0.302349984646,0.181481018662,1.04089999199,-1.69226539135,-1.90781211853,-0.147383823991,-0.714325249195,0.718709170818,-3.05768346786,-1.55700612068,0.853182792664,-0.769195318222
348,1.02508664131,0.732253670692,1.34508895874,0.759672999382,0.87935000658,2.046656847,-0.228250026703,-0.717983603477,0.62239998579,5.12236785889,0.798393845558,1.76012194157,2.32307195663,-0.376622706652,3.06408786774,1.73404324055,0.060866329819,2.13756561279
30849,-3.07457518578,-8.09652614594,-1.21826910973,-2.13130712509,0.0497500002384,2.98460483551,-2.80194997787,-1.27373409271,-0.83755004406,-0.421053081751,-1.74882030487,-0.936653077602,-5.02675151825,-0.430733412504,-2.1568145752,0.475597441196,-1.504378438,-3.41190624237
1454,-1.665756464,-1.43014740944,-1.82212901115,1.68321061134,1.31835007668,0.172131538391,0.00575000047684,0.702221035957,0.503700017929,0.286242514849,0.833185493946,1.57508158684,4.22013664246,-1.65395116806,1.4667648077,1.41150951385,1.06528866291,1.94040715694
6500,-2.52640891075,-0.324224442244,0.61202287674,-1.53778541088,-0.15949998796,-0.338384032249,0.713449954987,0.688415110111,2.53429985046,-0.0337958335876,-0.472901552916,-1.8170542717,0.588015496731,-1.03604316711,0.728143334389,-0.196206092834,0.815703749657,2.19868612289
5627,-0.773190677166,-0.998640835285,-0.237845957279,-1.27528357506,0.506749987602,-0.141347020864,-0.943349957466,-1.51447057724,-2.92019987106,-1.68808531761,-0.55910384655,-0.599250912666,-1.11017215252,1.07608532906,-1.19585371017,-0.227393850684,5.58942222595,-0.105802059174
5715,0.843344032764,6.33568763733,0.964926302433,3.3156144619,0.0492499768734,3.83496284485,1.05185008049,0.398913681507,3.08319997787,2.61437964439,0.999830245972,0.33393239975,2.15794897079,1.65267491341,2.54727649689,0.135645791888,0.800471782684,0.0976394191384
4791,1.51922333241,5.45302772522,4.84583377838,8.03846359253,2.10264992714,4.49214029312,0.138400003314,0.59419131279,0.0614999830723,3.75162577629,-0.199717491865,4.43668222427,8.70626068115,0.237265735865,2.67045927048,4.44519042969,0.754943370819,6.49393129349
56924,-1.63796544075,-1.03435492516,0.333973973989,0.771592438221,-1.29919993877,0.976069331169,-1.82454991341,-1.15947556496,-0.45269998908,2.12325263023,-0.454558253288,-2.1646528244,-3.48300290108,0.693138122559,2.3900949955,0.177492886782,-1.68381977081,-3.46093463898
2690,-1.44585442543,-1.73265326023,0.154449135065,1.10869967937,-0.00900000333786,5.03223133087,-0.296400010586,0.308660268784,0.178749993443,2.25328636169,-1.66921138763,-2.09220767021,-1.45197665691,0.10090136528,0.443452060223,-0.25218847394,5.26563978195,-0.656152844429
1019,-1.50550377369,-2.10557389259,0.328058004379,-3.29212522507,2.89794993401,-0.00615701079369,0.371349990368,-0.310546994209,1.4197499752,-7.92799854279,-1.54604613781,-0.993450284004,-0.61206305027,1.62611746788,-7.4126739502,-1.30563724041,-0.568462610245,-0.577594101429
51422,2.67685461044,2.51551580429,-2.70830392838,-0.230039387941,2.61390018463,2.53526234627,-0.265249967575,0.152595683932,4.74959993362,7.10010671616,0.958488166332,-2.13732242584,-4.74913644791,0.0594184994698,6.10119438171,3.56389427185,-0.131825447083,-5.11357021332
5788,2.72001433372,4.51715135574,0.499089747667,0.438121914864,0.923849999905,1.86595082283,0.832000017166,0.332132548094,1.81859993935,1.40178155899,0.231757462025,-0.00899234414101,1.52511930466,-0.160641610622,2.30868005753,1.28843092918,0.118647396564,2.45922827721
6709,-2.42756056786,-5.01782560349,-0.542949676514,0.230661571026,-3.38255000114,0.971079647541,-1.17820000648,-1.31542551517,0.712450027466,2.68487358093,0.594581961632,-0.885759651661,-2.55161976814,-0.366123348475,1.67761898041,0.200911939144,-0.238083407283,-2.66810631752
1277,-0.185727953911,1.94289970398,0.855907738209,0.578623890877,-0.842649996281,-1.35537207127,0.909749984741,-0.66529917717,0.710049986839,4.51953697205,2.10518622398,4.07257652283,4.38578939438,-0.138327300549,4.02073431015,-0.345165044069,3.71999788284,2.62810182571
993,4.01861763,6.05391311646,1.85919094086,4.10763454437,1.44099998474,10.0,0.948949992657,0.870868444443,3.98124980927,3.28393173218,2.00734043121,2.63248229027,1.05784475803,2.45129370689,4.05687999725,1.54957723618,0.225636601448,1.87457323074
7157,-1.19624125957,-9.64228534698,-2.56523895264,-6.90615797043,-1.12740004063,-6.51910400391,-1.97975003719,-3.17542743683,-7.86129999161,-5.09536170959,-2.63944959641,0.572011649609,0.785915136337,-1.06269204617,-8.92349052429,-0.272220313549,4.52742958069,0.413824230433
1958,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.64754867554,3.44405007362,7.99285745621,6.39717054367,2.78396391869,3.15148711205,0.13274975121,10.0,4.40080451965,0.505062818527,2.51815605164
4582,-0.195420712233,-1.20577764511,0.138370066881,1.98239898682,-0.861699998379,0.833975672722,-2.54694986343,-0.217515200377,1.28324997425,-2.95711755753,-1.75633406639,0.32794380188,0.626717090607,0.794699192047,-2.62460184097,-1.48731660843,0.737143397331,0.573553323746
9212,0.889356911182,0.357882022858,1.21207714081,3.75973081589,-0.583100020885,-0.481590151787,0.235350012779,-2.19187235832,2.52230000496,2.27243280411,0.973093152046,2.16273641586,0.938820958138,-1.63449394703,2.34780359268,1.58572649956,0.500401556492,1.10634756088
8440,-1.38203752041,-3.14467692375,-1.84684181213,-1.7988755703,-3.21134996414,-4.59075307846,-2.58150005341,-1.46474742889,-2.31330013275,-2.43419909477,-0.405920475721,-1.0484598875,-0.61251616478,1.66497659683,-1.98492240906,0.983033955097,-1.55290162563,-0.838909029961
6790,-5.96696615219,-5.74500322342,-3.04535412788,-0.769654393196,-1.22389996052,-3.0637717247,-0.779349982738,-4.24058628082,0.334549993277,1.73910355568,0.772160053253,-0.609568357468,1.6254285574,-0.528797984123,-0.030310574919,1.77727949619,0.923501551151,-1.10436046124
8851,2.23359322548,3.4159154892,-0.879546046257,0.327317297459,6.08244991302,5.33206367493,-0.271249979734,-0.140261530876,4.52075004578,3.66166687012,1.238727808,0.266391217709,-3.93594384193,0.744458377361,6.30784320831,0.573102414608,-0.539233803749,-2.67144918442
2534,-0.36185002327,0.51264321804,0.0622578263283,-0.446702390909,-1.73825001717,-0.180880606174,-0.215149998665,0.362701684237,-0.428099989891,0.262178093195,-0.557168781757,0.0385021567345,-2.08823847771,-0.741567194462,0.533244132996,0.526451706886,0.133812606335,-0.650878667831
4893,4.46896362305,9.97607517242,3.51889801025,2.15192890167,3.28170013428,4.73453140259,2.93484997749,2.97510766983,5.49300003052,3.07277178764,1.90573263168,3.71212148666,2.48394465446,-0.00983822345734,1.86158823967,1.46327805519,0.505956888199,2.29686498642
665,0.638689517975,-0.457295566797,-0.0574942231178,-4.57938432693,-1.65425002575,-8.34049510956,-1.18154990673,0.155714586377,0.721549928188,2.00617456436,1.54637908936,-2.26839065552,-0.539356410503,-0.580045282841,1.38846564293,-0.315023303032,1.18474149704,-2.00378394127
4313,1.56960523129,2.97956085205,1.36490046978,1.64412796497,0.841600000858,2.03040504456,0.0226500034332,0.803233206272,2.33015012741,1.76198792458,0.923670709133,0.490311294794,1.08371949196,0.452068150043,1.34737730026,0.040443956852,-0.188200578094,1.38338601589
1022,1.80384480953,7.53438282013,1.65707266331,4.1918926239,4.10150003433,4.84749650955,-0.185499995947,0.0127377733588,0.0419499874115,2.76743936539,0.176818132401,0.659816026688,2.17518973351,-0.926016628742,3.17246365547,-1.03963780403,0.383998543024,0.4460683465
5880,-0.717675447464,1.83354842663,1.01648139954,0.673855066299,-2.09089994431,-2.10771012306,-0.854550004005,-0.705936908722,-0.515300035477,0.164209485054,0.017257515341,-0.443561196327,-3.76377606392,0.5357183218,-0.654673337936,0.0614272356033,-0.629802048206,-3.9811770916
3162,-3.29393291473,6.7966709137,-3.3596701622,-6.37865972519,-6.03345012665,-1.24590969086,-2.85765004158,-0.439552307129,1.7567499876,2.55404162407,2.54645037651,-0.136900693178,-0.057745039463,-0.114260837436,1.3388004303,-3.0300693512,-1.10223245621,-2.8607852459
1282,-0.304432153702,1.91737532616,0.757575452328,3.17638158798,-0.185199990869,-0.913899004459,-1.40510010719,0.681271135807,1.3220000267,1.53869044781,0.517722308636,2.97421455383,1.40909826756,-0.710281968117,2.18789243698,1.30637955666,0.582792043686,1.62252855301
