rid,DOS024_VCAP_6H:BRD-K34106732-001-02-1:5.01,DOS024_VCAP_24H:BRD-K34106732-001-02-1:5.01,DOS053_A375_24H:BRD-K34106732-001-02-1:5.01,DOS053_A549_24H:BRD-K34106732-001-02-1:5.01,DOS053_MCF7_24H:BRD-K34106732-001-02-1:5.01,DOS053_PC3_24H:BRD-K34106732-001-02-1:5.01
5720,-0.958850026131,0.0124451816082,-0.298549979925,-1.82959997654,0.624700009823,-1.04834997654
466,0.127250015736,-0.602921366692,-0.81274998188,0.128600001335,-1.16760003567,-0.60790002346
6009,-0.376599997282,-0.410484015942,0.529399991035,0.805000007153,-1.47979998589,-4.45809984207
2309,-1.1726000309,0.53971517086,-0.594300031662,-1.25870001316,-0.972199976444,0.22595000267
387,-0.424799978733,-0.756046533585,-0.176700025797,0.95870000124,-0.528299987316,-0.641550004482
3553,0.266350001097,0.189159959555,-0.62809997797,-0.667599976063,0.554400026798,-1.26010000706
427,0.876249969006,-0.124289400876,0.332099974155,-0.215000003576,-0.714800000191,-0.917199969292
5898,-0.35174998641,-0.0823640674353,-0.38529998064,-0.473800003529,0.589100003242,-0.767699956894
23365,0.0776000022888,0.237435996532,0.134849995375,-0.471899986267,-0.472799986601,-0.326899975538
6657,-0.215200006962,-0.117765709758,-0.34430000186,-0.16210000217,1.87989997864,0.0762999951839
5054,-0.0446499884129,-0.254041552544,-1.23074996471,-0.0759999975562,0.345299988985,0.379899978638
3108,-1.96495008469,-0.491289049387,0.906300008297,-0.298000007868,-0.98970001936,0.333249986172
1950,0.501549959183,-0.111384965479,-0.152900010347,-1.3246999979,1.31949996948,0.0996499955654
351,0.233100011945,0.242344737053,-0.181250035763,-0.477100014687,0.181199997663,0.407999992371
4846,-1.29854989052,-0.516432523727,-0.124300003052,-0.825800001621,0.384999990463,2.15000009537
1452,-1.81634998322,-0.353884041309,-0.357600003481,-0.400900006294,-0.720399975777,0.426950007677
4776,0.549000024796,-0.371253073215,-0.744049966335,-0.950999975204,-0.190599992871,-1.14304995537
6908,-1.07060003281,-0.957105994225,0.520349979401,-0.476900011301,-1.62080001831,-0.675499975681
672,-0.353250026703,0.47413495183,-0.525600016117,-1.45609998703,1.33749997616,1.69915008545
5710,-0.78385001421,1.20986628532,0.0848999917507,0.498199999332,-1.59590005875,-0.847800016403
2115,-0.803799986839,-1.18900191784,-0.320650011301,-0.863300025463,-0.435400009155,1.30460000038
7015,0.177750006318,-0.301545381546,-0.722249984741,-0.86369997263,-0.0524000003934,-0.522000014782
8726,-0.336899995804,-0.752391457558,0.0803000032902,-0.379400014877,-1.14769995213,-1.00290000439
2185,0.144500002265,0.0127457110211,-0.315550029278,-0.788600027561,0.883199989796,0.59659999609
3315,-0.689750015736,-1.24674606323,-0.332899987698,-0.810299992561,-1.99150002003,0.0439500063658
5289,-1.02335000038,0.567798912525,-0.0851500034332,-0.906400024891,-0.165800005198,-0.410899996758
868,-0.0690999925137,-0.568687021732,-0.616400003433,0.317099988461,-0.083400003612,1.16460001469
1677,0.717450022697,0.0452848151326,0.292850017548,1.31200003624,0.283100008965,0.7757999897
7043,0.272049993277,0.823542118073,-0.620350003242,0.983900010586,-0.355100005865,-0.648100018501
