rid,CPC014_A375_6H:BRD-K28428262-001-01-7:10,CPC014_A549_6H:BRD-K28428262-001-01-7:10,CPC014_A549_24H:BRD-K28428262-001-01-7:10,CPC014_ASC_24H:BRD-K28428262-001-01-7:10,CPC014_HA1E_6H:BRD-K28428262-001-01-7:10,CPC014_HCC515_6H:BRD-K28428262-001-01-7:10,CPC014_HEPG2_6H:BRD-K28428262-001-01-7:10,CPC014_HT29_6H:BRD-K28428262-001-01-7:10,CPC014_MCF7_6H:BRD-K28428262-001-01-7:10,CPC014_MCF7_24H:BRD-K28428262-001-01-7:10,CPC014_NEU_24H:BRD-K28428262-001-01-7:10,CPC014_NPC_24H:BRD-K28428262-001-01-7:10,CPC014_PC3_6H:BRD-K28428262-001-01-7:10,CPC014_PC3_24H:BRD-K28428262-001-01-7:10,CPC014_PHH_24H:BRD-K28428262-001-01-7:10,CPC014_SKB_24H:BRD-K28428262-001-01-7:10,CPC014_VCAP_6H:BRD-K28428262-001-01-7:10,CPC014_VCAP_24H:BRD-K28428262-001-01-7:10,LJP002_BT20_6H:BRD-A21584801-001-01-4:10,LJP002_BT20_6H:BRD-A21584801-001-01-4:2,LJP002_BT20_6H:BRD-A21584801-001-01-4:0.4,LJP002_BT20_6H:BRD-A21584801-001-01-4:0.08,LJP002_BT20_24H:BRD-A21584801-001-01-4:10,LJP002_BT20_24H:BRD-A21584801-001-01-4:2,LJP002_BT20_24H:BRD-A21584801-001-01-4:0.4,LJP002_BT20_24H:BRD-A21584801-001-01-4:0.08,LJP002_HS578T_6H:BRD-A21584801-001-01-4:10,LJP002_HS578T_6H:BRD-A21584801-001-01-4:2,LJP002_HS578T_6H:BRD-A21584801-001-01-4:0.4,LJP002_HS578T_6H:BRD-A21584801-001-01-4:0.08,LJP002_HS578T_24H:BRD-A21584801-001-01-4:10,LJP002_HS578T_24H:BRD-A21584801-001-01-4:2,LJP002_HS578T_24H:BRD-A21584801-001-01-4:0.4,LJP002_HS578T_24H:BRD-A21584801-001-01-4:0.08,LJP002_MCF10A_6H:BRD-A21584801-001-01-4:10,LJP002_MCF10A_6H:BRD-A21584801-001-01-4:0.4,LJP002_MCF10A_6H:BRD-A21584801-001-01-4:0.08,LJP002_MCF10A_6H:BRD-A21584801-001-01-4:2,LJP002_MCF10A_24H:BRD-A21584801-001-01-4:10,LJP002_MCF10A_24H:BRD-A21584801-001-01-4:2,LJP002_MCF10A_24H:BRD-A21584801-001-01-4:0.4,LJP002_MCF10A_24H:BRD-A21584801-001-01-4:0.08,LJP002_MCF7_6H:BRD-A21584801-001-01-4:10,LJP002_MCF7_6H:BRD-A21584801-001-01-4:2,LJP002_MCF7_6H:BRD-A21584801-001-01-4:0.4,LJP002_MCF7_6H:BRD-A21584801-001-01-4:0.08,LJP002_MCF7_24H:BRD-A21584801-001-01-4:10,LJP002_MCF7_24H:BRD-A21584801-001-01-4:2,LJP002_MCF7_24H:BRD-A21584801-001-01-4:0.4,LJP002_MCF7_24H:BRD-A21584801-001-01-4:0.08,LJP002_MDAMB231_6H:BRD-A21584801-001-01-4:10,LJP002_MDAMB231_6H:BRD-A21584801-001-01-4:2,LJP002_MDAMB231_6H:BRD-A21584801-001-01-4:0.4,LJP002_MDAMB231_6H:BRD-A21584801-001-01-4:0.08,LJP002_MDAMB231_24H:BRD-A21584801-001-01-4:10,LJP002_MDAMB231_24H:BRD-A21584801-001-01-4:2,LJP002_MDAMB231_24H:BRD-A21584801-001-01-4:0.4,LJP002_MDAMB231_24H:BRD-A21584801-001-01-4:0.08,LJP002_SKBR3_6H:BRD-A21584801-001-01-4:10,LJP002_SKBR3_6H:BRD-A21584801-001-01-4:2,LJP002_SKBR3_6H:BRD-A21584801-001-01-4:0.4,LJP002_SKBR3_6H:BRD-A21584801-001-01-4:0.08,LJP002_SKBR3_24H:BRD-A21584801-001-01-4:10,LJP002_SKBR3_24H:BRD-A21584801-001-01-4:2,LJP002_SKBR3_24H:BRD-A21584801-001-01-4:0.4,LJP002_SKBR3_24H:BRD-A21584801-001-01-4:0.08
5720,0.448862016201,0.266882359982,-3.57354998589,-1.01700282097,0.490594267845,0.830443680286,0.319980859756,0.273908406496,-0.947622835636,0.116324663162,0.863550007343,0.135461002588,0.459304004908,-0.416496455669,-0.467751204967,-0.282835543156,-0.193336263299,-0.0868467465043,-1.5071605444,0.0827943980694,-0.0937346965075,-0.510991275311,-0.0250333547592,-0.0375666618347,0.0205041468143,-0.521675944328,-0.894925951958,0.115135632455,-0.809758365154,-1.21957683563,-0.131145998836,-0.689082741737,-0.957014203072,-1.64385056496,-0.786064147949,-0.304015040398,0.160072460771,-0.254299998283,-0.809300005436,-0.176550000906,-0.0416000001132,0.431999981403,0.52567756176,-0.728458940983,-0.0905771255493,0.206556737423,-0.965349972248,-0.313350021839,-0.287949979305,-1.51795005798,-0.483406126499,-1.48275279999,-0.01981523633,-0.473563730717,-0.606100022793,-0.829573094845,-2.39869141579,-0.82630187273,-0.29909491539,-0.107522621751,-1.18627357483,-0.41424998641,-0.149780288339,0.492999732494,0.322729051113,-0.614357829094
466,-0.801515758038,-0.182169944048,0.225199997425,-0.0643133670092,0.786836326122,1.64688932896,0.661497175694,0.775147557259,-0.79186797142,-1.03319978714,0.667050004005,-0.141488671303,0.463968127966,-0.998211622238,-1.02288639545,0.503595113754,0.385967731476,-2.39276766777,-0.666127979755,-0.757212102413,-0.307481586933,-0.847777962685,-1.3531999588,-1.24163329601,-0.647074878216,-0.924036562443,-1.35921680927,-0.283524006605,-0.959897875786,-0.022841155529,-0.891487896442,-1.02566921711,-0.243583962321,-1.32634711266,-1.02848172188,0.366650164127,0.155322492123,-0.773050010204,0.287649989128,0.158900022507,-0.0175999999046,-0.84224998951,0.056897342205,-0.689557671547,-0.263920456171,-0.592662453651,-1.40625,0.688799977303,-0.188150003552,-2.01305007935,0.3792527318,-0.30917057395,0.517082393169,-1.06094789505,-1.35673332214,-1.28722906113,-2.90412592888,-0.437334775925,0.574778199196,0.0577053576708,-0.116088725626,1.07095003128,0.153356894851,0.755792796612,-1.06127083302,-0.574106037617
6009,0.220510303974,-0.620694518089,-4.52815008163,0.405979216099,0.448154687881,1.22529673576,-0.0220825225115,0.13259087503,-0.320759147406,0.119806990027,-1.45755004883,0.419962823391,0.323797523975,0.235703140497,0.361417144537,1.03388357162,0.185825586319,-0.0378158986568,-0.503241121769,-1.13046777248,-1.02294659615,-0.842431783676,0.108599990606,-0.17826667428,0.44725266099,0.554426550865,-1.1958091259,-0.116820409894,-0.867187976837,-1.11814343929,0.282230973244,-0.842695593834,-0.775423645973,-0.583636760712,-2.68104982376,-0.587419390678,0.131131201982,-0.00135000050068,0.476099967957,0.768200039864,-0.556150019169,0.308950006962,-1.32233715057,0.00399591401219,-0.326958447695,0.0108673423529,-1.53454995155,-0.313650012016,-0.552349984646,-0.0877000018954,-1.07655000687,-1.59637653828,0.11247164011,-0.12878087163,-0.209633350372,0.0521323382854,-0.602600395679,1.14684641361,0.0969591215253,0.0128464177251,-0.707029044628,0.964800000191,0.190580174327,0.950759887695,0.402590811253,-0.521344840527
2309,-0.850111067295,-0.232895806432,1.8532500267,0.775236487389,-0.863655269146,-0.602195322514,-0.588730096817,-0.579612493515,-0.500456094742,0.647582232952,-0.832900047302,0.940137982368,0.266184151173,-0.261632502079,1.22037112713,0.205519944429,-0.724022328854,-0.414079368114,-0.243524625897,0.964344084263,0.175817936659,0.657635569572,0.787833333015,-0.592999994755,2.12954044342,0.599787414074,0.0991442799568,-0.0704244747758,-0.514634370804,-0.686480998993,-0.352419435978,0.13814881444,-0.495955556631,-0.0843475610018,-0.194227203727,0.382012426853,-0.183977395296,0.338550031185,-1.71915006638,-1.29610002041,-1.49609994888,0.587849974632,0.917895615101,-0.459265470505,0.376923203468,-0.0667953640223,0.525700032711,0.0138499960303,0.42720001936,0.595500051975,0.596432566643,-0.513004243374,-0.412401527166,0.933047831059,0.0707333087921,-0.927556395531,1.2168776989,1.12288618088,0.840154826641,-1.02377104759,0.241824537516,-1.87549996376,0.717477381229,0.677556455135,0.765425562859,0.288163363934
387,-0.35910564661,-0.619055151939,-1.4185500145,0.465468347073,0.874044716358,-0.0313137434423,-0.520460307598,-0.155375674367,-0.319312930107,0.604706406593,0.332149982452,0.372470676899,0.464164733887,-0.120831377804,-0.289455682039,1.33474671841,0.422523766756,0.605784475803,-0.939580440521,-1.17653679848,-0.391316652298,-0.682033061981,0.722866654396,0.900466680527,0.94810461998,1.41826927662,-0.985525667667,-0.231949567795,-0.911304116249,-0.857642292976,-0.3295789361,-0.263259500265,-0.780672430992,-0.243840187788,-0.209058851004,0.688336312771,-0.208507537842,-0.0480500012636,-2.63249993324,-0.122850000858,-0.729500055313,-0.60020005703,-0.394382923841,0.222543716431,-0.963912844658,0.22308409214,-0.532649993896,0.330399990082,-0.439149975777,-0.0346999913454,-0.28963842988,-0.785136282444,0.290175586939,1.21460604668,-0.697766721249,0.108562886715,-0.159765809774,0.537101566792,0.35491669178,0.148128598928,-1.60085678101,0.015850007534,0.739424347878,1.09166407585,0.101299449801,-0.667992353439
3553,-0.193424224854,-0.729087889194,-0.986299991608,-0.426491081715,-1.70388770103,-1.19114160538,-0.900416851044,-1.01380634308,1.33979916573,0.321565330029,3.6780500412,-0.89159989357,0.180904746056,0.851977407932,0.196290642023,-0.746863484383,0.606301128864,0.068083524704,0.939188361168,-0.598148047924,0.904730081558,1.13594603539,0.452233314514,0.0127999931574,1.70136141777,-0.401015669107,0.989703655243,0.314052969217,0.746971487999,0.569440186024,0.325787186623,0.993187844753,0.400822848082,0.6149969697,0.583042740822,-0.437178254128,-0.0429352000356,0.208799988031,2.52769994736,0.110749997199,0.423350006342,0.000649988651276,-0.863960921764,0.989919126034,-0.933957457542,-0.138717859983,-0.614750027657,-0.805999994278,-0.282350003719,-0.347000002861,0.089391708374,2.34075474739,-0.28901463747,0.687216639519,0.876633286476,1.14813196659,1.95202291012,0.385288834572,-0.210563331842,-0.137526452541,1.06831812859,-0.753050029278,-1.09316372871,-1.28353404999,-0.524217247963,0.133016094565
427,0.226504400373,0.272970765829,0.526450037956,-1.1524503231,0.368314027786,2.07811570168,0.503790378571,0.621023416519,-0.501312792301,0.164221256971,0.903900027275,-0.169785484672,-0.21265912056,-2.134298563,0.341016620398,-1.48919832706,0.419836074114,-1.06696164608,0.131691128016,-0.207111686468,0.315619558096,-0.981111347675,-0.388400018215,0.968699991703,-0.73712772131,-1.2853076458,-1.01645183563,-1.01949059963,0.0377179458737,0.395751833916,-0.117325514555,-0.0774418711662,0.11689029634,-0.219816610217,-2.45810961723,-0.00169110787101,-2.41442894936,-1.24175000191,-1.527099967,-0.467599987984,-2.82850003242,0.375050008297,-0.302368998528,-1.12571227551,-0.924713373184,-1.31318295002,0.0231500007212,-0.295650005341,-0.881350040436,0.20284999907,-0.146970927715,-0.428656518459,-0.801520943642,-1.16275668144,0.0441666543484,-0.544251978397,0.113792285323,-0.150404468179,0.443669438362,-0.378332465887,0.60121268034,0.517300009727,-0.350069850683,-0.00107243657112,0.590739071369,-0.0288891196251
5898,0.387282401323,-0.410498559475,0.133299991488,-1.34928607941,0.546264946461,1.19431841373,0.0455981194973,-0.0717613473535,-0.0769555047154,-2.19063663483,0.433500021696,-0.806217670441,0.703080892563,-0.82968890667,-0.647550404072,-0.49402859807,-0.512607514858,-0.790811538696,-1.19901943207,-1.30913031101,-0.411913245916,-0.856477856636,-0.405500024557,0.0611333250999,-0.597015440464,-0.953506469727,-0.686918258667,-0.204583063722,-0.0839278995991,-1.79746770859,-0.269074261189,-0.270946800709,-0.434973061085,-0.530118465424,-0.426620543003,-0.0535144507885,-0.0101183950901,-0.765750050545,-1.06965005398,-0.095450013876,-1.35704994202,-0.247599989176,-0.847908496857,-0.0178675949574,-0.029502555728,-0.546480238438,-0.1725499928,0.682299971581,-0.060900002718,-0.972200036049,-0.10078921169,-1.22181165218,-0.126362994313,-1.76425564289,-0.224633336067,-0.348225146532,-0.975345313549,-0.210221916437,0.155917391181,0.0225934460759,-1.94109416008,-0.267749994993,-0.438909828663,0.187677234411,-1.81848692894,-1.37143599987
23365,1.07960176468,-0.237933799624,-0.0162500143051,0.223024904728,0.195222079754,0.562361419201,-0.287924349308,0.101212352514,0.138998374343,-0.545246183872,-0.493749976158,-0.16029651463,0.233227312565,0.0182070173323,0.583072125912,0.0674357563257,-0.261137157679,0.149963721633,-0.0480461157858,0.931399047375,0.0188261568546,0.834293723106,1.52563345432,2.20956659317,0.881121039391,2.56730937958,-0.621419489384,0.223760694265,0.817867100239,-1.06911146641,0.658437490463,-0.941958963871,1.26253604889,-0.195154264569,-0.114070609212,0.0627475902438,1.36984491348,0.305550009012,3.71935033798,-1.24440002441,4.66275024414,1.47389996052,0.082789927721,0.204887926579,0.589635372162,-0.0622708946466,-0.260850012302,-0.0305500030518,0.553399980068,-1.01504993439,0.8640614748,-0.111699223518,0.088723808527,0.141575917602,-0.817166686058,-0.414268136024,0.653438329697,-0.0894338190556,0.529543042183,-0.15494710207,0.473388880491,-0.995450019836,0.194363325834,0.043832719326,-0.985787153244,-0.65630710125
6657,-0.807150363922,0.384561121464,0.835349977016,0.323884725571,-0.758359670639,0.0861890763044,-0.638072192669,-0.713387608528,1.00298821926,0.518300950527,-0.519649982452,0.0786340981722,0.484992265701,0.546753764153,1.53334033489,-0.775683403015,0.66217726469,0.365755856037,0.219836249948,-0.642184734344,-0.246576309204,0.478631287813,0.0949999988079,0.252233356237,1.11542534828,0.0288722515106,1.72311210632,0.40045017004,0.970597267151,0.354959726334,0.519303023815,0.5488063097,0.512564718723,0.452241778374,0.18880546093,-0.68617618084,-0.685652256012,-0.352000027895,-0.188250005245,0.0120500028133,0.969850063324,-0.384450018406,-0.828075528145,0.850184738636,0.140082299709,-0.226919665933,0.0678000003099,0.0595999956131,1.05194997787,0.396599978209,-0.333242416382,1.43074417114,-0.446296274662,0.249739855528,1.70716679096,0.878622591496,1.74932134151,-0.0934301316738,0.104319699109,0.184076979756,1.56409990788,-0.0514000058174,-1.19958353043,-0.859334647655,0.00952959991992,0.0867036879063
