rid,CPC009_A375_6H:BRD-K67484673-001-05-6:10,CPC009_A549_6H:BRD-K67484673-001-05-6:10,CPC009_A549_24H:BRD-K67484673-001-05-6:10,CPC009_HA1E_6H:BRD-K67484673-001-05-6:10,CPC009_HCC515_6H:BRD-K67484673-001-05-6:10,CPC009_HEPG2_6H:BRD-K67484673-001-05-6:10,CPC009_HT29_6H:BRD-K67484673-001-05-6:10,CPC009_MCF7_6H:BRD-K67484673-001-05-6:10,CPC009_MCF7_24H:BRD-K67484673-001-05-6:10,CPC009_PC3_6H:BRD-K67484673-001-05-6:10,CPC009_PC3_24H:BRD-K67484673-001-05-6:10,CPC009_VCAP_6H:BRD-K67484673-001-05-6:10,CPC009_VCAP_24H:BRD-K67484673-001-05-6:10,CPC019_A375_6H:BRD-K67484673-001-01-5:10,CPC019_A549_6H:BRD-K67484673-001-01-5:10,CPC019_A549_24H:BRD-K67484673-001-01-5:10,CPC019_HA1E_6H:BRD-K67484673-001-01-5:10,CPC019_HCC515_6H:BRD-K67484673-001-01-5:10,CPC019_HEPG2_6H:BRD-K67484673-001-01-5:10,CPC019_HT29_6H:BRD-K67484673-001-01-5:10,CPC019_MCF7_6H:BRD-K67484673-001-01-5:10,CPC019_MCF7_24H:BRD-K67484673-001-01-5:10,CPC019_PC3_6H:BRD-K67484673-001-01-5:10,CPC019_PC3_24H:BRD-K67484673-001-01-5:10,CPC019_VCAP_6H:BRD-K67484673-001-01-5:10,CPC019_VCAP_24H:BRD-K67484673-001-01-5:10
5720,-0.22176297009,0.459059715271,-0.127499997616,0.29162222147,0.0139319300652,1.12313270569,-0.870912969112,-2.30537104607,-1.18935000896,-3.36500358582,0.622599303722,0.340240061283,-0.670873045921,0.0646651759744,0.411599993706,1.04176795483,0.184835135937,0.247618556023,0.801786422729,0.912563800812,0.0755783468485,0.0450547486544,-0.626831233501,0.881280481815,0.397927671671,1.13815438747
466,0.46031588316,0.809781551361,-0.496550023556,1.04689121246,1.11813735962,0.975193142891,-1.24301874638,0.312645733356,-4.05744981766,-0.10908330977,0.0827787667513,0.442506343126,-0.0635285377502,0.74080824852,0.460399985313,0.231528058648,-0.830628991127,0.16530187428,1.34732854366,0.324629843235,0.541236519814,-0.876927018166,-0.326172471046,-0.0826461538672,-0.305755257607,0.469203799963
6009,-0.546022772789,-0.117341466248,0.440600007772,0.0800780653954,0.0962165594101,-0.835621118546,0.993616819382,-0.168704152107,-0.699999988079,0.59671330452,0.45619276166,0.09513451159,-0.591079294682,-0.303066849709,-0.561049997807,0.145351916552,0.196221202612,-0.668133318424,0.0222413092852,-0.14389179647,-0.235410809517,-0.468611419201,-0.0488285124302,0.480499595404,0.0378627330065,0.177502632141
2309,0.593940019608,1.26884198189,0.0646499991417,0.209650829434,0.233417510986,-0.508649706841,2.03438091278,-0.602595508099,0.481799960136,1.88549673557,-0.00986357312649,-0.388926565647,0.439750999212,0.558370292187,1.77460002899,0.283659189939,0.115987986326,-0.683410286903,0.182683989406,0.371355414391,-0.107984751463,-0.88288295269,0.1781296134,0.458286434412,0.303983926773,0.0716068595648
387,-0.497079491615,0.233510300517,0.398750007153,0.287489891052,-0.406007051468,-0.259787261486,-0.85334789753,0.40213444829,3.08804988861,1.07099497318,0.623820364475,0.424306482077,0.434252560139,-1.08049607277,0.0558499991894,0.0954334884882,-0.225280880928,0.0799750909209,-0.470357894897,0.0242156274617,-0.962668180466,-0.00545093417168,0.912469625473,0.00829908344895,-0.537671327591,0.306363284588
3553,-0.0900273546576,-0.493959605694,-0.930199980736,-1.03347396851,-0.705880284309,0.117922142148,0.128816634417,-1.17268693447,1.14560008049,1.7307690382,0.828735232353,-1.14694905281,0.0424169301987,-0.933196544647,0.366549998522,0.788418531418,-0.0425125062466,0.509371161461,-0.684428691864,-0.730763196945,-0.401616275311,0.981743097305,0.0490250661969,-0.18653768301,0.99303817749,-0.238572910428
427,0.222991377115,-0.507297933102,-0.945050001144,-0.293902426958,-0.574727535248,0.30044901371,0.18955385685,-0.043190099299,-2.16534996033,-0.294734179974,0.601342141628,0.912533521652,-1.48587822914,-0.121845044196,-0.729400038719,-0.214911103249,-0.369851022959,0.909460783005,1.28351318836,-0.798391461372,0.512519776821,-0.420295447111,0.0708672553301,0.244837999344,-1.4933744669,-0.565065979958
5898,0.050009585917,-0.652337431908,0.342150002718,-0.0609612613916,0.0399954915047,-0.0933062434196,-1.19058668613,0.967340767384,-0.145249992609,-0.317703485489,0.781099617481,-0.715617477894,-2.07312774658,0.200960546732,0.431299984455,-0.0153376162052,-1.35512888432,0.522987246513,0.192357391119,0.304985493422,-0.0590006113052,-0.963389396667,0.123480565846,-0.633975565434,0.0380724743009,-0.411609470844
23365,0.359436959028,0.454391598701,0.508749961853,0.325848162174,-0.0667351782322,-0.721577882767,0.79016494751,-0.173212230206,5.61455011368,1.48859584332,0.514611124992,0.532375335693,0.585489332676,-0.124690234661,0.382950007915,-0.203325420618,-0.185791864991,1.20703208447,-0.245415568352,-0.718713462353,0.211328670382,0.0027985535562,-0.254329383373,1.01965022087,-0.346586227417,0.45105150342
6657,0.379124581814,-0.240896522999,-1.09455001354,-1.11183965206,-0.862798154354,0.83720266819,-0.0582608580589,-0.358875900507,0.291500002146,-0.65885579586,-0.613574802876,-1.08310079575,-0.808377683163,0.411814212799,0.320600003004,0.662960648537,0.0453005135059,0.187057241797,0.190638303757,-0.897800981998,-0.774349570274,1.10041427612,0.0397364273667,-0.327286243439,-0.302715390921,-1.10954856873
5054,-0.179363161325,-0.0507313981652,-1.50414991379,-0.723215520382,-0.00554797239602,-0.62514013052,0.775370955467,0.229012995958,2.45414996147,-2.65446424484,-0.964554548264,-0.0859168842435,-0.352851390839,0.51643884182,-0.617049992085,-1.66311085224,-0.253244131804,0.0126643627882,0.154952615499,-0.483884096146,-0.246725857258,-0.0346927642822,-0.027581974864,-0.0367340892553,-0.0839813947678,-0.835734009743
3108,-0.195647239685,-0.484530717134,0.214849993587,-0.284743458033,-0.137823298573,-0.288029313087,-0.345051407814,-1.2526743412,-1.9660500288,1.40072035789,0.584835231304,-0.871305942535,-0.352629452944,-0.185092762113,0.170649975538,-0.0429486110806,-0.0260926820338,-1.07256269455,0.127943396568,0.00759282708168,-0.794743776321,-0.340699374676,-0.645400702953,-0.594442903996,0.788727104664,0.210192501545
1950,0.144020885229,0.390993893147,-1.0896999836,0.119817107916,0.189863801003,0.583384931087,-0.372429847717,0.445426166058,1.56929993629,2.80666136742,-0.0448602512479,-0.349471479654,-0.449317574501,1.00823521614,-0.592999994755,-0.0709150880575,1.80669736862,0.36303460598,-0.240190625191,-0.368192374706,-0.736591398716,0.956519663334,5.58551692963,0.549829423428,0.0430171489716,-0.945154726505
351,0.166938796639,-0.63305413723,-1.74304997921,-0.910070776939,0.468475520611,0.559236586094,0.0940682440996,-0.614186823368,0.234200000763,0.225493490696,-0.101532846689,-0.125697910786,-0.565529584885,0.546595394611,-0.00034999998752,0.0763228833675,0.202687144279,0.941720843315,0.06817753613,0.0804809331894,-0.201211512089,-0.130122631788,-0.477789521217,-0.80824303627,0.228489890695,-0.9068171978
4846,0.764046907425,-0.59901535511,1.0216499567,0.227542936802,-0.562795877457,-1.48108136654,-0.181571766734,-0.148799017072,-0.92895001173,0.225272670388,-1.01801753044,-0.742238998413,0.430410891771,-0.392214775085,-0.337000012398,0.780641138554,0.801741242409,-0.475260704756,0.0816936343908,-0.152347147465,2.61701703072,-0.392429232597,-0.030909948051,0.583303809166,1.39522385597,-0.445493847132
1452,-2.2781252861,0.413849055767,1.19175004959,0.155447006226,0.814212799072,-0.0567299500108,0.518331348896,0.458535075188,1.16814994812,0.349834740162,0.129409983754,-0.994808852673,-0.547886133194,-3.13799786568,-1.75800001621,-1.02808964252,-1.45304834843,-0.801069736481,-0.113606102765,0.220667093992,-0.477987200022,0.875858902931,0.107372581959,-0.832383871078,-0.70624423027,-0.510468184948
4776,0.159646824002,-0.472657471895,-0.779199957848,-1.01076757908,-0.557447493076,0.258062422276,0.0102732628584,0.703866064548,1.46565008163,-0.450212001801,-0.441302984953,-0.343467593193,-0.57398378849,-0.0690061673522,-0.0116499997675,0.244987770915,-0.17033226788,0.891167879105,-0.326829105616,-0.887169003487,-0.943494260311,1.46894955635,-0.276430279016,-0.3430968225,-0.656888306141,-1.27613675594
