rid,DOS022_VCAP_6H:BRD-K76856691-001-01-1:5.02,DOS022_VCAP_24H:BRD-K76856691-001-01-1:5.02,DOS045_A549_24H:BRD-K76856691-001-01-1:5.02,DOS045_HT29_24H:BRD-K76856691-001-01-1:5.02,DOSBIO002_A375_24H:BRD-K76856691:10.0453,DOSBIO002_A549_24H:BRD-K76856691:10.0453,DOSBIO002_HT29_24H:BRD-K76856691:10.0453,DOSBIO002_PC3_24H:BRD-K76856691:10.0453,DOSBIO002_MCF7_24H:BRD-K76856691:10.0453,DOSBIO002_NEU_24H:BRD-K76856691:10.0453,DOSBIO002_NPC_24H:BRD-K76856691:10.0453
5720,1.07656502724,-0.832521915436,-0.056042522192,-0.995000004768,0.364219248295,-0.111478433013,-0.276733338833,-0.684545516968,0.193595096469,1.80610001087,2.5834043026
466,0.342281639576,0.188460409641,0.264423012733,0.722249984741,0.445656687021,-0.383353352547,-0.132866680622,-1.08164918423,0.2235032022,-0.168399989605,0.715606987476
6009,-1.86119389534,-0.621525168419,0.296866953373,-0.337000012398,0.600280880928,-1.10780274868,-1.15439999104,0.335463643074,-1.29798948765,-0.05474999547,-0.344603598118
2309,-3.33003282547,-0.345657348633,0.558978319168,-1.22049999237,-0.273061484098,0.162980616093,-0.603200018406,-0.369596123695,0.244064927101,-2.22659993172,-0.724701106548
387,-1.17008507252,-1.41377806664,1.4190608263,-0.476100027561,0.157688185573,-0.0732583850622,-0.104400001466,0.178680360317,-0.534643888474,-1.01415002346,-1.31770908833
3553,4.28026437759,0.411842703819,-1.42994737625,-0.271750032902,-0.324657440186,-0.0893115401268,0.138199985027,-0.121661171317,-0.199286162853,1.7201499939,0.12081965059
427,-0.706358671188,-0.275409817696,-0.128021746874,0.693550050259,-0.178905054927,0.0269919633865,-0.772833347321,-0.79914355278,-0.147866159678,1.23944997787,0.496028125286
5898,-1.28214514256,-0.0533630847931,-0.962481856346,0.790350019932,0.531456053257,-1.71325838566,0.0329999923706,0.671521008015,-1.08128893375,-0.171800002456,-0.281657725573
23365,-1.30195045471,-1.11730933189,0.18233281374,1.14569997787,-0.33456581831,0.0304635539651,0.436833351851,-0.708940625191,-0.787294507027,-0.841750025749,0.906974673271
6657,2.05063009262,1.08866107464,-3.05838227272,-0.280000030994,-0.160909295082,-0.0666700005531,0.338300049305,0.176871359348,0.36438947916,-2.98274993896,-1.74546086788
5054,-0.532575964928,0.563176512718,0.00224561989307,-0.175949990749,-0.242769420147,0.734692275524,0.109399989247,0.113946937025,0.635425329208,-0.946499943733,0.745479822159
