rid,DOS023_VCAP_6H:BRD-K39398102-001-01-3:5.04,DOS023_VCAP_24H:BRD-K39398102-001-01-3:5.04,DOS052_A375_24H:BRD-K39398102-001-01-3:5.04,DOS052_A549_24H:BRD-K39398102-001-01-3:5.04,DOS052_HT29_24H:BRD-K39398102-001-01-3:5.04,DOS052_MCF7_24H:BRD-K39398102-001-01-3:5.04
5720,-0.516175568104,-0.576399981976,-0.117349997163,-0.40854999423,-0.275150001049,0.620400011539
466,0.415607690811,0.0940000042319,-0.322149991989,-0.0940499901772,-0.778050005436,0.211950004101
6009,0.909461855888,0.833549976349,-0.8382999897,0.561949968338,-0.51105004549,0.865649998188
2309,0.0318413674831,0.0382499992847,-0.573700010777,0.648150026798,-0.839100003242,-0.244599997997
387,-0.347539663315,1.37735009193,-0.00939998030663,-0.511749982834,-0.95860004425,-0.216250002384
3553,0.116026952863,-0.0447999984026,0.262450009584,0.826399981976,0.854600012302,0.130549997091
427,0.570135593414,-0.426449984312,3.08765006065,0.0638499855995,0.224550008774,0.292699992657
5898,0.23204216361,0.226399987936,-0.589599967003,0.701049983501,-0.138850003481,0.629850029945
23365,-0.958802998066,1.30474996567,-0.289650022984,-0.474199980497,-0.328099995852,0.19470000267
6657,0.361549913883,0.0403499901295,-0.320050001144,1.29855000973,0.0503000020981,1.40264999866
5054,-0.211342036724,0.218099996448,0.593950033188,0.83244997263,0.787699997425,-0.959349989891
3108,-0.462858736515,0.834599971771,-0.335049986839,0.0260499939322,-0.289149999619,-0.558449983597
1950,0.36751422286,-0.545750021935,0.280849993229,1.34624993801,0.775449991226,0.144950002432
351,1.12562644482,0.0,1.48465001583,0.160850003362,0.188450008631,-0.222999989986
4846,-0.809909820557,-0.446700006723,0.0899500101805,-1.43830001354,1.18200004101,1.44389998913
1452,-0.189454928041,-0.224150002003,0.0678000003099,0.40189999342,-0.666100025177,-1.09249997139
4776,0.393823981285,-0.856799960136,1.62919998169,0.627799987793,1.20475006104,0.184949994087
6908,-0.00723461806774,0.00229999423027,-0.460599958897,-0.426799982786,-0.137850001454,-0.0673500001431
672,0.0498015731573,-0.16945001483,0.348949998617,-1.31700003147,0.380050003529,-0.0401500165462
5710,-0.288711875677,0.664849996567,-0.797049999237,0.728399991989,0.166750013828,-0.293049991131
2115,0.325919300318,-0.344500005245,-0.430800020695,-0.0770000070333,0.276499986649,0.0838500112295
7015,0.971130013466,2.41140007973,0.773400008678,0.602100014687,0.861950039864,-0.0753999948502
8726,-0.765064775944,-0.0235000252724,-1.03904998302,0.287500023842,-0.47310000658,0.73140001297
2185,0.677564203739,-0.675599992275,0.589550018311,1.01539993286,2.65234994888,0.408500015736
3315,-0.540884256363,-0.324449956417,-0.562200009823,0.455099999905,-1.26919996738,-0.0806000083685
5289,-0.386827528477,1.3205999136,0.590649962425,0.347849994898,0.120349988341,1.15830004215
868,-0.137702643871,3.51300001144,-0.159000009298,0.140799999237,-0.0649499297142,0.451849997044
1677,0.674712240696,0.63069999218,0.334349989891,0.724099993706,0.310099989176,1.35850000381
7043,0.519798994064,-0.539749979973,0.0133499801159,0.175200015306,0.324300020933,1.01080000401
5613,1.1379609108,3.69200015068,0.652899980545,1.01900005341,1.06739997864,1.1004999876
595,-0.875509619713,0.392799973488,0.358650028706,-0.956750035286,-0.692700028419,-0.104149997234
4793,-0.30053704977,0.29984998703,-1.08245003223,0.998250007629,0.264849990606,-0.224350005388
2736,0.637764215469,0.249950006604,-0.413499981165,0.25284999609,1.12874996662,0.824450016022
5290,-0.139441847801,-0.520850002766,1.1344499588,1.98950004578,0.866450071335,-0.607700049877
6194,0.507185220718,0.591199994087,-0.00034999998752,0.0,-0.00034999998752,0.219850003719
1676,0.439891338348,-0.51574999094,-0.116749987006,-0.16060000658,0.951849997044,0.409999996424
23512,-0.0105538517237,-4.59060001373,-0.192049995065,-1.0938000679,-0.833350002766,-0.434999972582
148022,-1.10680735111,1.22385001183,0.635450005531,0.592299997807,0.332100003958,-0.0813499987125
1906,0.606802463531,-0.624199986458,1.05770003796,0.135000005364,0.692800045013,0.420350015163
8878,-0.157962322235,0.256050020456,0.763499975204,0.566900014877,-0.317750006914,0.499249994755
3091,0.319841682911,-1.05719995499,-0.47104999423,-0.0914999991655,-0.219550013542,0.558950006962
5743,-0.580762505531,-0.901099979877,-0.965950012207,-1.44574999809,0.340950012207,-0.448249995708
5321,0.428099006414,-2.48979997635,-0.66764998436,-5.69155025482,-0.0395500063896,-0.126549988985
4144,0.626035273075,-0.516999959946,0.662750005722,0.330250024796,0.100649997592,-0.469999998808
1981,0.215492784977,0.317849993706,-1.50760006905,-0.120750010014,-1.71134996414,-0.482800006866
695,0.0674096569419,0.523200035095,-1.19635009766,0.109450012445,-0.17040002346,0.504850029945
10398,0.259110629559,-0.245849996805,0.273400008678,0.678300023079,1.56340003014,0.900900006294
5708,0.557120621204,0.0852999985218,0.297350019217,-0.713750004768,-0.554649949074,-0.295350015163
1213,-1.49980080128,0.636849999428,-1.62779998779,0.0705000013113,-0.171149998903,0.0260499939322
226,-0.336267232895,0.602899968624,-0.987450003624,-0.370949983597,0.0695500001311,0.175600007176
6777,-0.218932837248,1.28425002098,0.0893500000238,1.31115007401,0.636049985886,-0.621950030327
2113,0.605059504509,-0.180749997497,-1.07225000858,0.1303999722,0.429100036621,-0.794250011444
3329,0.0355015844107,-0.0743000209332,0.505449950695,0.585900008678,-0.100200004876,0.165849998593
1050,-0.185822024941,0.441999971867,-1.77134990692,0.136499986053,-0.944000005722,-0.418050020933
9491,-0.221570193768,-0.700950026512,-1.7118499279,0.492300003767,0.174199998379,-0.619099974632
22926,0.560982704163,-0.316000014544,0.0697500035167,-0.126749992371,1.42324995995,-0.381800055504
5899,-0.796768665314,-0.724550008774,0.214299991727,0.704650044441,0.351249992847,-0.687099993229
5467,0.256525367498,1.40915000439,-1.14575004578,2.87760019302,0.269449979067,0.284249991179
6774,0.0708529502153,-0.176699995995,0.60949999094,-0.591949999332,1.4211499691,0.526499986649
1788,0.20418740809,-0.764299988747,0.20830000937,0.487850010395,0.768800020218,-0.208699971437
5921,-0.111120924354,1.06999993324,0.678250014782,-0.934750020504,-2.11139988899,-0.227500006557
5721,0.47116163373,0.559100031853,-0.53594994545,0.0424499809742,-0.274150013924,0.0501000136137
2263,-0.133960068226,-1.00819993019,0.0547500029206,-0.0932999849319,0.82254999876,0.260200023651
808,0.252552300692,-0.551450014114,0.30989998579,0.484950006008,1.22635006905,0.0236999988556
30001,-0.351319849491,0.287599980831,0.306749999523,0.321500003338,-0.388850003481,-0.808499991894
348,-0.392411708832,-0.477150022984,0.741499960423,1.108700037,0.79825001955,0.848649978638
30849,-0.180096670985,1.10124993324,0.542600035667,-1.22605001926,-0.334399998188,-0.374599993229
1454,-1.08602058887,0.254850000143,-0.305249989033,-2.28975009918,0.122750014067,0.0109999775887
6500,-0.351155757904,0.992650032043,0.421099960804,-0.652350008488,0.893900036812,-0.598800003529
5627,-0.64677298069,-0.068200007081,1.65104997158,-1.26254999638,-0.574000000954,-0.284399986267
5715,-0.374301582575,-0.103199988604,-0.0160499960184,0.40285000205,0.331700026989,-0.44675001502
4791,0.513813972473,-0.123699992895,-0.227799996734,1.69585001469,0.398849964142,0.554800033569
56924,-0.657232999802,-0.0297999978065,-1.32419991493,2.64155006409,-0.363550007343,-0.525749981403
2690,-0.0831312686205,-0.550750017166,-0.231550008059,1.77959990501,-1.32665002346,0.395500004292
1019,0.244847327471,0.668750047684,1.65995001793,-0.598399996758,1.30655002594,-0.822899997234
51422,-0.826814353466,1.41079998016,1.22745001316,2.44950008392,0.188149988651,-0.649349987507
5788,0.319295883179,0.212399989367,0.288999974728,-0.0960000008345,0.285649985075,0.394549995661
6709,-0.680571913719,-0.220499992371,0.0567000061274,-1.25454998016,-0.931599974632,-0.308250010014
1277,-0.58363032341,1.03164994717,1.91659998894,0.874849975109,-0.0541999936104,-1.00214993954
993,0.401821404696,-0.20119997859,-2.25970005989,0.40474998951,-0.143699988723,-1.19590008259
7157,-0.460363179445,-0.532700061798,-0.432749986649,0.136000007391,0.992100000381,-0.730350017548
1958,1.69330263138,0.376450002193,-0.524850010872,1.18865001202,-0.708549976349,0.712350010872
4582,0.316367536783,0.00555000081658,-1.75239992142,0.820299983025,-4.06155014038,0.260850012302
9212,0.509501457214,0.243800014257,-0.0607500076294,0.618000030518,0.63504999876,0.285949975252
8440,-0.135210722685,-0.185649991035,0.26605001092,1.23300004005,0.546400010586,0.755599975586
6790,0.0670323744416,-0.0690499991179,-0.928449988365,-1.0625,-0.524699985981,0.459500014782
8851,0.0644509941339,1.16425001621,0.0593999624252,1.52610003948,-0.145850002766,0.0480999983847
2534,-0.168429046869,-0.0119000002742,0.605700016022,1.67449998856,0.0901499986649,-0.307349979877
4893,-0.0414855852723,-1.32400000095,-0.112800002098,0.435000002384,0.358050018549,-0.204249992967
665,-0.440041840076,-0.103749997914,-0.649900019169,0.00329999998212,0.00750000029802,-0.56920003891
4313,0.646661520004,-1.0311999321,0.754950046539,-0.0182500034571,0.572950005531,-0.0873000025749
1022,-0.515166044235,-1.09459996223,-0.520699977875,0.317799985409,-0.759549975395,-0.822900056839
5880,0.100721359253,0.508949995041,0.738000035286,0.655749976635,-0.39849999547,0.28820002079
3162,0.899670541286,1.16425001621,-0.753149986267,-0.274550020695,-0.847350001335,-0.0857999920845
1282,0.469246536493,-0.509050011635,0.152050003409,-0.202600002289,0.632400035858,0.435300022364
3383,0.118104346097,1.13265001774,-0.383650004864,1.20945000648,1.00894999504,-0.469550013542
727,0.182367280126,0.466899991035,0.18829998374,-0.468100011349,0.478249996901,-0.100649997592
4792,-0.789905846119,-0.00569999963045,-0.933849990368,-0.232649996877,-1.29184997082,0.410849988461
4794,-0.085153222084,0.64200001955,1.18884992599,0.304399967194,1.01730000973,0.49739998579
902,0.514315247536,-0.125049993396,0.477849990129,1.05285000801,1.84544992447,0.621699988842
8091,-0.768252134323,0.167300000787,0.359600007534,0.0849500074983,0.0228499919176,0.08354999125
3486,-0.398385882378,-5.39774990082,-2.79600000381,-0.217549994588,1.05760002136,0.29240000248
10818,0.270222365856,-0.3274500072,-0.00814998149872,0.90625,-0.0339000225067,1.14434993267
3454,0.294951230288,-0.661199986935,0.281199991703,-0.282000005245,0.549349963665,-0.0963999927044
4282,0.585175335407,0.0,0.0,-0.000700000033248,-0.00065000000177,-2.34060001373
1605,-0.983662843704,0.0191500000656,0.462650001049,-0.184850007296,-1.09824991226,-0.286499977112
10644,-1.26652526855,-0.600049972534,-0.311599969864,0.928550004959,0.440699994564,-0.746249973774
