rid,DOS027_VCAP_6H:BRD-M02207845-001-01-9:5.03,DOS027_VCAP_24H:BRD-M02207845-001-01-9:5.03,DOS051_A549_24H:BRD-M02207845-001-01-9:5.03,DOS051_HT29_24H:BRD-M02207845-001-01-9:5.03,DOS051_MCF7_24H:BRD-M02207845-001-01-9:5.03,DOS051_PC3_24H:BRD-M02207845-001-01-9:5.03
5720,-0.247249990702,-0.822047233582,0.266700029373,0.310450017452,-0.147200018167,0.123400002718
466,-0.453400015831,0.149019405246,2.11675000191,0.406149983406,-0.305150002241,-1.99619996548
6009,-0.790799975395,-0.212338611484,-0.865000009537,0.523400008678,0.511199951172,0.709349989891
2309,1.10860002041,-7.1111497879,-0.372649997473,0.0595999956131,0.159850001335,0.454550027847
387,-1.19354999065,-0.349432617426,-1.0134999752,0.342500001192,-0.520599961281,-0.527800023556
3553,-0.175750002265,-1.0188164711,-0.86075001955,-0.16685000062,-0.475499987602,-0.608449995518
427,0.0642499625683,0.167158186436,-1.12044990063,-1.3343000412,-0.61804997921,-0.0432000011206
5898,-1.16025006771,-0.0687073171139,1.24825000763,-0.564150035381,-2.66895008087,0.0720499902964
23365,0.506550014019,-1.3379714489,0.349799990654,0.733999967575,-0.696599960327,-0.60070002079
6657,0.148900002241,-0.639495074749,-1.56889998913,-0.578050017357,-0.902050018311,-0.0730500072241
5054,-0.464850008488,0.468495309353,-0.698050022125,-0.428250014782,-0.124499991536,1.04005002975
3108,0.115399993956,-0.170119255781,0.715100049973,-0.149749994278,0.177649989724,0.952999949455
1950,1.46455001831,-0.131356701255,-0.979650020599,-0.989349961281,1.72374999523,-0.0259000007063
351,-0.318350017071,-7.1368598938,-4.99965000153,0.502200007439,-0.742699980736,-0.65649998188
4846,0.321150004864,-1.49611997604,2.40135002136,-0.453400015831,0.0214999914169,0.354249984026
1452,0.140799999237,0.231534332037,-1.28995001316,-0.824450016022,0.184850007296,0.484050005674
4776,0.318200021982,-0.270534098148,-0.605449974537,-0.297649979591,-0.0407999753952,0.195050001144
6908,-1.06799995899,7.25331878662,-0.0513999983668,0.0159000009298,0.131799995899,-0.451250016689
672,0.352849990129,1.05323278904,1.71149992943,0.0265999734402,-0.647899985313,0.368799984455
5710,-0.795849978924,-0.155834883451,1.97434997559,0.173150002956,-0.313850045204,-0.878899991512
2115,-0.669550001621,-0.994399189949,-1.80390000343,-0.331349998713,-0.262099981308,-0.543000042439
7015,0.237250000238,-1.02272593975,-1.40384995937,-0.241099998355,0.323500007391,0.284749984741
8726,-0.167899996042,0.158358633518,0.879199981689,0.631349980831,-0.0135500133038,0.140799999237
2185,-0.302649974823,-0.251053452492,-2.12260007858,-0.58085000515,-0.914099991322,0.0655499994755
3315,0.444549977779,-0.139082938433,-3.94545006752,-0.129850000143,-0.169999986887,-0.111349999905
5289,0.0894500017166,0.513920843601,-2.57649993896,-0.156749993563,-0.310849994421,0.310799986124
868,-0.517350018024,0.369485378265,-2.22070002556,0.518999934196,-1.70490002632,0.348049998283
1677,-0.129500001669,0.0917734652758,-1.06920003891,-0.446349978447,0.154600024223,1.1236000061
7043,-0.975800037384,-0.799177885056,-0.812100052834,-0.109899997711,-0.669650018215,-1.42075002193
5613,0.397850006819,-0.259398669004,1.89175009727,-0.169900000095,-0.558550000191,-0.428550004959
595,-0.381150007248,-0.480250060558,0.395449995995,0.274250000715,-0.0353999733925,-0.0575500130653
4793,-0.401199996471,-0.797964513302,-1.69920003414,0.0290500074625,0.980949997902,0.763300001621
2736,-0.492650032043,-0.67379462719,-1.22664999962,-0.834900021553,-0.763049960136,-0.711699962616
5290,2.13775014877,0.417013168335,3.51419997215,-0.460600018501,1.22739994526,0.445099979639
6194,0.198300004005,-0.605900228024,-0.000999999931082,-0.549049973488,0.0,0.0
1676,-0.891849994659,-0.275082290173,-0.868450045586,-0.947399973869,-0.908500015736,-0.644450008869
23512,-0.250950008631,-7.69436216354,2.28605008125,-0.554449975491,-2.91965007782,-0.210250020027
148022,-0.553050041199,0.569935381413,-2.10124993324,0.23694999516,-1.20410001278,-0.783949971199
1906,-0.520600020885,-0.326722055674,-1.15024995804,-0.22744999826,-0.245549976826,0.0209999997169
8878,-0.0875499993563,-0.0856245681643,0.0438999980688,-0.91705006361,-1.10824990273,-0.291249960661
3091,-0.724250018597,-0.085710272193,0.804850041866,0.262749999762,-4.38339996338,-0.694649994373
5743,0.549149990082,-0.751795709133,0.0837000012398,0.0556500554085,0.563199996948,-0.424549996853
5321,0.508650004864,0.396604835987,-0.875050008297,-0.276600003242,-0.960150003433,-0.250200003386
4144,-0.0698499977589,-0.542955338955,1.62534999847,0.545549988747,0.197800010443,0.167299985886
1981,0.407499998808,-0.201843053102,0.112800002098,-0.030450001359,0.0182000100613,-0.861200034618
695,-1.32459998131,0.0466903671622,0.222149983048,4.68235015869,-0.734700024128,-1.51215004921
10398,-0.46614998579,-1.24532926083,-1.97790002823,-0.772000014782,-0.503050029278,-0.0561999976635
5708,0.114150002599,-0.273204743862,0.0885500013828,-2.09255003929,0.144500002265,0.0320499837399
1213,0.0133000016212,0.279422491789,0.206350028515,0.71875,-1.93935000896,-2.007999897
226,-0.140450000763,-0.815300405025,2.79419994354,0.56970000267,0.347999989986,0.982550024986
6777,0.312950015068,-0.449004799128,0.23495003581,-0.375950008631,-0.247449994087,0.0205499976873
2113,-0.745149970055,-1.58115446568,-1.77495002747,-0.0812500119209,-0.00185000151396,-0.215299993753
3329,-0.334550023079,-0.0211133360863,0.310900002718,-0.933650016785,-0.276550024748,0.751399993896
1050,0.345950007439,1.19422399998,0.171700000763,0.294550001621,-0.0549000054598,-0.314500033855
9491,0.501450002193,-0.215021133423,-0.905900061131,-0.823549985886,0.537000000477,-0.05474999547
22926,-0.430049985647,0.523524641991,-3.05320000648,-0.348000019789,-0.435900002718,0.0530499815941
5899,0.529200017452,0.0175108537078,-0.0186000168324,-0.866900026798,0.423599988222,-0.337200015783
5467,-0.807200014591,-0.854793250561,-0.347050011158,-0.538950026035,0.639850020409,-0.171450003982
6774,-0.0791499614716,2.12610220909,0.602349996567,0.184350013733,-0.803099989891,0.392250001431
1788,0.028850004077,0.210011959076,-2.30620002747,-0.244249999523,-0.384199976921,0.032549995929
5921,-0.584749996662,-0.693924486637,1.55694997311,1.13960003853,0.0555500090122,-0.257950007915
5721,0.170749992132,-0.549218595028,0.228349983692,-0.0571999549866,0.562650024891,0.591300010681
2263,1.68864989281,0.190847247839,-0.768750011921,0.385900020599,1.88074994087,-0.150700002909
808,-0.165049985051,0.290745198727,-1.17329990864,-0.374000012875,0.311199992895,-0.672200024128
30001,-0.120849996805,0.381079405546,1.39859998226,-1.37255001068,-0.710749983788,-0.683999955654
348,0.58210003376,0.872317790985,-1.25599992275,-2.12409996986,-0.522149980068,0.89880001545
30849,-0.92460000515,-0.41049811244,-1.15990006924,0.287400007248,0.505349993706,-0.0951000005007
1454,-0.556149959564,-0.3122215271,0.272050023079,-2.03055000305,-3.67934989929,0.674499988556
6500,-0.70609998703,-0.347388118505,1.91694998741,0.623849987984,-0.734050035477,-0.646450042725
5627,0.818650007248,7.22140693665,1.90720009804,0.351149976254,-0.238100022078,-1.42425000668
5715,-0.353549987078,0.526649475098,0.275599986315,-0.22674998641,0.435700029135,-1.0271499157
4791,0.135749995708,6.00749921799,-1.49220001698,-0.451799988747,-0.689049959183,0.194849997759
56924,0.325299978256,7.2751159668,1.51530003548,-0.153449997306,-0.137550026178,-0.430249989033
2690,0.124650031328,-0.189111560583,-0.351049989462,-0.0891999900341,1.00040006638,0.612000048161
1019,0.699550032616,0.269588530064,1.30680000782,-0.0428999997675,0.453350007534,0.00219997763634
51422,-0.528699994087,0.17553076148,-0.104799985886,-0.370149999857,1.76244997978,1.68414998055
5788,-0.805199980736,0.388480871916,-1.29404997826,-0.199000000954,-1.09679996967,-0.664300024509
6709,-0.529449999332,0.310303032398,-0.696499943733,0.241600006819,-0.109750002623,-0.178049996495
1277,0.252499997616,3.98160052299,-0.663550019264,-1.09850001335,0.925800025463,0.902949988842
993,0.237250000238,0.413770139217,-1.89864993095,1.2390999794,0.356499999762,0.0283000022173
7157,-0.932699978352,-0.816319167614,-1.69379997253,-0.151450008154,-0.330449998379,-0.566999971867
1958,-0.0365500003099,-0.773164868355,1.05684995651,-0.19754999876,-0.337849974632,-0.0534499883652
4582,-0.276549994946,-0.374382406473,0.180749997497,-2.1196501255,-0.271799981594,-0.974099993706
9212,-0.664849996567,-0.527270436287,-1.04799997807,0.0242000222206,-0.815999984741,-0.55419999361
8440,-0.241099983454,0.125271260738,1.98505008221,-0.457749992609,-0.0930500030518,0.271600008011
6790,-1.10430002213,0.104902334511,-1.33404994011,-0.309150010347,-2.75584983826,0.0933500006795
8851,-0.946449995041,0.410912662745,-0.427100002766,-0.43694999814,-0.981050014496,-0.805249989033
2534,-0.0790999978781,-0.779607057571,1.14604997635,1.55540001392,-0.376149982214,0.575600028038
4893,0.36210000515,-0.657969892025,-0.649649977684,-0.13030000031,-0.753400027752,0.0778999999166
665,0.686199963093,0.455937713385,-0.0396499931812,0.280299991369,0.624949991703,0.38354998827
4313,0.0644500106573,-0.389864951372,-1.86284995079,-0.471900016069,-0.539749979973,0.48219999671
1022,0.40784996748,-0.0020489320159,-0.293749988079,-0.15324999392,1.05885004997,-0.116099998355
5880,-0.248150005937,-0.265846967697,0.137099996209,-0.528900027275,-4.92679977417,-0.0954999998212
3162,-0.668099999428,2.00131368637,0.484099984169,-0.52689999342,1.0121999979,0.153349995613
1282,0.340749979019,0.36197462678,-0.172899991274,-0.922649979591,0.109499998391,-0.195350006223
3383,-1.01744997501,0.661428153515,0.121899992228,-0.307799994946,-0.441450029612,-0.787750005722
727,-0.846449971199,-0.726375341415,-0.275900006294,-0.49279999733,0.34114998579,0.715600013733
4792,-1.05120003223,-0.495427072048,0.133000001311,0.0618499964476,-0.259599983692,0.049099996686
4794,-0.503300011158,-0.788187384605,-2.51434993744,0.371850013733,-0.327849984169,-0.321550011635
902,1.18760001659,-0.200235873461,0.068599998951,-1.00285005569,0.538349986076,0.209600001574
8091,0.148649990559,1.1124714613,-1.82714998722,-0.800200045109,-0.379999995232,0.190399989486
3486,-0.0421999692917,0.270059496164,-0.679300010204,0.0962499976158,0.301750004292,0.888450026512
10818,-0.560099959373,-0.794802188873,-1.8885499239,0.0802499949932,-0.393500030041,-1.53700006008
3454,0.193900004029,-0.176280274987,-1.58739995956,0.0178999975324,-0.302199989557,-0.225050002337
4282,-1.43250000477,-0.262867212296,0.00135000003502,-0.853399991989,-0.537899971008,-1.0217499733
1605,-0.347750008106,-0.111576080322,1.5189499855,0.300449997187,0.0779500007629,-0.869849979877
10644,-0.645049989223,-1.12587916851,3.53639984131,-0.603200018406,0.805999994278,0.115299992263
2065,-0.773599982262,-0.0665548592806,1.17505002022,0.401050001383,-1.05544996262,-0.205250024796
8321,-0.0550499856472,0.118672467768,-3.24819993973,-0.913949966431,-0.332850009203,-0.105100005865
8503,-0.570750057697,2.26294159889,-0.699950039387,-0.226649999619,-0.622799992561,1.51804995537
7027,0.893149971962,1.24138498306,-0.74430000782,-0.581699967384,-0.519299983978,0.0489999949932
6850,0.119949996471,-0.64233481884,-0.837999999523,0.378699988127,-0.139599978924,0.545650005341
1978,-0.522050023079,0.21576359868,0.709550023079,-0.242550000548,-0.869199991226,-0.208949998021
896,1.2743999958,-0.158887699246,-0.51139998436,0.0613999962807,-1.04189991951,-0.26139998436
5777,-0.22705000639,0.662741184235,1.88164997101,-1.77329993248,1.14485001564,-0.649349987507
1846,0.851149976254,-0.747864127159,-0.252200007439,0.426750004292,0.577899992466,-0.483949959278
5925,-0.368000000715,-0.913116157055,-0.50854998827,0.2867000103,-1.11109995842,0.0178000032902
142,0.43314999342,-0.329123824835,-4.25819969177,-0.857100009918,-0.811049997807,0.0233500003815
1021,1.44319999218,1.8888258934,1.16124999523,-0.321350008249,-0.190449982882,1.36965000629
5699,0.874799966812,-0.263809919357,-0.228850007057,-0.392199993134,-0.822350025177,-0.106150001287
8061,-0.233350008726,-0.0761590600014,-0.585099995136,0.0225000083447,-0.383550018072,0.462399989367
1870,1.39580011368,0.558242976665,0.315649986267,-0.580449998379,0.990050017834,0.0950500071049
1398,-0.076700001955,0.31112742424,0.575199961662,0.258899986744,-0.263049960136,0.161449998617
3312,0.932099938393,-0.329968333244,0.465499997139,-0.925700008869,0.315800011158,0.205150008202
891,0.601000010967,0.744768023491,-0.690649986267,0.405449986458,-0.00765000283718,-0.0246500074863
4775,-0.587599992752,-0.368685007095,0.357050031424,1.05550003052,4.25399971008,-0.0999000072479
