rid,DOS027_VCAP_6H:BRD-K32128027-001-01-3:4.63,DOS027_VCAP_24H:BRD-K32128027-001-01-3:4.63,DOS051_A549_24H:BRD-K32128027-001-01-3:4.63,DOS051_HT29_24H:BRD-K32128027-001-01-3:4.63,DOS051_MCF7_24H:BRD-K32128027-001-01-3:4.63,DOS051_PC3_24H:BRD-K32128027-001-01-3:4.63
5720,2.47880005836,-0.299923688173,-0.400150001049,-1.46044993401,-0.980049967766,-0.569550037384
466,2.49869990349,0.159055650234,-0.515900015831,-0.813749969006,-0.0510499998927,0.388500005007
6009,0.779699981213,0.901468098164,0.033500008285,-3.45335006714,0.24485000968,-0.215850010514
2309,-0.0631999969482,-0.865168750286,-0.392599999905,-2.25510001183,-0.616300046444,0.960150003433
387,0.984600007534,1.62023115158,0.699249982834,-2.44509983063,-0.102249979973,0.268150001764
3553,-0.852500021458,1.06509232521,-0.903900027275,0.699000000954,-0.968150019646,-0.287549972534
427,0.710799992085,0.994926035404,-0.0453500002623,0.0118499994278,-0.618999958038,0.226150006056
5898,1.34819996357,0.565022826195,0.576250016689,-4.68370008469,-1.63385009766,-2.54110002518
23365,-0.428099989891,0.60852766037,0.193250000477,-0.31534999609,-0.0654000043869,-0.331249982119
6657,-0.288199990988,1.25534248352,0.347199976444,-0.283050000668,-0.419449985027,-1.20815002918
5054,-0.77380001545,0.0710842162371,0.821500003338,1.08189988136,-0.360100001097,-0.325550019741
3108,0.980400025845,-0.780389428139,-0.321050018072,3.12779998779,0.204449996352,0.444250017405
1950,-0.0103000001982,-0.137468665838,0.77380001545,3.69490003586,-0.21614998579,-0.580150008202
351,-0.866400003433,0.644457101822,-1.23025000095,-0.660149991512,-0.489250004292,-0.149299994111
4846,0.199399992824,-0.219339698553,-0.416849970818,-0.218850016594,-1.13785004616,-0.208650007844
1452,0.893999993801,-0.0134466290474,-0.79414999485,-5.32004976273,0.579499959946,-0.0768000036478
4776,-1.6373000145,0.520205140114,-1.38969993591,1.79435002804,-0.634500026703,-1.11125004292
6908,1.62849998474,0.0814511850476,0.759350001812,-0.330900013447,1.56975007057,-0.419700026512
672,0.102899998426,-1.57638168335,1.98609995842,-1.11299991608,0.460550010204,0.54834997654
5710,0.588199973106,-0.241618454456,0.958550035954,0.17215000093,-0.0834000110626,-0.291200011969
2115,0.311699986458,1.1879696846,-0.777700006962,4.33885002136,-0.676200032234,-0.0758000016212
7015,-1.86640000343,0.197935819626,-1.7892999649,-1.94919991493,-1.01499998569,-1.1398999691
8726,0.761500000954,-0.451781928539,0.816049993038,-0.212399989367,0.887300014496,0.65155005455
2185,-0.398099988699,4.15800237656,-1.09100008011,0.323400020599,-0.50284999609,-0.859349966049
3315,-0.121299996972,1.14191436768,0.00170000002254,0.452250003815,-0.13220000267,-0.673950016499
5289,0.578899979591,0.426895022392,-1.11240005493,1.15399992466,0.422100007534,-0.238450020552
868,-0.758499979973,-0.0389058962464,-0.487699985504,-0.681950032711,-0.846300005913,-0.495199978352
1677,0.786099970341,-0.00363607704639,-0.166599988937,0.961850047112,-0.34525001049,-0.332249999046
7043,-0.508099973202,1.33545660973,-1.45410001278,1.24370002747,-0.689999997616,-0.425999999046
5613,-0.524500012398,0.730439305305,-0.78275001049,3.49960017204,-0.1134499982,-0.265200018883
595,-0.514999985695,0.390546679497,0.276050001383,-0.592750012875,0.350100010633,0.218050003052
4793,-0.860700011253,3.39513516426,-0.552399933338,-3.83255004883,1.28620004654,-0.755649983883
2736,0.587700009346,0.488866180182,-1.26059997082,2.96089982986,-1.01970005035,-0.700650036335
5290,-1.13090002537,0.587437450886,-0.735300004482,-1.54264998436,-0.583200037479,-1.34335005283
6194,-1.09370005131,-0.372808456421,-0.00034999998752,-2.40910005569,0.0,-1.03024995327
1676,-0.919000029564,1.77928006649,-0.49564999342,0.917799949646,-0.704299986362,-2.3165500164
23512,0.392199993134,-0.0319811105728,0.977500021458,-4.9294500351,0.246549993753,0.405600011349
148022,0.735000014305,0.79487323761,-0.848049998283,-1.67365002632,-0.34889999032,0.231399983168
1906,-1.05190002918,-1.55796313286,-0.150299966335,-0.707300007343,0.00890000164509,-0.605300009251
8878,0.864000022411,-0.175124675035,0.0317500010133,-0.469699978828,0.692149996758,0.158450007439
3091,-1.30620002747,0.0138355195522,0.0640499964356,0.655399978161,-0.447400033474,-0.162250012159
5743,-0.521000027657,3.63290834427,1.53814995289,2.77504992485,-1.20395004749,-0.842050015926
5321,-2.12459993362,1.06758975983,0.116599991918,-0.555800080299,-0.373900026083,-3.43070006371
4144,-0.57800000906,-1.64640831947,0.475800007582,0.265850007534,0.337350010872,-0.276050001383
1981,0.743700027466,1.05990576744,4.20419979095,-3.992000103,0.34319999814,0.493699967861
695,0.0,0.433981955051,-0.510549962521,3.08039999008,7.24795007706,1.09115004539
10398,-0.529699981213,0.274828195572,-1.32039999962,2.49110007286,-0.544950008392,-1.27639997005
5708,-5.43450021744,-0.202370047569,0.106700003147,-1.20070004463,-0.816199958324,-1.05875003338
1213,1.11769998074,-0.61775124073,0.40775001049,-0.0092000067234,0.0966000109911,-0.987949967384
226,1.21979999542,-0.250998467207,-0.388799995184,-1.01800000668,-0.119749993086,0.216899991035
6777,-1.4496999979,0.206394657493,-0.663149952888,0.766099989414,0.685500025749,2.68680000305
2113,-1.0012999773,0.959802150726,-0.50159996748,0.0256000012159,-1.40705001354,-0.729250013828
3329,1.95980000496,-0.0260872244835,-0.146349996328,0.386849999428,0.953850030899,-1.03505003452
1050,-0.79650002718,-1.5007724762,-0.713600039482,0.210600018501,0.0892999917269,2.27670001984
9491,-0.293000012636,0.899830102921,-0.248999997973,-1.38835000992,0.78820002079,-1.65965008736
22926,0.928699970245,0.526886582375,-1.68669998646,2.22219991684,0.0125000178814,0.379549980164
5899,1.26180005074,0.63793438673,-0.282649993896,-2.78049993515,1.08165001869,-0.108800008893
5467,-0.28749999404,2.19003105164,-0.0200000107288,-0.438599944115,0.45349997282,1.33485007286
6774,-0.319200009108,-0.147418022156,0.663349986076,-0.355549991131,-0.0313000008464,-0.0857499986887
1788,-1.01049995422,-0.523456156254,-0.434149980545,2.36660003662,0.249149993062,-2.66289997101
5921,-0.523599982262,-1.36238145828,0.715699970722,-1.16865003109,0.818249940872,0.0479499995708
5721,0.571799993515,-4.01749229431,-0.285450011492,1.03960001469,-1.60389995575,-0.284699976444
2263,6.9060997963,-0.361978411674,4.60519981384,1.30390000343,-0.680100023746,0.294499993324
808,-1.2892999649,1.57570838928,-1.24935007095,-3.74505019188,-0.356699973345,-0.610700011253
30001,1.3151999712,0.557380139828,0.285500019789,1.79244995117,1.22905004025,0.965449988842
348,-0.887399971485,-0.503856420517,-1.19934999943,-2.07419991493,-0.641449987888,-1.28135001659
30849,-0.047800000757,0.297245651484,-0.0449499934912,-1.25689995289,0.842449963093,-1.80489993095
1454,-0.517599999905,0.851715087891,0.591050028801,-6.99919986725,-1.64775002003,-1.15439999104
6500,0.753000020981,-0.111305087805,-0.224900007248,0.697499990463,0.332650005817,-0.165749996901
5627,0.250900000334,-0.267703771591,1.04240000248,0.613499999046,0.204350009561,0.112099975348
5715,0.518400013447,0.702488541603,-1.02145004272,0.390350013971,0.312899976969,-0.365850001574
4791,-0.165999993682,0.218282371759,-1.63409996033,0.0314499735832,-1.00049996376,-0.115399986506
56924,0.119000002742,-0.729406416416,-5.21215009689,0.278800010681,-0.884249985218,0.869149982929
2690,2.43659996986,0.0854901373386,0.774149954319,0.365999996662,-0.342799991369,1.03795003891
1019,0.810800015926,-0.832152307034,1.07284998894,-0.545249998569,-1.35345005989,0.61360001564
51422,0.396899998188,0.136843979359,-0.960300028324,-0.0260999947786,-0.317149996758,-0.844799995422
5788,-0.430700004101,1.15330135822,-1.31540000439,-0.653450012207,-0.217550009489,-1.61279988289
6709,0.965300023556,3.42297554016,0.0748500004411,-1.52380001545,-0.539549946785,-0.250100016594
1277,-0.0986000001431,-0.641040623188,0.0455499999225,4.3530497551,1.29589998722,0.922999978065
993,0.534399986267,-3.77196979523,-0.371199995279,-0.0834499597549,0.316599994898,0.0154999941587
7157,0.688399970531,1.02187347412,-1.67009997368,-0.773999989033,-0.366250008345,-0.380250006914
1958,1.35790002346,0.53558909893,-0.595300018787,3.45179986954,-0.0673999935389,1.10914993286
4582,0.50980001688,1.83283483982,-1.03635001183,4.83125019073,-0.0862500071526,-0.0392000004649
9212,-0.682200014591,0.818248748779,-0.653149962425,-5.03810024261,-0.526050031185,-0.8111500144
8440,1.01830005646,0.462563574314,-1.00020003319,2.25454998016,-0.99555003643,1.15830004215
6790,0.569000005722,-2.66011095047,0.0875500142574,-0.990400075912,-2.93844985962,-0.457049965858
8851,0.136700004339,0.183146581054,-0.0109999924898,3.01150012016,1.45694994926,0.221499979496
2534,-0.407200008631,-0.581314325333,-0.697549939156,1.17515003681,-0.741250038147,-0.616599977016
4893,-1.58190000057,1.58987379074,-0.84224998951,2.9156999588,0.882400035858,-1.33109998703
665,-2.20760011673,-0.422976315022,1.04544997215,-1.10689997673,0.478700011969,-0.339150011539
4313,-1.4484000206,1.22062397003,-1.43239998817,1.8248500824,-0.370400011539,-0.814800024033
1022,2.07249999046,-1.02275466919,0.88789999485,0.0527999997139,0.795549988747,0.349749982357
5880,-1.72430002689,3.41649770737,-5.11434984207,1.70984983444,-1.01239991188,-0.0546499788761
3162,0.546100020409,-0.322479724884,0.121399998665,-0.178200006485,2.80329990387,1.07239997387
1282,0.139699995518,1.25372600555,-0.591500043869,-0.361999988556,-0.618000030518,-0.445399999619
3383,-0.0755999982357,2.9781434536,-1.2853500843,3.56135010719,-0.659299969673,1.04879999161
727,-0.317499995232,-0.465366065502,-0.178200006485,0.037349998951,-0.316599994898,-0.999199986458
4792,0.842700004578,1.93532073498,1.61805009842,-3.52149987221,0.00834999978542,0.736600041389
4794,-0.668200016022,2.00914287567,0.221649989486,3.34089994431,-0.706249952316,-0.887549996376
902,-0.0869999974966,0.369424939156,-1.30555009842,-0.803300023079,-0.150400012732,-2.92374992371
8091,-0.804499983788,-0.0737608224154,0.888999998569,0.493099987507,-0.508599996567,1.84890007973
3486,0.773299992085,0.893287420273,-0.121499985456,-0.22104999423,-0.111299999058,-0.0390499830246
10818,0.492399990559,1.38630568981,-1.34224998951,4.35055017471,-1.12465000153,-0.761949956417
3454,-1.41809999943,1.04624009132,-1.30625009537,1.94225001335,-0.525699973106,-1.01265001297
4282,0.422399997711,-4.16762590408,0.0,-1.21305000782,0.201999992132,-2.40125012398
1605,-2.31509995461,0.0372091531754,0.314950019121,-0.51139998436,0.673099994659,1.17865002155
10644,-0.399300009012,-0.373041182756,-0.491400003433,0.0503999888897,0.123850002885,0.492399990559
2065,1.05889999866,2.16619563103,-1.04334998131,2.89520001411,-0.664050042629,1.35315001011
8321,-0.599500000477,0.572246909142,-1.22424995899,-1.17209994793,-0.22990000248,-0.700100004673
8503,-0.209800004959,1.36673784256,-1.3571999073,-1.73395001888,0.232999995351,-1.22289991379
7027,1.49059998989,1.21223199368,0.69754999876,-1.47039997578,0.0241500139236,-0.38379997015
6850,-0.955200016499,1.11130070686,-1.05739998817,-1.0720000267,-0.330249994993,-0.824200034142
1978,1.16620004177,0.184214621782,1.27145004272,0.647099971771,-0.563499987125,0.567600011826
896,0.923699975014,-0.622310459614,0.871600031853,-5.21850013733,0.928049921989,1.01259994507
5777,0.861299991608,-0.446862816811,-0.464749991894,-2.18004989624,1.2949000597,2.10229992867
1846,-1.29149997234,-2.21038198471,0.604599952698,-2.12625002861,0.961250007153,1.03410005569
5925,-0.283399999142,2.65153884888,-1.64549994469,-3.49104976654,-2.14794993401,-0.709500014782
142,-0.0412999987602,-0.120478883386,-0.953800022602,0.74279999733,0.495749980211,-4.55844974518
1021,1.75919997692,3.52280306816,0.647300004959,-0.972850084305,-0.119750000536,0.35514998436
5699,0.0597000010312,-1.15532112122,0.106700018048,-1.20534992218,0.531599998474,-0.49739998579
8061,-0.426600009203,1.33186149597,1.01979994774,0.634999990463,0.327550023794,0.366100013256
1870,-1.39049994946,-0.386079728603,-0.277200013399,0.918499946594,-1.47385001183,-0.252250015736
1398,2.12829995155,0.786758065224,1.05949997902,-4.8924498558,-0.0869999825954,0.128749996424
3312,2.52710008621,0.135948598385,0.775499999523,0.889899969101,1.07725000381,-0.117349997163
891,-0.0861999988556,-0.136411726475,0.240299999714,0.53385001421,-1.47055006027,-0.760400056839
4775,0.360500007868,0.768846333027,0.683600008488,0.9986500144,-2.30789995193,-0.811550021172
5111,0.297500014305,0.102158911526,0.000700000033248,-1.02745008469,0.0665999948978,-0.401700019836
5696,1.15160000324,-3.82687973976,2.25629997253,-0.360649973154,-0.00935000181198,-0.444350004196
5588,-0.867500007153,0.360925078392,-0.379449993372,3.31840014458,-0.967599987984,-1.01010000706
6839,-0.614000022411,-1.58932411671,0.318450003862,0.430250018835,0.235099971294,1.67369997501
329,-1.85590004921,-3.00523090363,-0.272650003433,1.8803999424,2.79909992218,-0.258650004864
5058,1.00829994678,3.55303859711,-0.410999983549,2.210750103,-0.602550029755,-0.0519499927759
998,0.106799997389,0.629302322865,0.786549985409,1.08314990997,0.100349999964,0.149149999022
9134,0.638599991798,-0.465269654989,-0.551900029182,-0.530200004578,-0.46510002017,0.339550018311
6616,-1.3832000494,0.460382342339,-0.260550022125,5.59089994431,-0.630499958992,-0.566649973392
5223,0.206100001931,0.949140369892,0.0844999998808,0.35609999299,0.279600024223,0.0825499892235
4690,-3.97250008583,1.10989403725,0.37579998374,1.21569991112,-0.218050003052,0.461099982262
958,-2.11500000954,0.655360460281,-0.288899987936,0.481249988079,-0.201799988747,-0.994699954987
1616,0.0412000007927,-0.177092134953,-0.967599987984,0.615500032902,-0.413199990988,-0.622099995613
991,-0.647300004959,0.860030531883,-0.215149998665,-4.4171500206,0.100800000131,-0.089699998498
6347,-0.579900026321,0.919352829456,-0.517049968243,0.209800004959,-0.0964500010014,0.537299990654
6714,-1.13059997559,-1.02723538876,-0.450550019741,-0.243699967861,-0.204449996352,0.364349961281
652,-1.22930002213,0.39588752389,-0.858649969101,-7.55254983902,-1.09880006313,-1.40260004997
4331,1.29139995575,0.710815668106,-0.339699983597,0.516999959946,-0.167349994183,0.275949984789
7099,-1.11290001869,-0.747489929199,-0.90290004015,0.29549998045,0.37190002203,-0.0703999847174
10320,-0.498800009489,-1.06595265865,0.395150005817,0.0173999965191,0.128650009632,-0.84299993515
2042,1.12880003452,1.01544618607,-0.366400003433,-0.770599961281,-0.129299998283,0.252699971199
843,-2.31469988823,1.47199630737,-1.0503000021,3.51819992065,-0.579800009727,-1.20980000496
840,0.882899999619,-0.978401303291,-1.52939999104,1.23895001411,0.740200042725,0.455100029707
7048,-0.903699994087,0.583115756512,-0.32775002718,1.02409994602,-1.82415008545,1.05124998093
