rid,CPC004_A375_6H:BRD-A51714012-001-03-1:10,CPC004_HA1E_6H:BRD-A51714012-001-03-1:10,CPC004_HA1E_24H:BRD-A51714012-001-03-1:10,CPC004_HCC515_6H:BRD-A51714012-001-03-1:10,CPC004_HCC515_24H:BRD-A51714012-001-03-1:10,CPC004_HEPG2_6H:BRD-A51714012-001-03-1:10,CPC004_HT29_6H:BRD-A51714012-001-03-1:10,CPC004_MCF7_6H:BRD-A51714012-001-03-1:10,CPC004_PC3_6H:BRD-A51714012-001-03-1:10,CPC004_PC3_24H:BRD-A51714012-001-03-1:10,CPC004_VCAP_6H:BRD-A51714012-001-03-1:10,CPC004_VCAP_24H:BRD-A51714012-001-03-1:10,CPC011_A375_6H:BRD-A51714012-003-09-4:10,CPC011_A549_6H:BRD-A51714012-003-09-4:10,CPC011_A549_24H:BRD-A51714012-003-09-4:10,CPC011_HA1E_6H:BRD-A51714012-003-09-4:10,CPC011_HT29_6H:BRD-A51714012-003-09-4:10,CPC011_MCF7_6H:BRD-A51714012-003-09-4:10,CPC011_MCF7_24H:BRD-A51714012-003-09-4:10,CPC011_PC3_6H:BRD-A51714012-003-09-4:10,CPC011_PC3_24H:BRD-A51714012-003-09-4:10,CPC011_VCAP_6H:BRD-A51714012-003-09-4:10,CPC011_VCAP_24H:BRD-A51714012-003-09-4:10,CPC015_A375_6H:BRD-A51714012-001-03-1:10,CPC015_A549_6H:BRD-A51714012-001-03-1:10,CPC015_A549_24H:BRD-A51714012-001-03-1:10,CPC015_ASC_24H:BRD-A51714012-001-03-1:10,CPC015_HEPG2_6H:BRD-A51714012-001-03-1:10,CPC015_HT29_6H:BRD-A51714012-001-03-1:10,CPC015_MCF7_6H:BRD-A51714012-001-03-1:10,CPC015_MCF7_24H:BRD-A51714012-001-03-1:10,CPC015_NPC_24H:BRD-A51714012-001-03-1:10,CPC015_PHH_24H:BRD-A51714012-001-03-1:10,CPC015_SKB_24H:BRD-A51714012-001-03-1:10,CPD002_MCF7_24H:BRD-A51714012-001-04-9:10,CPD002_MCF7_6H:BRD-A51714012-001-04-9:10,CPD002_PC3_6H:BRD-A51714012-001-04-9:10,CPD002_PC3_24H:BRD-A51714012-001-04-9:10
5720,-2.29435253143,0.470334529877,0.71894210577,0.683177649975,0.740504443645,-0.420234024525,0.19453702867,0.413700014353,-0.202067360282,-1.14536905289,-0.162504523993,0.0863608717918,0.187108531594,-0.542809247971,-0.59856235981,0.518249988556,-0.355381578207,0.460500001907,0.177599996328,-0.233892410994,-0.0537374466658,0.528663039207,0.680668771267,-1.6288074255,-0.688499987125,0.155038028955,-0.546807467937,-0.574000000954,-0.092558413744,0.170269757509,-0.351462721825,0.23698580265,-0.505249977112,-0.663599967957,0.700317263603,0.379606127739,1.20553779602,0.644478559494
466,3.21706604958,-0.333695709705,-0.897370219231,0.355016708374,-0.239262580872,-0.736002922058,-0.320368945599,0.179024994373,0.704083561897,-1.16478323936,0.45426222682,-0.124450527132,0.370754271746,-1.85498952866,0.234711796045,0.655349969864,-0.765812158585,-0.022950001061,-0.620950043201,-0.440027564764,-0.620375931263,0.202300980687,0.731022059917,-0.812342941761,0.335900008678,-0.382575839758,0.893923282623,0.0330999940634,-0.407003343105,0.210521757603,-0.291071295738,0.69137609005,0.128350019455,-0.100099995732,1.11987876892,0.731637835503,0.00831086933613,0.844752967358
6009,-0.933388292789,0.514451503754,0.0177609473467,-0.249417230487,0.953094184399,-0.0976903364062,-0.0119932759553,0.188549995422,-0.685098230839,0.437352597713,0.805594623089,-1.25291931629,-1.58537876606,-1.04200541973,0.519924521446,0.18275000155,-0.933996558189,-0.0709500312805,0.44089999795,0.29106131196,-0.4932295084,0.45200663805,0.317350804806,1.19138920307,0.948699951172,0.0298037342727,0.43444031477,0.62834995985,-0.171302199364,0.67864382267,-0.0748349875212,0.730891048908,0.52009999752,-0.0536499917507,-0.500287413597,0.639483273029,1.05519044399,-0.422029018402
2309,3.4745464325,0.169875055552,-0.0162242949009,-0.830309569836,-0.785508036613,-0.283493846655,-0.393877655268,-0.474600017071,-1.07162284851,0.13874489069,-0.674007296562,-1.23891997337,0.265874445438,-1.12176609039,0.248207956553,0.452150017023,-0.52262032032,-0.324999988079,0.178650006652,0.213671326637,-0.590243816376,-0.468649625778,0.511463880539,-0.22816298902,-0.654449999332,-0.630074679852,-0.263443887234,-1.76885008812,0.431709706783,-0.233813300729,0.242539614439,0.646523535252,0.121100008488,-0.294300019741,-1.01443648338,-1.47247195244,-0.438596665859,-0.297472000122
387,2.73606348038,-0.432190179825,1.25536227226,-0.480286091566,0.00839149951935,-1.1287394762,0.144737645984,1.49425005913,-0.412724912167,-0.6732249856,-0.0869460701942,-0.0393014475703,0.518720269203,-1.00817859173,0.27293920517,-0.994799971581,-0.257766991854,-0.168650001287,-1.0096000433,0.15218167007,0.383296728134,0.241758227348,0.703366160393,1.87565398216,0.0145499929786,0.271127223969,0.337552130222,0.10925000906,0.107992723584,0.252156287432,4.81364440918,0.71194511652,-0.452549993992,-0.237700015306,-0.189420580864,1.43137145042,0.86188942194,-0.662821352482
3553,2.52927947044,0.473292082548,-0.715768754482,-0.564987778664,0.884754955769,1.12443852425,1.00675201416,0.249499976635,0.541238963604,-0.123607948422,0.212800189853,1.08608996868,0.031365185976,0.694189548492,-0.141669660807,-1.00489997864,-0.323013067245,-0.334049999714,0.261800020933,-0.345858454704,-0.542995035648,-0.319398581982,0.00672079622746,0.628140687943,0.199699997902,-0.107769712806,-0.504135131836,1.9007999897,-0.570938467979,0.648779392242,-0.481947183609,-0.507897853851,0.615599989891,-0.0228000059724,0.333888530731,1.07172346115,-0.373553931713,0.135777384043
427,3.42234420776,-0.159991875291,0.0857197791338,-0.864257454872,0.201498091221,-0.503569543362,0.216339856386,-0.659224927425,0.342097461224,0.387255609035,-0.349417746067,-0.121950626373,-0.644148528576,0.964408874512,0.391654849052,-0.382899999619,-0.345557153225,-0.216550007463,0.582099974155,-0.241742476821,0.171578407288,0.308098614216,0.299707680941,2.32921886444,0.160550028086,0.749106884003,0.218510404229,-0.0769500136375,-0.469013869762,-0.146925643086,-0.27804633975,0.0278684794903,-0.03825000301,-0.79699999094,0.317580699921,1.72012019157,0.443454861641,0.968687236309
5898,2.08192706108,-0.367501288652,-0.69603818655,-0.424650549889,0.739671349525,0.581774353981,-0.379132091999,-0.057725019753,0.572403550148,0.197056606412,0.164010852575,0.12653952837,0.370947241783,-0.175679504871,0.365034639835,0.0179000049829,0.00190114043653,0.282499998808,0.62885004282,0.501669704914,-0.507918179035,-1.06363153458,0.405538290739,0.173271581531,0.42460000515,-1.46994292736,-0.415935307741,0.955999970436,0.132125690579,0.647972881794,-0.133048385382,-1.1082174778,0.0547000169754,-2.17059993744,1.11178898811,-0.16392159462,-0.531986236572,-0.897459506989
23365,4.26020145416,-0.901857972145,-0.000384107232094,-0.400662153959,-1.77415299416,0.534968972206,-0.334733098745,0.754750072956,-0.719185709953,0.0465322881937,-0.276200056076,-0.645064115524,-0.457736223936,-0.259966909885,0.288008272648,0.308550000191,0.629487097263,0.481350004673,0.397850006819,-0.911816954613,0.0618398189545,-0.868000864983,0.865955352783,0.945687294006,0.539900004864,-0.437562257051,0.617190420628,0.439400017262,-0.474845975637,0.0213285945356,-0.897400617599,0.0337032079697,0.0837499797344,-0.0603499412537,1.21883177757,0.457102477551,-0.417812824249,-0.574552237988
6657,4.85817575455,0.149078071117,0.307973891497,-0.272221177816,0.340256631374,1.20989584923,0.799924731255,0.241049975157,0.339885473251,0.749258041382,0.608900368214,0.505974411964,0.172352015972,0.827608704567,0.582100570202,0.925499975681,-0.374374508858,-0.440950006247,0.224700018764,0.29323926568,-1.19500613213,-0.974633097649,-0.51036709547,0.727192342281,0.080299988389,-0.179042294621,-0.867249250412,0.976150035858,-0.631769359112,0.157874882221,1.14803636074,0.56876295805,-0.146750003099,-0.0209499895573,0.536028563976,1.64036393166,-0.272879421711,0.681162059307
