rid,DOS001_VCAP_6H:BRD-K85101781-001-01-2:5,DOS001_VCAP_24H:BRD-K85101781-001-01-2:5,DOS031_MCF7_24H:BRD-K85101781-001-01-2:5,DOS031_PC3_24H:BRD-K85101781-001-01-2:5
5720,-0.945656299591,1.32262325287,1.19060003757,0.436299979687
466,1.52646422386,1.17883753777,-0.0388499982655,0.888749957085
6009,0.0944550335407,0.618690252304,1.82034993172,-0.998649954796
2309,0.587032675743,0.149797350168,-4.40144968033,0.607699990273
387,0.221004545689,-0.400732755661,-0.248200029135,-0.743900001049
3553,-0.623820900917,0.676447331905,0.794299960136,0.322049975395
427,-0.0298065692186,0.691506028175,0.109950006008,-0.867050051689
5898,-1.50488376617,-0.0357464551926,0.053650021553,-1.22765004635
23365,-0.929111599922,-0.349539071321,-0.307300001383,-0.699800014496
6657,0.885200440884,-0.0191412270069,-0.898799955845,-0.267949998379
5054,-0.367782592773,-0.352698713541,-0.394550025463,-0.0325999855995
3108,-0.471999049187,0.568467736244,-0.483249992132,0.275350004435
1950,1.10321259499,-0.35916274786,0.437000006437,0.43725001812
351,0.0,-0.0778341367841,-0.756099998951,0.549349963665
4846,-0.446450859308,-0.100868932903,-1.83544993401,0.968099951744
1452,-0.019017547369,-2.78211736679,0.610599994659,0.158649995923
4776,1.30870831013,-0.16236512363,-1.17195010185,-0.0170999914408
6908,-0.0784518122673,0.700209975243,-0.184599995613,0.139800012112
672,0.295836687088,0.484183609486,0.268500030041,0.0259500015527
5710,-0.518171608448,-0.538260042667,-0.252399981022,-1.6210000515
2115,-0.215396642685,1.07793867588,-1.18050003052,0.347599983215
7015,0.918610930443,-0.635002553463,-0.274899989367,0.0966000258923
8726,0.181048631668,-0.273369789124,-0.29929998517,-0.0458000004292
2185,-0.482106626034,-0.875075697899,-0.777249991894,-0.0379999876022
3315,4.94620990753,0.470354139805,0.0733000040054,0.961400032043
5289,-0.493885278702,1.31548476219,-0.828050017357,1.32590007782
868,-0.335513114929,-0.249348104,0.0383999943733,-0.277049988508
1677,0.838581860065,0.337852358818,1.45495009422,0.925899982452
7043,-0.352455794811,0.0824911594391,-0.920099973679,-0.937750041485
5613,0.425291806459,-0.474594861269,-0.90725004673,-0.0305999964476
595,-0.670772016048,-0.472019851208,-0.00725001096725,-1.22019994259
4793,-0.59006780386,1.03355920315,-0.425500005484,0.540600001812
2736,0.852602422237,0.57984483242,-0.924499988556,-0.0970999971032
5290,0.126812368631,-0.635334551334,-0.101099997759,0.988150000572
6194,-0.000227232638281,0.258528649807,-0.205550000072,-3.27095007896
1676,0.482431322336,-0.763597726822,-0.847350001335,-0.704699993134
23512,-0.899665534496,0.396021008492,-0.400800049305,-0.541499972343
148022,-0.63432008028,-0.972973704338,-0.82674998045,-0.408650010824
1906,0.132857352495,-0.547722458839,-0.451049983501,-0.109299995005
