rid,CPC012_A375_6H:BRD-A63583287-001-01-8:10,CPC012_A549_6H:BRD-A63583287-001-01-8:10,CPC012_A549_24H:BRD-A63583287-001-01-8:10,CPC012_ASC_24H:BRD-A63583287-001-01-8:10,CPC012_HA1E_6H:BRD-A63583287-001-01-8:10,CPC012_HCC515_6H:BRD-A63583287-001-01-8:10,CPC012_HT29_6H:BRD-A63583287-001-01-8:10,CPC012_MCF7_6H:BRD-A63583287-001-01-8:10,CPC012_MCF7_24H:BRD-A63583287-001-01-8:10,CPC012_NEU_24H:BRD-A63583287-001-01-8:10,CPC012_NPC_24H:BRD-A63583287-001-01-8:10,CPC012_PC3_6H:BRD-A63583287-001-01-8:10,CPC012_PC3_24H:BRD-A63583287-001-01-8:10,CPC012_PHH_24H:BRD-A63583287-001-01-8:10,CPC012_SKB_24H:BRD-A63583287-001-01-8:10,CPC012_VCAP_6H:BRD-A63583287-001-01-8:10,CPC012_VCAP_24H:BRD-A63583287-001-01-8:10,MUC.CP001_MCF7_6H:BRD-A63583287-001-01-8:10,MUC.CP001_MCF7_6H:BRD-A63583287-001-01-8:3.3333,MUC.CP001_MCF7_6H:BRD-A63583287-001-01-8:1.1111,MUC.CP001_MCF7_6H:BRD-A63583287-001-01-8:0.3704,MUC.CP001_MCF7_24H:BRD-A63583287-001-01-8:10,MUC.CP001_MCF7_24H:BRD-A63583287-001-01-8:3.3333,MUC.CP001_MCF7_24H:BRD-A63583287-001-01-8:1.1111,MUC.CP001_MCF7_24H:BRD-A63583287-001-01-8:0.3704,MUC.CP001_NKDBA_24H:BRD-A63583287-001-01-8:10,MUC.CP001_NKDBA_24H:BRD-A63583287-001-01-8:3.3333,MUC.CP001_NKDBA_24H:BRD-A63583287-001-01-8:1.1111,MUC.CP001_NKDBA_24H:BRD-A63583287-001-01-8:0.3704
5720,0.162260890007,-0.741321742535,-2.6493999958,-0.0731395557523,-0.46882724762,-0.220883116126,-1.07313930988,-0.0990370512009,-3.56648778915,-0.592466711998,-0.4994353652,0.192975401878,-2.4338452816,-0.817673027515,1.55626964569,-0.120368689299,-2.62367367744,0.292534351349,0.701266646385,0.0526328384876,-0.809489965439,0.310075938702,-0.0760088711977,0.479536473751,0.19139495492,-0.200350016356,-0.332904040813,-0.259087383747,-0.663185596466
466,-2.59836626053,-2.03766679764,-1.1686000824,-0.549387931824,0.109238296747,0.474916756153,-0.767580509186,-0.971716940403,-0.553150475025,-0.951366722584,0.108395084739,-2.88781785965,-1.22682785988,0.419573783875,-0.436011463404,-0.719226002693,-2.05126976967,-0.489727586508,-0.553466677666,-0.0158681403846,0.0151114948094,-0.374091356993,-1.24951136112,-0.104780696332,-0.170565634966,-3.68299984932,0.186398759484,0.512655317783,0.955756664276
6009,0.982665359974,-0.664810597897,-0.467199981213,1.33689594269,0.847736537457,0.149219632149,-0.988118171692,0.481527775526,2.14635419846,0.0567000731826,0.772672533989,0.42033585906,1.85356616974,1.40070581436,1.62659716606,0.488412439823,2.58443808556,0.500379085541,-0.399133324623,0.187849968672,0.308179557323,1.0698775053,0.0456578657031,1.95222139359,0.26404517889,-2.8478500843,-1.44069647789,-0.00499284267426,0.244054377079
2309,2.56228590012,-0.0961408913136,-0.603450000286,-0.714211463928,-0.0793073922396,-0.0720546469092,0.292721897364,0.341456204653,0.568966209888,0.120566725731,1.19347214699,1.10736835003,2.95120596886,0.929538190365,-0.165197327733,1.28798151016,1.64023399353,0.618528723717,-0.235633358359,0.220512509346,-0.550371527672,0.0867577642202,-1.47953486443,-0.0577165558934,-0.307539463043,-1.45469999313,-0.488429456949,-0.469472587109,-0.886353254318
387,-0.0360752344131,0.13957297802,-1.85395002365,-0.0431856364012,-0.026264578104,1.22715163231,-0.648458003998,-0.377221435308,-0.258795082569,0.122600018978,-0.0814199447632,-0.864648222923,-0.389231383801,1.29321146011,0.116041786969,-0.315160036087,0.0383190661669,0.188230335712,-0.603333353996,0.984710037708,0.245447099209,-1.11664700508,-0.381246864796,0.656049489975,-0.119286492467,-2.56424999237,-1.1653958559,0.294687002897,-0.151696115732
3553,-0.159762263298,1.06383109093,-0.181300014257,-1.10146355629,-0.364558398724,-1.06090533733,0.159828007221,-0.363185346127,-0.311069071293,-0.0214666798711,-0.674210906029,-3.91486644745,-3.74992370605,-1.27252972126,-0.534328937531,-0.739381790161,-0.180280730128,0.495705485344,-0.500300049782,-0.81322658062,-0.205276489258,-0.140449970961,0.539348721504,-0.461408138275,-0.297537237406,3.42630004883,0.861790657043,-1.09390842915,-0.262293994427
427,1.32517778873,0.986592173576,2.37614989281,-0.239783972502,0.770653009415,-0.581238865852,-0.424556076527,0.286802619696,2.27075195312,-0.477633357048,-1.55984222889,0.742178499699,-0.279001742601,0.362080365419,-0.697813749313,1.15402090549,-0.238083869219,1.08261954784,0.895866632462,-0.426011800766,-0.428651452065,-0.613667488098,-0.866057693958,-0.606524348259,-0.264064371586,0.0907000005245,0.340316265821,-0.186709225178,0.201985478401
5898,-0.359630197287,1.7814385891,-0.979699969292,0.551716804504,0.896214127541,0.883608460426,0.499450564384,-1.24975657463,0.0854438841343,0.46430003643,-1.10818064213,0.56318795681,2.40616631508,0.230189621449,3.23344922066,-0.216037273407,-0.47896194458,1.35403048992,-2.67350006104,0.0949259400368,0.749370992184,0.929156303406,0.217300057411,-0.250345796347,0.126285403967,2.0732998848,0.956103086472,-0.212012737989,0.687138795853
23365,0.0603324025869,0.275679081678,0.16479998827,1.0058131218,0.152538180351,1.01177859306,-0.100129842758,-0.441503971815,-0.20904366672,-0.355466663837,-1.30873346329,0.428499370813,1.42567157745,-0.672923862934,0.481031626463,-0.540217399597,-0.367736309767,3.28816986084,-0.488666653633,-0.24775236845,0.496802657843,-0.0878353640437,0.272962152958,0.551635861397,1.3422062397,-1.67894995213,0.411556959152,1.0293405056,0.938905477524
6657,-1.57361531258,1.13778996468,-0.522650003433,-0.720976173878,0.620597422123,-1.37565338612,0.0245200544596,1.74309182167,-0.293679386377,-0.0610667020082,1.03216338158,0.273796796799,0.119738280773,-1.39387440681,-0.322927057743,0.528310060501,-0.215477570891,-0.639319956303,0.365133374929,-0.644083321095,-0.358830928802,-0.261599034071,-0.14040735364,-0.698863208294,-0.800291121006,2.65859985352,0.0755915492773,-1.33609306812,-0.792160570621
5054,0.0892897099257,-1.61507344246,0.883050024509,-0.88063377142,-1.74977600574,0.237811625004,1.17826235294,-0.213467419147,0.850440561771,-0.736133337021,0.0981689766049,-1.73368227482,-1.29071903229,1.70205783844,-2.05509161949,0.0743062198162,0.472888052464,0.115244790912,0.305533349514,0.0431972742081,0.820378780365,0.121876239777,-0.330414891243,-0.690282702446,-0.744313716888,-3.39045000076,-0.0781026482582,0.382742613554,0.589629590511
3108,0.740364313126,0.518675982952,0.27270001173,-0.649620056152,0.991791009903,2.37054920197,0.320685565472,0.457022845745,1.11182057858,1.7446668148,3.10202646255,1.10831356049,2.88112688065,-0.20598937571,2.73883390427,-0.471555173397,0.00545523315668,2.8170208931,-0.0841333419085,0.484678268433,0.116262979805,0.0561734586954,6.13283538818,-1.38920247555,-0.142422676086,1.70399999619,0.422198355198,-0.861120223999,-0.438219606876
1950,1.48947477341,0.848510324955,1.42200005054,0.203266084194,-0.334010362625,-0.986738622189,0.990548610687,0.255789935589,1.36721837521,0.240200012922,0.567625105381,0.695105552673,3.07388877869,-0.417382180691,1.06044232845,0.0614917986095,2.70653772354,0.727429330349,-0.0952999889851,-0.224723488092,-0.580571889877,0.220700263977,0.0783744454384,-0.652075469494,-1.10680031776,1.72530007362,-0.731367111206,-0.897403240204,-1.36648154259
351,0.256519705057,0.430497020483,0.478399991989,-1.66451406479,-1.289539814,-1.41378104687,0.0743484199047,-0.108705662191,0.853383481503,-0.000233333325014,-0.849137544632,-0.0356357060373,-0.452508032322,-0.474144279957,-0.278966784477,0.0244015455246,-0.55373352766,0.520270943642,0.263000011444,-1.00760257244,-0.881486833096,-0.212866812944,0.07161552459,-0.268667906523,-0.373800456524,-0.00034999998752,-0.250193178654,0.636491060257,0.190483406186
4846,0.451082110405,0.959578692913,-1.53519999981,0.841980874538,-0.148345708847,0.115193217993,0.831337332726,0.409756302834,0.141205102205,1.39570009708,1.57207036018,0.502518355846,0.16036863625,0.358067631721,0.193446829915,-0.685482680798,0.319456011057,0.926232933998,-0.460066705942,0.526703238487,1.32016134262,-0.126563549042,-0.979054331779,-0.758328378201,-0.0781169235706,4.52279996872,-0.734896659851,-1.16348993778,-0.403642266989
1452,0.723291993141,-0.0261877924204,1.29929995537,0.235876172781,1.28446698189,0.140011623502,1.00970292091,-0.0858829021454,2.42285513878,0.786866664886,-0.0433656573296,1.37688660622,2.11130809784,0.596283257008,1.17017698288,-0.0104132592678,0.659935951233,1.1561024189,-0.0674666762352,0.866380751133,0.818805575371,2.25806379318,0.865441322327,0.189302116632,-1.6620682478,1.43250000477,-0.116545021534,-3.2807867527,0.128451615572
4776,0.710950255394,1.40010333061,0.456000000238,-0.549627065659,-0.185669153929,-1.02621722221,1.1948697567,-0.144644856453,0.169188141823,0.189533352852,2.16617941856,0.738193690777,0.666502475739,0.624870538712,-0.710598349571,-0.26804253459,0.921478390694,0.0320043712854,0.248700007796,-0.859466135502,-0.305595159531,-0.225663051009,0.461059063673,-0.848851680756,-1.07322001457,1.92615008354,-0.278384119272,-1.158197999,-0.912891149521
6908,0.994340419769,-0.747733354568,-0.514400005341,1.57746362686,2.38588285446,1.90099835396,1.07068061829,0.547167181969,3.124522686,0.294866681099,1.01567494869,2.43443965912,2.44372606277,2.03086614609,3.61608505249,-0.0555212497711,1.22295844555,1.32392978668,-0.766466736794,0.818926334381,1.38577449322,1.26291024685,-0.00823430903256,0.710063457489,0.382361888885,-1.50185000896,-0.108634665608,0.847478926182,0.0874487012625
672,0.541965186596,-0.4158860147,-0.204450011253,0.473040938377,-0.24458143115,0.39641970396,-0.448187232018,-0.232724860311,-1.5732088089,0.939300000668,-1.63168907166,0.711314320564,-1.09635412693,-0.689381957054,-0.839121937752,-0.172192469239,-1.89385509491,-1.07817959785,-0.184800028801,0.148545786738,0.159872174263,-0.532506763935,0.215631484985,1.9237818718,1.00464296341,-4.30110025406,-1.4884147644,1.86945831776,1.46898806095
