rid,CPC007_A375_6H:BRD-K58214070-001-07-3:10,CPC007_A549_6H:BRD-K58214070-001-07-3:10,CPC007_A549_24H:BRD-K58214070-001-07-3:10,CPC007_HA1E_6H:BRD-K58214070-001-07-3:10,CPC007_HCC515_6H:BRD-K58214070-001-07-3:10,CPC007_HT29_6H:BRD-K58214070-001-07-3:10,CPC007_HT29_24H:BRD-K58214070-001-07-3:10,CPC007_MCF7_6H:BRD-K58214070-001-07-3:10,CPC007_MCF7_24H:BRD-K58214070-001-07-3:10,CPC007_PC3_6H:BRD-K58214070-001-07-3:10,CPC007_PC3_24H:BRD-K58214070-001-07-3:10,CPC007_VCAP_6H:BRD-K58214070-001-07-3:10
5054,-0.329976975918,6.64559173584,4.00069761276,-0.151289582253,-0.576550006866,1.49795544147,-0.223198413849,0.473842859268,0.381693392992,-4.67704582214,-4.77928161621,0.309929400682
3108,-2.49035382271,0.024151712656,0.499190628529,1.22809863091,0.0101500153542,-0.738015472889,-0.256059974432,0.0444699674845,0.190765202045,0.852758467197,-0.676034152508,-0.26831355691
1950,1.34792923927,-0.181986615062,-0.213087797165,-2.4388384819,0.546649992466,2.74663209915,0.366959482431,-0.35582652688,0.961908221245,2.21046447754,2.79846763611,2.70892381668
351,1.0381026268,1.21077561378,0.448729991913,-1.30083882809,-1.08784997463,0.205747500062,-0.369220674038,-1.00612425804,-0.274536460638,-0.408479094505,0.0851221382618,-1.30781793594
4846,1.93759226799,-0.374647319317,1.31148767471,-1.01591825485,0.927749991417,0.522026777267,1.4486014843,-0.172784984112,0.433807969093,0.996324241161,0.587932825089,0.0608126521111
1452,0.0576688423753,-0.199135765433,-0.250396370888,0.998338282108,-1.67690002918,1.19619369507,-1.39519739151,0.245055824518,-1.62343716621,0.31906285882,-0.242201149464,0.85335791111
4776,2.86883115768,-0.129394084215,0.307166099548,1.99409651756,1.48044991493,1.61357212067,-0.0196064375341,-0.830473423004,0.094626262784,1.22441589832,0.955125927925,1.62048780918
6908,-2.85326051712,-1.37198972702,-0.268801778555,-1.44394659996,-1.32240009308,-1.52293920517,-0.276546657085,1.77173948288,0.0555761530995,-0.73409986496,-1.07479643822,-0.449071228504
672,-0.728379011154,-1.31930422783,-0.843333363533,-1.94289398193,-1.10520005226,0.0536817014217,-0.879283666611,-0.296100616455,-0.371068716049,-0.0227757096291,0.836596488953,0.128966525197
5710,-0.0999321192503,0.162847191095,-0.826868832111,-0.129884004593,-0.387600004673,-1.33597397804,0.553810060024,-0.701735913754,0.209376052022,-0.431029498577,-0.50258564949,-1.10337674618
2115,-1.05435395241,-1.20111274719,-1.28365933895,-0.968834936619,-0.779199957848,-0.0066245123744,-1.17143881321,0.0172228589654,-0.0873534828424,-0.0405642613769,0.334277749062,0.564853906631
7015,1.72704422474,-1.04125082493,0.302648514509,0.563982963562,0.979349970818,1.65572690964,-0.884704113007,-1.11198425293,-0.113583624363,1.65649712086,0.89442884922,0.682135462761
8726,-6.92432880402,-0.825081408024,1.130179286,-2.47227835655,-2.90175008774,-3.06474757195,-0.616709947586,-0.589308679104,0.331768810749,-0.550546824932,0.00594145059586,-0.00195428729057
2185,3.42326784134,-0.466837018728,0.686900734901,0.641939997673,4.15864992142,1.01261115074,-0.325286239386,-1.18274652958,-0.194520950317,2.00584197044,0.968536257744,0.838179886341
3315,0.243788525462,0.0960051268339,-0.778046667576,2.47512936592,0.141350001097,-0.622848153114,-0.735560178757,0.204337283969,0.418606698513,-1.86822104454,-1.14378416538,1.45873618126
5289,2.63122868538,1.23362123966,0.360086798668,2.74828028679,3.32959985733,1.95978319645,0.734355211258,-0.450886070728,1.00822305679,0.203733503819,-0.0911208838224,1.86506962776
868,2.4453368187,1.74133586884,-1.19760131836,-0.711535155773,1.29054999352,1.18919074535,-0.558066368103,-0.184007078409,-0.823220252991,1.47975182533,1.41873753071,1.84102261066
1677,-1.54316556454,-2.12072563171,0.386818110943,-1.45012402534,-0.0989499092102,0.090945199132,0.382086873055,-1.73430538177,0.269031643867,0.0723738968372,0.710781693459,-0.703677475452
7043,3.03153276443,-0.539393365383,1.28545069695,0.562176585197,1.47685003281,0.653793036938,-0.272847652435,-1.5569434166,-0.893899798393,0.729756236076,0.694600641727,0.2265214324
5613,3.39011621475,0.202355802059,0.868884563446,3.05002093315,4.01460027695,1.07432770729,-1.0358300209,-0.633979678154,-0.154672876,0.831506729126,1.74847054482,0.586282014847
595,-3.22315692902,0.605731904507,0.506328642368,-2.38313174248,0.286650002003,-1.92110943794,0.820872426033,1.54192876816,-0.534028530121,-0.291004747152,0.345810830593,-0.0159223973751
4793,0.373196274042,1.2178850174,1.59570550919,-1.28367853165,0.414299994707,0.153239369392,0.357390373945,0.956782579422,-0.152244508266,0.336673259735,1.04357719421,0.946217298508
2736,1.09326553345,-0.934139847755,2.4553964138,-0.404854685068,-0.183899998665,0.390030294657,-0.926461398602,-0.601731300354,-0.123105861247,1.06736886501,0.355719149113,0.764277219772
5290,2.16233348846,0.0677132159472,0.528247714043,-0.0685360431671,0.249899998307,1.06824433804,-0.789159417152,-1.04548382759,-0.0147106647491,0.991672813892,0.577064573765,1.41603314877
6194,-1.38478839397,-0.976463854313,-0.507910370827,-3.57830476761,-0.736199975014,-0.940919160843,1.03938889503,-0.378518432379,0.00510824471712,-1.9061601162,-2.68591761589,-1.41393387318
1676,2.82699275017,-0.0474260449409,1.20538449287,1.03561687469,0.562799930573,0.961489498615,-0.355762481689,-0.98055267334,0.173025101423,0.893557846546,1.09756302834,0.871325612068
23512,-2.55736637115,-2.47526597977,0.727493524551,-1.86564993858,-0.921749949455,-1.31665074825,0.337623864412,0.398259341717,0.256014347076,0.299053192139,1.22721159458,-1.13296222687
148022,-0.659465610981,2.27453732491,2.67350816727,3.99121189117,2.62095022202,1.26077246666,0.68357783556,0.613279879093,-0.483202219009,1.56216883659,-0.745033860207,2.90424561501
1906,3.95930767059,-3.02589988708,0.194124117494,-3.4972243309,1.85975003242,1.00288581848,-0.71231430769,-0.858189046383,-0.765811622143,1.30176818371,0.616119205952,-0.0216528847814
8878,6.35021781921,1.72923052311,-0.265439391136,4.92169189453,2.57165002823,3.898416996,3.73048639297,3.60957121849,1.12407135963,6.71337223053,1.32423448563,2.87189102173
3091,-0.25649869442,-0.685577511787,-0.510219633579,-6.61909008026,-2.95764994621,-0.211228460073,0.894412398338,-1.23218083382,-0.219800710678,-0.517052948475,-1.36622440815,0.205420091748
5743,1.92914998531,9.00538444519,-2.3925151825,6.50417852402,2.17849993706,0.26286354661,-2.66999435425,2.79243850708,1.46665561199,5.75564098358,2.16597008705,0.685554802418
5321,2.40239167213,-1.55012083054,0.471758961678,-0.0554935336113,1.30874991417,0.946086168289,-1.28960883617,-0.964238464832,0.405970096588,1.02474069595,0.976271390915,0.637953162193
4144,-1.28966605663,-3.07343387604,0.722731173038,-4.39688777924,-1.33735001087,-3.54498624802,0.140440806746,-1.96082186699,-0.404330521822,-1.33520019054,0.995082974434,1.21814012527
1981,1.14649164677,1.00720739365,1.42437016964,2.18394064903,0.179399996996,0.531824946404,-0.0607717484236,2.13249015808,0.906077325344,1.86144459248,0.716940045357,1.86797165871
695,-0.377989530563,0.111564859748,-0.714749515057,-0.158191353083,-0.158399999142,-0.220920950174,0.757425844669,-0.438346832991,-0.450538992882,-0.227313518524,0.421830207109,-0.701499819756
10398,3.03341627121,-0.393691986799,1.17648589611,-2.40379667282,0.9292999506,1.45195567608,-0.804393470287,-0.987814903259,-0.331106960773,1.38792467117,0.385855406523,0.790257513523
5708,1.30994153023,2.94917869568,2.10865926743,0.479228585958,-0.210000008345,1.66505479813,2.15640163422,0.661079347134,-0.176478371024,-0.577678143978,0.958654522896,-0.455135703087
1213,0.416815519333,1.75653243065,1.16193175316,0.799023032188,-0.601849973202,0.104746684432,1.74678862095,1.2728010416,0.515972852707,-0.224731087685,0.155376732349,-0.536718010902
226,2.38486146927,1.51295685768,-0.364219337702,1.95156288147,0.699800014496,-1.80636692047,0.919690668583,0.943101584911,0.401009529829,0.303527981043,-0.0330694615841,3.52993059158
6777,-0.139354303479,0.757624268532,-0.934565901756,1.40776121616,1.80290007591,0.2347086519,0.106890648603,-0.375175476074,0.369942903519,0.676940917969,0.334318011999,0.805698990822
2113,1.16579151154,0.700843751431,1.34504175186,1.58444106579,1.74410009384,0.0735824108124,0.699338018894,-1.00836074352,0.118586272001,-0.0651136115193,0.97611105442,0.132275745273
3329,2.22373867035,1.07843732834,-0.634972929955,2.55744576454,1.93834996223,-0.323378145695,0.266503691673,0.586927890778,-0.121277287602,0.843859255314,-0.738999962807,1.58111143112
1050,-0.511192202568,0.572685182095,-1.1611083746,3.83545470238,0.954150021076,-0.14807702601,1.92550170422,-0.250574052334,1.60970771313,-0.182294845581,-1.10932397842,-0.414177954197
9491,1.38900959492,0.729234874249,1.93810009956,0.816656589508,0.634999990463,1.80417776108,-0.445759773254,-0.680720448494,0.245106607676,1.57919764519,1.15514874458,0.595741868019
22926,-1.4904897213,1.43755412102,0.0495973676443,-0.810459375381,-1.32975006104,-0.0642487406731,-0.154977113008,0.991094052792,-0.0610893443227,0.389890164137,0.0372013524175,0.923002123833
5899,-0.443845570087,-0.450334519148,1.69473433495,1.9410033226,0.371250003576,0.438814163208,1.32525014877,-0.981302022934,0.63556021452,-0.628379046917,-0.0756717026234,-0.277454048395
5467,0.934294223785,-0.340912610292,-0.933457791805,0.275607824326,1.79305005074,0.612893044949,0.319933593273,0.0707909762859,-0.0141024664044,1.89806175232,1.45806801319,1.10844111443
6774,-0.964539945126,0.658131301403,0.14529876411,0.626024007797,0.820249974728,-0.300115674734,0.166109904647,-0.157832831144,0.618500471115,0.0138559043407,2.32188868523,0.500879883766
1788,3.43837189674,-0.462020516396,0.922203063965,-0.139291167259,0.511999964714,1.17310452461,-1.04311966896,-0.906978189945,0.0546195544302,1.24727940559,1.05698609352,1.12408578396
5921,-0.100831568241,1.3322840929,-0.89124751091,-1.51558411121,-0.61335003376,-0.671951055527,-0.523980498314,-0.498879253864,-1.60444653034,-0.791732847691,-0.761638641357,0.116653263569
5721,-1.91326594353,-0.968225836754,-0.631015002728,-1.49618077278,-6.51119995117,-1.22288608551,-0.589673638344,-1.08358120918,-0.80655169487,-0.271133333445,-1.24714076519,-0.675483107567
2263,2.02591228485,-1.03920519352,0.105248562992,-0.170476019382,0.117399990559,0.842249751091,-0.0297028422356,-0.972330451012,0.261607706547,1.34507954121,0.9227257967,0.909539878368
808,3.65536618233,0.367338895798,-0.798362135887,0.667354345322,-0.80245000124,1.83069634438,-0.713509082794,-0.427615344524,1.06026697159,0.684107422829,1.45940864086,1.84252548218
30001,3.00285840034,5.30779790878,-0.396100997925,6.07319259644,0.923900008202,0.134181797504,1.68404841423,0.383734762669,0.26352584362,-0.346364855766,-0.888336539268,0.303564250469
348,1.46324801445,0.922166109085,-0.414951980114,0.901582479477,-0.171000003815,1.01380836964,0.184220507741,-0.594748198986,0.100600033998,1.18786275387,1.90417301655,1.1897726059
30849,-1.97531819344,-0.788961529732,-0.373243570328,-2.87907862663,-2.5583999157,-0.318180114031,-0.247898638248,1.06426906586,0.000250842887908,0.95046299696,0.0524738729,0.143241286278
1454,2.09258341789,0.850798726082,1.52009141445,2.69462108612,1.79579997063,0.449916005135,0.599976181984,-0.450438082218,-0.08844204247,2.64993619919,0.945453882217,1.52067196369
6500,-0.147800728679,-0.28130030632,-1.94393253326,-1.13099706173,-0.861150026321,-1.7924041748,-0.270267605782,-0.0971661880612,-0.0684214234352,-1.07736480236,-1.05188679695,-0.239140242338
5627,-2.06013917923,-0.0624106749892,-1.92271900177,-0.00410187244415,-3.17299985886,-0.785477221012,-0.0982168912888,0.00944492220879,-0.925004065037,-0.970114529133,-2.30428552628,-0.650551915169
5715,-1.71948957443,0.275303810835,0.732714831829,-2.48245573044,0.0101499855518,-0.917783498764,1.19291293621,-0.619676470757,0.193891584873,-1.89489519596,-1.4348744154,0.339746177197
4791,2.63182115555,0.294549405575,1.96739435196,-0.320031285286,0.641200006008,0.953669369221,-0.932661175728,-0.753785789013,0.3319452703,2.16450476646,1.23720932007,2.25977778435
56924,-1.95959222317,0.670322060585,0.137176603079,-1.05755090714,-0.45735001564,-1.53094422817,0.989820480347,0.143876075745,-1.07280242443,-0.170559793711,-0.0887471288443,-0.343757331371
2690,-1.33452308178,0.732106328011,-0.305312752724,-0.122590690851,0.0116000175476,0.290960341692,0.535693407059,-0.738361656666,-0.780693531036,-0.933124780655,-0.876508116722,-2.00296020508
1019,-0.709460020065,-0.767484545708,1.48355233669,-0.831994771957,-0.657799959183,-3.86956739426,-0.548337519169,-0.10175563395,-0.856557011604,-0.870614111423,-0.0236828681082,-1.41236019135
51422,-4.28008985519,-2.69993925095,-0.20838868618,-3.72454166412,-0.56400001049,-0.336986988783,-0.80656182766,-0.38179308176,0.0846149176359,0.108484208584,-1.26525247097,1.08719229698
5788,4.46794319153,-0.159736454487,-0.291186034679,0.0549681186676,1.93930006027,1.13283491135,-0.722893416882,-1.93846476078,-0.39743706584,1.352627635,0.534974455833,-0.170202493668
6709,-1.20385968685,0.516723811626,0.720046818256,-0.0122004151344,-0.163599997759,-0.347126573324,0.446070194244,0.411224722862,0.3113912642,0.225983157754,-0.362031579018,0.404993593693
1277,2.22654080391,-0.593600392342,0.228917777538,-1.27141094208,-0.891600012779,0.682891905308,-0.510381698608,0.603228569031,0.182580277324,-0.615063548088,-2.58912825584,2.64882349968
993,-2.22968578339,-1.74940478802,2.43252277374,-2.5398516655,-1.80799996853,-0.671248197556,-0.669554591179,-0.223496109247,-1.07343423367,0.100612469018,-1.27781093121,0.849307656288
7157,1.0857745409,-0.697069406509,-0.626565635204,-1.50669074059,-0.962849974632,-0.722694516182,1.37479496002,0.330598652363,0.582041442394,0.0619563423097,-0.806510984898,-1.3288834095
1958,8.15142059326,10.0,1.44354403019,9.86820411682,9.86275005341,4.60513210297,0.551120340824,-0.942423820496,0.367601752281,0.845733880997,0.610830008984,7.60013151169
4582,-0.263880729675,0.0177972912788,-0.505453705788,-0.248889267445,-0.505299985409,-0.839497804642,-0.0784988924861,1.03749775887,-0.862994670868,1.09878063202,-0.231023043394,0.133794084191
9212,-1.50838518143,-0.232201948762,1.35246491432,-2.61788606644,1.44644999504,-0.425426036119,-0.758874535561,0.0618743747473,-0.949671268463,0.485892444849,0.772688567638,0.329728752375
8440,-2.14342308044,0.272408634424,-0.297661274672,1.22075366974,-0.715649962425,-1.25823283195,0.731441020966,-0.248965829611,-0.2976308465,-0.0851195156574,-0.190999746323,0.410633653402
6790,-6.22042226791,-2.01086568832,-0.658665597439,-6.60531282425,-1.49479997158,-2.8500597477,-1.42437195778,0.392741709948,0.444498121738,-3.02196216583,-0.733155369759,-0.0661174803972
8851,-0.00682087987661,0.0645006895065,-0.539142847061,1.71176087856,-0.186800003052,0.393648684025,0.268333762884,-1.26175618172,-0.429196983576,0.0998221114278,1.28272414207,4.48652505875
2534,-0.992549240589,-1.72767066956,2.69198942184,-0.509817361832,0.132200017571,0.044585287571,0.172014862299,-0.00285990536213,0.25639501214,-0.948203444481,0.727256059647,0.102104693651
4893,1.12988400459,1.71083307266,-0.936150491238,0.733262121677,0.106299981475,-0.28579673171,-0.68757891655,0.214893549681,-0.475430220366,1.11700439453,0.449095308781,1.75308537483
665,8.25584030151,6.4076461792,-3.06233358383,6.49180555344,5.18579959869,2.91993713379,0.721774578094,-0.461243391037,-0.236479684711,1.20612978935,-1.47983527184,0.770430743694
4313,1.7404948473,-0.533676147461,1.77413141727,1.75074672699,1.45134997368,0.100831434131,0.114604979753,-1.30622601509,0.156401887536,1.36285042763,1.24547421932,0.17136465013
1022,-0.792618393898,0.529106676579,-0.23499417305,-0.282198369503,-0.474900007248,-0.0409718453884,-0.291075259447,-0.835754871368,-1.05361998081,1.91971457005,-0.988488852978,-0.256590902805
5880,1.17494380474,0.229108273983,-0.0223608762026,-0.316936701536,-0.418099969625,0.629632890224,0.576488673687,4.00322437286,0.628710269928,-0.897179543972,-0.74881029129,-0.0969767868519
3162,7.91780757904,9.52328872681,0.645419120789,6.46233129501,7.17624998093,8.77645206451,2.03813314438,9.51361465454,3.18197035789,10.0,1.88999581337,9.53599452972
1282,-1.60392379761,0.670006036758,0.331829935312,-3.27935099602,-3.00795006752,0.461390137672,-0.83911883831,-0.830859899521,-0.023874014616,-0.106371611357,0.66874396801,0.831039488316
3383,0.957494437695,0.537165820599,0.64782845974,-0.331230312586,0.761349976063,1.06555151939,0.300932228565,-0.714964687824,-0.128576874733,0.499590486288,0.934342443943,1.72808098793
727,0.67181545496,-0.0906130075455,-3.64175868034,0.409016102552,2.74574995041,1.7537971735,-0.493989169598,-0.384709537029,0.18757584691,1.28014099598,1.20380973816,1.77713775635
4792,3.85257720947,-2.76258063316,3.34521055222,-2.20617389679,0.675450026989,2.06517148018,1.97197175026,-0.0577876865864,-0.0905566215515,0.172944277525,0.593904733658,-0.230919614434
4794,1.98754668236,-0.031208306551,1.83971691132,-0.803799629211,2.55784988403,1.16835284233,-0.430984318256,-0.207947641611,-0.280782312155,1.83368754387,0.675449848175,2.08713722229
902,-0.786645174026,-0.495408952236,-0.704924941063,-2.73574113846,-0.174499988556,0.465080201626,-0.518993973732,-1.34080123901,0.318663418293,-0.966507971287,0.943373680115,1.54591560364
8091,-2.93956613541,-0.33046412468,1.08935141563,-2.03737163544,-1.2010999918,-1.03482019901,0.0588529407978,-0.135222256184,0.213320404291,-1.89906907082,-0.968649148941,0.401385724545
3486,-1.19929075241,-0.754940390587,-5.78080701828,-3.00242805481,0.892899990082,0.201531246305,-0.0791185945272,-0.526719391346,-0.25739222765,-4.1261677742,0.945270776749,-5.73795413971
10818,1.28433811665,2.54049825668,1.78845357895,2.4880566597,3.33319997787,0.608245134354,0.54165738821,-0.27362716198,-0.382164865732,1.55440211296,0.939489841461,0.311984956264
3454,3.80330896378,0.5003901124,1.19943869114,1.09415757656,3.13814997673,0.73720562458,-0.702094376087,-0.782266497612,-0.349221289158,1.49783754349,-0.0974958539009,0.799815773964
4282,-2.85424590111,-0.259831637144,-0.0685864090919,-1.89992761612,0.0,-2.73660612106,0.0,0.6863925457,0.214329555631,0.448797345161,-0.591090738773,-1.36485469341
1605,-4.73445701599,0.660131573677,-1.85196208954,-1.04235982895,-1.59249997139,-2.31766462326,-0.859596788883,-0.00666011124849,-0.326085418463,-1.74402999878,-0.873502612114,-2.98870182037
10644,0.823284983635,2.71129465103,1.10386300087,1.99562430382,1.00080001354,0.244444012642,0.157457619905,0.035835519433,-0.136590272188,-0.0110166929662,-0.163521230221,2.03366684914
2065,-5.4589676857,-0.0442549735308,-1.92300581932,-1.51441550255,-2.25699996948,-2.94310116768,0.806656599045,-0.303730666637,-0.619948446751,-0.0526606142521,0.29801440239,-0.247375681996
8321,2.58971428871,0.707824707031,0.234771490097,1.38087701797,0.841050028801,0.789429247379,0.206720888615,-0.224410682917,-0.0823396593332,1.9215695858,1.21631038189,0.651219248772
8503,1.28681874275,0.764820516109,0.672259449959,-1.43921661377,-2.62930011749,0.0038489960134,0.129412710667,-0.362210839987,0.744496226311,-0.220406830311,0.555075526237,0.273826181889
7027,-2.17560434341,-1.76609408855,-0.769230604172,-1.74973154068,-1.88600003719,-1.60241830349,-0.835681021214,-0.234283357859,-0.751793861389,0.231042802334,-0.682430505753,-0.162089675665
6850,2.00029230118,-0.565671205521,0.414659380913,1.05342924595,1.05645000935,1.11197543144,-1.12304484844,-0.0611139088869,0.715439736843,1.04511809349,1.49435603619,1.67175662518
1978,-1.41263580322,-0.320059418678,-0.709766149521,0.354094207287,-0.569400012493,-0.412251770496,-0.126698076725,0.294123291969,-0.535536527634,-1.13222718239,-1.02877163887,-1.15197789669
896,-0.840126216412,-0.120850116014,-0.424301117659,-1.95065319538,0.203700006008,-0.765364527702,2.35221076012,2.2961974144,1.01669991016,0.795017659664,-0.797675848007,-3.50694489479
5777,0.770526230335,-0.0618302822113,-1.89173293114,-0.356436640024,-1.01524996758,0.779519319534,-0.457065999508,0.524713635445,-0.745241940022,0.168717175722,0.690342187881,0.363287359476
1846,-1.5171661377,0.808402776718,2.53287100792,1.95623922348,0.686949968338,-1.21352207661,0.627493202686,-0.0519568882883,-0.225704953074,1.84734559059,0.389795929193,-2.512778759
5925,0.0114825367928,2.10810947418,0.167980879545,0.999799609184,0.565550029278,0.846168160439,-0.781742632389,-0.391340464354,-0.539029717445,1.74199390411,1.34150862694,1.50653862953
142,-0.237845912576,0.659193277359,1.16042566299,-4.89138936996,-1.14014995098,-1.08973991871,-0.397777378559,0.132217168808,-1.02476000786,0.183853402734,1.41012775898,-1.27268540859
1021,-1.30002522469,0.348379045725,0.535295546055,-0.0444277562201,-0.621950030327,-0.985527634621,0.972667634487,0.0623033642769,-0.352097928524,1.84536206722,2.83598423004,-0.065357208252
5699,1.00579571724,-0.656232595444,0.0207439363003,-0.957002878189,0.739300012589,-0.783188223839,-1.72279655933,-0.634146034718,-1.29029738903,0.23314166069,-0.485105097294,-1.10432744026
8061,0.824531316757,0.903108298779,4.10600376129,0.903565466404,2.13354992867,2.75005531311,1.34725499153,3.20229935646,-0.840380609035,0.480052888393,-0.231610536575,1.01064145565
1870,0.715588450432,-1.57361149788,0.806145727634,-0.738377928734,0.381099998951,-0.118725895882,-0.64271903038,-0.162722244859,0.75389289856,-0.677466511726,0.348846852779,3.25813150406
1398,-1.70270013809,0.37300747633,0.588207006454,-3.40577054024,-1.08675003052,-3.75571203232,0.215072572231,0.471464276314,0.426032483578,-0.363512128592,-0.74826836586,1.9519790411
3312,-0.114730060101,0.885315835476,0.647812366486,3.0801923275,1.0923500061,0.527779698372,0.592420220375,1.27474880219,-0.425317168236,1.04852676392,-1.31078732014,3.21830868721
891,-3.11891961098,-0.834181189537,-0.409719437361,-5.65645313263,-1.05780005455,-1.89086580276,0.059799477458,-0.949941635132,-1.12740814686,-0.252558082342,-0.090614810586,-1.28170251846
4775,0.0710186958313,2.54362916946,1.1777960062,-1.34915328026,1.68370008469,3.22843384743,3.14530777931,-0.6101552248,-0.148076638579,2.74315094948,1.69976401329,0.687120497227
5111,-4.26608181,-2.94291305542,-1.23661398888,-8.61995410919,-4.17040014267,-3.77190375328,-4.49877929688,-0.404562741518,-0.402211904526,-2.50689148903,-1.9937517643,-4.66521835327
5696,-3.12548732758,-3.62036824226,-0.116409167647,-3.3213095665,-4.8828496933,-1.78750324249,-1.80474352837,0.492046892643,0.874395012856,-1.86903297901,-2.01970815659,-5.32938766479
5588,0.916612267494,-2.37792539597,-0.0862051844597,0.644886672497,1.5163500309,0.463730663061,-1.5665397644,2.73713874817,0.399644672871,1.41710710526,0.785283684731,1.31764090061
6839,-5.16142749786,-0.985075771809,-0.419251799583,-3.18579387665,-2.74510002136,-2.52299952507,0.274436056614,0.508702635765,-0.30897089839,-2.23120212555,-0.133748874068,-2.37084364891
329,-0.966272950172,-1.2465698719,-1.17354369164,-1.37670779228,0.168750017881,0.377207696438,-0.552782058716,0.217344164848,-0.939275145531,-3.83313822746,-0.151890039444,-4.77619171143
5058,-0.341353386641,-0.970314264297,0.647989928722,-0.314282476902,5.46215009689,0.0231268703938,0.506336271763,2.69768333435,0.0918215885758,0.157582864165,1.0882152319,1.39576721191
998,-4.05298280716,-4.02760410309,-1.79847168922,0.443960130215,-1.49615001678,-0.871577858925,-4.01040458679,-0.375397264957,0.318652719259,-0.918997883797,-0.637255311012,-1.12683284283
9134,-3.53695201874,0.839914917946,-0.76065915823,-1.83439326286,2.02189993858,-0.402729868889,-1.50944340229,-0.38329026103,0.137533992529,0.93410050869,1.32394182682,-0.995254814625
6616,-0.317533075809,0.464243501425,-0.562672138214,0.0480029582977,-0.0927500128746,0.0172489434481,-0.657203793526,-0.250577688217,0.109643280506,0.143546611071,1.49185633659,2.18698406219
5223,0.339205086231,0.243776917458,-0.0453928112984,0.303507000208,0.586199998856,-0.933531999588,0.64818918705,0.162770211697,0.0504898242652,-1.20822405815,-1.62547779083,2.25234031677
4690,0.0751158520579,-2.35748124123,0.26995113492,-2.35629248619,-2.97310018539,-0.129488378763,-0.881709933281,0.0804922580719,-0.695680916309,-0.384035497904,-1.3084936142,0.379616349936
958,1.75331187248,-1.08848786354,0.0281381458044,0.355140328407,0.186299994588,0.780076086521,-0.427027702332,-1.32757496834,-0.612395584583,0.813775956631,0.930482745171,0.631218969822
1616,-0.396775245667,-0.940851390362,-0.617871522903,-0.534558832645,-0.69479995966,-0.250654429197,-0.0463050082326,-0.661687850952,0.499467164278,-0.182347550988,-0.192434459925,-0.753668010235
991,-6.67964458466,-4.49625396729,-0.544010162354,-8.80847167969,-5.80735015869,-6.79924821854,0.190585568547,0.141288012266,0.177744209766,-3.98402786255,-1.64829707146,-6.82995891571
6347,-1.31435227394,-2.51144886017,3.21710753441,-2.34060120583,-2.28850007057,1.46804833412,-0.815269172192,-0.876306891441,1.13610267639,0.385843664408,0.981746554375,1.19077301025
6714,-1.59042000771,1.10218775272,0.468533247709,3.4850730896,-0.350600004196,-0.403898656368,0.263729333878,0.368230342865,0.162422209978,-0.989354848862,-1.44295096397,0.711258590221
