rid,CPC020_A375_6H:BRD-K86873305-236-13-9:10,CPC020_A549_6H:BRD-K86873305-236-13-9:10,CPC020_HA1E_6H:BRD-K86873305-236-13-9:10,CPC020_HCC515_6H:BRD-K86873305-236-13-9:10,CPC020_HT29_6H:BRD-K86873305-236-13-9:10,CPC020_MCF7_6H:BRD-K86873305-236-13-9:10,CPD002_MCF7_24H:BRD-K39397585-236-01-3:10,CPC020_MCF7_24H:BRD-K86873305-236-13-9:10,CPC020_PC3_6H:BRD-K86873305-236-13-9:10,CPC020_PC3_24H:BRD-K86873305-236-13-9:10,CPC020_VCAP_6H:BRD-K86873305-236-13-9:10,CPC020_VCAP_24H:BRD-K86873305-236-13-9:10,CPD002_MCF7_6H:BRD-K39397585-236-01-3:10,CPD002_PC3_6H:BRD-K39397585-236-01-3:10,CPD002_PC3_24H:BRD-K39397585-236-01-3:10
5720,1.0664961338,0.821150004864,0.453654289246,-0.133849993348,1.31951224804,1.02758765221,0.712663352489,-1.18324327469,0.122454404831,0.685691952705,1.26096701622,0.669523179531,-1.12306368351,-2.68825769424,-0.65030002594
466,0.583805263042,-0.169099986553,1.39982390404,0.508900046349,0.975891888142,0.78816819191,-2.35687112808,0.569382429123,0.646669507027,-0.260506540537,1.74820554256,-2.53131914139,0.940760374069,-1.23607003689,-0.95559990406
6009,0.72889226675,0.901350021362,1.53587031364,1.70295000076,1.71678256989,-0.151569604874,0.0353698730469,-3.35150098801,0.0678286552429,0.222662061453,1.98861789703,1.03403806686,2.6717607975,1.84506845474,-0.65016669035
2309,-0.271446466446,-0.977800011635,-1.37641870975,-0.166499987245,-1.68946397305,-0.769370079041,0.431610375643,-0.606947720051,-0.692457437515,2.38538455963,-1.59002900124,-0.161275148392,-0.304844617844,2.57280731201,-0.245500028133
387,0.873957812786,1.38259994984,0.331614643335,-0.775650024414,2.23606204987,0.105154857039,1.349796772,-0.463188230991,0.882897078991,1.86400175095,1.17135095596,0.345406532288,1.57683181763,1.18006122112,1.15653336048
3553,-0.488035440445,-0.37935000658,-0.690098583698,-0.836400032043,-0.683974206448,0.122847214341,-0.877048492432,0.578805804253,0.178526565433,0.209652483463,-0.769810259342,0.580565929413,-0.74827682972,7.31405925751,0.663400053978
427,1.20006263256,-0.385499984026,0.67355465889,0.970499992371,0.571938753128,0.698935508728,-1.45592451096,0.799549162388,1.89108085632,0.288970828056,2.22390937805,-0.841958642006,0.914449930191,3.64685106277,0.514899969101
5898,-0.788997650146,-0.106399998069,0.963896036148,0.344550013542,-1.39735937119,-0.848476350307,-1.07915973663,0.13595199585,0.501261472702,-3.14976835251,0.0566766634583,-1.5682656765,0.737474858761,-0.088549003005,-2.25826668739
23365,-0.74861317873,-0.135199993849,0.400545626879,0.560550034046,0.770926475525,-1.49771738052,1.69251251221,-0.0805526822805,-0.30960226059,-0.568303346634,0.749684631824,-1.8008980751,0.0661531314254,3.06150484085,2.78870010376
6657,0.213964864612,1.1521999836,-0.68858808279,0.429099977016,-0.429788202047,2.45156145096,-0.354875028133,1.0288079977,0.267771363258,0.254382014275,-0.568568110466,1.21017456055,-0.564142644405,1.48122382164,1.50436663628
5054,0.190064445138,-0.292950034142,-0.134127423167,0.0531000047922,-0.0505385696888,0.673623979092,-0.24709738791,1.32208561897,-0.44694685936,-0.97052937746,0.848022937775,-0.122621789575,2.22332072258,-6.99585151672,-0.0459333658218
3108,0.127318024635,-0.444599986076,1.01820623875,0.718800008297,1.5723618269,0.249405413866,0.399948894978,0.813282251358,-0.566052615643,0.512525200844,0.145472928882,0.00428815931082,3.0129275322,2.74680781364,0.367766678333
1950,0.473879158497,0.595849990845,1.62869286537,-1.26240003109,0.318637162447,5.03688621521,-0.643936693668,1.37632250786,1.54807436466,-0.518609881401,-0.606168687344,1.98938441277,-0.785693347454,-0.101657919586,-0.179233282804
351,0.6977622509,0.347350001335,-1.08913099766,-1.7677500248,-0.396912187338,1.77548313141,-2.0483584404,0.735659837723,-0.072833865881,-0.903875231743,0.628132164478,0.0780860334635,1.80128276348,3.20430874825,0.267866671085
4846,1.49008047581,1.07504999638,-0.186301231384,-0.0566499829292,-1.17632710934,-0.326276063919,0.0215378478169,0.79478007555,0.109891884029,0.0058636367321,-0.500556707382,2.64886713028,1.28552675247,-1.46867489815,-0.48996669054
1452,-0.374793380499,0.814749956131,-1.98275530338,0.522199988365,-1.16048061848,-0.910257697105,0.768643736839,-0.714939534664,-0.025040179491,0.290547966957,-1.28112852573,1.37994754314,-0.930830538273,-0.211419135332,-0.119033336639
4776,-0.116005323827,-0.56124997139,-0.844782948494,-0.758949995041,-0.394256651402,0.571318268776,-0.79441511631,0.992402017117,0.455391526222,0.360249996185,-0.60391575098,0.746752619743,-0.904208242893,0.938877761364,1.61890006065
6908,0.537332653999,0.815249979496,1.24099826813,0.67015004158,1.74150717258,-1.26933419704,1.45444488525,-0.883621037006,0.676443636417,1.19416165352,1.46500837803,0.517094135284,5.0281085968,-0.696845829487,-0.445133328438
672,-0.461447894573,-0.59065002203,-0.10992333293,1.23584997654,0.0961823165417,0.184497028589,0.576305150986,-0.239089652896,0.00414422154427,-0.74741101265,-0.472402691841,-1.04168879986,-0.825330197811,3.0483880043,-0.726366698742
