rid,DOS029_VCAP_24H:BRD-K07110772-001-01-9:4.96,DOS033_A375_24H:BRD-K07110772-001-01-9:4.96,DOS033_A549_24H:BRD-K07110772-001-01-9:4.96,DOS033_HT29_24H:BRD-K07110772-001-01-9:4.96,DOS033_MCF7_24H:BRD-K07110772-001-01-9:4.96,DOS033_PC3_24H:BRD-K07110772-001-01-9:4.96,MUC.CP006_MCF7_6H:BRD-K07110772-001-01-9:9.925,MUC.CP006_MCF7_6H:BRD-K07110772-001-01-9:3.3083,MUC.CP006_MCF7_6H:BRD-K07110772-001-01-9:1.1028,MUC.CP006_MCF7_6H:BRD-K07110772-001-01-9:0.3676,MUC.CP006_MCF7_24H:BRD-K07110772-001-01-9:9.925,MUC.CP006_MCF7_24H:BRD-K07110772-001-01-9:3.3083,MUC.CP006_MCF7_24H:BRD-K07110772-001-01-9:1.1028,MUC.CP006_MCF7_24H:BRD-K07110772-001-01-9:0.3676
7015,-0.744863331318,0.174905091524,-0.0720193088055,-0.16333194077,1.34335482121,-0.345400035381,0.554740309715,0.803888082504,0.857853472233,0.320648550987,0.316414892673,1.38233590126,1.18128108978,-0.876270651817
8726,-0.11426088959,-0.346896886826,1.17059218884,1.16294133663,-0.242401987314,-1.17586672306,0.650200605392,0.819079637527,-0.613732993603,0.548092544079,0.707213580608,0.20532758534,0.498324215412,0.300782680511
2185,-0.909158349037,0.63057410717,-0.448218971491,-0.338656485081,0.767189621925,0.437400043011,-0.362431198359,0.760421931744,0.303971916437,0.535469710827,-0.442317962646,-0.199312791228,-0.335788607597,-0.592403531075
3315,-0.944157421589,-0.220127403736,0.220810353756,-0.0799065157771,0.216628208756,-0.599400043488,-0.230833411217,0.0,0.0,-1.03200340271,-0.594444036484,-0.327677994967,-1.88544726372,0.470066487789
5289,0.0164082348347,0.972200274467,-2.69983458519,-0.408177375793,0.466906279325,0.710600018501,0.17154879868,0.656917929649,-0.175436317921,0.376889020205,0.920205950737,0.521078288555,0.117280296981,0.190887063742
868,-0.491560995579,-0.280738651752,-0.428207427263,0.140319675207,-0.292865276337,-0.0578666776419,-0.202780693769,-1.48612225056,-1.02459156513,-0.181899428368,-0.17648203671,-0.685688972473,-0.579446136951,-0.845414817333
1677,0.0876630544662,0.131881013513,0.761941313744,0.471501231194,0.616244614124,1.52256679535,0.569620013237,0.545546531677,0.601632475853,0.529136121273,-0.197272762656,0.195042803884,0.486003696918,-0.741662025452
7043,-0.199165165424,0.709986567497,-0.791457295418,-0.536088228226,0.00893113017082,0.709199965,0.544495105743,-0.45292493701,-1.01574242115,0.880601465702,0.194213241339,-0.298544108868,-1.29613673687,-0.753088891506
5613,1.63942635059,0.864676952362,-0.696209967136,0.513544440269,1.06857419014,0.482533365488,-0.964435219765,0.533400714397,0.350000172853,0.140334933996,-0.836646199226,-0.693713843822,0.260325789452,-0.914129197598
595,-0.0337783098221,-0.0881806015968,0.745817661285,-0.482448577881,-0.494692444801,0.477933347225,0.257899224758,0.546064078808,-0.546816766262,0.513283133507,0.0469258874655,0.167519152164,-0.207516297698,0.536026835442
4793,-0.201586663723,-0.0451654493809,-0.401377111673,-0.0238684378564,-0.510494589806,0.2337000072,-0.309986770153,0.134790152311,-0.289717108011,0.625764608383,-0.0993058681488,0.12711443007,1.23247408867,-0.152778193355
2736,-1.0969350338,0.323840528727,-1.57238340378,0.329770773649,0.794944167137,0.700700044632,-0.319608926773,-0.000919431447983,0.310409814119,-0.790499806404,-0.156773671508,-0.254948616028,0.0313708409667,-0.902272641659
5290,-0.244803011417,-0.10209299624,-0.645035028458,-0.175459712744,1.59219324589,-0.0778666734695,-0.153484001756,-0.904272019863,0.241551473737,0.112344831228,-0.528918504715,-0.669298887253,0.538214325905,-0.756966233253
6194,-0.387367725372,-0.000964992621448,-2.34608912468,-0.656488418579,-0.210324272513,0.224833339453,-0.26552644372,-0.14564871788,0.292540997267,0.951482415199,0.343922823668,0.118850253522,-2.13727140427,-0.241632163525
1676,-2.19620323181,1.45479536057,-0.78730905056,-0.418366253376,0.497010827065,0.646666646004,-0.18962225318,0.414101988077,0.262681484222,0.265271961689,-0.664425492287,-0.249314159155,-0.148329541087,-0.982875525951
23512,-3.01659584045,-0.0182598084211,0.403764694929,1.46466100216,0.592722117901,0.0384333431721,0.626502335072,0.66298365593,0.737579584122,0.493266493082,1.25028383732,1.01797032356,-0.358904719353,-0.515261411667
148022,0.830532431602,0.259759217501,-0.0736134722829,-0.134399786592,-0.125156760216,0.501600027084,-0.0523488819599,-0.332548707724,-0.662153720856,-1.00520300865,0.0302252750844,-0.327938497066,-0.227555662394,-1.20271933079
1906,-0.602425098419,-1.00114989281,0.0567383393645,-0.803299427032,0.607757687569,0.471933335066,-0.0863279849291,0.0983607470989,0.510623991489,0.24154394865,-0.728310286999,-1.10981464386,0.225947961211,-0.871991991997
8878,0.19810333848,0.703702449799,-0.148108631372,0.0746554806828,-0.835404515266,1.42206668854,0.101713359356,0.567081987858,-0.215393692255,-0.659393548965,0.616303682327,0.196726590395,-1.12928032875,-0.180356413126
3091,-0.482131719589,-1.03354561329,0.237619876862,-0.52222943306,-1.20621848106,0.474900007248,0.540513217449,-0.601357161999,0.290924310684,0.134745597839,-0.354830145836,-0.194917961955,-0.639456689358,-0.507140994072
5743,2.36994218826,0.307827115059,0.766173481941,-0.0220040678978,0.849370718002,0.393766671419,-0.477294027805,0.230895608664,2.09400200844,0.595848917961,-0.661890149117,0.218549832702,1.41378045082,-0.0263115167618
5321,-0.486796319485,-0.0379253178835,0.266717433929,-0.860316872597,-0.494962930679,-0.155133336782,-0.195416793227,0.113007090986,0.34926238656,0.212371736765,-0.339226573706,0.107736378908,0.905649483204,-0.821975708008
4144,-1.19997787476,-0.222077608109,0.413164377213,0.466166138649,-0.190689593554,-1.10783338547,0.28034093976,1.08499848843,0.715742230415,0.334104984999,-0.259126514196,0.0233189687133,0.229732140899,-0.848526000977
1981,-0.189118608832,0.436286211014,-0.350632727146,-0.371029704809,0.213100939989,0.840366721153,-0.309091985226,0.490662753582,0.710542678833,-0.557427704334,-0.68724244833,-0.366015553474,1.21654784679,-0.0235017985106
695,0.501152336597,1.68809950352,2.26978182793,-0.661529302597,-0.273415237665,-0.201833337545,0.359662681818,1.5140607357,-0.409507602453,-0.276062101126,-0.4988694489,-1.11034572124,-1.09155082703,-0.79435813427
10398,-1.13918447495,1.07117056847,-0.313094764948,0.463458806276,0.827557325363,0.425133347511,0.356405854225,0.174314513803,0.572694897652,0.460497379303,-0.098478294909,0.113979160786,-0.026025801897,-1.11127829552
5708,-0.102232441306,4.70426797867,-0.613951563835,0.75474357605,-0.0791725739837,-0.394366681576,-0.974177420139,-1.56218099594,0.183348625898,-0.562370240688,0.0248080044985,-0.018882272765,-0.500577449799,-0.69303047657
1213,0.444261491299,-0.0549782216549,-0.750757575035,-1.62139678001,-0.611153721809,-0.718433260918,0.140305176377,0.172602280974,-0.456281036139,-0.514090001583,0.0926902517676,0.236569970846,-0.914738893509,0.56026506424
226,-1.45500636101,8.64191436768,0.745666325092,0.365911960602,-0.210946634412,0.089400023222,0.484884053469,0.865485668182,-1.82513487339,-0.0325965955853,-0.73634904623,-0.383959233761,-0.666527509689,0.608212471008
6777,0.180891320109,-0.214610040188,-0.14354801178,-0.503231883049,-0.57764840126,2.9211332798,0.68171620369,0.354831069708,-0.53661608696,0.0065984800458,0.656850934029,0.150050997734,1.36831986904,0.23140835762
2113,-0.602213263512,-0.940416514874,0.0722127854824,-0.00559199973941,2.29271507263,0.897400021553,-0.0430722013116,0.0340489596128,0.625077962875,-0.174677044153,-0.345315337181,-0.0479050204158,-0.100528731942,-0.754844725132
3329,0.385755896568,-0.840995788574,0.818046867847,0.228085637093,-3.76880931854,-0.491366684437,0.815302848816,0.486360430717,-0.512013673782,-0.243327081203,-0.616017401218,-0.280395448208,-0.0966185852885,0.881964921951
1050,0.624659001827,-2.66795301437,0.189416304231,0.555727303028,-0.647157251835,1.14450001717,0.124068424106,0.0998001918197,4.23224687576,-0.267792284489,-0.134900420904,-0.377492040396,0.0228646174073,0.797022938728
9491,-0.64977812767,0.40530192852,-1.19528675079,-0.866413831711,0.499560058117,0.785666704178,-0.216576695442,0.33875733614,1.13606548309,-1.03333544731,-0.674080550671,-0.0234336350113,0.836616039276,-0.990328192711
22926,-1.55574834347,-1.28799140453,-0.212842673063,0.408012539148,-0.625353753567,0.0865333527327,0.136593207717,-0.325874686241,-0.572441577911,-0.0266403835267,-0.233163431287,-0.68676751852,1.41515994072,0.797832369804
5899,0.372071355581,0.471116214991,0.420590907335,-0.30254355073,-0.709129691124,-1.65166664124,-0.971604406834,0.251546502113,0.303948163986,-0.958344876766,-1.05904388428,-0.521320700645,0.448551565409,-0.160827487707
5467,-0.942680358887,0.664597272873,-1.51989245415,0.0834280103445,0.0897626951337,-0.0363666713238,-0.914388477802,7.7819814682,-0.80959880352,-1.05283594131,0.0680245012045,-0.475404053926,-0.344177633524,-0.805719316006
6774,0.147720187902,1.54253685474,-0.605255901814,0.173694878817,-0.287675499916,-0.0588666796684,-0.181468129158,0.777027487755,2.99361419678,0.0204868838191,1.16679394245,-0.181751921773,-1.03878831863,0.0802724957466
1788,-0.9883928895,-0.0355372354388,-0.685596644878,-0.496961683035,0.461424678564,0.300500065088,-0.20550955832,2.73301553726,0.683112800121,0.279440999031,-0.670459747314,-0.522940695286,-0.0733500570059,-0.861440122128
5921,1.33849060535,-0.884346365929,0.757947981358,0.0145834088326,0.0638430118561,-0.0108666680753,0.133560523391,-0.403908610344,-0.772141039371,1.04785382748,0.921105504036,0.789358139038,-0.702983856201,0.503717541695
5721,0.167678669095,-0.62474411726,-1.43210411072,0.618983507156,0.076730877161,0.896099984646,-0.860257983208,-1.21249556541,0.552557349205,0.0263661816716,-0.213704556227,0.0623860359192,1.3763384819,0.537314832211
2263,-0.114678919315,0.114706933498,0.436948001385,-0.739836513996,0.913223266602,0.230966687202,0.372290074825,0.452725380659,1.38959157467,0.219987049699,-0.903323888779,0.196557164192,1.04128146172,-0.383139967918
808,-0.0569038167596,1.30738127232,-0.0615284591913,-0.558031320572,-0.269380897284,0.397499978542,-0.495453029871,0.819765269756,0.808992683887,-0.640595257282,-0.795762240887,-0.0289737582207,0.665374338627,-0.361406594515
30001,0.333028793335,-0.468843728304,-0.546509504318,0.097168982029,0.650767087936,0.059666633606,0.618270099163,-0.72376871109,-1.05489087105,-2.137373209,0.146623462439,0.0501126050949,-0.0188817866147,0.0844205915928
348,0.308689683676,-0.291274607182,-1.16623842716,-0.00603697448969,0.0541734993458,0.560633301735,-0.432171612978,-0.565445840359,0.374720960855,-0.00697529315948,-0.0580671131611,-0.147742241621,0.810817480087,-0.934506237507
30849,0.483564078808,-0.284519970417,-2.19645571709,-1.33287978172,-0.235896110535,-0.0295333266258,0.568621397018,-0.176585167646,-0.743809342384,0.220384418964,-0.518680095673,-0.185433000326,-0.95708656311,0.885570764542
1454,0.36752513051,0.795573234558,-0.0197103917599,-0.0906257629395,-1.50679636002,0.463633358479,-0.395132690668,2.1339097023,-0.517799973488,-0.316878527403,0.610960006714,0.275688767433,0.147701308131,-0.719442248344
6500,0.405052185059,-0.645264804363,-0.0122678875923,-0.388995468616,-0.440119832754,-0.273666650057,0.900803804398,0.302919238806,-0.575026154518,0.702482402325,0.527319908142,-0.390585660934,-0.236482590437,0.721794009209
5627,0.0147674828768,-4.86644268036,0.133168429136,0.901979148388,0.394020438194,0.257866680622,1.21036505699,1.35410177708,-0.65532720089,0.244781032205,0.535041093826,0.214698970318,3.0177283287,2.50998973846
5715,0.592808485031,-0.492153286934,0.038143619895,-0.250303983688,-0.473867595196,0.634000062943,-0.54962515831,0.303507685661,-1.68047046661,0.233378380537,-0.596572756767,-0.734032690525,0.754747211933,0.562296152115
4791,-0.817152321339,-0.261342316866,-0.087558478117,0.0724476873875,0.280377060175,0.776933372021,-0.719153404236,0.186603307724,0.0801613330841,-2.07134246826,-0.616643309593,0.138266891241,0.0671354681253,-0.470301270485
56924,0.233417421579,-0.443301796913,-1.15833556652,-0.21461212635,-0.134422376752,0.598299980164,-0.262938380241,-0.365649223328,0.0975668802857,0.295338213444,1.12962961197,0.725491583347,0.707257151604,-0.403811991215
2690,-0.360457062721,4.22370624542,-1.4359754324,-0.640316903591,0.290956676006,0.759166657925,0.936434030533,0.524415433407,0.560738742352,1.13479363918,0.929792284966,4.70169115067,0.815990746021,1.25818824768
1019,0.756082594395,-2.2371430397,0.818194150925,0.0627150461078,1.19445014,0.208100005984,-0.45654219389,-0.232209593058,0.677864611149,0.323448896408,0.560629367828,5.28618693352e-05,0.0125409401953,0.533635258675
51422,-0.0818254649639,0.357797563076,-0.189952731133,0.0580203235149,-0.340288370848,0.631366670132,-0.463642328978,-0.982816636562,0.450091421604,-0.355458468199,-1.50817918777,-0.185396909714,2.16298389435,0.123750045896
5788,-0.723257899284,0.227700144053,-0.0235984921455,-0.563580989838,0.123958617449,0.243966683745,0.108141764998,0.166493266821,1.05477797985,0.277248501778,-0.232938051224,-0.662744402885,-0.686975121498,-1.9279602766
6709,-0.88993024826,-0.165804386139,-0.476127684116,0.517524778843,0.153990626335,0.2867000103,-0.147380769253,-0.0439401119947,-0.150764495134,-0.322850495577,-0.661351442337,0.615125238895,-1.12266635895,0.847379267216
1277,0.229962825775,-4.66796827316,-0.744121432304,-0.266576766968,0.579473257065,-0.96726667881,-0.0827012881637,-0.931552290916,-0.465046226978,-0.952809214592,-0.0881261229515,-0.467955797911,0.270975440741,-0.464753448963
993,0.200522750616,-1.37812495232,0.00750976800919,-1.49681842327,-1.2558362484,-0.700966715813,-0.0685700178146,0.530365228653,-0.841355502605,-0.545749902725,0.347526103258,1.17053389549,0.395936608315,0.540954113007
7157,-0.24883684516,0.123303934932,0.676952838898,-0.736543595791,-0.704836368561,1.2079334259,-0.561320662498,-0.161629870534,-0.512576758862,-0.717040061951,-0.465843081474,-0.462408065796,-1.05100870132,0.256510406733
1958,-0.766141414642,-0.126314401627,-0.189331367612,0.0992486178875,0.810850024223,0.49950003624,-1.13873660564,-0.609931588173,-0.0721431300044,-0.656585097313,-0.194545596838,-0.0273539125919,-0.203185558319,1.26571726799
4582,0.507793068886,-5.00529193878,-0.380102068186,0.0585712790489,-2.31129741669,0.379799991846,0.244328379631,0.557803988457,-0.494426012039,-1.10614407063,0.919231891632,0.265413284302,-0.618149161339,1.15750324726
9212,-0.54009860754,0.00334361195564,-0.15747398138,-0.0133311152458,0.746610760689,0.339233338833,-0.701730847359,-0.615181148052,0.786375164986,1.00772368908,-0.585093796253,-0.583064436913,-0.167190179229,-0.87805044651
8440,0.906080126762,-3.12359476089,0.662552297115,0.137112125754,-0.239627718925,0.423933357,0.344792068005,-0.00490748137236,-0.517681360245,-0.581283330917,-0.112455517054,0.0947100222111,0.165819019079,0.718578457832
6790,0.8230702281,0.0128802657127,-1.54590642452,-0.521225333214,0.188800394535,-0.0438333451748,0.713326156139,0.184456154704,-0.115740634501,0.547887325287,-0.159680813551,-0.230693429708,-0.116126947105,0.210910245776
8851,0.11493653059,0.609710454941,0.0842305794358,0.813289523125,-0.25203871727,0.156866654754,-0.0476748198271,0.188129037619,-0.45855486393,-1.07059454918,-0.241064637899,-0.980460345745,-0.539108276367,0.627468705177
2534,0.193649634719,0.389978438616,0.689540624619,0.452623128891,-0.43844512105,1.01033329964,-0.639325141907,-0.0288576576859,-0.641192734241,-0.361798942089,-0.466368675232,1.11021518707,-0.10517847538,-0.743309378624
4893,-0.438845694065,0.250740915537,0.413880646229,-0.866434335709,-0.866270840168,0.128733336926,1.15003550053,0.487708836794,-0.329172492027,0.560673952103,0.274994432926,-0.305363297462,-0.323593497276,0.208773046732
665,0.378174871206,-0.478583693504,0.729777574539,0.275108575821,0.593491256237,0.269733339548,-0.0969059467316,-0.824860870838,-0.208111569285,0.984603106976,0.194616019726,-0.34498026967,-0.84023296833,0.0577436164021
4313,-1.04201889038,0.330555379391,-0.535106480122,-0.28800585866,0.137319728732,0.0306333452463,-0.26460313797,-0.274147897959,1.16826868057,0.285890072584,-0.632544636726,-0.281059086323,0.3122625947,-1.19572257996
1022,0.40247708559,-0.328766614199,-1.50129473209,0.734646320343,0.589193105698,-0.878933370113,-0.537562966347,-1.5792607069,-0.426058351994,-0.24948336184,0.436416059732,0.81439524889,1.21722865105,0.295295655727
5880,0.0535378754139,-4.89151000977,-1.01388061047,0.446899682283,0.922458410263,-0.124600023031,1.05329596996,-0.143444463611,-0.0914468765259,-0.464879274368,0.849874019623,-0.0740342140198,0.898277163506,-0.415792405605
3162,-0.140343904495,-0.756933808327,-0.602462589741,-0.476569622755,0.331903934479,-0.592100024223,-0.396085381508,0.0441239848733,-0.484450340271,-1.13580179214,0.282328307629,-0.498557686806,-0.444352149963,0.679616749287
1282,-1.23682236671,-0.59029084444,-0.915007889271,-0.216090291739,-0.26814943552,-0.0477667152882,-0.505153715611,-0.81227427721,1.01144838333,-0.649846434593,-0.1925111413,0.0187856666744,0.6801019907,-1.13388180733
3383,-0.255718916655,-0.542689442635,-0.721005558968,0.0463121011853,-0.365172982216,0.660299897194,8.93061256409,-0.699720561504,5.90117168427,-0.77513974905,3.75999832153,1.53178179264,9.94520282745,-0.662990033627
727,-0.978291153908,0.73742300272,0.443190008402,-0.120102778077,0.415189683437,1.19633340836,0.463645130396,1.36775541306,2.08750915527,-0.876299917698,2.28470540047,0.209931403399,1.18059682846,3.39850378036
4792,-0.168369829655,0.31595274806,-0.495650589466,0.301754444838,-0.74644112587,1.04066669941,-1.01659607887,-1.1726603508,-1.00847780704,-0.839122116566,-0.509187579155,-0.395117908716,-0.260054647923,-0.323070466518
4794,-1.1113152504,0.531838476658,-0.512815177441,0.579626023769,1.09328174591,0.67509996891,-0.890146255493,-0.137211322784,0.134612932801,-1.2831735611,-0.405303329229,-0.513231396675,-0.197337314487,-1.15106010437
902,0.353417158127,0.936143100262,0.793567657471,0.185210883617,-0.0194942951202,0.0209999978542,0.875877797604,-2.67208814621,1.19740951061,0.675981044769,-0.307220518589,0.697510480881,0.337177276611,0.13199108839
8091,2.03832221031,-1.13002467155,-0.262361347675,-1.24948012829,0.207709014416,-0.128333345056,-0.0539521574974,-0.591177463531,0.510489165783,-1.00332593918,-0.217548340559,0.119609288871,0.661043405533,0.110191822052
3486,-0.397391855717,-0.957588016987,-0.47036793828,-0.618652999401,-0.0374382585287,-0.0436666607857,-1.01702284813,0.46839672327,0.251066923141,-0.391673564911,0.333937674761,-0.37348985672,-0.770429372787,-0.720493614674
10818,-0.875425338745,0.309663295746,-1.49479329586,-0.00418750941753,0.211555227637,1.55946671963,-0.670943140984,-0.780828773975,-1.34385943413,-0.539044857025,-0.0147620439529,-0.747819840908,-1.27062082291,-1.97687315941
3454,-1.1022105217,0.282551288605,-0.763723790646,-0.331350326538,0.366354137659,0.877566695213,-0.542664766312,-0.241440117359,0.268636256456,-0.131923735142,-0.427260190248,-0.267765104771,0.46164932847,-0.830207109451
4282,0.182776600122,4.02488803957e-05,-3.17275834084,-0.088666498661,-0.00083516218001,-0.305133342743,0.615856766701,0.270041972399,-0.300571590662,0.158133596182,0.600993514061,0.180035799742,-0.119477920234,0.500022649765
1605,0.00711727142334,-0.593846321106,-0.269174188375,0.316592693329,-0.410971581936,0.141533315182,-0.133149504662,-0.224079012871,-1.24341261387,-0.701042592525,0.207316458225,0.244105100632,-0.301004618406,0.903767704964
10644,-0.313791692257,0.874238729477,-0.241583377123,0.541605293751,0.353377729654,0.37190002203,-0.346173405647,0.723345577717,-0.903004467487,-0.166380226612,0.599365472794,1.38806080818,-0.585342645645,-0.0691924244165
2065,-0.427475482225,-0.750338733196,-0.241808772087,0.0835904926062,-0.283010363579,0.32173332572,0.475772827864,-0.555482625961,-0.627657353878,0.0884363353252,0.00392484664917,0.531513810158,-0.346509993076,0.79840362072
8321,-0.595229029655,-0.237909913063,-0.443462699652,0.0446968376637,2.61985993385,0.291866660118,0.86889487505,-0.168036907911,1.86988162994,0.171462669969,-0.266919076443,-0.448506593704,0.466986179352,-0.850508928299
8503,0.223828792572,0.218207731843,-0.187066912651,0.575867056847,-0.0551175475121,0.139366671443,-0.707713127136,0.198708444834,0.274707853794,-0.323931574821,-0.677297055721,-0.0554072782397,-0.605099141598,-0.312219440937
7027,-0.613985836506,-1.27409386635,1.01019966602,-0.0191848427057,-0.177715539932,0.613066732883,0.362992763519,0.830551564693,0.193657100201,0.465228110552,-0.898161590099,-0.257038414478,0.400492966175,0.481258094311
6850,-0.674572646618,1.30301523209,-0.655310213566,-0.228271126747,0.836433529854,0.546133339405,-0.512611508369,1.49967050552,0.207948923111,0.0570375621319,-0.112191542983,0.444811701775,-0.71123445034,-0.66674721241
1978,0.490702331066,-0.343874156475,-0.0251842439175,0.389843285084,-0.381872713566,0.22066667676,0.0145703330636,0.573691904545,-0.902239322662,-0.21440950036,0.0648693591356,-0.373343348503,-0.703028976917,0.934847593307
896,0.235755980015,-1.15405130386,1.02024197578,1.05068683624,-0.802481293678,0.457333385944,-0.0665295645595,-0.270428359509,-1.06380534172,-0.387530177832,0.988786816597,0.339725017548,0.568169355392,0.763876795769
5777,0.624078929424,0.218524947762,-0.052566960454,-1.01421630383,1.57137036324,0.11289998889,-0.277345120907,-0.994608044624,-1.18492841721,-1.10928177834,-0.051364287734,-0.361867666245,1.12495172024,0.624974250793
1846,0.863184571266,-1.54261779785,-0.00339511036873,0.957654058933,-0.531247615814,-0.751333415508,-0.80945622921,-0.590208947659,-0.540460467339,-0.956939220428,0.289176434278,-0.18111731112,-0.060828499496,-0.204899981618
5925,0.175148785114,-0.368979722261,-0.458170592785,-1.38967621326,0.0544653758407,0.298166662455,0.644302010536,-1.36689066887,-0.920459985733,-0.340949863195,0.511313796043,-0.409686386585,0.957707881927,0.582483291626
142,0.509932041168,0.139474660158,0.323794722557,-0.180719822645,-0.620130002499,0.354966700077,0.0292652733624,-0.470613509417,-0.591047048569,0.354603946209,0.278339385986,0.082254588604,-1.56078135967,0.496008515358
1021,3.25649046898,-1.22826206684,-0.133891716599,1.19126176834,0.33432623744,0.298933327198,0.0423526391387,-1.173189044,-0.571554362774,-0.0141570270061,1.08648741245,0.686179459095,-0.0213391780853,-0.107462853193
