rid,CPC013_A375_6H:BRD-A14178283-001-01-1:10,CPC013_A549_6H:BRD-A14178283-001-01-1:10,CPC013_A549_24H:BRD-A14178283-001-01-1:10,CPC013_ASC_24H:BRD-A14178283-001-01-1:10,CPC013_HA1E_6H:BRD-A14178283-001-01-1:10,CPC013_HCC515_6H:BRD-A14178283-001-01-1:10,CPC013_HEPG2_6H:BRD-A14178283-001-01-1:10,CPC013_HT29_6H:BRD-A14178283-001-01-1:10,CPC013_MCF7_6H:BRD-A14178283-001-01-1:10,CPC013_MCF7_24H:BRD-A14178283-001-01-1:10,CPC013_NEU_24H:BRD-A14178283-001-01-1:10,CPC013_NPC_24H:BRD-A14178283-001-01-1:10,CPC013_PC3_6H:BRD-A14178283-001-01-1:10,CPC013_PC3_24H:BRD-A14178283-001-01-1:10,CPC013_SKB_24H:BRD-A14178283-001-01-1:10,CPC013_VCAP_6H:BRD-A14178283-001-01-1:10,CPC013_VCAP_24H:BRD-A14178283-001-01-1:10
5720,-0.444948494434,-1.61710000038,-2.83872842789,0.501336276531,-2.00130009651,0.348177045584,-3.15675282478,0.453194767237,0.47363704443,0.197175860405,4.09605026245,-0.378626644611,-0.658893227577,-0.292607933283,0.959581375122,0.418608248234,1.12817943096
466,0.651225626469,-1.00689995289,0.217212095857,0.227273359895,-0.182899996638,0.970497012138,0.423599898815,0.545880615711,0.752863168716,0.727066755295,0.897850036621,-0.0575843453407,0.16416528821,-0.113753288984,-0.482453167439,0.91719430685,1.25178730488
6009,-0.247511714697,0.612999975681,0.662770628929,1.58583474159,-1.26530003548,-0.64832764864,-0.599440097809,-0.223758399487,0.112630084157,0.492974638939,-0.382550001144,0.319307535887,-0.198275759816,0.686872780323,-2.5733537674,0.302080750465,0.455993890762
2309,1.12628185749,2.11050009727,0.530045151711,-1.50418496132,0.132400006056,-0.255248516798,3.5413236618,1.02985560894,-0.04766279459,1.25968325138,-1.33770000935,0.525775909424,2.70500516891,0.953733563423,-2.81528735161,0.30849468708,1.51365447044
387,-1.73842144012,-0.944100022316,0.197123751044,0.910457968712,-1.34990000725,-0.496187269688,-3.42529201508,0.343872129917,-0.575858354568,0.204152882099,-0.228399991989,-0.438131868839,0.235933691263,-0.435916036367,-4.7230963707,0.00715793063864,-0.25671094656
3553,0.769287228584,0.0273000001907,-0.321817338467,0.896196722984,0.619700014591,-1.15580976009,0.379753440619,0.414007157087,-0.00141237676144,-0.460405707359,-0.903949975967,-1.08714866638,-0.0113725215197,-0.590966165066,2.34266877174,-1.23774409294,-0.732932806015
427,-0.028933826834,-1.8071000576,1.56668937206,-0.150886312127,0.555599987507,0.206530451775,-0.252234518528,0.651183128357,0.485311806202,-0.0774793103337,0.178149998188,-0.716062188148,-0.585885882378,0.018726143986,-0.22484588623,0.215736120939,0.988036870956
5898,0.104445308447,-0.715799987316,0.418497920036,-1.56693935394,2.01189994812,-1.20469260216,-0.643213689327,-0.16841776669,0.452334851027,-0.11578117311,-0.0133000016212,-0.133847460151,-0.219162896276,-0.104482442141,1.36838042736,-0.402205765247,0.284171253443
23365,-0.828954160213,0.0179999992251,0.644280910492,-0.111220620573,-2.29670000076,-1.20150196552,-1.85850477219,0.825650453568,-0.0914164483547,-1.39520740509,0.276700019836,-1.48404204845,0.366767883301,-1.88244724274,1.25067484379,-0.741934716702,-0.119148015976
6657,-0.36040854454,-0.0756999999285,-1.33491408825,-0.204488679767,1.00310003757,-0.56738036871,1.25025653839,0.206956863403,0.74877846241,-0.760820388794,-0.375250041485,0.0535753816366,-1.17387902737,0.288634508848,4.05134820938,-1.12997210026,-0.505700290203
