rid,CPC011_A375_6H:BRD-K47278471-003-21-4:10,CPC011_A549_6H:BRD-K47278471-003-21-4:10,CPC011_A549_24H:BRD-K47278471-003-21-4:10,CPC011_HA1E_6H:BRD-K47278471-003-21-4:10,CPC011_HT29_6H:BRD-K47278471-003-21-4:10,CPC011_MCF7_6H:BRD-K47278471-003-21-4:10,CPC011_MCF7_24H:BRD-K47278471-003-21-4:10,CPC011_PC3_6H:BRD-K47278471-003-21-4:10,CPC011_PC3_24H:BRD-K47278471-003-21-4:10,CPC011_VCAP_6H:BRD-K47278471-003-21-4:10,CPC011_VCAP_24H:BRD-K47278471-003-21-4:10,CPD001_MCF7_6H:BRD-K47278471-003-19-8:10,CPD001_MCF7_24H:BRD-K47278471-003-19-8:10,CPD001_PC3_24H:BRD-K47278471-003-19-8:10
5720,-1.84282445908,-0.654853701591,0.293819904327,0.75744998455,-1.41149115562,-3.95814990997,0.12254999578,-4.74818754196,0.507832169533,0.71338146925,1.00078082085,-0.648686647415,-0.450600028038,0.0548129528761
466,-2.18551445007,-0.0706957429647,0.0899983420968,0.506900012493,0.759906291962,0.896700024605,-0.504150032997,1.11677420139,-0.110829032958,-0.0926399901509,0.488416701555,0.223289847374,0.275033354759,-0.132970899343
6009,-1.88357996941,-0.523640573025,0.0721833854914,0.36084997654,-1.12624037266,0.59969997406,-0.490849971771,-0.353853344917,1.17572653294,-0.541535615921,-0.525607347488,-0.333050251007,-0.210533350706,0.364216893911
2309,1.21942734718,-0.20612257719,-0.152581602335,0.424699991941,-0.597190856934,0.140849947929,-1.26719999313,0.0130683332682,-0.173927396536,-0.307350635529,0.0759113729,-0.449690014124,0.211500018835,1.18722176552
387,-2.69327259064,-0.0267746094614,0.400382936001,0.310599982738,0.443099707365,0.745100021362,-0.590649962425,0.625517427921,-0.0835000276566,-1.59284937382,-0.524216532707,-0.46026262641,0.00706666707993,-0.318874597549
3553,1.12687206268,0.0793398022652,-0.309475809336,-1.51705002785,1.29272413254,1.83334994316,-0.213950008154,-0.402463406324,-0.201050460339,0.550104022026,-0.519049465656,0.126991018653,0.338333368301,-0.228641077876
427,1.32891964912,-0.519302308559,0.733741641045,0.0875999927521,1.39488792419,0.960850000381,-1.18919992447,2.57936382294,-0.110244564712,0.137682124972,-0.0604982972145,0.294949531555,0.0630333274603,-0.860638558865
5898,-1.53696513176,-0.550405561924,0.46432569623,1.05634999275,0.855171501637,0.94194996357,-0.758199989796,0.866360545158,0.265960901976,0.608814716339,0.0269085131586,0.111260361969,0.43180000782,-0.484153389931
23365,1.26889586449,0.781508982182,-0.204023957253,1.15425002575,0.736638724804,-0.797500014305,-0.592700004578,-0.496822804213,0.520758748055,-0.0661547482014,0.325129508972,-0.683926463127,-0.441266685724,0.135439634323
6657,2.26719427109,-0.199448436499,0.278347820044,-1.25874996185,2.06142950058,0.761750042439,-0.449200004339,-0.21134133637,0.125872671604,1.03069639206,-0.296410828829,-0.0692087933421,-0.0567666292191,0.575344085693
5054,1.33725368977,-4.2797794342,0.548382759094,1.76390004158,0.540449082851,3.98390030861,-0.422600001097,0.95608818531,0.178952127695,0.0494275391102,0.220439642668,0.101507678628,1.35666680336,-0.0940108895302
3108,1.00155007839,-0.131458103657,-1.35140216351,-0.603600025177,0.415948003531,0.0813499987125,0.392700016499,0.0508804172277,-0.00285513699055,-0.242655664682,0.867575585842,-0.731584370136,-0.583500027657,-0.90956401825
1950,2.04532122612,-0.146718502045,-0.206453636289,-1.08534991741,0.815781831741,2.4484500885,-0.862999975681,0.629488110542,-0.10326103121,-0.804367303848,-0.307067841291,0.4883685112,-0.0820000171661,-0.474885225296
351,-7.34107065201,-0.64677888155,0.243398666382,-0.400400012732,0.945309400558,0.246949985623,-0.00619998574257,-0.340602368116,0.31617256999,-0.0529953278601,0.309302389622,1.05362343788,-0.3600666821,0.448150455952
4846,3.43377137184,0.34985345602,0.48137652874,0.130750000477,1.18844354153,1.52104997635,0.158749997616,0.00662626326084,-0.159139737487,-0.527093470097,-0.265556186438,0.71709138155,0.0979666858912,0.430022478104
1452,-1.10320734978,-0.637443363667,-0.00316607952118,-1.23675000668,-0.324359714985,0.293449997902,-1.24405002594,0.417347997427,0.316244959831,-0.134392008185,-0.45996055007,0.449414223433,0.154133319855,-1.6468269825
4776,1.70431303978,-0.928317129612,-0.298722267151,-0.853950023651,1.30020153522,1.98385000229,-0.251199990511,-0.137615650892,0.755095541477,0.190172344446,-1.18304777145,0.0652959644794,0.330900013447,1.29487681389
6908,1.27234482765,0.356895446777,0.323815494776,0.83235001564,-0.833599150181,0.665899991989,0.27349999547,0.160129934549,-0.205582767725,-0.475092023611,0.0720040127635,-0.157634094357,-0.251800000668,-1.01090168953
672,1.17630434036,0.346889853477,0.656200706959,-0.794050037861,0.69647371769,0.893949985504,-0.223199993372,0.889325082302,-0.553620517254,-0.621699929237,0.469937026501,-0.0884680300951,0.111600011587,0.154929280281
5710,0.833772540092,0.745527327061,0.108947329223,0.81274998188,-1.12649381161,0.43125000596,1.10054993629,0.0386544167995,-0.172576099634,-0.241545408964,-0.493512362242,0.0166836678982,-0.455966681242,0.160721182823
2115,1.82133674622,0.47416087985,-0.480688869953,-1.04375004768,2.15753793716,0.12705001235,0.552850008011,0.636191546917,-0.0539780259132,0.523763298988,0.262912154198,-2.1898765564,-0.774833381176,0.0349885374308
7015,1.08679962158,-1.12543177605,-0.0609908588231,-1.1140999794,0.740557014942,1.22220003605,0.0534999966621,-0.530759394169,-0.307005643845,0.365026146173,-1.02441704273,-0.402393519878,-0.0214333534241,0.937999248505
8726,1.42195951939,1.82366025448,1.14483070374,0.28069999814,-0.244001269341,1.70405006409,-0.556100010872,0.0400289073586,-0.564625501633,-0.511046230793,-0.182263955474,-0.186868339777,0.187999993563,-0.0760709643364
2185,1.18466627598,-0.629841506481,-0.513813793659,-0.862200021744,1.51842403412,1.55659997463,-0.184500008821,-1.18855547905,-0.181613743305,0.504074037075,-0.533502280712,1.58542752266,-0.164833366871,1.12568211555
3315,-6.45183467865,0.917306065559,0.549700975418,0.460850000381,-0.792970120907,-1.01055002213,0.0,-0.532136499882,0.805200457573,0.4246070683,-0.162669092417,0.66522872448,-0.709400057793,-0.643878877163
5289,-1.87501394749,-0.711042046547,0.0812527388334,0.296250015497,0.966488838196,1.75355005264,-0.990750014782,0.392264574766,-0.308711886406,0.363184392452,0.82904779911,0.463177800179,-0.43396666646,0.19119182229
868,1.52708613873,-0.1018319875,-1.89565682411,-0.577600061893,1.82323980331,1.79460000992,-0.649649977684,0.0961131602526,-0.0533872544765,0.41251718998,-0.382342547178,-0.716260373592,-0.199399992824,-0.502187848091
