rid,DOS050_HT29_24H:BRD-K97318829-001-01-2:5,DOS050_MCF7_24H:BRD-K97318829-001-01-2:5,DOS050_PC3_24H:BRD-K97318829-001-01-2:5,DOSBIO002_A375_24H:BRD-K97318829:10.2248,DOSBIO002_A549_24H:BRD-K97318829:10.2248,DOSBIO002_HT29_24H:BRD-K97318829:10.2248,DOSBIO002_PC3_24H:BRD-K97318829:10.2248,DOSBIO002_MCF7_24H:BRD-K97318829:10.2248,DOSBIO002_NEU_24H:BRD-K97318829:10.2248,DOSBIO002_NPC_24H:BRD-K97318829:10.2248
5720,1.12166762352,-1.58485007286,-0.891149997711,0.00967276841402,-0.425769746304,-0.0601746737957,0.143013298512,0.671912312508,1.26464998722,1.1173415184
466,0.133687525988,-0.256150007248,-0.415900051594,0.510190606117,-0.304641962051,0.588904798031,0.420742660761,0.79106593132,-0.108649998903,-0.759792089462
6009,1.35398578644,-1.2581499815,0.733500003815,-1.05614745617,-1.61195874214,0.278278201818,0.102901935577,0.230025529861,-0.508149981499,-0.895566940308
2309,0.406410634518,0.0385499969125,0.868700027466,-0.6700065732,0.357223004103,-0.866056799889,-0.0603772029281,0.187224686146,-0.227999985218,0.0481283068657
387,0.980753362179,-0.0610499978065,3.82019996643,0.501975059509,0.356879770756,0.186034634709,-0.226400226355,0.0887573361397,-1.12399995327,0.311514168978
3553,-0.979732096195,-0.327850013971,1.17059993744,0.423104822636,0.366347908974,-0.0301841497421,0.419062316418,0.379795789719,0.715350031853,0.885784626007
427,0.347787767649,0.825999975204,1.55540001392,-0.852175354958,-0.920724868774,-0.00652782618999,0.755392193794,0.939905166626,-1.23360002041,-0.715220451355
5898,0.976332843304,-0.568849980831,0.619349956512,-0.24410417676,-0.344214856625,-0.300216913223,1.46102011204,-1.13106226921,1.74465000629,0.189121842384
23365,0.394510686398,1.26335000992,0.555449962616,1.06062495708,0.118016108871,0.318353801966,-0.278175026178,-0.103225573897,-1.05320000648,-0.379445493221
6657,-0.973437666893,0.978749990463,-2.0734000206,-0.093979999423,-0.283593058586,0.0989431813359,1.21251165867,-0.662203073502,0.628949999809,0.913060724735
5054,0.926533520222,0.990949988365,1.23935008049,1.46128773689,0.86727398634,0.216461524367,-0.982495188713,-0.594389498234,0.147900015116,-0.429303050041
3108,0.679448902607,2.65735006332,2.85100007057,2.49697136879,-0.545225858688,-0.295423865318,-0.525182247162,0.145855307579,0.283149987459,-0.805399537086
1950,-1.75848412514,-0.256350010633,-2.57850003242,0.693815588951,-0.45211404562,-0.0798098444939,0.324231386185,-0.330887794495,-0.229949995875,-0.380654722452
351,-0.95859515667,-0.921550035477,0.066550001502,-0.775647044182,-0.255000293255,-0.596714019775,0.105088070035,-0.47699868679,1.04680001736,-0.175690829754
4846,0.703352570534,2.16309976578,-1.27404999733,0.30671608448,0.575817883015,-0.0418454408646,-0.22311720252,0.306296497583,0.0505499988794,0.459726303816
1452,0.290269881487,0.0969500020146,1.53259992599,0.138101950288,-0.181105032563,-0.0595566704869,-0.0427667945623,0.456637859344,-0.265150010586,0.513180911541
4776,-0.213336437941,-0.166649997234,-1.6779499054,0.350628197193,0.79352170229,-0.460580646992,-0.260236769915,-0.802805602551,2.47854995728,1.38113737106
6908,0.428609669209,-0.732499957085,-0.442849993706,0.392952173948,0.630719363689,-0.0733997523785,-0.859998762608,0.789555132389,-1.99944996834,-0.901800572872
672,-0.810039818287,0.368000000715,-3.2079000473,0.796537458897,-0.952415883541,0.502892255783,-1.2521957159,0.820135056973,-1.47440004349,0.224605992436
5710,0.353298634291,0.00589998066425,1.24839997292,0.868734002113,0.657365143299,1.24614536762,-0.048137947917,1.06889438629,-1.48699998856,-0.757535934448
2115,-1.33555531502,1.24364995956,1.25970005989,0.674935400486,1.40690040588,0.0986633598804,0.092315658927,-0.883108854294,1.30255007744,1.02859675884
7015,-0.396072983742,-0.402150005102,-1.43175005913,0.627303540707,0.92793905735,-0.162260115147,1.17669224739,-1.24935150146,1.70659995079,0.818527340889
8726,0.833806395531,-0.240049988031,1.21064996719,-0.100215733051,-0.053633004427,-0.134871467948,-0.231897592545,0.152666628361,-1.21095001698,-0.730948805809
2185,-1.16818451881,-0.223049998283,-1.30499994755,0.2774066329,0.0229734405875,-0.102468438447,1.87138700485,-1.06459009647,1.74220001698,0.963225185871
3315,0.93511980772,-2.3259999752,0.983699977398,1.29675006866,-0.310046434402,-0.116251021624,-0.886052966118,0.790332973003,-0.173749998212,-0.419458657503
5289,-0.248005151749,-0.085450001061,-0.888249993324,0.192084372044,0.105496272445,0.613616585732,0.510687410831,-0.574791908264,1.77959990501,-0.467467546463
868,-0.297909796238,-0.436800003052,-0.532949984074,-0.164365366101,0.615905940533,-0.200373351574,0.543423235416,-0.176470160484,-1.43945002556,-0.177438527346
1677,-0.775820434093,-0.0786000043154,-1.65610003471,1.1012417078,0.789468288422,-0.435304731131,0.818962872028,-0.217178583145,1.17655003071,0.302226424217
