rid,CPC004_A375_6H:BRD-K39915878-036-15-2:10,CPC004_HA1E_6H:BRD-K39915878-036-15-2:10,CPC004_HA1E_24H:BRD-K39915878-036-15-2:10,CPC004_HCC515_6H:BRD-K39915878-036-15-2:10,CPC004_HCC515_24H:BRD-K39915878-036-15-2:10,CPC004_HEPG2_6H:BRD-K39915878-036-15-2:10,CPC004_HT29_6H:BRD-K39915878-036-15-2:10,CPC004_MCF7_6H:BRD-K39915878-036-15-2:10,CPC004_PC3_6H:BRD-K39915878-036-15-2:10,CPC004_PC3_24H:BRD-K39915878-036-15-2:10,CPC004_VCAP_6H:BRD-K39915878-036-15-2:10,CPC004_VCAP_24H:BRD-K39915878-036-15-2:10,CPC011_A375_6H:BRD-K39915878-036-21-0:10,CPC011_A549_6H:BRD-K39915878-036-21-0:10,CPC011_A549_24H:BRD-K39915878-036-21-0:10,CPC011_HA1E_6H:BRD-K39915878-036-21-0:10,CPC011_HT29_6H:BRD-K39915878-036-21-0:10,CPC011_MCF7_6H:BRD-K39915878-036-21-0:10,CPC011_MCF7_24H:BRD-K39915878-036-21-0:10,CPC011_PC3_6H:BRD-K39915878-036-21-0:10,CPC011_PC3_24H:BRD-K39915878-036-21-0:10,CPC011_VCAP_6H:BRD-K39915878-036-21-0:10,CPC011_VCAP_24H:BRD-K39915878-036-21-0:10,CPC016_A375_6H:BRD-K39915878-036-15-2:10,CPC016_A549_6H:BRD-K39915878-036-15-2:10,CPC016_A549_24H:BRD-K39915878-036-15-2:10,CPC016_ASC_24H:BRD-K39915878-036-15-2:10,CPC016_HEPG2_6H:BRD-K39915878-036-15-2:10,CPC016_HT29_6H:BRD-K39915878-036-15-2:10,CPC016_MCF7_6H:BRD-K39915878-036-15-2:10,CPC016_MCF7_24H:BRD-K39915878-036-15-2:10,CPC016_NEU_24H:BRD-K39915878-036-15-2:10,CPC016_NPC_24H:BRD-K39915878-036-15-2:10,CPC016_SKB_24H:BRD-K39915878-036-15-2:10,CPD001_MCF7_6H:BRD-K39915878-036-19-4:10,CPD001_MCF7_24H:BRD-K39915878-036-19-4:10,CPD001_PC3_24H:BRD-K39915878-036-19-4:10
5720,0.139291018248,0.456059515476,0.62325823307,0.141822144389,0.230366274714,1.10107338428,0.34414768219,0.836921215057,-1.40529763699,-2.20791268349,0.743819534779,0.729511737823,-2.6929705143,-0.362450003624,0.231817886233,-1.45834994316,-3.48582959175,-4.98124980927,0.816799998283,-0.494306117296,0.690648198128,-0.79590511322,0.544665694237,0.159215822816,0.337249994278,-0.473126769066,2.66881227493,0.403066277504,-0.252446532249,0.0188448429108,0.509860038757,0.425598323345,0.723680019379,-0.761828780174,-0.757420480251,-0.214842379093,0.814774036407
466,-0.0148136038333,0.935688018799,0.60561811924,-0.0609905980527,1.14188539982,1.24054443836,-0.0844823345542,0.174035683274,0.496161371469,0.537901580334,0.628619194031,0.432368338108,-0.0780921578407,-0.428849995136,0.2415625453,-0.565050005913,0.778154075146,1.51300001144,0.508800029755,0.0574138388038,0.243517249823,-0.379717558622,-0.954984128475,-0.171293571591,0.659049987793,-0.817638397217,-0.367838919163,0.402265489101,-0.305579870939,0.187833398581,0.954089283943,-1.07852554321,-0.459562212229,1.0473856926,0.263862580061,-0.670714139938,0.351558744907
6009,-0.696435630322,0.70121216774,1.36459648609,-0.284920394421,0.430375158787,2.93976306915,-0.949612379074,0.650588393211,0.0607357658446,0.746738374233,0.486237853765,-0.213883206248,0.290301203728,0.147049993277,-0.438103348017,0.174500018358,-0.583249568939,0.608049988747,1.53674995899,-0.584738492966,0.264265716076,-0.0794992372394,-0.00140856206417,0.213877633214,1.70414996147,0.00409466028214,1.10744023323,0.341705232859,0.225939884782,-0.329014062881,0.694947063923,0.658969819546,-0.119703538716,1.04174721241,-0.042554628104,0.171277463436,0.585336089134
2309,-0.154510200024,0.652117311954,0.148402556777,-0.605777800083,-0.166826158762,1.15315020084,-0.0939111635089,-0.216517776251,-0.0480821542442,1.19254136086,-0.132264688611,0.331987529993,0.782579481602,0.830000042915,1.42434895039,-0.730499982834,0.52437287569,1.54734992981,0.378549993038,0.24471321702,0.540044367313,0.0969174578786,-0.258884161711,-0.0645629763603,0.0318000018597,-0.343280851841,-0.720646739006,0.606593549252,0.276559829712,-0.810216128826,-1.04740476608,-0.0982355177402,0.0884725749493,-0.671108067036,0.615390539169,0.317498624325,-0.726612269878
387,-0.0875178575516,0.617797911167,0.623972594738,0.231663540006,0.123747706413,0.359363645315,-1.24199855328,0.362915456295,-0.243191078305,0.985258340836,0.633993029594,0.0413309931755,1.57478964329,-0.867299973965,-0.182160750031,0.533199965954,0.946114957333,2.4822499752,0.17610001564,-0.64621257782,0.321763902903,-0.136227577925,-0.193552076817,-0.206859335303,0.501249969006,-0.686514735222,1.637830019,0.0262150242925,0.333796203136,-0.928857207298,-0.286742150784,0.397547781467,-0.154776453972,0.163792416453,-0.0111985653639,0.417053461075,0.501350462437
3553,-0.607613921165,-0.760746538639,-0.98170363903,-0.237122863531,0.0688937306404,-1.55816495419,-0.080574914813,-0.348817229271,-0.648554623127,0.730636358261,-0.606724441051,-0.606011331081,0.62691116333,-0.331999987364,1.06645286083,1.46119999886,-0.114145457745,-0.611350059509,-0.862250030041,0.233433008194,1.08080327511,0.635207891464,-0.0162519961596,0.296497106552,-0.364799976349,1.14037787914,-0.448836386204,0.265454351902,-0.573389649391,1.36245596409,0.165564775467,-0.657455503941,0.193016171455,0.147692486644,0.192356288433,0.127731010318,0.602916240692
427,-0.363097727299,0.681214690208,0.38620018959,-0.083967551589,0.767734050751,1.05250287056,-0.0502452924848,0.761216282845,0.138506054878,0.734712541103,0.250803828239,0.293010503054,1.58145487309,-0.69865000248,0.593896746635,-0.159449994564,0.312223106623,1.70840001106,0.538500010967,0.364633619785,-0.401033461094,-0.0738054439425,-0.137043118477,-0.330793917179,0.612399995327,-0.915759801865,0.582602620125,-0.0447122380137,0.364937990904,-0.781627416611,-0.166073217988,-0.668580055237,0.259170144796,1.49608302116,0.450168251991,-0.309653401375,1.77979016304
5898,0.162071421742,0.165236592293,0.427205204964,0.268098026514,-0.286404132843,0.944050908089,0.574747502804,0.58985042572,0.178454846144,0.99513232708,0.188104987144,0.075260296464,0.45311319828,-0.648350000381,-0.247522100806,-0.362499982119,-3.23839402199,1.68834996223,0.720449984074,-0.359714448452,-1.22280740738,0.094486027956,0.0563797019422,0.288809657097,0.544350028038,-2.03005409241,-0.773799240589,-0.474697887897,-0.0629535540938,0.546180129051,-2.29581189156,0.239573210478,-0.486334681511,0.836400568485,-0.293741613626,-0.343620508909,0.279745578766
23365,-0.699409842491,-0.134343713522,-0.55595010519,0.0384868383408,0.148103713989,0.491303622723,0.289341807365,-0.120014220476,-0.876970052719,0.728433310986,0.199861928821,0.00935532152653,1.32930779457,-0.612499952316,0.547019779682,0.22059994936,0.359347164631,2.59479999542,-1.38434994221,0.408342719078,1.21717941761,0.0718581452966,0.47600120306,-0.360567450523,0.61360001564,-0.961846470833,0.131692066789,-0.0254724621773,0.664102554321,0.312966525555,0.221966475248,-0.206235200167,-0.392548412085,-0.416168540716,-0.814661681652,-0.308455854654,0.81181037426
6657,-0.402606338263,-0.253435850143,-1.50466537476,0.253562539816,0.234425365925,-1.73901331425,0.0262776669115,-0.686959505081,0.228820592165,0.449570417404,-0.609353661537,-1.34617114067,1.46276700497,1.07330000401,-0.0313588827848,0.729799985886,0.495438635349,2.5734000206,-0.899700045586,0.66977417469,-0.745599865913,0.76411986351,-0.445312917233,0.0531178563833,-0.453549981117,1.03016412258,-0.305838018656,0.468450546265,-0.262382805347,0.700438082218,-0.336047291756,0.583000779152,0.406638234854,0.346373736858,-1.22464966774,-0.309584736824,-0.903122127056
5054,-0.133130162954,0.627734541893,0.320847451687,-0.175658151507,-0.311531126499,1.26807296276,-0.441576272249,-0.164508223534,0.0455929264426,-0.733480811119,-0.398298799992,0.651068091393,0.127184003592,-0.723950028419,0.597555875778,-0.645449995995,0.840959012508,-0.554449975491,-0.351599961519,-0.204947218299,0.610970914364,-0.247054964304,0.383969247341,0.181634515524,0.960699975491,-0.493698894978,-0.583156347275,0.0226646363735,-0.799526453018,0.166211858392,3.21060848236,-0.872758388519,2.11488413811,0.455473840237,-0.183288902044,-0.334965765476,1.18969845772
3108,-0.293824225664,0.659179806709,-0.0521620512009,-1.01909780502,-0.227558284998,0.0850958973169,-0.750852227211,-0.741802155972,1.23562216759,-0.0478948131204,-0.00597231090069,0.119198150933,2.09305715561,-0.170449972153,-0.195105433464,-1.00314998627,-0.452823489904,-0.360549986362,-0.221799999475,0.916953444481,0.151666030288,-0.0985038727522,-0.133262053132,0.122026994824,0.557449996471,0.720529913902,4.78246068954,0.226453140378,0.0831456184387,-0.174539446831,0.156392812729,-0.0981283485889,-0.848648190498,0.261634588242,0.234935522079,1.97513973713,-0.28371655941
1950,-1.00293922424,-0.60979193449,0.646657824516,0.24568285048,-0.770485937595,-1.63479816914,-0.128901168704,-0.720042943954,0.662676155567,1.66042268276,-0.983122169971,-0.964805066586,-0.600306928158,0.271149992943,-0.487542390823,0.250299930573,1.40329861641,2.17645001411,-0.0509000048041,-0.706896781921,-0.294035315514,-0.241449937224,-0.0319016501307,-0.522962987423,-0.533800005913,0.620114922523,-1.12967085838,0.30644479394,-0.849890828133,0.649863541126,3.62924098969,-0.127360552549,-0.22387804091,-0.557199478149,-1.09986805916,-0.198528051376,0.485357522964
351,-0.469463855028,-0.835203766823,-0.334307998419,-0.759828090668,0.0161328315735,-1.07537472248,0.131244748831,-1.02647018433,-0.0750879198313,0.272113859653,0.021088346839,0.128422528505,-0.236998468637,1.10160005093,-0.204683572054,0.855400025845,-0.399563729763,0.887449979782,-1.88709998131,0.110387817025,-1.02375531197,-0.37173089385,0.316753566265,-0.243842378259,-0.373649984598,-0.0243484564126,-0.991261303425,-0.821189343929,0.143775358796,1.20216560364,-0.461107373238,-0.000646525411867,-0.82916110754,-4.14768292103e-05,-0.38377520442,-0.205567032099,-0.640765249729
4846,0.0157254040241,0.0702240169048,0.558862566948,-0.148597687483,-0.876969516277,0.750555813313,0.0337971001863,0.183538034558,0.559356510639,1.34308254719,0.565043747425,-0.163715019822,0.525878489017,0.774100005627,1.31885719299,1.22584998608,0.499405413866,-1.27890002728,-0.0883499979973,-0.103268019855,-0.307592600584,4.08118104935,0.125647127628,-0.366450935602,-0.354299992323,-0.344709992409,0.86060988903,-0.356028556824,-0.312451213598,-0.435359060764,-0.0113706728444,0.794963002205,3.86599850655,-0.581736624241,0.296031832695,-0.311847120523,0.330097436905
1452,0.506978273392,1.1130194664,1.58300817013,-0.114936575294,-0.0858863592148,0.782769620419,-1.03449583054,-0.646029949188,0.181093618274,0.563329398632,-0.443302810192,-0.156545937061,0.400489091873,0.356050014496,-0.48192062974,0.249150007963,0.341647237539,1.24839997292,-0.182099997997,-0.563066542149,0.688758850098,-0.477202326059,-0.567155480385,0.576769888401,0.329450011253,-0.939341187477,-1.05413353443,-0.381628960371,0.0457170270383,-0.201937958598,-0.322908997536,0.290386289358,-0.0238426625729,-0.0942557379603,0.304785698652,-0.521589994431,0.153244286776
4776,-0.118389226496,-0.463320791721,-1.50300431252,-0.363973230124,-0.858664035797,-2.02895522118,-0.538303017616,-0.751665234566,0.965399384499,0.0290628224611,-0.673234462738,-0.898193955421,0.614622890949,0.16345000267,0.195021808147,0.985400021076,2.13175082207,1.30360007286,-1.15544998646,0.794201135635,-0.211516588926,0.513521611691,0.308105140924,0.0152136571705,-0.130999997258,1.17925286293,-1.27557456493,-0.0759933888912,-0.655400216579,0.748968482018,-0.393868982792,-0.0942181050777,0.148629635572,-0.440194666386,-0.982448637486,-0.427467882633,-0.590344846249
6908,0.318210482597,0.258420169353,0.775695919991,-0.0626924037933,0.147057339549,1.15567517281,-0.0239541791379,0.711528837681,0.606877088547,1.71280157566,1.12252259254,0.600209474564,0.376631051302,0.0832499936223,0.0992247089744,-1.29894995689,0.959288358688,1.62475001812,0.741000056267,-0.228443145752,0.673359930515,-1.29732143879,0.0102164894342,-0.377405762672,0.708749949932,-0.322818994522,-1.21465933323,-0.269086122513,0.00295814871788,0.205467030406,0.529002010822,0.546387970448,0.309158056974,0.359631150961,0.524645090103,0.128994226456,0.970744907856
