rid,CPC004_A375_6H:BRD-A64977602-001-04-3:10,CPC004_HA1E_6H:BRD-A64977602-001-04-3:10,CPC004_HA1E_24H:BRD-A64977602-001-04-3:10,CPC004_HCC515_6H:BRD-A64977602-001-04-3:10,CPC004_HCC515_24H:BRD-A64977602-001-04-3:10,CPC004_HEPG2_6H:BRD-A64977602-001-04-3:10,CPC004_HT29_6H:BRD-A64977602-001-04-3:10,CPC004_MCF7_6H:BRD-A64977602-001-04-3:10,CPC004_PC3_6H:BRD-A64977602-001-04-3:10,CPC004_PC3_24H:BRD-A64977602-001-04-3:10,CPC004_VCAP_6H:BRD-A64977602-001-04-3:10,CPC004_VCAP_24H:BRD-A64977602-001-04-3:10,CPC011_A375_6H:BRD-A64977602-001-10-0:10,CPC011_A549_6H:BRD-A64977602-001-10-0:10,CPC011_A549_24H:BRD-A64977602-001-10-0:10,CPC011_HA1E_6H:BRD-A64977602-001-10-0:10,CPC011_HT29_6H:BRD-A64977602-001-10-0:10,CPC011_MCF7_6H:BRD-A64977602-001-10-0:10,CPC011_MCF7_24H:BRD-A64977602-001-10-0:10,CPC011_PC3_6H:BRD-A64977602-001-10-0:10,CPC011_PC3_24H:BRD-A64977602-001-10-0:10,CPC011_VCAP_6H:BRD-A64977602-001-10-0:10,CPC011_VCAP_24H:BRD-A64977602-001-10-0:10,CPC016_A375_6H:BRD-A64977602-001-04-3:10,CPC016_A549_6H:BRD-A64977602-001-04-3:10,CPC016_A549_24H:BRD-A64977602-001-04-3:10,CPC016_ASC_24H:BRD-A64977602-001-04-3:10,CPC016_HEPG2_6H:BRD-A64977602-001-04-3:10,CPC016_HT29_6H:BRD-A64977602-001-04-3:10,CPC016_MCF7_6H:BRD-A64977602-001-04-3:10,CPC016_MCF7_24H:BRD-A64977602-001-04-3:10,CPC016_NEU_24H:BRD-A64977602-001-04-3:10,CPC016_NPC_24H:BRD-A64977602-001-04-3:10,CPC016_SKB_24H:BRD-A64977602-001-04-3:10,CPC020_A375_6H:BRD-K83153774-001-07-1:10,CPC020_A549_6H:BRD-K83153774-001-07-1:10,CPC020_HA1E_6H:BRD-K83153774-001-07-1:10,CPC020_HCC515_6H:BRD-K83153774-001-07-1:10,CPC020_HT29_6H:BRD-K83153774-001-07-1:10,CPC020_MCF7_6H:BRD-K83153774-001-07-1:10,CPD002_MCF7_24H:BRD-A64977602-001-08-4:10,CPC020_MCF7_24H:BRD-K83153774-001-07-1:10,CPC020_PC3_6H:BRD-K83153774-001-07-1:10,CPC020_PC3_24H:BRD-K83153774-001-07-1:10,CPC020_VCAP_6H:BRD-K83153774-001-07-1:10,CPC020_VCAP_24H:BRD-K83153774-001-07-1:10,CPD002_MCF7_6H:BRD-A64977602-001-08-4:10,CPD002_PC3_6H:BRD-A64977602-001-08-4:10,CPD002_PC3_24H:BRD-A64977602-001-08-4:10
5720,-0.00133766420186,-1.78119313717,-0.183286637068,-1.2980941534,-0.775490105152,0.305036008358,-1.11209261417,-1.26582360268,-0.0895834937692,0.0742214545608,-0.408759832382,0.0666827708483,0.508650004864,0.377766668797,-0.424289226532,0.338850021362,-0.756775140762,-2.92854976654,0.264750003815,-0.145783960819,-0.331008732319,0.228670835495,-0.0952538996935,0.270779490471,0.48964998126,1.13789892197,-0.284161567688,0.923348128796,-0.173960000277,0.00381967425346,0.288446992636,-0.3358066082,0.0777857005596,0.696584939957,-1.42197930813,0.834599971771,-0.445876389742,0.439049988985,0.524984300137,-0.945883095264,-1.01827311516,0.304584890604,-0.400862514973,-0.889069795609,-0.507737398148,-0.978691339493,-1.49735569954,0.0204352512956,0.142324745655
466,0.792675375938,0.0324292182922,0.551053166389,-0.466731071472,0.506583869457,0.467999756336,-0.691021561623,-2.20789551735,-0.0927161127329,0.347512513399,-0.237356677651,-0.709288477898,0.383200019598,0.000599980354309,-0.0154521651566,0.193300038576,0.199524998665,1.10224997997,-0.835550010204,0.523008048534,-0.0771845579147,0.754469156265,1.50473880768,1.20960760117,1.08870005608,0.800138354301,0.729070484638,0.935858905315,-0.332639932632,-0.423961341381,0.449548065662,-0.653726100922,-0.470303505659,0.696391999722,-1.23071277142,0.10355001688,-1.53327012062,-0.351899981499,0.102150157094,-0.927875161171,-0.166187733412,-0.0517248809338,-1.07232606411,0.25229203701,-0.278524488211,0.264672577381,-0.554958999157,-1.69755744934,-0.312027692795
6009,-0.0970004349947,-1.22259843349,1.16361868382,-0.275140702724,-0.794936954975,0.470541328192,-0.925060451031,-1.05506229401,-0.12051332742,0.320694446564,-0.260807573795,0.609958469868,-0.481000006199,0.819466710091,1.245470047,-0.0804499983788,0.388150006533,-0.064150005579,-0.15094999969,-0.671237111092,-0.0623208284378,0.444059431553,-0.166595220566,0.942446112633,0.17990000546,-0.809758543968,0.505632281303,0.0086627304554,-0.110619992018,0.435970246792,-0.0545380264521,0.842272520065,0.26592412591,0.191094845533,0.155158102512,-0.204800009727,0.867874383926,0.213950008154,0.171400129795,-0.193683683872,0.0463797152042,0.538487911224,0.599004030228,-0.5046864748,-0.0960004478693,-2.10316181183,-0.165455073118,0.579943418503,-0.522528529167
2309,-0.822817087173,-0.336927592754,-0.226519942284,0.409199774265,-0.377906441689,-1.13929784298,-0.282864779234,-0.615770041943,-0.149432718754,3.61115312576,0.603487670422,0.0945486277342,-0.399349987507,0.610833346844,-0.050460010767,-0.463149994612,0.153499990702,1.18990004063,-1.5857000351,0.190804466605,0.64514374733,0.303753137589,0.485375255346,1.01576840878,5.0501499176,0.280258119106,0.469026625156,1.09983181953,-0.0836400166154,0.174992591143,-0.693136811256,0.271647632122,0.608062982559,-0.912221670151,0.387144684792,0.162200003862,0.531810998917,-1.18564999104,0.368072926998,-0.616404294968,-0.914228618145,0.624925851822,-0.292819112539,-0.152352839708,0.220025286078,-0.0447326004505,-0.969857096672,0.450299203396,0.299837768078
387,0.738789379597,0.382955104113,1.3070526123,0.224825739861,0.501242101192,1.025167346,-0.103131778538,-0.568559467793,-0.345850646496,0.859691619873,-0.138396173716,0.0788267254829,-0.0168499946594,-0.651433348656,0.75236672163,-0.381150007248,0.125700011849,0.852200031281,-0.0419999957085,0.44982150197,-0.633903205395,-0.46404337883,0.453781694174,0.796347916126,0.0384999811649,0.508593142033,0.32156971097,0.157159850001,-0.402199983597,-0.762918710709,0.511263787746,-0.404157012701,0.0595710873604,0.682100296021,-0.0568722784519,-0.403550028801,0.916984498501,-0.429050028324,0.0859917104244,-0.446289241314,-0.689002394676,-0.423575043678,0.487724244595,-0.264012604952,-0.434561878443,0.543237805367,0.108687639236,-0.577750205994,-0.13703083992
3553,-0.984781861305,-0.0768108516932,-0.147110372782,0.203121989965,-0.953529298306,0.181659951806,0.277276664972,0.66908288002,0.443186163902,0.164657890797,0.0036765486002,-0.106896847486,0.0229000002146,-0.121500000358,-0.982703089714,-0.553499996662,0.716075003147,2.54854989052,0.0758999958634,0.434015244246,0.490123331547,-0.449520170689,-1.63263559341,1.03723657131,-0.22214999795,-0.652243494987,-0.854082345963,-0.92571246624,0.143999993801,0.420191854239,-0.164321869612,-1.01404345036,-0.272309601307,-0.810998499393,1.27853560448,-0.494799971581,1.51099896431,1.36449992657,0.0258803628385,-0.119358867407,-0.134119153023,-1.1645026207,0.264657348394,0.72995787859,0.0878808200359,-0.332554280758,0.162788808346,-0.202605098486,-0.345827758312
427,-0.377769291401,0.0735547244549,0.377581447363,-0.62612247467,0.558676838875,1.12213695049,1.22384810448,0.595519661903,-0.100674442947,-0.402910649776,-0.877972483635,-0.851754367352,-0.214049994946,-0.193666756153,-0.652669847012,0.0283000171185,0.690100073814,1.15285003185,-1.27919995785,0.378082513809,-1.03193664551,0.188721090555,0.857574820518,3.4492650032,-0.25205001235,-0.530050814152,0.968875706196,0.286956638098,0.0629199966788,0.0600304156542,0.181337490678,-0.598270714283,-0.834493339062,1.44447028637,-1.08585762978,0.216499999166,-0.690628945827,-0.178100004792,0.55204975605,-0.473018109798,1.68425703049,-0.260077565908,-0.19898994267,-0.019395776093,-1.05931460857,0.675879120827,-0.287184774876,-0.484937757254,1.17149507999
5898,-0.248335301876,0.2626734972,0.0434819757938,-0.450565725565,-0.502468943596,-1.39020431042,-0.685353279114,-0.667622208595,-0.908944487572,-0.0524568855762,-0.711446344852,0.0386200919747,-0.334699988365,0.883233308792,-0.333775609732,0.832949995995,0.25937500596,1.28429996967,0.800499975681,0.821411430836,0.321019768715,-2.9877846241,-0.263881087303,0.319192498922,0.0157999992371,0.209348320961,0.261436223984,0.382380723953,-0.327359974384,-0.944462478161,0.635699927807,-0.442488759756,-1.13947415352,0.810805857182,-1.10722947121,-0.578149974346,-0.424920022488,-0.681949973106,0.42979902029,-1.03168940544,-0.324843019247,0.0829011499882,-0.91702914238,-0.229362726212,-0.0127265751362,0.684147655964,0.577356278896,0.176488980651,0.724741399288
23365,1.13413262367,0.180523216724,0.398224532604,0.540276229382,1.2949296236,0.308846771717,0.577229440212,0.465047180653,-0.504537940025,0.431432753801,-0.912331819534,0.412470310926,-0.39794999361,-0.268633365631,-1.47479653358,0.560899972916,0.0233000069857,0.468199968338,1.10144996643,-0.689708828926,0.0366385988891,-1.02937865257,0.489056318998,2.21986508369,0.171350002289,0.0277927778661,0.11335593462,0.581554174423,-0.0991600006819,-0.261644214392,0.296128630638,0.349843740463,-0.186207875609,0.0905836448073,0.613408923149,0.33030000329,-0.673171520233,0.00245000422001,0.073619492352,0.475195854902,-0.440761834383,0.157770499587,1.09952199459,-0.175446346402,-0.172812327743,-0.931840777397,0.539415359497,1.3658618927,0.244831457734
6657,-0.0648226737976,1.07011580467,0.174362570047,0.871044933796,1.24029707909,0.354160815477,0.882766187191,1.29823803902,0.316656827927,-1.10109460354,-0.0779183208942,-0.416609436274,-0.157949998975,0.51836669445,-1.07206642628,-0.58495002985,0.37555000186,1.55054998398,0.771799981594,-0.64742487669,-0.644046068192,-0.692545294762,-0.836140751839,1.1159311533,-0.444849997759,-0.907262146473,-1.09021437168,-0.891951262951,0.756379961967,0.0343609154224,0.0232640057802,0.643832683563,0.86904323101,-0.970493614674,1.09590864182,-0.173700004816,1.37375974655,-0.410650014877,-0.563678741455,0.692268848419,-0.2695505023,-1.17583227158,0.0702931731939,-0.549839556217,0.645917415619,-0.0599152073264,0.132510274649,0.722907066345,-0.0287777259946
