rid,DOS025_VCAP_6H:BRD-K24621485-001-01-2:5.03,DOS025_VCAP_24H:BRD-K24621485-001-01-2:5.03,DOS047_A375_24H:BRD-K24621485-001-01-2:5.03,DOS047_A549_24H:BRD-K24621485-001-01-2:5.03,DOS047_HT29_24H:BRD-K24621485-001-01-2:5.03,DOS047_MCF7_24H:BRD-K24621485-001-01-2:5.03,DOS047_PC3_24H:BRD-K24621485-001-01-2:5.03,MUC.CP003_MCF7_6H:BRD-K24621485-001-01-2:10.058,MUC.CP003_MCF7_6H:BRD-K24621485-001-01-2:3.3527,MUC.CP003_MCF7_6H:BRD-K24621485-001-01-2:1.1176,MUC.CP003_MCF7_6H:BRD-K24621485-001-01-2:0.3725,MUC.CP003_MCF7_24H:BRD-K24621485-001-01-2:10.058,MUC.CP003_MCF7_24H:BRD-K24621485-001-01-2:3.3527,MUC.CP003_MCF7_24H:BRD-K24621485-001-01-2:1.1176,MUC.CP003_MCF7_24H:BRD-K24621485-001-01-2:0.3725,MUC.CP003_NKDBA_24H:BRD-K24621485-001-01-2:10.058,MUC.CP003_NKDBA_24H:BRD-K24621485-001-01-2:3.3527,MUC.CP003_NKDBA_24H:BRD-K24621485-001-01-2:1.1176,MUC.CP003_NKDBA_24H:BRD-K24621485-001-01-2:0.3725,DOSBIO001_A375_24H:BRD-K24621485:10.058,DOSBIO001_A549_24H:BRD-K24621485:10.058,DOSBIO001_HT29_24H:BRD-K24621485:10.058,DOSBIO001_MCF7_24H:BRD-K24621485:10.058,DOSBIO001_PC3_24H:BRD-K24621485:10.058,DOSBIO001_NEU_24H:BRD-K24621485:10.058,DOSBIO001_NPC_24H:BRD-K24621485:10.058
5720,-1.14164805412,0.595533370972,-0.862771034241,-0.753249526024,-0.15567548573,-0.40410476923,-0.954740941525,0.580682516098,-0.269679903984,-0.928805351257,1.34093332291,1.17264163494,0.158908098936,-0.145525082946,0.833733618259,1.77084994316,0.149599999189,-0.671200037003,0.622550010681,1.33519506454,0.551916360855,-1.507999897,0.920488238335,-0.321669816971,0.738700032234,0.37251496315
466,-0.877527952194,-0.0632666647434,-1.06175422668,-0.9199898839,0.275065511465,0.0418732240796,-0.171113282442,0.18823364377,0.54601162672,-0.214895576239,-0.899100005627,0.747226953506,0.652007162571,0.985550999641,0.47128751874,-1.23189997673,0.198699995875,-0.0685000121593,-0.646149992943,0.452844411135,0.0961942002177,-0.627214670181,-0.00944619253278,-0.367984116077,0.565800011158,1.11476910114
6009,-0.871362090111,-0.191933333874,-0.929079294205,-0.221264541149,-1.062276721,-0.000795803964138,-0.326874941587,0.256969809532,0.380831211805,0.969998538494,0.856666624546,1.28997135162,0.41192907095,0.201515048742,0.426112651825,0.66605001688,0.4986500144,0.65775001049,1.18684995174,0.247784748673,-0.604816317558,0.254851609468,0.0180508978665,-1.54638493061,0.240249991417,0.341362267733
2309,-1.3103839159,-2.10279989243,-0.420463263988,-0.334942162037,0.100320734084,-0.157217472792,0.565113782883,-0.764163553715,-0.399549007416,-0.261744618416,-0.559566676617,0.169654071331,-1.62174677849,-0.490674555302,-0.591490268707,0.249249994755,-0.425799995661,-0.320150017738,-0.506850004196,-0.296502828598,-0.224119499326,1.36506533623,0.050765376538,-0.219310507178,-0.332249999046,-0.105672545731
387,-2.18808412552,0.814633369446,-1.41274762154,0.0774409770966,0.378695130348,0.245950236917,0.943201184273,-0.320048242807,0.758304178715,0.368932425976,0.253766685724,0.876319408417,0.753100275993,0.350114643574,0.61520087719,0.702499985695,0.19849999249,-0.253799974918,0.674649953842,-0.152042880654,0.257727384567,1.03123867512,-0.100944377482,-0.417959868908,0.29105001688,0.430134415627
3553,1.37148630619,0.753700017929,3.5298833847,2.00016641617,0.53760612011,1.45975351334,-0.352084934711,0.482006371021,-0.53192448616,-0.134175807238,-0.63206666708,-1.45411038399,0.0369016602635,-0.658209562302,-0.311075508595,-0.101299993694,-0.286950021982,0.0,-0.0611999928951,0.544779121876,0.331863850355,-1.09316241741,-0.684636294842,-0.0621908307076,0.0240499973297,-1.16966485977
427,0.0866307616234,0.42769998312,-0.940159082413,-1.08563327789,-0.172162741423,-0.719657480717,-0.816675543785,0.207222536206,1.00977706909,0.60117572546,-0.42596668005,-0.0343994796276,0.31588691473,0.813575029373,-0.297272741795,-0.999199986458,0.0779000073671,0.393949985504,-0.599650025368,0.814157485962,-0.430180668831,0.637999355793,-0.407965183258,-0.407970070839,0.0225000008941,1.07509315014
5898,-1.54890823364,0.613033354282,-0.238387733698,-1.23486816883,0.474842011929,-0.0468248128891,-0.00127616524696,-0.713782191277,0.289639234543,0.0514683127403,-0.443133354187,-0.0750748217106,-0.372339725494,0.468698173761,0.699309885502,0.283999979496,-0.301449984312,-2.91214990616,-0.860949993134,-0.147458299994,-0.635029435158,-0.154260650277,-0.834508836269,0.438682079315,0.542999982834,-0.00416678935289
23365,-0.241617947817,0.459399998188,-0.520065546036,2.31665325165,0.182904452085,0.56741052866,0.910255908966,-0.239750877023,0.1817612499,0.0881784260273,-0.0890333354473,-0.647724986076,0.107429049909,0.245117649436,-0.0989321470261,-0.956549942493,0.571150004864,0.675949990749,0.1725499928,-0.608183383942,-0.503971517086,1.12565231323,-0.452444940805,-1.92992448807,0.00869998335838,0.327197104692
6657,1.76090550423,0.746333360672,0.639623582363,1.0836340189,0.157507002354,0.551760673523,0.251798123121,1.03091835976,-0.501401305199,-0.16168679297,0.193933367729,-0.770039558411,-0.472824573517,-0.66661709547,-0.280276358128,0.0585999973118,-0.10695001483,-0.118299990892,0.222049981356,0.987791776657,0.407563328743,-1.88042783737,-0.83790653944,-0.966814279556,0.581250011921,0.212770998478
5054,0.407711148262,0.679399967194,0.446376442909,0.195479676127,0.375521063805,-0.450354158878,2.04849028587,0.291290163994,-0.0740087926388,-0.495470583439,0.069333344698,-0.0945682823658,-0.286616951227,-0.640398144722,-0.225339353085,-0.404350012541,-0.538650035858,0.485300004482,-0.0477500036359,1.42982149124,-0.0835571363568,-0.369500637054,1.10908436775,-1.18827772141,0.144300043583,1.58241391182
3108,-0.61064440012,0.193599969149,-0.276658594608,1.1443901062,0.124924995005,0.872194290161,-0.243413299322,-0.479351103306,0.087686881423,-0.154914841056,-0.795033335686,-0.151782423258,-1.18285608292,-0.782125592232,-0.381595343351,8.19134998322,-0.0263999998569,-0.535749971867,0.0200999975204,-0.407924503088,0.0448838025331,-0.76608979702,0.595309495926,-0.361865222454,0.00384999811649,1.06840980053
1950,1.64418792725,0.944533467293,1.61418366432,0.226163685322,-0.378539055586,0.548709511757,-0.61250770092,0.316975265741,0.156078904867,-0.181766152382,0.459233343601,-0.677757143974,0.399612993002,-0.742845058441,-1.03825879097,-0.573350012302,-0.641099989414,4.69154977798,0.0267500281334,0.321555018425,0.28594648838,-0.351422905922,-1.04414200783,-1.53104817867,-0.707700014114,1.56700003147
351,1.44650101662,0.300366669893,1.34511303902,1.57501935959,-0.436169862747,1.28669369221,-0.398887306452,0.441220104694,0.171023979783,-0.159911155701,-0.426433295012,-0.0894225388765,0.383344173431,-0.184861183167,-0.36733853817,0.779799997807,0.337249994278,-0.285250008106,0.337249994278,1.09310901165,-0.268913388252,-0.036898471415,-0.035184264183,-0.504501104355,0.520349979401,0.0471428409219
4846,-1.37107121944,-0.991133332253,-0.234682753682,-0.0563287436962,-0.800036430359,-1.02835857868,0.286365926266,-0.514908850193,0.700060725212,-0.323303937912,-0.117866665125,-0.0243527889252,0.0224504694343,-0.196509063244,-1.44935798645,0.163849949837,-0.330150008202,-0.322299987078,-0.962700009346,0.266458451748,-0.338998764753,-0.362664759159,-1.18876588345,-2.54610943794,0.272350013256,0.558314323425
1452,-0.349210202694,-0.31510001421,-0.789338946342,-1.66510021687,0.278061330318,-0.299128204584,0.774398565292,-0.27750223875,0.102982550859,0.268906444311,0.205766707659,0.341610640287,-2.05684018135,0.52122926712,-0.0510413497686,-0.565199971199,0.0603500008583,-0.205249994993,0.409200012684,-0.0122163295746,-0.163048148155,0.109767213464,0.336332648993,0.655398905277,-0.0512000024319,0.449431747198
4776,1.60414004326,0.462999999523,4.35014152527,1.71384191513,0.20939385891,1.50709009171,0.337235271931,0.122109718621,-0.230369985104,-0.874578475952,-0.33916670084,-0.780387043953,0.0237658545375,-0.640865027905,-0.373451769352,-0.474000036716,-0.473999977112,-0.3382999897,-0.451700001955,0.786440610886,-0.000481486320496,-0.686916470528,-1.15359997749,-0.577447533607,-1.39209997654,-0.466519862413
6908,-0.416867494583,0.322266638279,-1.45223009586,-1.36414051056,0.0267352312803,-0.79782807827,-0.286325991154,0.136154353619,0.440157592297,0.0573433190584,-0.747600018978,0.841823220253,0.725678920746,0.988726973534,0.561385393143,0.193849995732,0.58185005188,0.485500007868,0.0531999915838,-0.123282089829,0.540440499783,-0.307136654854,0.384691059589,-0.800781726837,0.637849986553,1.45651388168
672,-1.2426879406,0.797600030899,-0.180353522301,-2.8211684227,0.647870063782,-1.5265198946,0.721508324146,0.421619385481,0.0474263727665,0.145672529936,-0.149233341217,0.301722764969,-0.131136327982,0.838240623474,-0.378498882055,-0.734249949455,0.335650026798,0.289099991322,-0.523199975491,-0.211274847388,0.565123021603,0.185765266418,0.458715230227,-0.277714908123,-0.626999974251,-1.1498632431
5710,-1.1338031292,-0.0239000320435,-1.04125010967,0.111250400543,-0.359767794609,0.105304956436,0.51322966814,0.200043290854,-0.238335698843,0.289750486612,0.149699985981,-0.26982575655,-0.00406460464001,0.264808475971,-0.633672118187,-0.450450003147,0.489099979401,0.566449999809,-0.0495499968529,-1.02326786518,-0.480647742748,0.43074965477,-0.310650706291,-0.0132201090455,-0.372850000858,0.0516342893243
2115,0.245310530066,1.03070008755,0.076270699501,-0.497249484062,0.797209739685,0.444205164909,0.188351452351,-0.100385017693,-1.08149683475,0.484721839428,-0.309366673231,-0.690383970737,-1.25995957851,-0.0562697537243,0.41420006752,0.109799981117,-0.561800003052,-0.0163000002503,0.205349981785,-0.0112144201994,-0.710363507271,0.363814890385,0.544049859047,-0.50968515873,0.620050013065,0.154104351997
7015,1.3425027132,-0.237599998713,3.3208129406,0.238587468863,0.0684086531401,0.346723258495,0.444062292576,0.672183632851,-0.274318575859,-0.372037559748,0.21186670661,-0.971534132957,-0.339078783989,-0.880167722702,-0.754956960678,0.793699979782,-0.996150016785,-0.180350005627,-0.878000020981,-0.678483605385,-0.467015266418,-1.037281394,-0.936885595322,-0.568608045578,0.0908000022173,0.472063243389
8726,-0.275256633759,0.196966677904,-2.24492716789,0.232487723231,-0.370429754257,0.417105317116,0.66764485836,-0.0564840212464,4.10075187683,-0.234974354506,-0.433200001717,0.263122230768,0.0214822590351,0.64204120636,0.472946286201,0.20530000329,-0.439999997616,-1.20605003834,-0.943399965763,-0.31321144104,0.36439704895,-0.726714968681,0.419432371855,-0.284180819988,0.0670499801636,-0.44830173254
2185,1.37175607681,1.29293334484,3.83614563942,1.51632285118,0.140435874462,1.11876773834,0.48728120327,0.333324998617,-0.401021778584,-0.2365514189,-0.0216000378132,-0.874107718468,-0.437399983406,-0.750284671783,-0.266771554947,-0.129250004888,-0.251149982214,-0.300049990416,0.173900008202,1.17624115944,-0.360958993435,-0.744453549385,-1.20114064217,0.0881375819445,-0.200249999762,-0.69512617588
3315,0.124211497605,3.34946680069,-1.3456479311,-0.158683910966,0.0798781663179,-0.710572957993,0.383981913328,0.000207708973903,0.144502192736,0.208109989762,-0.460799992085,0.636965930462,0.513757109642,-0.747192978859,0.694555521011,-0.591850042343,0.0399499982595,0.159000009298,0.67769998312,0.0852463841438,-0.212009489536,1.34011793137,0.0,0.325445979834,1.12510001659,-0.762141883373
5289,0.1374579072,0.332966655493,0.199823230505,-2.69530749321,0.00799413397908,-0.761839449406,0.0311479866505,0.955024302006,-0.177203565836,0.128503799438,-0.193299993873,-1.39756536484,-0.652659058571,-0.503894925117,-0.358446210623,0.0208000019193,-0.596050024033,-0.231550008059,-0.610149979591,-0.181372195482,0.0044392645359,-0.653729736805,-0.141545072198,-0.118228591979,0.273900002241,0.8808837533
868,-0.719803392887,0.0947666615248,0.615450024605,1.18479573727,0.170596420765,-1.89820313454,-0.762517750263,-0.677658617496,-0.279103040695,0.115650773048,0.418366670609,-0.0264100506902,0.266628235579,-0.130472242832,-0.306678324938,0.470550000668,0.247000008821,-0.0916500091553,-0.0926499962807,0.114502750337,-0.507081270218,0.238427907228,-0.386298835278,-0.388806223869,0.0046000033617,0.694013774395
1677,0.207704469562,0.596066713333,1.58260631561,0.315727353096,0.0630647838116,-0.791318535805,0.491235136986,0.620775878429,0.167821735144,0.308008491993,0.391866654158,-0.774638652802,-0.023124538362,-0.994546294212,-0.94622528553,-0.979449987411,-0.606100022793,-0.52120000124,-0.4333999753,0.0703459531069,0.046075321734,0.207540288568,-0.615639269352,0.132581785321,-0.0991999804974,-0.157358810306
7043,0.330712139606,0.150800004601,0.847678780556,1.37936925888,-0.0476855188608,0.335749745369,0.500486850739,-0.613105297089,-0.118880197406,1.00872850418,-0.170499995351,-0.964704036713,-0.202283859253,0.00979310274124,-0.11959131062,0.0860999971628,0.121699988842,0.674250006676,0.886250019073,0.578123033047,-0.229579895735,-0.594712376595,-1.00639748573,-0.426860749722,0.27144998312,-0.299191176891
5613,1.79403316975,0.589066624641,2.02381896973,0.979036867619,-0.0369565188885,-0.0582292079926,1.12888288498,0.47500488162,-0.155654758215,-0.351184219122,0.620366692543,-0.641351342201,0.168382778764,-0.367321878672,-0.869588851929,-0.347249984741,0.0619500279427,1.3001499176,1.00795006752,0.980550289154,-0.374803125858,-1.23586118221,-1.0247592926,-0.0416086018085,-0.197850003839,0.186590015888
